Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,EVEN3.SA,EZTC3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MILS3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PDGR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAPT4.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2013-09-26,0.019279952783789023,-0.019379991958086262,-0.0019417179440989196,0.0,-0.00032359519139124604,0.0022882945623630135,0.01269336138725774,0.003581716795487244,-0.007210264179941195,-0.010505252626313188,-0.004472824059454705,-0.004680405884546324,-0.00777610872420631,0.002068232799657954,0.0003229652495557733,-0.013698530798126107,0.03068782727050423,-0.009439518596479513,-0.005982915947547851,-0.004464219736044828,-0.008643929571072628,-0.0016104170361767034,-0.001949362311646996,-0.008116862675642711,0.00048061458073100916,0.012004847825405118,0.0025806230850280443,0.004032256693943692,0.011904716775529733,0.014217973063356482,-0.01318690485747176,-0.003329748479782846,-0.0003173190462216757,0.0,-0.010435229195106754,0.01509426421554605,-0.008941868885520066,0.0007728521183787418,-0.0012694673194790784,-0.006514622363173239,0.001086885627978651,-0.006320951134005437,0.005050505050504972,0.011458377954036258,-0.019148936170212738,0.008064529382154406,0.002302763744741254,-0.011170164521000836,-0.018813284146185882,-0.006387451459558657,-0.0007235365722376708,-0.009290979313895442,0.018888963045905482,-0.0023585132332391012,0.0026737081784702355,0.0,-0.006896492666122467,0.00987429562721509,0.000914846745501352,0.005177079352417513,-0.00963593570625454,0.012512041399927787,0.006993006993007089,-0.01290325419410765,0.008360619913608591,-0.02035051438571034,-0.008809273695656206,0.00012954553508004452
2013-09-27,-0.0023928821699522596,-0.007905131635340568,0.026459080842041738,0.01959666599370946,0.023955921991937634,0.01187215677674458,-0.016842916269911634,-0.010528240544484868,-0.0033519255430749517,0.008594539939332568,0.017329939607563682,0.008359805104469542,0.0031348082340301175,0.003095998116873666,0.01777076130926525,-0.007175995706166449,-0.007186827152890429,0.00536022872732711,0.005159115162660877,0.004484238361439186,0.013623964925574494,0.01451613176233213,-0.003906246362021082,0.01472997593494152,0.006727551209671168,0.001186153599707529,-0.019305021888873508,0.0,0.0035294692267222594,0.0037383142585096785,-0.006124649699900564,0.0244989949688017,0.022222242907772527,0.0,0.01230250949715117,0.001062196622197975,-0.028571452758901827,-0.0057915279696479915,-0.031458525348554756,-0.021311476054227563,0.0,-0.011412511465503261,0.008241202963057415,0.005149379876936866,-0.002169197396963085,-0.00399997108095973,-0.004595055968248385,-0.005917192546996852,-0.0383480913773232,0.006428513276066639,0.005430833235790633,-0.0019743788289953157,0.014721908428635855,-0.029156711931809465,-0.0014814638143284542,0.006250000000000089,0.07361104203226243,-0.005777740478515647,-0.005484412088092694,0.005963704298350692,0.0018017807008736675,0.009505648616356499,-0.023333337571885826,0.006535962279752505,-0.00793095979347802,0.003462173468351093,-0.0008181023743561999,0.00012940724567056527
2013-09-30,-0.032781200766321406,-0.01354586214541409,-0.020090932378993842,-0.039275792047956504,-0.039519468759246834,-0.015794241149807653,-0.019920244842054458,-0.026149651425429132,-0.005044851559311003,-0.01253132832080206,-0.03470032665600875,-0.0031090185403404025,-0.015312492847442627,-0.0025720700098733618,-0.0015874811274628753,-0.0039635956856192145,-0.021716653204769787,-0.007701372466223377,-0.000855398418357467,-0.03316325022538169,-0.015322559505463462,-0.006359360640627365,0.02647063360907298,-0.04193551992733202,0.002386551090719724,0.0,-0.0022965896615934067,-0.04016062897442285,-0.02696362555754983,-0.014897565253434997,0.0016806038462620077,-0.02173922445739418,-0.023602461363303462,0.0,0.012152997134485144,0.004243966090306195,-0.016563304194600614,-0.009708701187752355,-0.003936972889992396,0.013400261273767144,-0.01085773930855638,0.003028006296849739,-0.013157891734845384,-0.0030738212602710036,-0.06956521739130439,-0.012048176480379702,-0.021350308185937528,-0.006493448855910744,0.012270020947054538,-0.024130630090587912,0.008282302428699762,0.0014837135343368502,-0.015045599265807064,0.004869977804380143,-0.022848598693320565,-0.01552795031055898,-0.033635118174003775,-0.03263305418856555,-0.021139751240017657,0.010239840998018002,-0.016906500559144555,-0.009416142078437106,-0.01990900927125505,-0.03246753516355039,-0.01889530865886513,-0.00977573791032671,-0.02607045162730981,0.00012940724567056527
2013-10-01,0.007557786907172126,0.03392565915043311,0.009284323697349217,0.014206978559185401,0.013495776593749564,0.029802825971879887,0.000812954595893034,0.02037038493786314,0.013521113865812007,0.002538071065989911,0.022875779309294186,0.009355816098874925,-0.013329104196863062,-0.009283100486677798,-0.007312977606314108,0.033239671587073305,-0.006342539045956719,0.013731315954407686,0.01797939912410551,0.023087111824800388,0.0002729804781858025,0.020800064477627833,0.026743049267433205,0.03703702910858109,0.009523930768611688,0.024881522344511353,0.00953631952543943,0.046025088369382905,-0.007228960316037258,-0.016068060257073857,0.015659994395296417,0.00999994373078561,0.009860056780944815,0.0,0.016294898606870722,-0.009508647361344158,0.03651807206094948,-0.004803938024184329,-0.008563907235007995,-0.008264378303735942,0.004390838645460082,0.003773635424259014,0.02020202020202011,0.0030832987695808,-0.014018691588784993,-0.016260188369355943,0.022405724565347063,0.016339827183415423,-0.016666649677217427,0.00909095990617903,0.023928574153355253,0.012345679012345734,-0.016912365178524458,-0.0040386138009638195,0.004555062205167548,0.009463722397476282,0.007362734225673462,0.007393708499300766,0.009389707516583634,-0.0104028582029968,0.042627144761107516,0.03707218371465193,0.0011607927042971422,0.017449631597591386,-0.005925779921365226,-0.004065023090328079,0.016068630822729135,0.00012940724567056527
2013-10-02,-0.005860293526658289,-0.021874871128216622,0.0019164138278315868,0.00800464282845681,0.001948665596278154,-0.01602843800878906,0.0012184833701094355,-0.00036299649644011556,0.017787643073679194,-0.009113924050632938,-0.00894564811890941,-0.012873686877505341,-0.009327787523449205,0.015096240476099032,-0.007046858899884878,-0.0074762256452344245,-0.0010637527248200662,-0.008833900033811015,0.0033642000465952115,-0.0006447713352730755,0.0005458119603616307,0.017241374153946554,-0.00558143438294878,-0.010822449163687464,0.018868049869525283,0.0,-0.009120443546829948,0.007999997302538198,0.007281598704106607,0.019692596225831638,0.0005506734012039605,-0.00770060558054142,-0.004094492739053379,0.0,0.004219406014307925,-0.014399999163186017,-0.012908084359876004,0.008078056576497294,-0.006644543535041847,-0.015000037165602498,0.027322341722396004,0.017105260044395276,-0.020594077535194932,0.014344248419101646,0.05213270142180093,0.016528952246430917,-0.0034601767828374985,0.006430913194784393,0.006163294882220116,0.023063025815715177,-0.016393418629360834,0.004878067388767171,-0.01442840164971504,-0.00648830182184057,0.0033252897916764557,0.03125,0.019269122462223454,-0.006880716687148847,0.00558143438294878,-0.016981080196652898,0.01175642039372815,0.021081622284825352,0.00028980642125220335,0.0009894481359347118,0.019001300837086177,-0.01924197848666398,-0.0014855488068598044,0.00012926510988697792
2013-10-03,-0.002357868138172514,-0.005590992073457923,0.00038256423547577967,-0.0002836421033067804,-0.0032414331861625456,-0.022624433998618243,-0.018255594605988024,-0.02868553590310219,-0.01911525896659616,-0.008686765457332601,-0.01676339297517726,0.004173360927093528,-0.02110388424127463,-0.007692261529442246,-0.00290306199340562,-0.008673840589521697,0.008519693373913784,-0.016636998687748705,0.014249790712345556,0.0032258120782406863,-0.013638830830631887,0.02773505559763456,0.025257293579237894,0.001094012563667368,0.002314733211691733,-0.01387281975157717,0.0,-0.011904757922539644,-0.012650698649896763,-0.012717873932428292,-0.0022014813076161044,-0.0033260569467068457,0.0025300521940421206,0.0,-0.022689058128934514,0.0005411569551510009,-0.02538456083712659,0.006547389252999247,-0.004013342254706842,-0.011844307339522131,-0.008510641622094028,-0.005729130976582231,-0.026081701160652115,0.0,-0.13288288288288286,-0.040650470923389914,-0.006365775809058505,-0.012779540060870676,-0.010719770980288312,0.00035228474745285787,-0.014893619323794849,0.0019416993901946178,-0.009008975048723666,0.011428481326700934,-0.007231140797895663,-0.033333333333333326,-0.012385929212456626,0.020785255005468795,-0.005087909624496678,0.008225921066865816,-0.008844957992696023,-0.011669668800220356,-0.013619166295716578,-0.02504117220924329,0.01718477692460274,-0.020214040354145424,-0.011487758945386117,0.00012926510988697792
2013-10-04,0.010281288793780652,0.016064126438367854,0.0038241064217401366,0.0011347515762558658,-0.00487800092393631,0.0,0.018595058454813795,0.022990616010893028,0.002227222581649535,0.002577319587628857,0.0032787010317942844,0.031169762225936593,0.028192384485050237,-0.005167962158959649,0.005176162586192579,0.0046050453388679635,0.03273489516380379,-0.009063421477046196,-0.003305813008950498,-0.0032154396741032043,0.009402698811329158,-0.00599705779073989,-0.010948894629691175,0.01530058460759176,0.013394800867966294,-0.014067982334775908,0.0026298261947270696,-0.008032125794884548,0.03355706813783099,0.028148863471323615,-0.0016546486864595922,0.0011123519756066624,0.001577283731494017,0.0,0.006878530890304324,-0.005949188671784178,-0.007103469067340273,0.009708701187752355,0.014103427354260845,0.003424720808393733,-0.0010730040048836376,0.009293751663833838,-0.013701471299569334,-0.010101106431749107,-0.054545454545454564,0.00847459027003783,0.012813005962547308,0.007011820622820242,0.007739971014721236,-0.021126762185358583,0.015118792869427411,0.0053294870932376615,0.014204601487844748,0.0008071103063249652,-0.005766378475982936,-0.0031347962382445305,0.0,0.0036199059875643425,0.006508572206357144,-0.015229794580952083,0.00787410529844701,0.012715657287743376,0.010281976048991393,0.017235591035954068,-0.0021568639719249383,0.015776713355815764,0.006839397980567652,0.00013108944087547592
2013-10-07,-0.008071220775210275,0.0,0.002666655040922672,0.0017001980619528734,0.004901912457432767,0.018055526979666725,-0.026369070983245924,0.0034715970393455198,0.006666713290744308,-0.014910025706940888,0.005882362840909705,-0.017632773784034494,0.0032258187570879393,-0.005714258163641461,-0.01029932282221091,-0.0006874674429369065,0.008179951522529372,0.012804938823535617,-0.004975166483508597,0.006451624156481595,0.0,0.013574662912395175,0.010147569661333122,0.00914962739461811,0.002734831055068998,0.028537428712560153,0.0,-0.040485816142588726,0.011216085438000123,0.010208873711920141,0.016574543134688424,0.0033332475897684954,-0.004409479090414448,0.0,-0.009393675355269582,-0.017954380009513993,0.01891890440518873,0.0096154586803332,0.036754923011958596,-0.020477865415434282,0.01611178529939039,-0.008471472967338078,0.010313653878718743,0.014285702051989979,-0.02197802197802201,-0.033613425982627954,-0.005175397110218638,-0.0026780523222403874,0.019969244242818096,0.0,0.0017730225428311819,0.004337356751223709,-0.00840332457409676,-0.002419378213883716,0.016483649896737118,0.0062893081761006275,0.008580889290136229,-0.00901716682541176,0.0027713379676472805,0.002485527541535415,0.0027777452353094922,0.021524729417355504,-0.00872344409377479,-0.019933598571793665,0.008645639888940737,0.0035841975366033285,-0.008174232246589308,0.0001308091243217291
2013-10-08,-0.014150995387975374,-0.0015809132431451323,-0.011018199526641292,-0.005657707649595611,-0.001300852991506951,0.01773530667156553,0.0012499607797975543,-0.012199545449470772,-0.012141347158592719,0.0015657620041753528,-0.004548450093369016,0.006154131297798404,-0.005787791092215944,-0.002089949856383111,-0.024715560374041545,0.011697152263513866,0.009127804839926368,0.0,0.02250007213778149,0.005128164499375698,0.008219170029021727,-0.017857169476472978,-0.008219192160326627,0.0031999715169270804,-0.0077273916830610245,0.005780369125999885,0.01311472698827898,-0.02531644669169686,0.002918844751971905,-0.00045935823020482047,-0.0005434907113675003,-0.0033221739614187618,-0.0034799306836449384,0.0,0.005172749999576176,-0.011080324584164525,0.003276743095457668,-0.014285714285714235,-0.013094853222788694,0.0034843848911068065,0.013741952081757658,-0.006315081098097197,0.0,0.016096671423941444,0.0393258426966292,0.03478258792741018,-0.021965270377154456,-0.016648837772221037,-0.01355421664947798,0.011510831485017636,-0.00637169221861178,-0.0019194297137458127,-0.01129954860222182,0.008892567936036766,0.016516508800099805,0.006250000000000089,-0.008507884078763017,-0.02411277481050167,0.009673007861685567,-0.004132222245970207,-0.008829644244722878,0.0017558826590449161,-0.01408036198556284,0.015932239072594667,0.008928757474160554,-0.008333297381323712,-0.0020031669114981554,0.0001308091243217291
2013-10-09,-0.0016745599231878794,-0.0031672860264061464,0.017287700488678448,0.018207747766110893,0.016606964596330265,0.02055411121854278,-0.02288814286569041,0.0035023133794842565,0.021229110402988693,-0.00990099009900991,0.002610963619440687,-0.006116489617610021,0.0287839387921216,0.013089067731921977,-0.0020006072277920506,0.012695545981555423,-0.0030150485976147,0.02347979381803178,0.013039889308571917,-0.005102000601017842,0.0,-0.025757548599502855,0.001841662835723401,-0.019670331865489388,0.004122862956275952,0.02298848432756806,0.03495149437770961,0.008658005498559662,0.011059399534875558,0.008731642098304349,0.013050558949624369,0.008889028668762844,0.01079366843969165,0.0,-0.006003762515289113,0.017366967338102945,0.018973419242884315,0.0,0.028155367313068558,-0.026041729542497616,0.04066744966490665,0.006915975332953517,0.0,0.008910830826538874,0.024324324324324298,0.004201724781442762,-0.005319157930382401,-0.013107579362008015,0.003053418760777804,-0.003911874540877491,0.004275056663271881,-0.0009614688052203002,-0.011999835074263387,-0.0032051589737300823,0.025110762813429277,0.04037267080745344,0.01980200681474864,-0.002331055600500065,0.0036496315432303916,-0.009405372724975547,0.012576416965660142,-0.005258498400067091,-0.012198745610430994,0.031031028325987142,-0.0017700849818792497,0.024609835004038016,0.004511393179385204,0.0001313697377105516
