Date,ABEV3.SA,ALUP11.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CMIG3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IRBR3.SA,ITSA3.SA,ITSA4.SA,ITUB3.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RAPT4.SA,RENT3.SA,SANB11.SA,SAPR11.SA,SBSP3.SA,SEER3.SA,SLCE3.SA,SMTO3.SA,SUZB3.SA,TAEE11.SA,TEND3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2017-12-15,-0.003338087606881368,0.002257384309810817,-0.025875201195155628,-0.004079811130974997,0.005586594629939379,-0.0026342831751796636,-0.003965862950882526,0.007142884390694659,0.0,-0.005268724124423474,0.02803033864941451,-0.011276036342454998,-0.014483099608050054,0.013698616715036138,-0.011218168422739594,0.014084450340231314,-0.0028901294373144815,0.006651825154924573,0.019885042135971087,0.026045822735697,0.015970554658898628,0.017015722082822204,0.01559753876125658,0.0031847102322188903,0.022015231144352,0.020109213655651992,0.009169031256321514,0.00944327131132594,-0.00854175685551628,0.024457572967980568,0.01358022544834836,0.02055802985660371,0.0032632533732606106,-0.01123067479037354,0.018581112796392185,0.0361663294172041,0.0,-0.0017215942961461561,-0.014916427965189993,0.0038462203147708873,0.004761829626497516,0.015696958820694107,0.0,0.028202089084726545,-0.02902058232312643,-0.009278609979300412,-0.0012391069984019065,0.0030345773969060463,-0.0160349318212355,0.02018750172537742,0.008823563318352434,0.028708152747417115,0.00646040581582441,-0.0006711755280658371,0.10946746224315529,-0.01581277630390232,-0.003997363004781818,-0.002865334628361027,-0.011837603561559717,-0.015411510979580934,0.012804323787524385,-0.020743282406958663,0.015898236127033005,0.009077832710461697,-0.005330853505349675,0.0,0.008418599161890583,0.03275256451988717,0.018711006341664893,0.03068898466986525,0.004950503359577363,-0.007633580839735754,0.03269751788861286,0.0309763491453654,-0.0053615845421362,0.0011547608612054727,0.017935918352008695,0.020320009244992665,0.04001290029933502,0.0024713857708928977,0.00010357838640229211
2017-12-18,0.0004784798595387496,-0.009009079206869997,0.007812455180101763,0.0027309944132565267,0.01339868765689256,0.0019808753975718574,0.007963307287101484,0.002482258614553423,-0.004830921043260772,0.032839028961494154,0.011422226860115625,0.0013907303519207215,0.012887173880250957,-0.0168918916741978,0.012966047891141086,0.0030865117609877313,0.01449275362318847,0.03138764865713628,-0.008665356717875605,-0.006153889191456319,0.0072551670007179325,-0.03346200163229274,0.0060566954186829225,0.007142793348318577,0.01325606216892039,0.00337928614619587,0.006246475860756773,0.006400840548185682,0.0012307974008414213,0.0,-0.01796585897312053,0.035971253334947884,-0.0014456174166489477,0.0009465823739671642,-0.00663357369248041,-0.03315882313926777,0.0,0.017246290840231104,-0.0006056894671686575,0.0,-0.004739262067974592,-0.014122064014354896,-0.00024340627862584618,0.008000052751816478,-0.006849285792618343,-0.003323277507548794,-0.004342412775480975,-0.008932441145318548,-0.002963017483692987,0.014134244182464784,0.005685094462552609,0.006046472593795427,0.0168918916741978,0.0073875371154026315,-0.05333333624122816,0.01799484096531212,0.01806023151895575,0.0,0.0017112822659344218,0.05300603837658646,-0.0045558261538309885,0.06001767959000581,0.0,0.009469669542869097,-0.0018915097642615564,0.0,-0.01162788846162155,-0.0030364424575299864,0.017142833458367646,0.011235998399541591,0.003284042935909559,-0.001923029309897406,0.01002632668924286,-0.010450650887618429,-0.0022114462599904794,-0.014994246055011318,0.025752257485968766,-0.005084764995097579,0.023890799525287276,0.006982701630674271,0.00010357838640229211
2017-12-19,-0.015303667965536727,-0.006249950095606138,0.003875983892514201,-0.005900941455842634,-0.0058045889663727035,-0.009225736399392392,-0.006381063981094726,-0.004952291996112135,-0.010679562192187908,-0.005128224690755245,0.0018214113963770373,-0.011388796680775082,-0.02879466378339124,0.006872812816805851,-0.012800081422407517,-0.021538454010502472,-0.0022857666015625444,-0.006940692148627803,-0.02928317464347807,0.008513979498068203,-0.01104444168149843,-0.013315629616780456,-0.02214577071587087,-0.024428642726008643,-0.023712192387554176,-0.015436448867980124,-0.015237022139036549,-0.02152644435231188,0.016594987717706733,0.005390871519440621,-0.003875980467551332,-0.02314823833335078,0.003619275629507923,-0.013238868507132961,0.010851479062804925,0.005415200363704464,0.0,-0.008759467757561645,-0.006060625796504571,-0.017241416272975596,-0.009523850893912278,-0.008378413068021007,-0.005598864705939177,-0.03174606100879518,-0.027586211136704786,0.003031227954097604,0.015160945360385591,-0.02718408030802877,0.0,-0.03066199752312082,0.001449546300384963,-0.012020264984790141,0.0182723996707701,0.0,-0.01408456544819603,-0.005050500185316276,-0.0052562366821607975,0.0,0.008542119766073997,-0.03716217457072579,-0.0028603945655907292,0.0008326585088471727,-0.007824681524634225,-0.011726045155915021,-0.020530649009574797,0.0,0.007239754229940942,-0.005076129353741243,-0.003210211181385092,0.011111153496636383,-0.01909440168720755,-0.03179189981384978,-0.02194348432928872,0.0,0.0020777971954784036,0.007025810290949952,0.0002642262550973662,-0.01746173588999067,-0.003636331269235349,-0.005949531559871435,0.00010357838640229211
2017-12-20,0.005342428826438761,-0.002287008354845632,0.010424728252524718,0.004109552354432333,0.0006487336300087243,0.009311643164674921,0.00917431850781747,0.001777502520473595,0.00588797691332843,-0.015463878503069517,0.030909127428656147,0.004776605498957087,-0.009652911632898276,0.010238947174773916,-0.004862192152069067,0.0031447475193038255,-0.003436395709535911,-0.0037634243757304064,0.034218976365337994,0.02302383019610521,0.01165337264536892,0.04993257355132874,0.007036056405281155,0.008077498131745964,-0.011725361945029045,0.011117455951350719,-0.017192015614492573,-0.009000015258789018,-0.003023043630078659,0.0015319693081512487,-0.005758760091093329,-0.0028435431125708455,0.011539842936703293,-0.01389551174654724,0.013212270712980256,0.025134625165341262,0.0,0.009692027370125311,0.0009146280421621356,0.014619903915995547,0.01538459256346969,0.008449203989137954,0.0036720058914805342,0.004683897853548835,0.027724079248217848,0.015110259562636674,0.0028641445701556023,0.04034667027854666,0.013372989943571945,0.014378188755309607,-0.00014476966177812134,-0.003275694872427626,0.02773247608642171,0.004000066299441496,0.020000060754235882,0.01269034304318195,0.006604981871054738,0.02873547704512691,0.01778659234001867,0.015789500454015837,0.02008031305818392,0.01830277079668452,0.028391139433198598,0.009966863071495968,0.0006449604925660157,0.0,0.012878116592870859,0.01598643628576424,-0.000805160684187789,0.007142810731707083,0.028921049555210132,0.01990047815616136,0.014423068918034687,0.009900968502910334,0.008017772762051845,0.04534876422665768,0.03434618505061904,0.00996969613917309,0.01581509856664609,0.009452394056136404,0.00010357838640229211
2017-12-21,0.013043407751869962,0.014326644041497527,0.012609855664654113,0.01318770262326785,0.01102107450190215,0.035255350708492283,0.029393967057870674,0.0024840203714036058,0.011707401633006986,0.009424099559202759,0.01587302977245697,0.015939527180964586,0.0020886551930654473,-0.0168918916741978,0.006514852022162065,0.03448275356469832,0.015517268027760878,0.012951956946830157,0.031780353255545624,0.02100525424684352,0.0031197302028649343,0.021850847669961038,0.030567696180672677,0.03365385350155914,0.0,0.000563883140344501,0.049562739628730146,0.05701317283119445,0.22498490256617631,-0.008413015984474304,0.00469628966212432,0.017585589664080414,0.014973205270121692,-0.01806565330058607,0.017929841869653407,0.0035026236064621408,0.0,0.010728432743071226,0.00974717807916936,0.020172965112491115,0.03693178407733,0.010810800695872036,0.04219512146445403,0.03671328136949592,-0.008782953918222147,0.012503763348459929,0.01264787690932323,0.037201920665146826,0.0,0.01630047413005098,0.021279665821916538,0.023474179244571625,0.01269840058826266,0.012616154727106643,-0.019607901532326166,0.043233056311659857,0.04068240779990462,0.05307266178560166,0.004993073758257749,0.010362667673729176,0.01012371771671794,0.004901995158388628,0.05214726281940507,0.015037492319705192,0.04028356897387919,0.0,0.01330575892962882,0.022765262093129568,0.03303781716195675,0.013093277256797764,0.025405368289431962,0.002926803216701579,0.020010517111130444,-0.009477109974460607,0.013987938707048952,0.0066741291595424634,0.014814763569652278,0.03862654458609227,0.023952071871634395,0.024070767511279012,0.00010357838640229211
2017-12-22,0.0028612959110974057,0.00451980928010931,0.0,0.000448928968612039,0.003526729756955893,0.005728796711653272,0.0029437430490435457,-0.001415961611587413,-0.005785962232810582,-0.01452285667393427,0.013888908842187853,0.0008257544495711144,0.0006947378203996379,0.006872812816805851,0.025889749891733427,-0.001515302700529908,0.0079229988140328,-0.001065554463287155,0.003375627798243519,0.004163560159725854,-0.002392376427936216,0.012578664637599601,-0.006779657692888463,0.0170542847701165,0.03644075993272433,-0.005071886660819813,0.043333302592149625,0.06396181879660601,-0.014356480424466245,0.029309695813086067,-0.003427872381954411,-0.004670797586065256,-0.004214916928262147,-0.0016778346079822093,-0.004003187541687825,-0.0017452406367448603,0.0,0.005586613608986157,0.015988007193666665,0.00753283064223087,0.000913374700531433,-0.010695177266041744,-0.004680547996055218,-0.005059105452221879,0.02468355074608186,-0.009114992844642233,-0.020145044566792114,0.009001505914128849,0.01026390776096231,0.006276107316731228,-0.0021262003522282136,0.014220246978908335,0.0006269736051047747,0.0032786510849911465,0.02857143190957334,-0.0036035716106328497,-0.006935665766608978,0.03978793784793777,-0.012144593769482182,-0.01333331246661329,0.0020045173154554785,0.0016259759170100807,0.03498538869491408,-0.009259232520329452,-0.014869871316113281,0.0,-0.012547426303823328,-0.008183306260012069,0.013650497470454992,0.005385050248417622,-0.01739588485244392,0.01118684122370528,0.01290658690524027,-0.003629182682576615,-0.0008115152525002278,-0.011049765675375856,0.0015102283911991865,0.0028925732457005804,-0.0029240434674705496,0.0007187254601839221,0.00010357838640229211
2017-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006892238925531702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033316929788393956,0.0
2017-12-26,0.010461212846949453,0.012373413683283596,-0.0018867636626621609,0.0031403867027506305,0.010862624948096311,-0.012341654494332555,-0.022307017798382733,-0.002126886490237734,0.007759481199873353,-0.002631538792660315,-0.024315133056918015,0.018701915049208484,0.006480041655329671,-0.007508509183721146,0.009464004462467424,0.015174603760434335,-0.000561495181454652,0.019733378092448017,0.017241163171769935,0.004146296803544169,0.010551548979822245,0.0024844103870176326,0.004052929876049438,-0.0038109901807161783,0.0016353100007104882,0.005380927201845687,-0.02023431711897561,-0.01884253293149807,0.05775990092133276,0.00786813180826762,0.015947488242798125,0.004223390437902985,-0.00529103624545324,0.019607860811703404,-0.005626988448416914,0.02272729356805847,0.0,0.008333312140570648,0.009798092850321627,-0.010280329876215966,-0.010948903322651193,0.012162108254135662,0.003997137766095893,0.0,-0.0006177011040180425,0.02729970056026776,0.017886491422734574,0.03609661781059059,0.027576218803445407,0.0020790120541698265,-0.005965883437203945,0.004975065579664983,-0.0069400715568619376,-0.006535941886648855,0.061111118052700864,0.006630537030730688,0.013968270922463999,0.025510127041396213,0.0008381888384880742,-0.0020790496196141373,-0.004334340549628557,0.0024351207295980615,-0.0028168987598808926,0.008411246851670828,0.005974816244802783,0.0,0.014184383571866466,-0.005280523149862382,0.005771506420451322,0.010176782714579113,-0.008583683082144522,0.014910988566184002,-0.007645277702067688,0.0033112828530714733,-0.0017596176874470348,0.0044692695760304435,0.0015078551699740927,0.01771741530210358,0.0026393007805027846,0.0033206296603147667,0.00010357838640229211
2017-12-27,0.0070588055778952885,0.0083332717493112,-0.004158813125846539,0.013863998528031773,0.012326150353088483,0.00640813513840266,0.0012008883978607,0.008170498946824978,0.03657367242226184,0.002638482060556502,0.0056160720360609595,0.0,0.004828675014207473,-0.002063255367943495,0.0015623634265762298,0.014947567420557695,0.023033700280080227,0.010460190732859864,0.014882232564595865,0.0007287489756744314,0.020170891473465513,0.03469649284188803,0.021882297667804362,0.006120881834276837,-0.0024489996029736227,0.006197204135803602,-0.0010868760417925838,-0.007773208494303074,-0.036087381203921076,0.008921941387249444,0.01184980887049547,0.0028037882957800964,0.021276649157459415,0.0637362506210537,-0.0016168087494182748,-0.008546959779967,0.0,0.011019326013387953,-0.009114963364840745,-0.00377721344656734,-0.002767620033638618,0.0005340449226318711,-0.005386375246288377,-0.004519769993136746,0.007416570476329376,0.025418798457046865,0.01333063764466047,0.02397672890376157,0.00423716300004906,0.01383130068767291,0.00414402712174633,0.017101758769490605,0.0400254814025629,0.032236847690103154,-0.02879576107693549,0.003592782227623159,0.005009328033444227,-0.004975193184487914,0.007258574495969006,0.026041667356535347,0.011720075453258039,0.02186230734814143,0.0056497121870149325,0.03475439306433836,-0.006877102419360126,0.00034049827676319033,0.005244764183460315,0.031187808662678895,0.009946449664777424,0.0074230851069854165,0.0021645517596426966,-0.0018957779528039342,0.0056497107306081595,-0.007920812736346705,0.00393218565529696,0.012235885778880462,0.00025099464525601967,-0.0004049602307771849,-0.009066907605886354,0.005086671599196624,0.00010357838640229211
2017-12-28,-0.005607426823543427,0.01652892268901307,0.021260419996139035,0.004852255030879604,-0.006556325085107173,0.020694097057597283,0.014992446803572035,0.0038759906132637134,-0.011142140548492496,-0.0005263278358861312,0.002443300686430616,-0.011879058555722133,-0.018993176580412885,0.02687797267378067,0.0,0.011782038994891941,0.010433857419555048,0.0015528305962420053,0.01629337596737246,0.0072815347452712675,0.009304480592228437,0.003592782227623159,0.008315955902397532,0.0053232433862502315,0.006546672131379383,-0.005879033675889822,0.05223065514085112,0.04608294768854848,-0.014778288095344094,0.005895315848990501,-0.0015209315969236803,0.008853677050594255,0.02812495325219677,0.056818099181229265,0.002429043281922061,-0.001724177336719812,0.0,-0.01907358987431773,0.008902017223676006,-0.0028436190186958976,0.000925017606234535,0.005871442570251517,0.0025900982263240557,-0.0011350132291197967,0.02392644732144711,-0.0002816258758460144,0.03846921219085142,0.03777484732240266,0.02953600812830892,0.02592082919404426,0.008965461869365754,0.017699097866309854,0.009773966964536918,0.014021724057744489,-0.021563343506434074,0.0089498577853111,0.003115336248348477,-0.0025000047928390723,0.006929046211544776,0.04906940102796731,0.012797930743867036,0.02773378642183877,0.007022498811590561,-0.012091357443540063,0.0034623934964432834,0.019227417683643333,-0.0049274831578352,0.007078485003041646,0.010227283654791863,0.015789433529502572,0.009179269551404357,0.013295379570085863,0.0214504702221181,-0.005655330991387819,0.01296603720413736,0.0,0.010035065355161077,-0.023491283601263735,-0.03128693447086672,0.004324793290654938,0.00010357838640229211
