Date,ABEV3.SA,ANIM3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CBEE3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,EVEN3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SEER3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2014-11-03,-0.012195052453833122,-0.029841377621605325,-0.027522912301172875,-0.012982283048891041,-0.02521936020507154,-0.012861740945874889,-0.007562008155328592,-0.0352940657413362,-0.007533045096780655,-0.006512625564017438,0.0066189103578713215,-0.02635782747603832,-0.02364867411885807,-0.009803872718267992,-0.0021082500405706917,-0.007361220945064306,-0.03010756817221316,0.02744864756774712,-0.019369817308094173,-0.01575758962920215,-0.029220752077492862,-0.026173295501831673,-0.015703695791739025,-0.0289389868957991,-0.031982962374701884,-0.010837858747912654,0.0007910736525640338,-0.0037313396321504433,0.0009016014830429686,-0.004477572212719494,0.005199315734524923,-0.005055633830396311,-0.00353939674430237,0.008979626580509992,-0.016707527528797117,-0.007412320059877464,0.02480277765076644,-0.03636351818599981,-0.007317107961563818,-0.01951212214118192,0.0,0.011173174535359376,0.03076923076923066,-0.027303728938281147,-0.028141319307330326,0.00471695653957771,-0.010207372096441736,0.015824892299025395,0.022619034824097772,0.013339203116321086,0.0,-0.008958566430634862,-0.0794006797827832,-0.010314536456230705,-0.020771549116113897,0.007065275587522901,-0.011627897726242176,-0.024976926193691296,-0.017543843505051004,-0.004000015258789014,-0.00100553257222602,0.015737403816561635,-0.007665547555915531,-0.012484211682439739,0.0001618883171301544
2014-11-04,0.009259235275681288,-0.01374339710750172,0.000943260444944416,0.05042013585868976,0.020247535046812537,0.012214996404848355,0.004266972989595885,0.0024389628474306146,-0.03795058952410191,0.019041664500950573,0.024657576051476893,-0.007383100902379036,-0.0055363269731505405,-0.019802004801713458,0.00704230185804211,0.003993137026945259,0.022172964377436877,-0.007030361641647276,0.0097288280916481,0.029556622475449545,0.0008361395359481882,-0.025950016608869753,0.02016854657537759,0.0033113291478390483,0.008810564358837869,0.011378022038437186,0.001976309570444368,0.00749062934645095,0.03153163198431086,0.03748125894159027,-0.007471216299807182,0.01829254693780813,0.019125632459326525,0.0032362429332906117,0.01199391482897294,-0.000950502314866819,-0.011848083638876128,0.005145810155814612,-0.002456971267741137,-0.008557220003498123,-0.0038888719346787948,0.003314972203289246,-0.052238805970149294,0.0,-0.00202024820706026,-0.002347292852082683,0.017080255657863752,-0.01226386603572227,-0.005044666891966254,-0.006142960456290036,0.0,-0.005649650245039273,0.14320576996628898,0.03491402072161787,-0.005681788828241441,-0.0005396777394101049,0.005602201891279357,0.0028463845519419717,0.03928576263846262,-0.031726868284399634,-0.03346761079928917,0.007073115754550496,0.0007022632754614122,0.008100543125660442,0.0001618883171301544
2014-11-05,0.0,0.013603244062261766,-0.026390110943536493,-0.07930437170940896,-0.024255783408571263,-0.014749226932909143,-0.010015229845634965,-0.022708793018400675,-0.0032874346074919236,-0.005973342977201979,-0.0016043147284231507,-0.004132231404958664,-0.039665949851330984,0.0,-0.011888111935303258,0.011363571094088698,-0.014642081420783049,-0.030303067143313656,-0.017226281827383616,-0.03229659272458263,-0.009189691553688428,0.005708895743932851,-0.00029505091140757944,-0.009901122591126077,-0.009825344332654917,0.004166682561238533,0.010256407841999993,-0.026022368093815973,-0.006113514020657074,-0.00650290112685159,-0.026056789288454008,-0.005987952995647694,-0.01099191106747932,0.0024193948873256765,0.0,-0.007882577982970096,0.004406644094353318,0.023890733870648884,-0.027093574262141207,-0.016459323856773844,0.0066926341239450515,-0.01101320567989117,-0.03149606299212604,-0.027368445145456444,-0.02834008670328292,0.011764530287186492,-0.004435978118356054,0.0,-0.005460194734051349,0.022958035887291395,0.0,-0.026704531796256092,-0.0213522719037611,-0.008056386832572038,0.0053333616552684315,0.0,-0.01615596504604888,0.009082280392230357,-0.001718252334515169,-0.004562447431226246,-0.005467338351959117,0.010033400162406503,0.019298218844229664,-0.01261400411885849,0.00016229599331363254
2014-11-06,-0.0036696920209483563,-0.010147313181055773,-0.02710542614672018,-0.04231201212459834,-0.01779664101948264,-0.021502481241449156,-0.03985282892789577,-0.012448140795451534,-0.02836402639577218,0.0015408556447840116,-0.009641151817901483,-0.03568464730290455,-0.005072510690654397,0.0,-0.019108328540127784,-0.0179775117157287,-0.004953256260471939,-0.06250000870639538,-0.05941770674588298,-0.04573551982911661,-0.03625627014747612,-0.04919581394086936,-0.013282194847090478,-0.029999848944159413,-0.0396912534498407,0.004564261463145369,0.0015618536743406963,-0.04770992574807931,-0.007908687127737624,-0.01309093128551131,-0.004161694179207309,-0.03714848038323815,-0.036324232034349646,-0.008849591131132817,-0.03209879054225839,0.0027397231222567875,-0.01632485015606744,-0.003333394876373963,-0.027848144632202976,-0.011224436174076313,-0.006925208048948139,-0.0077950345278430255,-0.024390243902439046,-0.02236648438826161,-0.023611056105588668,-0.006976596561702242,-0.04360281322037873,-0.024832207720256183,-0.02745101031135111,-0.006905400813854268,0.0,-0.028021012845808713,0.025454543352900094,-0.019289393573532765,-0.014778354326179022,-0.019438477400288035,-0.03171013557039093,-0.044440340530656264,-0.06024094803435165,-0.014583349227905273,0.00026178068893178974,-0.002980226054801527,0.01549056023262696,-0.01975865022905876,0.00016229599331363254
2014-11-07,0.009208079195827112,0.008597828158104726,-0.0019901190797639856,0.025246523866574,0.006614861573729147,0.0041724209035072235,0.009259288580876657,0.009243654604720097,0.011541015480714512,0.0009230663756980562,0.02487836655032427,-0.03614457831325302,0.05608160840755971,-0.08080805648064782,-0.051226582623525974,0.012585882520851577,0.021570845344663026,0.029595169604484717,-0.00347443496151989,0.019430064694821336,-0.024496997302678736,-0.034825930873869204,0.01555490481157662,0.0068728347710000914,0.02181395861666635,0.002891433491120976,-0.009746618988569766,-0.026052032778877132,0.02657219522428278,0.022844541384546835,0.002985029078241608,0.01668401578660328,0.016877623571643685,0.013798645799477649,-0.009183606997337002,0.004098308254576022,-0.017736740533548012,-0.030100250499945358,0.015624938106581165,-0.012383889411096916,0.013947001988324548,0.012345607788387003,0.0,0.016236181840000308,0.014935990887594786,-0.014051673008466659,0.01331111313548261,-0.006194091826695947,-0.0028225684265188455,0.08865690118576741,0.0,0.04234227238016497,0.010638276887006137,0.017080741662457655,0.0,-0.0016520202036115483,0.0005848669110599669,0.00843801441338421,0.04761900187328871,0.015644856033887322,-0.0005234243554751439,-0.005645904763238008,-0.018983032743809636,0.01113285331610836,0.00016229599331363254
2014-11-10,-0.007299320884132654,-0.004918051855246852,-0.013958256301899286,-0.03809156521110546,-0.0011428569831649638,0.00526321890267778,0.015501355719970134,-0.01332219227261322,-0.021476417163556194,-0.009990745818987623,-0.01319261160606,-0.020535714285714324,-0.0034482890161974256,0.0,0.02053244635082896,-0.02485878616338244,-0.0157011802129714,-0.003328262478711319,-0.004754346185659286,-0.005082587348752665,-0.008071677308760017,-0.010309197279204096,0.005596481152431831,0.027303766768294935,0.010112377128703054,-0.04118616028499622,-0.004724300228710954,-0.004115222299809096,-0.021570238731377644,-0.016570640779127177,0.0023810069847565174,0.0,-0.00276621443028513,0.0,0.029866134878282713,-0.016190464701426377,0.010348504630567357,-0.020689705922113277,0.0,-0.010867343183503575,-0.004401646606010723,0.015521049860536706,0.06666666666666665,-0.026143834305291547,-0.020322418095618744,-0.030878815391671477,0.004597791272928697,0.013157932103802228,0.0028305578697915834,-0.001995916902785222,0.0,-0.03197929536607269,-0.014035106797600005,-0.010178059006281992,0.0,-0.0016546486864595922,0.004967917040269443,0.005837724220417062,-0.031468502612059024,-0.029975071065013625,0.015972803396316237,0.0020039329990546584,-0.0027643373265286986,-0.009356856997914442,0.00016229599331363254
2014-11-11,-0.01960782480441492,0.003294937176738566,0.004044703421562934,-0.014400024414062518,0.011727722119224016,0.006062261330471497,-0.004672826115632578,-0.021097142073291053,-0.03292191346774209,-0.0032603881904550436,-0.002673857880705288,-0.01185050136736554,-0.015916923548251916,0.0,0.010432088844688936,-0.04055624296969096,0.007150731248613429,-0.010321993130979257,-0.028662408581659693,-0.04469986054187702,0.022603977442585244,-0.005208342238868013,-0.017867635648926572,0.009966752136420176,0.013348152237400601,0.031786930811503966,0.0007910736525640338,-0.014462844928620266,-0.02204587724473739,-0.023443201741178754,-0.008313502872915546,-0.0051282275242899855,-0.000554777519637506,0.01361091870278619,0.0035000070606177047,0.007467868371581865,0.01630436212704134,0.03521124322827429,-0.006410242616311845,0.013944661779976997,-0.00801318352678948,-0.016375473586250133,0.046875,0.005965691619414404,0.0014306479555485918,0.009803870759834243,-0.003596008915501936,0.0013670200911082286,-0.01008064547140819,-0.011999947235104558,0.0,0.01220248116676892,-0.0007116811221739017,-0.02005147977886912,-0.007692293450561549,0.0027623887296563954,-0.01657464887964344,0.002128086440146504,-0.03068593456038282,-0.031330453482384835,-0.0038659878758050548,0.003333429209405825,-0.02979905031752128,-0.004760550023707899,0.00016229599331363254
2014-11-12,0.023125052452087402,-0.017077160053616258,0.0201408239890295,0.026785708756526416,-0.010460875281135373,0.00273892658173458,0.011267624468076498,0.02413804953008225,-0.00921976564931204,0.010903406275930116,0.013404826011449655,0.014760147601476037,-0.01476793489476147,0.0,-0.005899688640195744,0.03200487341412761,0.001638461091755694,-0.003987610746745918,0.026885235895875992,-0.010695176938778084,0.02564102131685475,0.029319341236915708,-0.0038771284618246415,-0.008223702792440557,-0.008781550682871675,0.0029142253742795443,0.011857668726474202,0.11740040776074978,0.0018034196711651518,-0.0022505426213723645,0.019760473570659354,0.010309239187417107,0.007493759516090659,0.008688734219213012,-0.0019930423813939724,-0.0024708375674725724,-0.015631471063595526,0.030612322294053307,0.012903197861441784,0.003542446159826129,-0.016434543941804103,0.01997766623963715,-0.014925373134328401,0.003706463423514217,0.007857118334088975,-0.004854344018535572,0.0006561501657864621,0.007167269532064147,0.0012220239339242323,0.0012144791452508574,0.0,0.0014701382192701118,0.011395998092247561,0.022035681430339293,0.013178308856254928,0.0049586861972164,0.020993557051290912,0.016409274740745827,0.02234634788015244,-0.002215296310881798,0.016558898102736475,-0.014950141618743085,-0.011071409497942275,0.009623813698212524,0.00016229599331363254
2014-11-13,-0.022602371427289714,0.08252593632546179,-0.026653554348572084,-0.015414996103128353,-0.026571389925923228,-0.026495478458809063,-0.03125973671624116,-0.040404082460710034,-0.01002155536245175,-0.02372883114175839,0.019047651725802472,-0.039090909090909065,0.03497500093597594,0.0,-0.025222553097144607,-0.0070216991317713084,-0.01908392747601495,-0.02494601574136912,-0.038952724305297615,-0.01351350045186761,-0.025862084557694898,0.0050863806563907765,-0.008982027593025133,-0.014925375495747129,-0.04097451788487916,0.004151115850407505,0.00351570687853342,-0.033771075218602564,-0.027902792810166166,-0.022556404994930057,-0.0340575396547621,-0.035714193204941624,-0.03223138839942352,-0.010963103382868322,-0.015476802225933506,-0.00921981399624916,-0.03865441771007927,-0.026402652277871974,-0.04076428414026423,0.003737508272372292,-0.03738316747341408,0.003264472125907858,-0.030303030303030276,-0.030280638742040233,-0.036144527825425876,-0.014634070870001348,-0.019672133608589104,-0.0003388759337266123,0.004882052058823083,0.007278537173750266,0.0,-0.01614796703320731,-0.0007042332835885956,-0.026694069300988055,-0.01109410697261326,-0.004385960784535126,-0.000868874367057737,-0.012345731432494844,-0.04007282319919703,-0.002664359328213517,-0.027233451811972453,-0.001686430755358903,-0.006861702072700315,-0.021385832122161608,0.00016229599331363254
2014-11-14,-0.011250019073486328,0.03395054015494203,0.002028541176832377,-0.017262156074258406,0.014088638505227458,0.003367038762278618,-0.009584640395305044,-0.017543871589736137,0.024584191576280112,0.027304319402689847,-0.010384255480928695,-0.0009460737937558861,-0.006896578032394962,-0.03296707388311504,-0.04185684532646494,0.0017678661083915248,-0.003335210777290931,0.004421925664524151,-0.005315609481208128,-0.035616468779251176,0.013274302300743557,-0.0020241779415814953,-0.008761342710074449,-0.04882162804611179,-0.07274828239508369,-0.011988462551666523,-0.009342125521246025,0.03689321431107717,0.017592637303436298,0.012307680570162294,-0.016413400926519217,0.010581969777857525,0.004839103232070485,0.010292984983918396,0.0020284159240246957,-0.004027729859640283,0.013910068985415691,-0.03728817334053047,-0.006640091718330465,-0.016756279306399002,-0.0067667945153208064,-0.002169195422491388,0.0234375,-0.026656540625980774,-0.02941180595477033,-0.002475294044877563,-0.01337789166754999,-0.020000005172470914,-0.006072936082818781,-0.04857476431549035,0.0,-0.025663919517845524,-0.015503910699624868,0.020569689653437973,-0.015473936289569945,0.017070455316471778,0.004927597745708612,-0.0013460983925636105,0.03984820472618922,0.024042784396222983,0.014913691036483767,-0.005405342918483047,-0.007636330344460207,-0.0014273039385873654,0.00016229599331363254
