Date,ABEV3.SA,ALPA4.SA,ALUP11.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BPAN4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CMIG3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EVEN3.SA,EZTC3.SA,FLRY3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,GUAR3.SA,HAPV3.SA,HYPE3.SA,IRBR3.SA,ITSA4.SA,ITUB3.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MGLU3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NATU3.SA,NEOE3.SA,ODPV3.SA,OIBR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RAPT4.SA,RENT3.SA,SANB11.SA,SAPR11.SA,SBSP3.SA,SEER3.SA,SLCE3.SA,SMTO3.SA,SUZB3.SA,TAEE11.SA,TASA4.SA,TEND3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2018-09-18,0.0234204951460264,0.025869654428473332,0.010046955440831562,0.0017028912693530796,0.003616697924076817,0.044639666655805765,0.017621151823952408,0.008070227084233217,0.0008598648996931413,0.01022505595383616,-0.007092180673083925,-0.017857126384770328,0.039197536441267555,0.008695675299097205,-0.004552825679624006,0.008344915480116954,0.036641094581961076,0.04741354862521052,0.04858294905632099,-0.010842378392205254,0.01427859879919513,-0.008103255109141339,0.028970785645676234,0.033564809065910195,0.012174661108140805,0.011483242846826558,0.029333360455110258,-0.0008246346815277139,0.043109063037463535,0.04285707398898464,0.02132084540676127,0.0,-0.00328945049877305,0.028968130637431422,-0.009345785368615966,-0.0024287012919197437,0.02055987311180285,0.04761907465063331,0.007155649705343103,0.06653868759434589,0.050599151267980425,0.043856143971672035,0.01394982195544614,-0.0003561335081555539,-0.020952366993546523,0.013292475230882062,0.0029309437878826117,-0.0009274278580064799,0.0029139822440384933,0.03489286939948588,0.025896366955890926,-0.011335704248734091,0.046597790978085474,0.05050510295817734,0.0038314887262032027,0.0164203241948635,0.007046024682434204,-0.0009886533967494726,0.01574234757418691,0.0,0.008474527642289953,-0.0450450491936808,0.03604812630366272,0.04381445351461921,-0.008450450749660776,0.03158230539528417,0.006627154989605977,0.0018553300249819493,0.003097985406898651,0.02464791451908055,0.03281250547152004,0.030466005074001323,0.024712751754329076,0.004232269056983151,0.016556275705983392,-0.013377913833897748,-0.0033910123694083083,0.0,-0.04241245604006827,-0.006169708716004307,0.10714284193759038,0.0018314346544971993,0.015289285637952954,-0.003815831197308217,0.05124833898071013,0.041787776141037236,-0.007772001267349227,0.03573088097559962,0.019859615309484324,9.637647147164863e-05
2018-09-19,0.0,0.033043458775738,-0.016578316228789136,0.013599646641992535,0.00630617133596556,-0.010094187213717243,0.0,0.0045248787212046615,-0.014604817120255964,-0.020243026658051666,0.004761922927129847,-0.006060600368335001,0.020195980870839625,-0.012704241217031065,-0.01796802134734954,-0.006896578032394962,-0.02061861990488756,-0.019204384470085767,0.04247109542846639,-0.0033726781628115043,0.0014077478619389794,0.004538624185827622,-0.006174340812929113,0.00111973962662959,-0.023348971360436344,0.0,-0.03497413036514918,-0.0112791993071103,-0.04696304173919763,-0.04531078628791152,-0.003564139358431584,0.004601259186520101,-0.003300369833870831,-0.017991023932415917,-0.009433953069178047,0.030432185538374457,-0.030861560197408044,0.045454570084564105,-0.013321440927986261,0.006598727613249089,-0.006337099460557605,-0.02052277525606483,-0.07704398947759339,-0.015318856781286971,0.0103761297844438,-0.0010090990585167603,0.003985160350802541,0.0069621658416021415,-0.01937044282772904,-0.009961664057634323,-0.03559861652444207,-0.0009969367371615023,-0.043558672994451375,-0.030448660515674852,-0.017175615483807194,0.021809389321677086,-0.0021527991573173644,0.004453248721670633,-0.03522367106371338,0.0,-0.0038197462520999093,0.0,-0.005584238156393528,-0.0133333559389468,-0.00568189593237145,0.010307181377316788,0.012647254449026146,-0.0030864902502700797,-0.009136536631627501,-0.006872878361431578,0.010589968745885914,-0.009565223933636235,-0.010936718282536395,0.0018731629598855992,-0.026465783088946537,0.003389843439651763,0.03436544554132781,-0.0030768956893529875,-0.01686310057842033,0.0036212982462753285,0.22580647394138698,-0.029616071890922524,-0.003256050522171483,-0.004085754325309221,0.04375004768371582,0.021625421610865336,-0.008355083582209932,0.009856685650140973,-0.00185152080087847,9.637647147164863e-05
2018-09-20,-0.0021288405310447844,-0.03114477658014514,-0.007417337903472654,0.025576465125630277,0.014771729657631294,0.002719236012868498,-0.002754783780494874,-0.002078973988599464,0.014385349434326455,-0.026859465006948913,-0.00047394448820092805,-0.018292665641127526,0.018631771004443687,-0.007352888364386301,-0.003991980506211301,-0.006944404891978451,-0.004511237051971095,0.002797286146391409,0.0018518059014955845,0.008883290915533859,0.022024494955816376,-0.002409693651091449,-0.0019880697330283414,-0.012304212733814213,-0.005071257131245788,0.0009460954749822559,-0.021476406468772025,-0.003617142759720804,0.010512456886565769,0.0016555616946729579,-0.024016316846381724,0.0,0.014238437173101026,0.017133241783493736,-0.012698475892249372,-0.02185474238733165,0.02830604747512111,-0.1739130688299524,-0.005400573375883844,0.0011918905895424992,-0.0025510179256708065,0.022435230640637682,-0.007666111539058051,0.02387843205449891,0.009788156281723026,-0.01414141078181863,-0.008467923806757316,-0.006453093941946819,-0.009382733445472913,-0.0015480017153635117,-0.0016778987418163416,-0.015968143091495968,-0.0043693503065717065,0.014876062816327584,-0.009708638417982307,-0.04110669366998243,-0.0032363198666708337,-0.03251230897620849,-0.0073018933934845265,0.0,0.0038343926590884703,-0.014150944761000539,-0.00691144060685156,-0.005505440716872867,0.0,-0.017171736754102107,-0.02309670267231778,0.0185759226932094,0.0003896440971495885,0.010380662573324928,-0.025449042488833062,-0.0035118950771991786,0.0036859217908185027,-0.013788338727198535,-0.005437020560277062,0.03310809221643907,-0.006414497083781168,-0.017489719302848372,-0.010539333084643498,0.010309317880007551,0.26794239430606237,-0.03089672896376483,0.010616586148383567,-0.028974392180507347,-0.035928164913695326,0.012632260850788057,0.005265949587941465,0.012422305586686555,-0.0006780181401834229,9.637647147164863e-05
2018-09-21,0.0053333536783854996,0.0599479323815415,0.02581525472111923,0.03434179002570481,0.018967877347290107,0.036610166905290065,0.020520818336931423,0.01597221752096112,0.0270734485764228,0.0382165270641841,0.002844924869999099,0.03726704487356014,0.039725592469460835,0.015277788986845398,0.0011689995587105262,0.037762234590940746,0.036253938875338676,0.032078045252108556,0.004621089847052451,-0.0037735912431186014,0.017881718574737304,-0.0018115205473629992,0.018426313375916603,0.030577628550006786,0.04684468566162048,0.0037807147581732092,0.0,0.005305728710290003,0.030559199532137482,0.03636362872086685,0.0,0.00992359976954571,0.032974162941695306,0.004002654848091369,-0.0032154311255848667,0.001207750966246035,0.0008602201425835787,0.05263160784158716,0.0,0.011904716775529733,0.014066451951736614,0.01275978476330586,0.016309003787737808,0.02332155000724523,0.005879541096893703,0.01127049801247959,0.008540241924666736,0.0169334471681164,-0.00448651024264346,0.023255798042594034,0.048739469488072285,0.004817506288592455,0.04650175836202264,0.024429832424722076,0.03137256303201341,0.013190441638768924,0.02326841535861557,0.018329970546806962,0.023905833238807794,0.0,-0.0068755111974991845,0.10047847872916993,0.012179238339848464,0.013588250579331884,0.0,0.017471757168836977,-0.010332752510585297,0.02127650199929554,0.008697911033513028,0.021917786744058088,0.012288774330780017,0.03876654825134196,0.03672318318321688,0.003080616852863649,0.03406221373228413,0.015042543916577555,-0.01655355665597802,0.007853383012274673,-0.017335042032975423,0.01632651472429325,-0.08867907610680359,-0.0007776522129041563,-0.002828338509893724,-0.02825449940175595,0.0534160672438706,0.028489525209091315,0.018858072680673077,0.03987729446019683,0.01700035844129233,9.637647147164863e-05
2018-09-24,-0.024403235146535418,-0.008196783030110733,-0.005298054365461824,-0.06363631429065553,-0.013852862911790664,-0.027795957605964317,-0.03325590060809369,-0.026657608624921614,-0.007531393642208339,0.0020449715230204113,0.0,-0.017964055186050376,-0.020340816232528813,-0.029639759382135034,-0.022018343253136896,-0.017520230876580944,-0.02623895891805239,-0.029729729900558777,-0.04047834268773498,-0.0025252300237543768,-0.031531449268418554,-0.0063521745446624145,-0.022982898357576942,-0.03406597874962192,-0.019707869637112574,-0.0037664747913432883,-0.0219478980551987,-0.008333325606805109,-0.029022038308818554,-0.026581606283684667,-0.004188477597292017,-0.005290982407123113,-0.01390641046044272,-0.006146185040114438,0.0,0.013269025537918866,-0.03695741363035021,0.04999995157122683,-0.009954737047875528,-0.025882326663322353,-0.022698591706821536,-0.029111344087888957,-0.05616561714165125,-0.02279005070017348,0.011058440989696328,-0.028368849095562365,-0.018258822776958672,-0.02486315137651196,-0.005508283595339836,-0.03409088629707335,-0.009615405119587916,-0.013373771882649765,-0.02104832403948642,-0.019077737220069224,-0.020912659151553936,-0.015459739465150335,-0.022739307702037248,-0.0189999580383301,-0.01760056639484664,0.0,0.010769221209914859,-0.052173917681543225,-0.005156890282456472,-0.00695131052091269,-0.014285739717102008,0.08080812337848275,0.01574948205239224,-0.017857098255025683,-0.04324328119250875,-0.02144770061581025,-0.03490136779179975,-0.03350302329850019,-0.031335149126242134,-0.0037798216703331944,-0.023993499346351088,0.0,-0.01868370831819277,-0.022857170600395715,-0.001912861935117749,-0.01656626116677451,-0.08281587124109668,-0.02334628256058291,-0.01985417559542213,0.005434719023563961,-0.02240561210374714,-0.013276472395965744,-0.008226212911876973,-0.02991989457096067,-0.01837772519007097,9.637647147164863e-05
2018-09-25,0.0005437862541455285,0.0,0.01997336399133598,0.0025326916247268016,-0.013169435305239285,-0.0060545007718570965,0.01119997036445275,0.0007022377262431156,0.01939295974440891,-0.002040798148921552,0.0,-0.006097555213709138,0.07519645074498515,-0.007988787468480085,0.040593505203128544,-0.002743481622931254,-0.022455298201509155,-0.004178299654830964,0.040268462512462744,0.0012657712376020758,0.0,0.001522162985706288,-0.010510464929127439,0.05688282163480185,-0.02601702948363871,-0.02551980208283189,0.0,-0.0033613013246923673,-0.010396458347991522,-0.0005461621613063183,0.011566735439519471,0.0037994066348485678,-0.0038461880428773965,-0.023733938972584134,-0.04838705211722627,-0.020833427942847926,-0.011601941217420864,-0.04761900369272076,0.024680087998263822,0.05434783870646598,0.042580635316910254,0.012583550569564395,-0.023713593533823185,0.0028268525039849557,0.013437534961676656,0.008342039516055166,-0.002964999216187647,0.00233917913400683,0.002014096882232863,0.017254905399250342,-0.00647242303247475,0.00920717709464447,0.014416348505613463,-0.02755284906834443,0.005825257544955331,-0.024793419239302894,-0.010281311223776846,-0.008155033023280689,0.016453340011494344,0.0,-0.025114093278180705,-0.027522938361182137,0.005183621650574288,0.003999996185302779,-0.017391405217900835,-0.025046761791218675,0.0005226268031255366,0.0018182234330610392,-0.01210651766309867,0.022602733909849126,-0.003144651023059386,-0.013602435484359465,0.0008438633696905562,-0.000948540732398806,0.008749961853027344,0.01288658526843589,0.02984559529915276,-0.031897947820577754,0.022146527593762677,-0.009698853117799389,-0.15575607858199847,0.015537822693072467,0.006614400367580098,-0.008108013758728161,0.013268957440701667,0.0332225909410826,0.011404836853968536,0.025629893173564566,0.008283750512925625,9.637647147164863e-05
2018-09-26,0.016304410360261867,-0.009917391225042205,0.015013023246759793,0.0016842490748354422,0.005338073536185206,-0.003384043204836318,0.015031683704751941,0.0024561607165858312,0.006617032481089691,0.0020449715230204113,0.009456301018758717,-0.018404890477013436,-0.010960421940235832,0.05210804660128776,-0.014095997694049567,0.007565313408929741,0.006125756578068575,0.0013988066150998346,0.03686632299233983,0.0033712568583772473,-0.02744214783443999,0.002431550536388105,-0.0073343920709869614,0.0010764509066629735,-0.0053424666926149555,0.02909788795834989,-0.023842931496160125,0.00393477757718208,-0.005252714823495319,-0.0005463563907125435,0.01611223854626731,0.006813031970325012,-0.0025739845115271276,-0.00958742177863825,0.027118617767097675,0.009726476832631725,-0.009480868049518532,0.04999995157122683,-0.0017841024344636969,-0.02004581195927091,-0.0037128382740666543,-0.00951459569838442,0.017415206318248222,-0.00634243844784832,0.009867402086279897,0.009307169575081042,0.02351989176406888,0.010968521401921283,0.01256277645414583,-0.010794087450382905,-0.007491897294941818,0.013938146219495628,-0.00803968545430167,-0.03333323426330903,0.00772196554342508,0.017796606176489593,-0.0005467593428792883,0.005652652390889967,0.026978418006579075,0.0,0.0,0.03301887110900137,0.0038676472203447165,0.00547811806621068,0.011799432550474664,0.016104224022042812,0.04840673453812139,-0.013914182699990896,-0.010076223980643229,-0.012726090433618387,-0.01104103627391928,0.006672578394315121,0.0028105434409708696,-0.010918541181142771,-0.01610902124728153,0.010178107168846262,-0.029313764992168756,-0.010982914093683571,-0.0008333524068196985,0.02061853744307318,0.053475883330292406,-0.011769349006641172,0.03696090420783338,0.04659396644485403,0.0011905034923782587,-0.03520904203446762,0.008713484074812206,0.045743324683885866,0.0003306625969732302,9.637647147164863e-05
2018-09-27,-0.011764770680605219,0.04090153567104848,0.009646300254384066,0.03110549569736154,0.03407086121353964,0.02852292464606543,0.022603205101644708,0.022751203878685455,0.009449447033461622,0.016326682092320466,0.01639346019747623,0.012499987892806708,-0.02612137332786757,-0.0031517276041267417,0.0023275043407637863,0.01911267535402139,-0.00456616713557112,0.0013965260613986175,0.040888892279730804,-0.0008399223378247056,0.014347461165673536,-0.016980029747236447,0.0022929732764414013,-0.005376364484882101,0.052978597615187306,0.05089537976687741,0.012931001593883495,-0.009238519631553865,0.04026400179547829,0.031164552558349934,0.017391312831529948,0.01127816664504766,-0.0029032670950185357,0.009507342449099454,0.039604001686713186,0.033112615965350534,0.00911582406754552,-0.04761900369272076,0.001787291144946579,0.0035067079167661053,-0.006211203670828613,0.02597531477236137,0.054955011200661597,0.028014148468284095,-0.003053414705062929,0.029713125444165822,0.01267827683830447,0.02747000114711695,-0.008932942746159411,-0.007014834360267952,0.028880910993936082,0.012496876305313487,0.01653706527779364,0.025862010224579457,0.0325670110896914,0.03913403800858051,0.020787699479913657,-0.011241661562860217,-0.007005214043270591,0.0,0.010928951456145253,0.0,0.04880134245986567,0.06290235348298956,-0.008746372184207152,0.01886802001456611,-0.02109284964415803,0.011042964024594815,0.02063267966580118,0.015603833072054263,0.014354091365498034,0.019001412860139233,0.014854232280209212,0.0011998170098830307,0.020151114541811843,0.02833751927091721,0.015442680050222313,0.0016657793594803127,-0.011676346315341202,0.00101012416840085,-0.027918822272221866,0.02223108155137088,-0.0035642805826255897,0.0010412755102260363,0.0023781757582108654,-0.008831841261803475,0.011178826724745239,0.0028351435119517987,0.01708706265256299,9.637647147164863e-05
2018-09-28,-0.007575724735732092,-0.017642246025935893,0.009554206497212947,-0.019567934616743887,0.0012837264352767441,-0.027731928926990834,-0.018673703147980225,-0.018822729691985507,-0.019128991420113817,0.00602384707660697,-0.018433249392417195,0.006172833601125083,0.004334919773549828,-0.007678473395356211,-0.030685059889290933,0.003348910652279935,0.0015289183557025687,-0.0013945784961840735,-0.02647313566241072,0.0033627541247314152,0.009429344792035721,-0.00030839981794883453,-0.010167758931679094,0.009729746225717983,0.004173413542142068,-0.03677128802145668,0.015602850963994497,0.002543109029441659,-0.015862918964991257,-0.012725332097096365,-0.0030165644938937586,-0.014869874505675895,-0.003882211605413688,-0.01609586415119757,-0.0317460761979701,-0.020978989888211785,-0.0379404185218426,0.0,-0.0017841024344636969,0.00116481796255119,-0.002499997615814209,-0.006401052647998395,0.024765126827007045,-0.01621246350690686,0.01761099938531352,0.004975088457106702,-0.016692734014712496,-0.008537399174973759,-0.0040060053308342836,0.0023547709705817876,-0.011164338371924987,-0.02764746922463901,-0.013529897420832104,-0.015126000729828615,-0.016697453761082115,-0.015224291823176972,0.0026794875385531824,-0.012919896386121454,0.0010581579856514534,0.0,-0.010810800739659454,0.02739726283181798,-0.011020426847496823,-0.01724133027351704,0.005882364135523677,0.027777750183035854,0.00593828125166862,0.0,-0.02385437282270486,0.0006679542437646457,-0.015723255115296708,-0.013443256265295633,-0.013808331327967216,-0.006711403412764438,-0.0292180702372129,0.012859828095677761,0.03058467740677484,0.015520995847393415,0.014345997537669408,0.009081751157785645,-0.02872060106535268,0.02912620624712181,-0.0023848009568898654,-0.029128724480374846,-0.013048707754378719,0.005716209737803624,-0.0075376694173701075,0.009289157516567448,-0.008225000000000038,9.637647147164863e-05
2018-10-01,0.004907314713145761,-0.017142966218346878,0.0037855014704850642,-0.04698541358060815,-0.019230780987109175,-0.04210531906088244,-0.008155347639387522,-0.011161554150942665,-0.009543549319325884,-0.03193604003092765,-0.03427228020582174,-0.02453985396935121,0.015915875493694775,-0.004551548941189809,-0.028062960783488133,-0.004005304924957653,-0.006107051422855392,-0.020949916007887426,-0.008771879924703185,-0.008378749723826018,-0.015880180184194237,-0.020364080546727004,-0.006163322536779647,-0.003211962792407319,-0.010852051760953718,-0.019553076594256646,-0.006983252560158415,-0.00450959187887745,-0.042553174475661204,-0.04511278811641961,-0.030257205435106793,-0.022641523829046273,-0.025657687321137268,-0.008179631181302383,0.0,-0.017261935970757647,-0.011737063343999932,0.0,0.023234964619939014,-0.029668369779272008,-0.022556369412079502,-0.019230769230769273,-0.016666730244954464,-0.009467056571879295,-0.006771993751195637,-0.010891095385304528,0.0,-0.011556788637202109,-0.012066353870431423,-0.023492544091812007,0.0012903583683108177,-0.0099009747573372,0.001143053192248722,0.006826016321412665,-0.018867910870597138,-0.015459739465150335,-0.017637623722810303,0.015706766024549346,-0.029598247712441683,0.0,-0.004683836338348013,0.0,-0.0020635261248516112,-0.004267432524264203,-0.02631590933153838,0.004954917946958348,-0.0006746654563951626,-0.2936892799365205,-0.015601295242174573,-0.008678181891799586,-0.01757190566973066,-0.03912092414088819,-0.018202194606937616,-0.0016891358930054556,-0.011021628961427221,-0.031438961848878066,-0.025905907181649646,-0.009279480301627618,-0.001663931530947127,-0.013500022888183638,0.11021495275117199,0.025282975425620968,0.003984093391792509,-0.0008035784192061968,-0.036057601930823746,0.00969578458732201,-0.013164568550979028,-0.022008773193195497,-0.00904943157470195,9.65197852944577e-05
