Date,ABEV3.SA,ALPA4.SA,ALUP11.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CAML3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IRBR3.SA,ITSA3.SA,ITSA4.SA,ITUB3.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RAPT4.SA,RENT3.SA,SANB11.SA,SAPR11.SA,SBSP3.SA,SEER3.SA,SLCE3.SA,SMTO3.SA,SUZB3.SA,TAEE11.SA,TEND3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2017-09-19,0.009433907943081188,0.009026441203831226,-0.01799490880378507,0.007715580466471916,0.020605683919611595,-0.0011567644132227661,0.008376582351690143,0.0030386329900657927,-0.016282209962338312,-0.009474547553931734,-0.001058225299859883,-0.00656886589700556,0.0010763564282358917,0.019854714527171025,-0.010374657130729936,0.0,-0.031798313487560126,-0.013333345070863367,0.0,-0.011506141669142322,-0.0010354883360425005,-0.012345747197064605,-0.02852055622840688,-0.009704130447666492,-0.02229729185494489,0.011607093901290444,-0.00888768969703635,-0.013278321873826049,0.016532252420371707,-0.0010775081352635274,0.007607474931193847,-0.0015607380131431592,0.01886057494771398,-0.01602231512283836,0.01742153379513023,-0.02936377331343032,-0.02516780107505978,0.0,0.01760236731192366,-0.0012698327661835318,-0.008341106167241596,-0.003542938321207445,0.004140783039665363,-0.003641325694666686,0.013648337381551912,0.0009323636337037478,-0.025139716915769883,-0.0032467910935999322,-0.02953845402595001,-0.0183098602965035,0.00829879492200103,0.0009060770485440628,-0.00614310185927569,-0.045532543564238304,-0.013182694538469986,0.008403362066454978,0.0031786517603265008,0.006648961550755672,-0.00907031203555786,-0.023279402150458317,0.01725996111231143,0.0033986409844157794,0.006666637602306569,-0.03448275862068961,0.019164542540999197,-0.006254344637155906,0.0,-0.022228947375055208,0.003561042814019144,0.023929605993776137,0.0032732933001700104,0.0,-0.027038591476197804,0.004339761966184907,0.019315973730843483,0.001550877314625998,-0.010752728969764092,-0.009635089957801046,-0.0076174650380873565,-0.00035881695660944235,-0.0002105540202658185,0.00012138208601752964
2017-09-20,0.0037383142585096785,0.015974408989632982,-0.010471201836015576,0.008987967449610723,0.021425607510568323,0.006369351481602337,-0.00802065580927358,-0.00578346121686546,-0.0024137825801454627,-0.007826142838998296,0.006355976936840424,-0.020225630617169088,0.008387173725842523,0.06695156140399328,-0.016889977532832945,0.0,0.015854995451968668,0.022349288476669837,-0.0007342312016050956,0.01472103714219597,0.010624510126741038,-0.001590858875225143,-0.03211004037104759,0.007170182342570053,0.022114698612229144,-0.019417407881212267,-0.008152165990639837,0.020881671560808446,0.017056736247191173,-0.02049628097898215,-0.009060031401618596,-0.01047372359889398,-0.03779401991222753,0.030088529030227518,-0.03561639314093401,-0.005882330963766669,-0.018932897521127923,0.0,0.0041753472933283575,-0.0073108851828695975,-0.007476511348448178,-0.009777826588011407,-0.010309269152306344,-0.01050707103991999,-0.003624979994321764,0.0013972883872235276,-0.004871048532900324,0.005748286255065738,-0.04248570747580949,-0.007173527507948085,-0.014403288627989008,-0.023406223747903798,-0.002207471872080813,-0.009901044492209188,0.025445268848317548,0.0,0.03802277807025267,0.048216613321167,0.0137300034690504,0.0051813671203522205,0.012990398937224645,-0.019020267603116925,-0.007568583350596292,-0.005714280264718208,-0.01816132980253493,-0.006293707653868719,0.0,0.03164370562630947,0.010645158829227563,-0.004510182827808129,0.003262717524873393,0.0,0.0013233650879815873,0.0,-0.005902417517596126,0.0077419517504593305,0.016304410360261867,-0.022110850250182112,-0.03368872542281409,0.026561369522842382,0.0003948719298707548,0.00012138208601752964
2017-09-21,-0.005586542571791475,-0.018867917449784888,0.004761892328878359,0.002639390469008296,0.00766428694340604,0.021864274249969062,-0.00952927827106631,0.00027699612186871114,-0.008295878623797548,-0.005258497978560039,0.007368388928865155,-0.027391787071156637,0.004905069349388835,-0.013573582872602907,-0.007701372466223377,0.0,-0.005574066925811527,-0.009151006836686015,-0.0003673853465870902,-0.00506081905966671,-0.0023076962202023266,-0.012064685559708077,-0.029383925498782992,-0.00545800124442386,-0.004056823513959085,0.009900867908789301,-0.00849318808743238,-0.03409093964373666,-0.03627146362379585,-0.0005506734012038494,-0.01752375979804932,-0.02053708179114344,0.0016031421994822104,0.022680405778678914,-0.02130681497128395,-0.02366865167497323,-0.01403507480404087,0.0,-0.002078993128332929,0.008645539017585913,-0.00659148226605677,0.0008976760672478878,-0.004947871227823919,0.001385040243174318,-0.004677831872853533,-0.023255796981868526,-0.0034552480720018153,-0.023052064402320438,0.008344342527468962,-0.014450856236412846,0.0,-0.004237284282951559,-0.013274386696699225,-0.02303025216767285,-0.007444161952269379,-0.05416667128124608,-0.012209942969341414,-0.012602382527244216,0.006772075946266609,-0.010824695288760289,-0.01596442357936223,0.00491366445895336,-0.009532834125577039,0.0186781772598279,0.010149009915714213,-0.010204091619139155,0.0,-0.002084678549860719,-0.004149350816571085,0.011120371407154606,-0.0010840356063207546,0.0,-0.014537441084355396,0.005555472380200266,-0.021874981479382938,-0.004481461071653592,0.01818182559979986,-0.019897494237127167,-0.009267358680220994,0.039510459639669815,-0.00526288090100524,0.00012138208601752964
2017-09-22,0.00749062934645095,0.005128198068955037,0.004212720048726526,-0.017768970681935836,0.0004004058117483833,-0.0061937279805140966,0.0002916300704307595,-0.002492367547791363,0.0020913023640818373,0.006167388006842689,-0.007314492900357905,-0.012244936904567072,-0.000848943434529903,-0.015339505461049119,0.011343315466126436,0.0,-0.028026989273183256,-0.010774709437598284,0.00036752036818499256,-0.008138271525066632,-0.028527386653932063,-0.002534510431164705,-0.0507812027062744,0.004772100742557406,-0.010862175993511136,-0.014260137878521317,-0.003868455133233084,-0.011764686867641982,-0.005260994155531606,-0.006060534728090317,0.008142707763375334,0.000806500234812102,-0.039615857999902304,0.0020160728507581105,-0.04136431445658095,-0.020779246991192046,-0.01779357769908929,0.0,-0.01636902565588383,0.012380932646048448,-0.00473932217297679,-0.0017936817789434567,-0.0015702680756057852,0.003457847673913106,0.006788478223261674,-0.004761901204022201,0.0,-0.0019500482937114816,-0.01418627379886439,-0.010263907760962199,-0.013222004329418002,-0.0033244174926602144,-0.004484236661089436,-0.007134098789058463,-0.02937500581890362,0.12334802873123518,0.00123612221176983,0.001276292532991885,0.03363218724309691,0.016154218724080183,-0.0021276069043588697,-0.01347956854003629,0.04331085605346807,-0.005641743440361835,-0.011667520467999903,0.020618577087939904,0.0,0.021486161049445895,-0.00961542106003832,0.03910386858158077,-0.012479627695488271,0.0,0.0026821396375253936,-0.011049678828385034,0.023322552040447864,0.0054019193714067715,-0.012605129565465112,-0.018455813752647265,-0.021826364996879843,0.022536161675418054,-0.0028305380667689173,0.00012138208601752964
2017-09-25,-0.000929389281516313,-0.011479557093825754,-0.02045095494793292,-0.01507540225087578,-0.026810842074966312,-0.014164306255141867,-0.014864499922108143,-0.016935035135415943,-0.001043502144191577,-0.006129584481027406,0.0,-0.02975207643052702,-0.028249778284485827,-0.026116910984981923,-0.015348301103008222,0.0,-0.04959622951651721,-0.01452285667393427,0.0,-0.013675294790634451,0.00026460678392448145,-0.02772006678760197,-0.032921876513111736,-0.02897176816386393,-0.04804391379045814,-0.015370714084917747,-0.005825217291583473,-0.02523817753187252,-0.017900754085571013,-0.0022173455375444906,-0.03192307216855317,-0.015632603654362698,-0.04791660545717347,-0.03319918759654206,-0.06283118289228384,-0.030061780343568323,-0.05072467586518947,0.0,-0.004538508763819893,-0.016933219643113895,-0.007619050325818777,-0.01078167018440257,-0.0010484917969334484,-0.0098782713961314,-0.007779994598087425,-0.028708112419227327,-0.003178286360444038,-0.009964871691860666,-0.04330446751410644,-0.011851927844066301,-0.04090267722216123,-0.018012038359923488,0.0,-0.022180541134081744,-0.0057952635188928125,-0.07058824095394778,0.007407341125519329,0.009560266170569598,-0.01518425503476839,-0.0023076962202023266,0.02078887979159072,-0.005626277351896913,0.027675293958666858,-0.028368834140619748,-0.009181845777652464,-0.01567398444510748,0.0,-0.011101404417091842,-0.016828493986512427,-0.010192088806886823,-0.002747315511711257,0.0,-0.013374995110452703,-0.004965859451745103,-0.030596293406546238,-0.0025584964112201902,-0.12446809827391025,-0.025697264141188003,-0.006375139968879173,-0.05921050196209077,-0.01256134765884065,0.00012138208601752964
2017-09-26,-0.014883706736010138,0.0,0.009636064196629546,-0.017687090629617708,-0.012335457337283695,0.005747148486326958,-0.005621351757679971,-0.0011296693259053026,0.004526499694405883,0.0,0.0,0.00724021313495804,0.0,0.008703899345830157,0.004196624313160147,0.0,-0.02305836328706723,-0.00526317797209086,-0.0007347006215840945,-0.009705249122418325,-0.0018513539349847008,0.0047517180582483665,0.009574484706411424,-0.00953778712291209,-0.005767838815150084,0.010100974276483488,0.017578114345919493,0.0009770604258090287,0.0,0.0005555682712130583,0.005562137877293871,0.010150561966543403,-0.010940961545154892,0.019077322094524618,0.08077540229197044,0.012762029468076808,0.011450462259065208,0.0,-0.007294883505644001,-0.007655514844973954,0.002879095997833314,-0.0009082752839890684,0.001836745210192614,0.0018561467299325063,-0.03502351707009721,-0.009852209133799916,0.00637684014494333,-0.009275654686996093,0.03050139445384903,-0.0014992061799620204,0.016176418976170392,-0.003668484556539897,-0.013513564599060723,0.003194900444320803,-0.013600990284609038,0.03164552921502706,-0.011029430670447038,-0.017676750648606854,-0.008810588499341132,-0.0393214799613687,-0.022715377264104997,0.0009429851723850025,0.018850990276032098,-0.007299228407856018,-0.013569359604661435,-0.01592357023731783,0.0,-0.01152140050897188,0.003949994817260327,-0.013465292960609498,-0.016528883932000915,0.0,-0.019430565482780326,0.009981345324178159,0.00032205433648946347,0.0016673149666392995,0.015795883556707135,0.013187515130262284,-0.021539841263131243,0.034965034498667835,-0.001665703961420184,0.00012138208601752964
2017-09-27,-0.0037771445964760453,0.003225753815025323,-0.0095440966684337,-0.003808819466738833,-0.015403786603408132,-0.005142865862165169,-0.007735751892012366,-0.01046085637040406,-0.01213172883333935,-0.00440528935512452,0.00473685013620484,0.010570960635949422,0.002841556093578612,-0.019589555309328044,-0.014925373134328401,0.0,-0.01614902476493485,-0.013227513494491805,-0.0007353109265688662,-0.02625136281956919,-0.032061548631575953,-0.01986290091361953,-0.023182225359376418,-0.038271566562083414,-0.02900649888591611,-0.008181885213092377,-0.015903506047444282,-0.028794496106561596,-0.04515328003924046,0.024430901080834344,-0.002370587839569227,-0.009238219096425526,-0.0216814438119306,0.00034036961220862416,-0.011958150931359657,0.004500433008496785,-0.01509441465361916,0.0,-0.011022676424785383,-0.013179018400897191,-0.014354088102236484,-0.014545372060665973,-0.002619169966697199,0.0006947289951981794,0.015709598879628084,-0.0049751204944774585,-0.006336433720021795,-0.02051797964821045,-0.07676710020225819,-0.010510488238561488,-0.014471748392032135,-0.007091185832984959,-0.03424657593899694,-0.01050955183806146,0.004596153012971227,0.03271984050507726,-0.016109001551404822,-0.01606683761298755,0.0,0.0008025355387821786,-0.020571745965420107,-0.011036315144758224,0.0211453535728503,-0.0367647048511307,-0.013420628328726814,-0.007551289805133643,0.0,-0.021219339626405875,-0.00655740206358868,-0.0012045323994293033,-0.015126075741934586,0.0,0.0,0.019147582226452853,-0.010302513342911657,-0.022023107427635802,-0.046650703648545955,0.013650803338913775,-0.011241260881290183,-0.0013513822639132922,-0.00702377588503611,0.00012138208601752964
2017-09-28,-0.0018957779528039342,0.008360146083134179,0.0016060298420856878,-0.018074398661448332,-0.009302316860050897,-0.0083285731783177,-0.013493262412131446,-0.01257135482077143,0.0010526556717722624,-0.029203491211461374,-0.009952882794076912,-0.007112978244457224,-0.006320881286292268,0.002140821851282393,0.0193939208984375,0.0,0.016414096414425483,0.02412872772889174,0.0,0.012221573192365609,-0.014508590117918274,0.00965024147173521,-0.02049628097898215,0.03209237356059935,-0.001493686127771121,0.012832340475244397,0.012538332811744324,-0.017587930543825903,-0.017353563200433464,-0.023306248639269667,-0.001980184066575963,0.0011451228217049803,-0.0004522398157161822,-0.005443991980911611,-0.04765503764337109,-0.026881726797860384,-0.0191570706229659,0.0,-0.01362224882668528,-0.009771986548390621,0.0009709235237551628,-0.0018451625246624914,0.0,-0.005322800672105332,-0.02346664500325457,-0.019500053346889756,0.01478264790992223,-0.0014236261425860652,0.03571952955921609,-0.03034906301716922,-0.013950011668719231,-0.009751447408025693,-0.017021215579007487,-0.003862212200303139,-0.006535941886648855,0.009901031789006254,0.0018891519367125742,0.0019594860972540484,-0.03333323392631038,-0.010959632426741917,0.0,-0.0010887358158786498,0.009490910718640944,-0.021374097594804353,-0.013773168736174624,-0.010869544092149463,0.0,-0.0036640895231989656,0.003300342705864212,0.0012059850474921419,0.0028440976835912846,0.0,0.004608224451857046,-0.013333317591053384,0.008457947555135181,-0.011652264706985549,-0.047678751268150577,-0.005637341166783605,-0.0014211329362445735,0.04025712298908113,-0.0031166578587205063,0.00012138208601752964
2017-09-29,-0.0009495988092202978,0.0012755655210037187,0.0037412795024531764,0.0336283455907771,0.02219374766961857,0.010715399932301084,0.015197612660769355,0.014178198375318196,0.0035050288017659526,0.020966214266977312,-0.002645462331730686,0.015591965966011978,0.001754780134303191,0.007120798230588976,0.048751469066705466,0.0011123725402044649,-0.00869544890302909,0.049738158985194625,0.0014716338384697103,0.00248580561968903,0.005555576748318192,0.02270011522710269,0.058370015134853626,0.018656801909857412,0.03216157882246695,0.032579190027842486,-0.0024766270739184915,0.010741721328171305,0.0017660448653880056,-0.007214265527902608,0.016666624911849892,0.000817042728120887,0.018099555558345193,0.008210721484064987,0.08975376423110859,0.016574523281630782,0.033203140643309315,0.0,0.010671693222674472,-0.004934177580118271,0.01745881623283041,0.01940853336712256,0.008403353705074945,0.008608610382379478,0.0021845965148208357,0.001019847061946244,0.029991384734849413,0.012220006262008365,0.04890449327054891,0.012519567805076015,0.02457181363583505,0.017059633401765195,0.033669977141175256,0.008077544227377054,0.015131599879167013,-0.009803962445178338,-0.006285319217754437,-0.00260755941689339,0.0,0.01810805862014364,0.03382437762214918,0.021798313944284997,0.03333336322056302,0.07956322012827144,-0.00500004787523467,0.01245428016272121,0.0,0.019920247928425283,0.02631582744894323,-0.008430522356254744,0.009075539556281154,0.0,0.020642237554505893,0.008599433038604332,0.009677491117634718,-0.002384339150664605,0.025032945112086313,0.003779553991603013,0.015180324579184612,0.00780487060546875,0.00988214824581668,0.00012138208601752964
2017-10-02,-0.016159702366598916,0.010828000551673655,-0.01224698886300879,-0.016438405378200405,-0.0008351320248642935,0.001432642833080422,0.012574798091180783,0.009985677927372372,-0.011875593964570497,0.004464288807003669,-0.013262599201099179,0.003734408881547857,-0.005036100698146639,0.006834808235718359,-0.019274385734242783,0.0,-0.0025063793194561867,-0.011471299301158866,0.0011021560397610486,0.014877765794832687,0.014640849948253987,-0.024299042680313354,0.028095782248656942,-0.008547039460150785,-0.002898547920302419,0.0008764595670931463,-0.009103446171201512,0.03947365371713163,0.04319081177478834,0.009502519960526756,-0.03005465786636885,-0.0016327514285601197,0.015555575192541138,-0.012894407792732987,-0.030612224610593652,-0.003623174997567369,0.0075614295163464185,0.0,0.018012360329660915,0.01884291455270537,-0.0057197669782993454,-0.0063462163877355815,0.0013021231376741937,0.0013840817889612111,-0.0027248788228139142,0.023433583897297883,0.0011092931187137722,-0.007042299465704449,0.049454326739176935,-0.007727895537103624,-0.004360485837836325,-0.003272873007096333,-0.004188001561025945,-0.018269281674182514,0.00388852527092709,-0.01584158608256947,0.005692548799802966,0.006535910231946662,-0.011494327593459808,0.0058402238225880865,-0.0200528260061289,0.008533366623266758,0.013234064962179604,0.028901706222559387,0.01091674645872831,0.0003617626184568845,0.0,0.01111787139884779,0.04134618217893293,-0.1052631529770035,0.023046645661173315,0.0,0.004044950678107506,0.0006091097861662398,-0.009584734930480066,0.0025228482293557786,0.014138772970541558,0.000941285801911329,-0.006074789582678486,0.026782830907910782,0.0008883624518802868,0.00012138208601752964
