Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPHA3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,EQTL3.SA,EVEN3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MILS3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,OSXB3.SA,PDGR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAPT4.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2012-07-19,0.0014753752583196444,0.01966032831196962,0.022085275826427164,0.018422163300753303,0.011217516733920796,0.0,0.04733731070625247,0.0054102795311090635,0.006535871542041827,0.03671335959044009,-0.004882052058822972,-0.013221683561040143,0.009352526475440603,0.001796136563382733,0.0,0.012110699768687505,-0.017719661954338384,0.000648358425337836,0.0020040165812846844,0.0009569597190777213,0.03819445870172866,-0.008799960074064472,0.01582275077306683,-0.0013888544874417486,0.021090943505618354,0.012572015149283855,0.039516188698928145,0.0064516382120700655,0.02614779403337697,0.02576487060052446,0.06134966786987106,0.01337049035730642,0.020517354277756805,0.031007797211870303,0.020477564698249573,0.019263374261311084,-0.01076376405751267,0.01946169082874949,0.019963616830357633,-0.0007144636841717178,-0.02824858838237143,0.0065216509700638525,0.04356064820480876,0.031274509672330364,0.028937326017120846,0.020842140599300896,0.029411683346004747,0.04143947655398028,-0.005107252298263587,0.048929744478675374,0.01859300735306868,0.01500263407511393,-0.00426892088556563,0.015075461123921219,0.019366221274442985,0.013633641422319043,0.022249728279448933,-0.017660111815262836,0.009779970649402392,0.022427533297291857,0.09137057472091259,-0.002061878896617242,0.00445010044682892,-0.0056405085851496395,0.00026273095345952235,0.003019809367222459,-0.0032414879544907516,0.001265803469887361,-0.004926119062995893,0.006441042311573941,0.024096362008327654,0.013997032042943669,0.00011699159842981643
2012-07-20,-0.00572918723947502,-0.04907983690161977,0.0010050481480938789,-0.005898553677092355,-0.003915220087390203,0.0,-0.012429430540144337,0.008968609865470878,-0.029993794365314463,-0.021922492832571083,-0.0490596443379504,0.014292094685127266,0.010691416611511517,-0.011264433807380958,0.0,0.0042735072213244685,-0.029670026107177505,-0.0016198458226575063,0.010888820439614033,-0.04302101411319459,-0.04615381867467849,-0.00968523468453597,-0.006230540465063994,-0.0041724908998049814,-0.02065530366297119,-0.01241592198993402,0.005430542510457048,-0.0060898252650267715,-0.06463649478320466,-0.01883828692542433,-0.06936423226275223,-0.02913684474765943,-0.036713211365830944,-0.027819539868641052,-0.010033380167990269,-0.0036472834662720777,-0.011969592342679913,-0.03249388254242469,-0.023131712033681695,-0.016979494007499096,0.02325582942684168,-0.03671701834121199,-0.06352082242379287,-0.012699088596221708,-0.04887041791731572,-0.013404856741169313,-0.004926052369821687,0.003141361256544517,0.0420944558521561,-0.026239134230802263,-0.025653697386301966,-0.02242612208138972,-0.030010764927967726,-0.010231014659543125,-0.03799650978257374,-0.02339179003549785,0.001813710860723905,0.0013483198657364692,-0.016949241595088704,0.0,-0.04651161953931737,-0.025482039244532406,0.01518993209597097,0.038214622590541536,-0.0015764246598116705,-0.0066666334289097184,-0.03252037121966023,-0.024273049380316603,-0.009901011688412953,-0.00533342754315147,-0.007843129775103375,-0.020814136267548355,0.00011713417269731963
2012-07-23,0.004280509346066719,-0.026727957610971576,-0.018574339247805716,-0.05775313627317624,-0.04782184323407246,0.0,-0.006865037821848552,-0.013333333333333308,-0.02454567942479957,-0.021724098047287477,-0.03267412817727089,-0.018494055482166427,-0.020451336785033525,-0.00802778692675743,0.0,-0.016170189529811085,-0.014432692588163265,-0.008760523885010474,-0.005935268264714688,-0.021978048151691576,-0.06661990140372032,-0.01385493097878232,0.0150470241449292,0.006145272305989824,-0.024727176699132603,-0.012572015149283744,0.0023147942039265512,-0.000644945208804315,-0.033222473068618585,-0.041600036621093794,-0.062111781730099236,-0.019252610856798635,-0.01950999488719818,-0.028615613056944267,-0.028152982457249176,-0.02828618011639017,-0.0418502562094063,0.014273642410737475,0.0018216200529841409,-0.02709087212932737,-0.007575714336391148,-0.044843018468504026,-0.04069776306697137,-0.02380491511027072,-0.015511420457608671,0.01484111793913212,-0.010891130860793852,-0.02087682672233826,-0.016748768472906406,-0.03892214012191153,-0.015189834787875833,-0.011470345005352156,-0.022099543739981242,-0.04201406110477868,-0.057450657414599315,-0.0023952642934073065,0.0006035141258911025,-0.012567262616425268,-0.0024630781053961437,-0.016129037452011663,-0.03170730731700766,0.0028268166739149336,0.007481253878612426,0.012940380557614484,0.031578954532276216,-0.005845487157539964,-0.04033609727927123,-0.0235812346155454,-0.004333342876785218,-0.03646085748161876,-0.031620636049499495,-0.02142264046498754,0.00011713417269731963
2012-07-24,-0.012622932954076238,0.017045438382004896,0.007672712620599542,0.024349261283333146,0.008943994603131777,0.0,-0.008064388172245529,0.022522522522522515,-0.05588235771339778,-0.01304196160052462,0.014222208658854152,0.0053835800807537915,0.007919341537678593,-0.01487725201604806,0.0,-0.014705874652826245,0.003226806609786026,-0.007201346373794659,0.011720427202998707,-0.008171595916013907,0.006761772808130839,0.01074377402851634,-0.008647304462625072,0.013325957051692816,-0.011185706836971399,-0.005305059917560029,-0.01770589270892109,0.01645698164935716,0.013745554969737173,0.008347277570184275,-0.013245028676162618,-0.017898316316952156,-0.007866731674802119,-0.020700654474163693,0.039397200316629855,0.03390411820849537,0.0,-0.0024834256987151804,-0.0136364447659022,0.009157198539279543,0.03015263302191129,-0.015258216226694543,0.002020176332307111,0.007866264168779002,0.002954251251843898,-0.004531357558455462,0.02402410758989637,-0.007462686567164201,0.03707414829659328,0.0031152974718804405,-0.0077121604110537145,-0.008966148584075295,0.046327824735584056,-0.0027845840074423034,0.011428560529436416,-0.012604987178632898,0.006634536239911837,0.012727208791684319,0.030864347060035824,0.02295076172325894,-0.02015114508481508,-0.005637836620904668,-0.002475209837273673,0.004258274224478109,0.02193882065177033,-0.0010887924338978117,-0.01576184798364688,-0.04883227541628088,0.0043522024623237066,0.0011127702562170327,0.0,-0.007448052192932875,0.00011685287262408472
2012-07-25,0.0011621666688572674,0.005586586970037999,-0.02284267743715096,0.0020491098476329572,0.004432217483773204,0.0,0.010452810562887604,0.004405286343612369,0.004845934819015296,-0.009285727677907585,-0.005258498400067091,0.055332440874609645,-0.025000027247837564,0.008212402925539264,0.0,0.00043895527934956213,-0.012122877761818418,0.005605108124795866,0.03060108261389627,-0.03913492409351582,0.0044776433824467166,-0.05560098374475053,0.005607462354519255,0.005479446686014411,-0.000754235822337912,0.0,0.0,0.0520634662267665,0.0,-0.02152319789105339,0.0,-0.018224574901439472,-0.02285446636719035,-0.006504058737032858,0.0033444973002567657,0.006955972825064105,-0.004597848062411369,-0.013277966021141507,-0.001105950757043117,0.0018518235948350448,-0.0033345740404265856,0.007151388392248714,0.008064519540288195,0.0021463640996346456,0.008836457500454697,0.018001218682465403,0.026392884892435298,-0.011815252416756183,0.01449275362318847,0.003105512471742955,0.012953368387701447,0.011176108261874651,0.009719119118163366,0.019197200905253675,-0.041431222704776616,0.002431550536388105,0.0011982354568671472,0.035906560010256605,-0.0023952325502147875,-0.0064101948793952035,0.017994859225294757,0.0035436262740440316,0.004962774399964287,0.0032509310153343574,0.02346480333297518,0.00283410836145892,0.010676146619453597,-0.005301300945872445,0.019999973003634874,0.01056158281922559,0.0,-0.0005889169627082413,0.00011713417269731963
2012-07-26,0.030679971174901066,0.0462961209163697,0.06961039753703324,0.006135088787002196,0.006449481378959732,0.0,0.03448289700971485,0.0052631578947368585,0.008267335700492318,0.003965395928870796,0.02290742435850479,-0.008456659619450302,0.07692309304605827,0.013140951449637672,0.0,0.014480053827221617,0.009015746738218366,0.013114705650563385,0.030752959068592656,-0.00964631868422794,0.051262970165510735,-0.02164499840605727,0.03655518286804438,0.020435914906267172,-0.009811242556982847,-0.005866699218750049,0.0,0.09837051004113762,0.07593229904800158,0.03722508844482331,0.0402684427068849,0.03592807865248826,0.0357995213693143,0.05973809544063302,0.031111182381725833,0.027631534473750774,0.04734385146364306,0.03406223550931253,0.05185458994649572,0.007393708499300766,-0.00037175572578618254,0.07337277233397987,0.04000001678447096,-0.004867692987163941,0.06326038085006513,0.050813007342129124,0.024761982405270944,0.04347826086956519,-0.023809523809523836,0.04024777279337988,0.010230218452403683,0.013684222572728277,0.037433217745664216,0.03424665512712499,-0.005893950669745407,0.015767145693793116,-0.0005983436314185298,0.011698486709517342,0.05642252436554274,0.06129021350775621,0.05555556857895794,0.024011290021944243,0.024444438793041146,-0.0002817490919133636,-0.031707340150073926,0.007173874109813072,0.051056332855180964,0.01234217693902706,0.017973896269319445,0.02310223620731544,0.0,0.02651687956204385,0.00011671028829041141
2012-07-27,0.03443276677406515,0.05221247631585246,0.05050990774509523,0.04674799748207081,0.055649238559208225,0.0,0.025555593632180296,0.04624781849912729,0.03860604868924722,0.03231597006007192,0.08096473400987536,0.036247334754797356,0.059863954140072284,0.02386500490396548,0.0,0.03243942424782431,0.028791468170370926,0.0339806148910875,0.0390946101881966,0.06493510782815948,0.060070699956528584,0.026548643432038332,-0.005379601562040981,0.001335144083768558,0.0,0.0,0.0,-0.030219764839901075,0.0,0.03425775435994849,0.0,0.0,0.0,0.029343638612955525,0.045258829241993315,0.03713185916230022,0.005512676771072034,0.0317202188309782,0.06017541865928666,0.018348659492585684,0.01524729850198292,0.07386994204402586,0.04903849393267601,0.019370079974383225,0.02791765664661572,-0.0077369733070805635,-0.013011237225772132,0.03125,0.11219512195121961,0.07142857896258481,0.05316451833217961,0.04724817427818584,0.02886602596127119,0.019867551103266212,-0.00988136649468807,0.007761143926364289,0.05988023678532972,0.006423901918845232,0.018181854806472053,0.03404255146991453,0.07894734894006317,0.07034486916304972,0.022656074698558237,-0.0036640930093710944,0.005037748187866287,0.03906750535378789,0.11055282201744943,0.040454393967852775,0.01316207917759904,0.008601937916417945,0.0,0.04721959891117167,0.00011642510431575381
2012-07-30,0.00948831462804467,-0.005887174981951682,0.01710591093801428,0.018252299399884153,0.012140598899732291,0.0,0.0021667224634478455,-0.011676396997497895,-0.003947380867268313,0.02608700803508146,0.016733070514374004,-0.024691358024691357,0.03273428956221203,0.008615324328478335,0.0,0.0033515402326831367,0.0214716393790102,0.0,-0.009900904569032476,0.03556904698861829,0.03333333333333344,-0.029310346387153352,0.0006009277823606496,-0.015999984741210893,0.07621953635996159,0.06759658101606836,0.026645779505419798,-0.022662886089488965,-0.027725073642472453,0.03312303361085145,0.12258071393112857,0.07398843962755319,0.0774192782839136,-0.00450108524274484,0.020618509832414755,0.027469112012489694,-0.005482453775495499,0.005912451802849494,0.01572068145311256,0.026846808356207674,0.025274745543615973,0.011293596281086504,0.05774517335907681,0.01573893945664495,-0.007123788914402351,0.028460021563078586,-0.04331446243422743,0.03737373737373728,-0.0052631578947368585,0.0222221587802498,0.00961542164785767,0.006940971200738,0.037074096381017,-0.00324677117441452,0.0039920119786056585,0.029028536897423907,0.0,0.011914835876757568,0.01116075342095213,0.003233493270190735,0.050997804307706396,0.02255154441222018,0.025217998753907622,0.011174014950160682,-0.0025062122375750784,0.01786461228555858,0.057315250057572875,-0.0007989022611555319,0.005703434763520754,0.023454248823649104,0.02204085541089551,0.012165579191201203,0.00011699159842981643
2012-07-31,-0.009244971463270857,-0.027072852850112517,-0.009090943769975102,-0.00038131360227788846,-0.002525284096572711,0.0,-0.0043242855576076655,0.03375527426160341,0.014861307467390006,-0.005423757364085957,-0.028996855714908176,0.00843881856540074,0.00994405505871776,-0.015826942141070277,-0.09090907964965989,-0.01294369971654541,-0.0061408058355848505,-0.023474142452934887,0.01279991158755589,0.03336606149056398,-0.045161278017105566,0.021314398346164998,-0.003603517294540115,-0.009485117964212919,0.00212462354569376,0.0075376694173701075,0.0030534321136057585,-0.04057968004591128,-0.017498435621006836,0.0,-0.04022986946572238,0.002152844454142544,-0.0025662732290883117,-0.02788250387865876,-0.029293026030168923,-0.024631990756904698,-0.0022048538446691746,-0.01724138196044045,-0.0017920497697082594,0.007194275664667016,-0.012861758245637178,-0.04060920477125751,-0.03379547290181617,-0.020786095197911192,-0.0089686485071242,0.01895375344604333,-0.02066932375731656,-0.008763388510223957,0.05731922398589062,-0.07336956495569469,-0.04523813156854539,-0.03988180636344485,-0.02415460193296992,-0.01628662864155761,-0.009940395357710852,0.030512305911913007,0.03107340188437413,-0.015979567141636397,-0.006622512535067737,-0.026369849257205757,-0.01898736077826424,-0.02268431522515224,0.005517236117658975,-0.006854128969584261,-0.05025126535157509,-0.014285716699639295,0.05278172232215472,-0.00986137866126291,0.008191574547377511,-0.035937523740194655,0.007587881053651824,-0.01998567460386791,0.00011699159842981643
2012-08-01,-0.000311125337750795,0.013912969167375167,0.01834869448980969,0.002670726532237433,0.004746789078777347,0.0,0.00977195163971234,0.0032653061224490187,-0.023755239467998623,-0.014996602763286182,0.003228406839761222,-0.01757322175732212,0.004923072228064873,0.0005106934718435152,0.0,0.004653193288033153,0.025902887182840617,-0.010256537245878827,-0.006516577334706786,-0.0332383130741688,0.04932429275868011,-0.00434782139866019,0.0072332155908918505,-0.03830365734103203,0.008480543786105965,0.0,0.0,0.003021110237408031,0.0,0.0,0.0,0.0,0.0,0.031007797211870303,-0.004162384624738724,-0.007391416639113135,0.022099650447302777,0.02511966914066166,0.011914389045873719,-0.021777070087187433,0.03438294577614087,-0.012698343425157743,-0.03856504824170914,0.007526101007267805,0.001357485139331871,-0.03087797431621586,-0.013065367640128223,-0.0736738703339882,0.0008340283569641116,-0.00586506027502276,0.017456378792413352,0.016410240760216244,0.03168319281350507,-0.0016556382833213812,-0.03012050096243546,0.0050279415925083,-0.013698630136986356,-0.029914644029405357,0.03333324504126267,-0.03701474703763963,0.08602155617981033,0.009671224852519256,-0.022633739741623637,0.0,0.003968245220085542,-0.02173917701729866,-0.016260146842582146,0.006460238328721113,0.026249991091865654,-0.001080220146880695,0.0,-0.008449649713888396,0.00011699159842981643
