Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,FLRY3.SA,FNOR11.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,ODPV3.SA,OIBR3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SMTO3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2015-10-09,0.005589461821432717,0.021422307140366526,0.04753820876972337,-0.007448712547635461,-0.010721678375231525,0.036447299303021374,0.006382888818120769,0.009393973838007774,-0.0052492639436201305,-0.02695417789757415,0.021276744275815496,0.034627485094710364,-0.019770360170990764,0.011809641165609008,0.037694031495697944,0.06599998474121094,0.05188347922156655,0.027241743437806276,0.004335155869009011,-0.009036136142469231,0.024955286970324675,0.058151553404721223,0.009904770624070025,0.007575825546523474,-0.026946086026759075,-0.1500000037252902,0.005996979351334364,-0.0373563545196558,0.02550727733667335,0.007528291548319244,-0.006722714695333254,-0.01061016199578746,0.04210524894872858,-0.023011445842934908,0.04283916340370664,-0.031976774985013834,0.03607495580036435,-0.0013189385321561442,0.035320139420871755,-0.0019742283665673543,-0.19170981189977876,-0.23295454545454541,-0.00372092668400259,0.005714307512555861,0.009121649916479235,-0.005331649864559029,0.0272512449461757,-0.021543644072323564,0.13797464083448685,0.021497180931919546,0.021080411238846297,-0.012415311618476865,0.04381697252498529,0.027357175968524494,0.02929261706095465,0.0016009428155951966,0.01634875791068935,0.03639090074874374,-0.020833290781495983,-0.01784622192382812,0.0320986744398577,0.00470401368440343,0.00020292229727791877
2015-10-13,-0.055078327547355976,-0.012583882046154904,-0.08319831963721014,-0.05591003793787286,-0.054606026581890954,-0.015022209638251072,-0.09830871361617954,-0.00825578477897837,-0.005277064772751694,-0.001846722068328699,0.006944357883458485,-0.08215005011626408,-0.0013012678313731874,0.01829658536012868,-0.04059824235375298,-0.1257035808413447,-0.03310807303149765,-0.011049765675375856,-0.012949608103782428,-0.0015197191733469229,-0.03130427121458512,-0.016682937156041966,-0.03206338642516027,-0.0023134222600315058,-0.0036923917586020316,0.0,-0.061102696817248,-0.08656715525633274,-0.06331265152180865,-0.0386052155276585,-0.05346864453402134,0.023235010584635063,-0.020979021511859597,-0.019457259211552946,-0.02617799518838082,-0.02552549200948573,-0.012534806630480011,-0.011886438738716532,-0.05287853467478365,-0.01978247793199117,0.07371795354886923,-0.04814814814814816,-0.08123248202243782,-0.07613637065591872,-0.054235075633956464,0.0005954926139377648,-0.04555945262834615,-0.01403332536812496,-0.03893208417199745,-0.022923688341261128,-0.08903223689497741,0.0,-0.02868469137848595,-0.00855921537321136,0.0036330704147178317,-0.011915181645252071,-0.11528151864835967,-0.10630114932658397,-0.004255328411227999,0.02380953860576085,-0.039473676705534255,-0.04002999716243061,0.00020292229727791877
2015-10-14,-0.016042841292484677,-0.03993211815199538,-0.00942839445409982,0.0015899383009017054,-0.005291060628367705,-0.022530315768999665,0.01992962462525738,-0.028303334486575293,0.0037135115866115953,0.02127659574468077,-0.011034519202010706,-0.016574648513063672,-0.0325733191524592,-0.012081792282745196,0.004454274865155927,-0.047210256951794816,0.002795165805697053,-0.0044692695760304435,-0.017492714242784424,-0.0091324111433575,-0.03411135287464373,-0.01696607470334255,-0.022603270738699943,-0.010145054582537116,-0.006176564361502268,0.0,0.0015872001647949663,-0.01307188320294328,-0.0090524816712656,-0.023316152149918334,-0.009295721461791695,-0.01572041871519958,0.0015873160412003262,-0.0078329812607425,-0.01089058192590775,-0.0385209188443244,-0.00423125817843506,-0.018712390517592103,0.01755971693261915,0.00908178037743479,-0.08358209465352462,-0.015564202334630295,-0.028455256974518672,-0.02091021819200012,-0.007787630741245999,0.01785721178768762,0.011480395336342264,-0.01938645686784879,-0.07175924316232651,-0.02307701168136056,-0.014872547951928383,-0.014285714285714235,-0.02809126148101382,0.004796181277703981,-0.027149349114970023,-0.01088234749773398,0.0,0.006458602783969258,0.011111135399338501,-0.011627951971628137,-0.003735956907696125,-0.013787133416379826,0.00020292229727791877
2015-10-15,0.03858701122505792,0.019469201651646006,-0.01427720278066702,-0.00674604628205322,-0.0035460467092508496,0.0003545503993866994,0.0252874801357581,0.02741434997502834,-0.012684977280675303,-0.0063405797101449,0.012552267466763745,0.11573041919024263,0.013468078633945835,0.019128354231795486,-0.015520997160207273,0.05630630558065941,0.0027875359005111733,-0.007856307073287994,0.008902078639194455,0.020276492295161486,0.0018586871123726922,0.005076064479612397,0.033094095942222346,0.013470057917243983,-0.00124307827841863,0.0,0.01267824135105089,0.0,0.0018270820040262592,-0.003978762727228968,-0.01660045636044638,-0.004880231455651085,0.01426304874735873,0.026315799220280933,0.00041812804798646575,0.03044874393551633,0.024079237085181004,-0.009761641391915932,0.01681412187400544,0.0029999447154993586,0.07166124255763973,-0.059288537549407105,0.010460190732859864,0.005025120811725348,-0.026043460023184473,0.0011696173869881754,-0.004778968028666286,0.009759735256182678,-0.061097284287681464,-0.019685054352182818,0.010064672390043272,-0.012173859969429324,0.03334978939887767,-0.018615813021209182,0.03255815901274128,-0.011299425986944,0.018181801105005002,0.014438424566812547,-0.028951880004842723,0.002476866648923437,0.038125038146972656,0.009655320059944295,0.00020292229727791877
2015-10-16,0.009419167944886286,-0.0069445000650995015,-0.01750144921664032,-0.011586126607629477,-0.019128178710521748,0.017369787109865698,-0.02017943693830293,0.020315373451789576,0.060492459438210355,-0.020054694621695512,-0.020660969175995025,0.007049314468573931,-0.023255827548942287,0.0061537348417655124,0.016216157235629858,0.07036245622172332,0.031966587231923915,0.02828054249827283,0.013235260811343963,0.014152342647332006,-0.035250510781412836,-0.010100952691779574,0.020841409444519066,-0.0060676592595892975,-0.010578718421570543,0.0,-0.029734038327101864,0.006622510282393357,-0.015197567684205215,-0.01731024417316951,-0.01504590936857797,0.0066873955693678155,-0.039843691882150534,0.030256396635730542,0.025773201629021303,0.007775969850161379,0.004149542856011212,0.013755145102465782,-0.01610091119474233,0.006979108902254616,-0.07294833280094659,0.008403361344537785,0.004140782865927672,-0.00625002384185791,0.005860766278328988,0.0002920070398095831,0.005402170072760892,0.007434911570585401,-0.0345285818907638,0.016064256772541308,0.024911101723525286,-0.0023474714423807885,0.02295008345733618,0.01896893517157472,-0.02402394343360359,0.021954879279508788,-0.008928563192385108,-0.028993107905563198,0.001088141704436163,-0.011735684217329512,-0.007826674493570773,0.0015902970674921413,0.00020292229727791877
2015-10-19,0.009331176220020776,0.0017483127403437049,0.04422600018347089,-0.002829441944631861,-0.0013605125685359765,0.016027842238480305,-0.03203658009639132,-0.007429474211473219,0.051993978516571726,0.015813953488372112,0.005625863008403398,0.03699998855590825,0.01632652898360898,0.02568825338109848,0.010638287978706584,0.021912377277360395,0.023569032489108688,0.017601743094201927,-0.0014514374899843308,0.005938236563329369,-0.009615315814647474,0.019387711906672322,0.0,0.020930233203625415,0.017610168182754293,0.0,-0.014515980078914192,-0.02960523529561243,0.030246898027260105,0.01897014115622242,0.023845021099283104,0.0048715866883004555,0.010577681559489571,0.01692393030294248,-0.02227354768015455,-0.010802447779251434,0.038567433404518514,0.003392143250424917,0.015037600327716394,-0.01485152319826033,-0.03934426493258403,0.008333333333333304,-0.003092756037225586,0.0,0.00327746508715987,0.007299270072992803,0.01791040221257001,0.0007379492635177787,0.026134808489537864,0.007905232162762621,0.0,0.0258823843563305,-0.0074784425363975116,-0.031980909398303003,0.055999951194678266,0.007945818482413047,-0.03603600249501826,-0.033659111653931206,-0.004347835756334351,-0.0056250992789923515,0.004854364437391068,0.004466932001016222,0.00020292229727791877
2015-10-20,0.005649749061681364,-0.006980858670144863,-0.032352896297679234,-0.0162140221853313,-0.023614867200840828,-0.024005513257969957,-0.030732858207715652,0.013323341142432055,-0.022552749995835675,-0.009157509157509125,0.057342427332150336,0.0067502117258166905,0.02208833488707107,-0.007155917573875237,0.02456146456271613,-0.06432746907297471,0.04934217788274964,-0.005405426025390625,-0.01162781640563193,0.009445119463330265,0.007766971226712549,0.007007072082314991,-0.0018904023806017856,-0.006264193667811946,0.020395419875002263,-0.11764703304297397,-0.006546620381960966,-0.0033898272208872093,-0.014379854010694637,-0.013297881271146395,-0.020378484198750768,-0.0352577910425238,0.021739130434782705,-0.018600111518001894,0.00013893785980378937,-0.017160630754814776,-0.025198896460033593,-0.026369191638178413,-0.006536013982236355,-0.005025068409123312,-0.02730375617152314,-0.024793388429752095,0.01344365185266283,0.012578664637599601,0.00907446079432872,0.012463776961616935,-0.07624629297547514,0.025073784700264445,0.052278802210632414,-0.01960785653996744,-0.021527812892060738,0.03497698878000022,0.019543273732614663,-0.023668709730421456,0.0023310362901014514,0.0036496226845674773,-0.031152692169086116,-0.010674080609700098,0.0,0.002514229964961201,0.0404589431099851,-0.007798174805572544,0.00020292229727791877
2015-10-21,0.006128745643564137,-0.000878670996918296,0.012157984578420322,-0.007416545496648164,0.0013953162936959362,-0.0007026897771739149,0.015853814985655523,0.012705031003302114,0.0024545525282575476,0.01201478743068396,0.013227733909211059,-0.005747075512830602,0.004584167570098607,0.0030032716216579214,-0.01369861671503625,-0.025000074505802994,-0.036990666838068176,-0.0010869814227348895,-0.02058821503887376,-0.011111142094681448,-0.03660891189892579,-0.024850893595641188,0.0056818038143071625,-0.03610316848122497,-0.03089024863108647,0.0,0.026359143164775833,-0.006802714468455484,-0.0024316664846278924,-0.0013475696801525938,-0.007429384677586137,-0.008679778298991914,0.000787990581514908,-0.012468866791211175,-0.014583349227905273,-0.007936578619391232,0.009523759230209317,0.00694447111936336,0.00657901451308307,0.0030302471584744417,0.052631582723201564,-0.029661016949152574,-0.03163269526359602,-0.03726710355611518,0.0,0.015173168470266063,0.010793655637710842,-0.005035872063126501,-0.04331206113137487,-0.02400002940954815,0.004258387282282117,-0.051523459121131765,0.027713599314200144,-0.010100952691779574,-0.026162899483571644,0.0036364115905598293,-0.03215431125584878,0.02725721326518138,0.022925815400697713,-0.018181888844497007,-0.013348784001562142,-0.0010833315631837426,0.00020292229727791877
2015-10-22,-0.0020305032476239937,0.04309576274193194,0.015015015359025385,0.012038221511903924,0.014862949607803877,0.004219371646672965,0.0276109019070383,0.016338407780421393,0.014691441524959714,0.013698630136986356,0.014360398591657164,-0.016377656495151327,0.03520211454853972,0.016466927872613946,0.03819440650167438,0.02564110401662978,0.0058594288508901915,0.02285093011268824,0.012011989590116512,0.0038438827798337183,0.040000000000000036,0.013251697778386085,0.014312658344064921,0.017241440480512127,0.03562495658379872,-0.06666669978035689,-0.03531296522767169,-0.006849308357518069,-0.004875071569161005,0.014844672031945061,0.020958111567442428,0.021198185554124116,0.043307056518227194,0.02525246278719484,0.010993667360490011,0.02400006199702709,-0.005390837675424365,0.021379339283910337,-0.032679737475701076,-0.01007048441116476,0.016666667802563095,-0.09170305676855894,0.03055847933059086,0.03483876874369951,0.001079166186769287,-0.03778906337238608,-0.03894471624295448,0.04844535477602063,0.019973317437915306,0.004098376624894762,0.00565370354964978,0.022196211573527913,0.01303366356825375,0.015306083225598899,0.041791099314408164,0.012898609809898431,0.01993353587031299,0.02321725111947348,-0.007470667326843983,0.01213279133606604,-0.0035293803495519693,0.01586356483647333,0.00020305428770028833
2015-10-23,0.005595148077584655,0.016020162253309156,-0.013609440676208173,-0.015176470824232569,-0.013730028924418547,-0.003851495275204786,-0.0011682683430697116,-0.0037319129056198053,-0.003861000306814355,0.0108108108108107,-0.034749181724175515,-0.0029382696238104966,-0.026448390244527054,-0.006185592646523408,-0.010033435215412778,0.02499997516473229,-0.004530760769525299,-0.0042553152634362545,-0.013353082143896744,-0.010309303689933103,0.011538434018166788,-0.02012070600685323,0.01039728095521264,-0.0008767471029293983,-0.03258908716315889,0.07142860944173757,-0.04159747965676974,-0.02758626189441482,0.03490506414496419,-0.006648841872306632,-0.006598239957513852,0.01985557686881867,-0.03018865913672175,-0.05763546203768366,-0.019935901598359784,0.009375098580641117,-0.016260097885246294,0.00045004926458580563,-0.007207200086191579,0.01729403563711318,0.08196721860955014,-0.0625,-0.009202469841024019,-0.003740733782186534,0.016888201950488346,0.01143022865935639,0.03267973815469505,-0.02436779654118837,0.005221927238881152,0.044897874708674346,0.019676751007666304,0.0005714416503905806,0.01863358728192721,0.0010050481480938789,-0.006876726519763454,-0.004864908025812853,0.0,0.00486224481226416,0.010752711828422967,0.0,0.0029515487298847898,-0.003663233693376844,0.00020305428770028833
