date,ticker,fator_risco,fator_assimetria
2011-01-07,B3SA3.SA,0.0845848038492773,-0.0416670336924934
2011-01-07,BBAS3.SA,0.0707420050259646,0.0
2011-01-07,BBDC3.SA,0.0679107308752489,-0.0249423836512964
2011-01-07,BBDC4.SA,0.048339895292247,-0.0975730972671561
2011-01-07,BRAP4.SA,0.0560104811808553,0.0855081934838562
2011-01-07,BRFS3.SA,0.0605275452490471,0.0394684796378953
2011-01-07,BRKM5.SA,0.0783253820602027,0.0286139571371379
2011-01-07,CBEE3.SA,0.1058495705328334,0.0857725382962177
2011-01-07,CMIG4.SA,0.0627175519257698,-0.0276320060045531
2011-01-07,CPFE3.SA,0.0534064869000216,-0.0384611982112416
2011-01-07,CPLE6.SA,0.0618079392781436,0.0289437374437637
2011-01-07,CSAN3.SA,0.0821552283363324,0.0658383762480763
2011-01-07,CSNA3.SA,0.06228330124532,0.1216473469781819
2011-01-07,CYRE3.SA,0.1043729077952183,0.0
2011-01-07,DASA3.SA,0.0843923569302066,-0.0333167308782181
2011-01-07,ECOR3.SA,0.0580545958802138,0.0446366098876275
2011-01-07,EGIE3.SA,0.0571393490020507,0.0281296528938338
2011-01-07,ELET3.SA,0.0755190093955728,-0.0384551011095231
2011-01-07,ELET6.SA,0.0648834567929826,0.0472271702331215
2011-01-07,EMBR3.SA,0.0694519957328386,-0.0619953886490992
2011-01-07,ENEV3.SA,0.0890467985328035,0.0455409790889762
2011-01-07,FNOR11.SA,0.1606264505418013,0.1355017352734016
2011-01-07,GFSA3.SA,0.1044101899563365,-0.0257035714232779
2011-01-07,GGBR4.SA,0.0732819728143414,-0.0519685776088519
2011-01-07,GOAU4.SA,0.0854237737830908,-0.0411904736581736
2011-01-07,HYPE3.SA,0.0984601817041212,-0.0290730842811816
2011-01-07,ITSA3.SA,0.0726936099697446,0.0501122157028617
2011-01-07,ITSA4.SA,0.068897024135915,0.0
2011-01-07,ITUB4.SA,0.0674528687098291,-0.0397689188081347
2011-01-07,KLBN4.SA,0.0851751875166971,0.0374624627906822
2011-01-07,LIGT3.SA,0.0618013892042405,-0.0767341642202725
2011-01-07,LREN3.SA,0.0796001390746993,0.0501837255277276
2011-01-07,MRFG3.SA,0.0833638025853435,0.0
2011-01-07,MRVE3.SA,0.1110971344314616,-0.0513158096643161
2011-01-07,MULT3.SA,0.0752370501106154,-0.0238328215534832
2011-01-07,NATU3.SA,0.0751940857652329,-0.0366873554906866
2011-01-07,OIBR4.SA,0.0773169408024375,0.0430847537621692
2011-01-07,PDGR3.SA,0.1095094693852793,-0.0394479127910417
2011-01-07,PETR3.SA,0.0703563714615787,-0.0381017476700073
2011-01-07,PETR4.SA,0.0724513117766047,-0.0457467631676552
2011-01-07,PRIO3.SA,0.0178675982835964,0.4495879386337781
2011-01-07,RENT3.SA,0.0931058600353913,0.0
