Date,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CBEE3.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,OIBR4.SA,PDGR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TELB4.SA,TOTS3.SA,USIM3.SA,USIM5.SA,VALE3.SA,^BVSP,CDI,EVEN3.SA,BRSR6.SA,MGLU3.SA,QUAL3.SA,BRPR3.SA,PSSA3.SA,UGPA3.SA,ODPV3.SA,RADL3.SA,MYPK3.SA,PPLA11.SA,ABEV3.SA,CSMG3.SA,OSXB3.SA,POMO4.SA,RAPT4.SA,WEGE3.SA,YDUQ3.SA,MDIA3.SA,COGN3.SA,MILS3.SA,ALUP11.SA,BBSE3.SA,EQTL3.SA,TAEE11.SA,BEEF3.SA,BPHA3.SA,VLID3.SA,EZTC3.SA,MEAL3.SA,SEER3.SA,CVCB3.SA,KLBN11.SA,BRCR11.SA,OIBR3.SA,ANIM3.SA,RAIL3.SA,SMTO3.SA,FLRY3.SA,AALR3.SA,SAPR4.SA,ENGI11.SA,AZUL4.SA
2010-01-05,0.003861018646432,-0.010033419427692,-0.0141934610813473,-0.0053050439473415,0.0201529740928179,0.0104826942076676,-0.0091228150484854,-0.0071942536974068,0.0153015570210264,-0.0120547368500186,0.0013070254786109,0.0003921933327974,0.0092510312441422,-0.0095041918319768,0.0079944234852857,0.0,0.007877645971168,-0.0082032059676429,0.0,-0.02330289208745,-0.0139130287485229,0.0,-0.0161899379874955,0.0168918274326688,0.0120212552326779,0.0131836163964185,0.0022797064639581,-0.003233522277007,0.0064806494706879,0.0188326316874751,-0.024580543370979,-0.0360248490641826,0.0721648913696606,-0.0130908953859032,-0.004451054699426,-0.0126649957152596,0.0152761457109282,-0.0152438462905248,-0.0060024007404817,-0.0085744827824475,0.0,0.0133333094429479,-0.0197451729160133,0.0096841940074423,0.0014728159816841,0.1333333261784057,-0.0167363460860316,0.0062733487561477,0.0029412063897824,0.0093221892909174,0.0027839246198873,0.0001280010308351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-06,0.0376922900860126,0.0013513178264603,-0.0058901318709145,-0.008000006306045,0.0140035109395866,0.0136157516876567,0.0240793311149822,-0.0144927720738921,-0.0188371012497421,0.0066555112948978,0.0044385716245369,-0.0286161970394281,0.00123390966665,0.0012515931374597,-0.0232757882305483,0.0,-0.0101148673334859,-0.0128068443312259,0.0,-0.0041493734884286,0.0119047662558762,0.0,0.0016456291540705,0.0066445731807265,0.0099447680321631,0.0390361188405967,-0.0113722633354326,-0.0121654711002363,-0.0086676906013295,-0.0129387516229187,-0.0008000464431745,-0.0193300118976799,0.026442357350489,0.0169491302680389,0.0134128654962779,0.0122929695798776,0.0086805555555555,-0.0099071223196618,0.0099033775918055,0.0135135135135135,0.0,0.0779353957595967,0.0136451837237696,-0.005004143677191,-0.0002940963378821,-0.0352941633247104,0.0059574419694761,0.0050652310979639,-0.0009775767402961,0.0211660274828489,0.0069618451025057,0.0001280010308351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-07,0.0237213234935445,0.000337389645336,-0.0023041430189676,-0.0026881741790659,0.0110974202918483,-0.0061833267297528,-0.0248962417515581,0.0073529506751515,-0.0096008795399391,-0.0123966197989745,-0.009617720664117,-0.053268778763818,-0.0105633535595122,-0.0191666285196939,0.0042364410850526,0.0,0.0065025258747264,0.0232431529564163,0.0,-0.0135416780494976,0.0370369801824768,0.0,-0.0180723283126963,-0.0224422380990678,-0.0196936869162461,0.012059380116987,0.0115030793833483,-0.0057471849604159,-0.010242390896471,0.0093634106138134,-0.0200159980377749,-0.009198460431797,0.0491803116670099,-0.0362318802020552,-0.0044117805463586,-0.0337909862170399,-0.0068846815834767,-0.0087555068325605,-0.0059794305617915,-0.0093332926432291,0.0,-0.0422535838367288,-0.0192307356627572,-0.0071249336791399,-0.0158870526379406,0.024390243902439,0.0008460664171556,-0.0046520968745288,0.0093934123535577,0.0041454912750749,-0.003930495270681,0.0001281432117163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-08,-0.0231716610264532,0.0057335608256703,0.0013196785662321,-0.0010781534884947,0.0146341926146951,0.004076303069707,-0.0141844508885471,0.0072992794335127,-0.0009696291932632,0.0125522249594278,0.0039370773688469,0.0089514153062972,0.0225978726071682,-0.0016992741704168,0.0054491503069309,0.0,-0.008306472277597,0.016904404814418,0.0,-0.0021119806969073,0.0109244129919554,0.0,-0.0223089716028587,-0.0027008674857275,0.0016741454530011,0.0265811151153971,0.0,-0.0074318330272781,-0.0151437937031423,-0.0222642806643995,-0.0196078604175561,0.0053051281661211,0.0200892916399235,-0.0293232908352845,-0.0443132215197031,-0.0163934016157223,-0.0040439052570768,-0.0347002942909172,-0.0074591280810265,-0.0053836003963588,0.0,0.0093136610829231,-0.0098039850182806,-0.0101308034474687,0.0167413896891295,0.0476190476190476,0.0097209618433939,0.0128529672253978,-0.0141528369720623,0.0097579367391633,-0.0026685213836566,0.0001281432117163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-11,0.008895469799488,0.0077129290607018,-0.0032947946172787,0.0008095059961379,0.0043268868315797,-0.0032050917030425,0.0971223322675507,0.0144927720738921,-0.0006472580486563,0.023416022672221,0.0156862385673459,0.003379847758608,0.0196623843642951,0.009787214563248,0.0314685645880223,0.0,-0.0172172834282218,-0.0155844091461397,0.0,0.0095238258629011,-0.0058187693986614,0.0,-0.0057045237648994,0.0006770454815594,0.0167130487080502,-0.0156250172959909,-0.0295677475598514,-0.0033279525813283,-0.0087134297275218,0.0246686128862294,-0.0041666636021623,0.018469638130746,-0.03063459148995,0.0131681224421273,-0.0197835775689716,-0.02000003390842,-0.0063805104408353,0.0111110956644882,0.0009697191642992,-0.0032476029609483,0.0,0.0053424859549142,-0.0297029193360887,0.010660973403906,0.0073508356273674,0.0568182275528061,-0.014399264268008,0.0007691004964094,0.0027532587718159,-0.0029734221023738,0.0024194810924669,0.0001281432117163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-12,-0.009551808796493,-0.0083194677652994,0.004958636931498,0.0029657395283144,0.0002393579779291,-0.0032154832506834,-0.0098360405593621,-0.00714286610651,0.0048533317847236,0.006729506824713,0.0198197147442695,-0.0210526896015279,-0.0186006856820867,0.0164349475145551,-0.016101758051073,0.0,-0.0009470139540344,-0.0092348330137852,0.0,0.0335429450842537,0.0171404550798057,0.0,0.0206540764482026,-0.0071042490127816,-0.0158904611247859,-0.0408163106426597,0.0,0.0,-0.0093071966338492,-0.0092593733686502,0.0142259473283143,0.0233160387974422,-0.0067719822473728,0.0168195177849375,-0.0018921183930149,0.0232426225395849,-0.0046701692936368,0.0407240067858678,-0.0125938591967461,-0.0127613683773109,0.0,0.0289855515117221,0.0142856721855739,0.0016876988440439,-0.0192644715901091,-0.032258106395908,0.0014440121730256,-0.0299711350904882,-0.0272603090525628,-0.0027959277094624,-0.0050686467990856,0.0001281432117163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13,0.0163204951409301,0.0127517140216113,0.0065789649899337,0.0053763483581319,0.0088538288557435,0.009032327676846,-0.0132450833037651,0.1510791470827508,0.0019332055129133,-0.0053475970447575,-0.0186773573053272,-0.0086021193718406,0.017214427184153,-0.0153400010928506,0.0034453679329304,0.0,-0.0094786644174715,0.0095872537274135,0.0,-0.0101419301498342,-0.0012331028622603,0.0,-0.0146149657722587,0.0047699990689928,0.0022272225816495,-0.013238713207898,-0.0375001931697814,-0.0033387875151402,0.0031314846595669,0.0074769368536129,0.009075868470421,0.0113924384387882,0.0090909019570162,-0.0142857300605928,-0.0110584616708639,-0.0135733486005766,-0.002932551319648,0.0124222962439735,-0.0090752741655736,-0.0016502027580805,0.0,0.0056337018208472,-0.0006706730505819,0.0067397560077104,0.0113094706417742,0.0111111558294103,-0.0097540639546683,0.0099029507502124,0.0020161752398144,0.0123364457460206,0.004409498259033,0.0001281432117163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-14,0.0,-0.0142478562235811,-0.0130719302086738,-0.0213903912377168,-0.0052182161791198,-0.0185422435041037,0.0,0.1437499450976258,-0.0228224810808639,-0.0045699442611939,-0.0159466361575265,0.0238611539973456,0.0085470085470085,-0.009263128983347,-0.0085837143208239,0.0,-0.0047846846286744,-0.0160907658512183,0.0,-0.0092213268931655,-0.0242798267925711,0.0,-0.0068453669671266,-0.0010172086903621,-0.0105555852254232,0.0392908319046496,-0.0008115913521024,-0.0142379622106719,-0.0137876982510913,-0.0222642806643995,0.0016353378590376,-0.0222779216256608,0.0112612741054722,0.0099160888469524,0.0127795381131474,-0.003089037025166,-0.0176470588235294,0.0,-0.0160891460724954,-0.0173554016902577,0.0,0.0023343613595734,-0.0214765224439981,-0.0271966669797746,-0.013831590309568,0.1648352017719059,0.0020555690958135,-0.0047068380185629,0.0056337781689868,-0.0001846071189323,-0.0082972224195496,0.0001281432117163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-15,-0.0058394105707908,-0.0168067226890756,-0.0225165738613831,-0.0142076176948412,-0.0116834017049446,0.0076003766727776,-0.0302013302540959,-0.0928961587502782,-0.016447942879421,-0.0135025204915598,-0.0146366323590663,-0.0072035136748904,-0.0210169776011321,-0.0123247304319856,-0.0129870155611752,0.0,-0.0168268503345654,-0.0351206779196847,0.0,0.0093071511766091,0.0080135483192036,0.0,0.0137851754574065,-0.0207060442785421,-0.023862956193416,-0.0087598215481496,0.0414298291170249,-0.0246388721203481,-0.0168820596143115,-0.0075893854105691,-0.0204081485618112,-0.035330155974285,0.0173719367257625,-0.0181268168849371,0.0031545254442939,-0.0095774690869828,-0.1083832335329341,0.0018405292776559,0.0060377780746363,0.0022428324968162,0.0,-0.0083837573361558,-0.0027434964523943,-0.015053804420087,-0.0002984821295778,0.226415077146401,-0.0041883031833388,0.0,0.0064025549770923,-0.0129270682034037,-0.0117906620248993,0.0001280010308351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-18,-0.0066079407741637,0.0003418881669003,0.009485076462175,0.0088692162628365,0.000241263602396,0.0032328083190209,-0.0103805965751013,0.0542168615496265,-0.0200654401122729,-0.0145086381087757,-0.0074270227815085,-0.0051215659750833,0.0041551538338138,-0.0111876175319483,0.0149123149348535,0.0,0.0024449270590736,0.0002778884381864,0.0,-0.0163934266045032,-0.0062761818283977,0.0,-0.0101983153931756,-0.0051993701378254,-0.0008627776503286,-0.0232558139534884,0.0007798497063418,0.0095820217764979,0.0088542877536579,0.0038237123318702,0.0050000453546648,0.0098194572736838,0.0056917685324506,0.0076922903119394,0.0062893013855789,-0.001706523707378,-0.0261920752182672,-0.0079607718504857,0.0227556841514739,0.0223776010366587,0.0,0.0310003429182688,0.0041266084609092,0.0043668614771852,-0.0256715760684554,-0.0230769526068751,0.0042918155882669,0.0019704132831741,-0.0039761583692449,0.0140318052253429,0.0061323900374032,0.0001280010308351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
