Date,ABEV3.SA,ANIM3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CBEE3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,EVEN3.SA,EZTC3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MILS3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,ODPV3.SA,OIBR3.SA,OIBR4.SA,PDGR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,SEER3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2014-05-06,0.009090885971531737,0.008646635990618101,-0.0025273779696375342,0.015625044115280318,0.005594404637767614,0.007286481190966976,0.03512017706964965,-0.002515185026355282,0.005067284842093622,0.008269727241263514,-0.024512534818941556,0.022364195106523654,-0.007936518212300903,-0.003074992133285548,0.0046911977948127515,0.020887742764221784,0.03429775490680709,-0.0018077974734733715,-0.01798146816393731,0.03583423111853068,-0.019033691931635954,0.0155325283730674,0.0020557913483814083,0.007772001516078264,-0.004533108970565136,0.003103955829239391,0.0014172078963590184,-0.026954216178686208,-0.008876830663196555,0.006433228127032953,0.008875717273141515,0.008615716246118676,-0.0032362956962134204,-0.009247063120092491,0.009852207414675407,0.008510611218141229,0.00180672521757419,0.003517888897230037,-0.015742415815638844,-0.008602103962629726,-0.01115760621716022,0.016881797415703614,-0.0007705825600233807,-0.001101378334606884,-0.04400002067513342,-0.06276150627615062,0.04761906483965017,0.0396341240030178,0.03813318656410192,-0.014705747247740764,0.0,0.003951284115160769,0.015813960585483233,-0.010931656478682661,0.0,0.0005881536533243192,0.0060606060606061,-0.008689870686463874,0.009237910691151763,-0.010050232516511048,0.015424124693721009,-0.004037599175463424,0.018486296443528394,0.0,-0.009631381921249238,0.01041668979266519,0.0026326721967826483,0.0,0.006249298357220434,1.6149504216134147e-06
2014-05-07,-0.02102104441373087,0.024972050906804544,0.013513684131293724,0.012550585278018112,0.009735776443016597,0.011863403703268549,0.0,-0.0015129162801872376,0.0015512976916414178,0.01577287028284724,0.018846373500856606,0.019531249708961695,0.0,0.01110416437716144,0.05175096825771197,0.006138049612159913,-0.01672445311128412,0.006985751971156029,0.021854713106428836,-0.0345945616026182,0.011940358629948689,0.005826610857263326,-0.0020515737408344226,-0.032133627940231446,-0.026411655186095007,-0.0015471263662282242,0.009433968637433399,0.02216071037379086,-0.0019470996749603176,0.0241476345349374,0.03812325835569763,0.00968109803326933,0.00324680331179783,0.006933340958854117,0.0008130500113177064,0.010548515786775514,-0.007965162092571476,-0.0022684055297885752,-0.03671393022459779,0.008676742201100485,0.011283503101517045,-0.016015582741235712,0.009511540292321596,0.01874315072256083,-0.02092048748792219,-0.022321428571428603,0.038960986658796326,0.02052788252969262,0.01864035947666287,0.014925233966059048,-0.003164471149855519,0.023009450933035858,-0.01007322856306958,-0.007894701984119012,0.0,-0.00970013504677636,0.024096385542168752,0.00134863284304787,-0.013730029252704279,0.010152265141754935,-0.0015190221086333056,0.0037837806353158143,-0.010616455956874327,-0.006818229354116467,0.005030168345585562,0.0022909557782548884,0.007876813266298077,0.011428599454918587,0.005076236519152122,1.6149504216134147e-06
2014-05-08,0.0,-0.0389089784732457,-0.02249997854232788,-0.04278287425157923,-0.014600581695193626,-0.011152377045850037,0.007142884390694659,-0.0025251388079292614,-0.0029042070229189365,-0.01863355177805759,0.023542600896860888,-0.011494296552661099,0.0,-0.017693694593311715,-0.0005549869262297946,-0.021860625179825455,-0.01466273731938561,-0.010534415261155283,0.004046241365551317,0.006718864937508062,-0.0058997695357470015,0.005068855738521227,-0.00029366447258549755,-0.001328049599776504,-0.0009353859307785761,-0.0036156866021372913,0.014486007734571205,0.006775028878369227,-0.0031213155010898497,-0.0027739147021229593,-0.011864462303357248,-0.008460215589568665,-0.015102477691448901,-0.015360203335439526,-0.013810024935832499,-0.005219203047645227,0.0074230618629709255,-0.023457610794651917,0.003396232173128011,-0.03440862211125395,-0.01115760621716022,-0.004366836529732465,0.022408990523483885,0.035714310042713304,0.008547044393840464,0.013698630136986356,-0.02499993078124718,-0.03333332967940872,-0.037674960485135855,0.026960762373564817,-0.014920696261088828,-0.01479727690004995,0.012025823840921879,0.010079416735419011,0.0,0.02107449483428603,0.00588235294117645,0.015488188866294772,-0.022737809209546933,0.012562815843032649,0.01622726233850047,0.021001553888295277,-0.013499466429632512,0.004576654794112178,-0.01668335039891722,-0.0020000043843720894,0.025307042006055713,0.008878099566520747,-0.011673727637688924,1.6149504216134147e-06
2014-05-09,0.01411051903990379,0.012107333278847943,-0.00596778154078037,-0.015037619144553371,-0.012021278981120265,-0.008386362088558141,0.0017730225428311819,-0.008607604377219524,0.00679614287104946,-0.025949357117890037,-0.016976998904709717,-0.03798447950450334,-0.03999995181139948,-0.0024845248405431786,0.003886783341005451,-0.024948104088595602,-0.010714319682257667,-0.004674210212063157,-0.032815282912958876,0.005561756619337999,-0.0014836427869816537,0.0014409107630113382,-0.022032916191878194,-0.07579777997412052,-0.05337084571264472,-0.017107403597324655,-0.006909345312566484,-0.004037649214576056,-0.035616463725926306,-0.004172446062661428,-0.0034305012422848336,0.011945448960901883,-0.0021904646847100695,-0.008875732311852236,-0.014826918897572816,0.0,-0.010526252297356486,0.0211639404296875,-0.016547594265989285,0.04454340320221806,0.0014104193928117237,-0.012759159009798515,0.0062266498256260405,-0.0020898622115971266,-0.03813557853624239,-0.04054054054054057,0.07692308566074924,-0.009512476237520051,-0.011744915790233845,-0.009546490108516825,-0.0009668327768221907,-0.022228947375055208,-0.008226618132138985,-0.03361344866122662,0.0,0.009883731535428097,0.03508771929824572,-0.005968171115414034,0.00807217856623721,0.037717150733528326,-0.012475049330276988,0.0073839605693686305,-0.006315860879945512,-0.018223217799343217,-0.008483203455207144,-0.0037217373477038684,0.0029038227516096082,0.020400009155273402,-0.00602747931563774,1.6149504216134147e-06
2014-05-12,0.009074386708976867,0.023177603119296064,0.020583173980341707,0.008057698671432245,0.0022637927055875195,0.01808106171561885,0.005309721009921109,0.02655765432004853,0.005785932179980469,0.007147475907950396,0.0,0.011281252622412197,0.0,0.012453385130903882,0.020464542059462465,0.018656783837233126,0.041817128187224606,0.014870896724098248,0.001488169043123655,0.03318586194699158,0.002228806306550535,0.0035971285490496996,0.010814062298796223,0.038848855190268594,0.012858567641499175,0.012130878728434213,0.007885094182700447,0.00675671800720723,0.010551910624621685,0.022346368246297876,0.015490559554580008,-0.0033727583025948693,0.015367722443670129,0.019267225244705255,0.013377825801356824,0.02413437812978203,0.030547074445814282,0.02041460109687776,-0.009560229584968938,0.02345438975447034,0.012676043956108884,-0.006260047812363112,0.0004949663938402793,0.024083802070094418,0.0,-0.0046948356807511304,-0.02976189911139482,0.02521008884397946,0.02037354888495657,0.04819275155226288,0.022580665921331233,0.0012289068038380258,0.023963065996897237,0.022282562518946225,0.0,0.029360998380677295,-0.005649717514124242,0.002668409424010809,0.02967503917566594,-0.010043046561210245,0.005558297014358615,0.0013089478822703171,0.010946346653241346,0.010440853107047676,0.047227963742098034,0.005747139107958654,0.004705049342038858,0.024696164449788283,0.017947269303201452,1.6149504216134147e-06
2014-05-13,-0.004796158407816775,0.02301790789282787,-0.008403294672852502,0.0058897512390543305,-0.0002822917923712698,-0.0048696404580734765,-0.007042213319620072,-0.005970168302220635,-0.004793860317803822,-0.004516109343497998,-0.011142061281337101,-0.027888476187284628,0.03333327058776292,0.011684993846098779,0.010840150051655284,-0.013605472342609892,-0.002887652011315689,0.010796925208361507,0.04368497800751503,-0.005353339391649725,-0.0066716200233434275,-0.009319026384758233,-0.0035661467724606988,0.01662045688715108,0.011718739086063357,-0.007816551034694363,0.0018406204591401298,-0.02818792530515335,-0.0004015769045875306,-0.012295117624279595,-0.005649738822560368,0.008460215589568776,-0.006486673968213785,-0.006123422875953355,-0.005775529281423664,0.007684370123795858,0.002801948911131502,0.0018278935061433188,-0.005791491148245287,0.0,-0.020862264322170865,-0.014631158277646827,0.005690335659399137,-0.0020449878008673705,-0.03524229265348544,-0.04245283018867929,0.006134924639995987,-0.0023418623160058605,-0.0038825069055432593,-0.020689658219952722,0.005993682975501402,0.0033752871996481915,0.017101758769490605,-0.003721242004642078,0.0,0.02488814540715989,-0.011363636363636354,-0.0019959644506835073,-0.0032021817415262,0.03574877317251968,0.02261310409877737,0.020915037197012598,-0.003143519119007787,-0.0022962637974829336,0.0016339619750731504,0.023142786088192535,0.0014408385321185158,0.014919713316883687,-0.0027010526705271154,1.6149504216134147e-06
2014-05-14,0.006024119227211244,0.005357163475484983,0.0033897670169358296,0.004182366462062159,0.021180348794065162,0.01669547498998214,0.010638270529935934,0.02352358177206626,0.005780357978980355,-0.003240452997145482,0.007323943661971866,-0.052458967184769834,0.0,0.0291793673253411,-0.0028596933910695066,0.001591523747249024,0.013032031589773396,-0.007884105913636197,0.04783597560899877,0.008611401941286623,0.007462715247501972,0.02026054168591518,0.022666262120648373,0.02724795410121117,0.003861000306814244,-0.007353008942499462,0.010565109918545756,-0.006906038049498853,0.014061882729622166,-0.01728909175323845,-0.02556822461283803,0.0,0.004352594649486896,0.004285998018359827,0.0008299182887856471,0.016776895350054666,0.010735319228202034,0.011049204609469232,0.0,-0.010416758248565139,0.0,0.0051556233584078015,-0.011070129054065903,0.0010245354309008636,0.0,-0.019704433497536922,0.02439028343248073,0.017018720222864214,0.0183742676991554,-0.014084433955878883,0.01756040018739302,0.009174288381073925,0.036283171724924124,0.03255048781969072,0.0,0.008185440496408125,0.02298850574712641,-0.0013333483440428617,-0.014685708523528351,0.0032648958769510017,-0.013759247243084638,0.006402059208120203,0.016117758879476085,0.016110512092404328,0.024143549113481155,-0.011170029973787687,-0.003956672028627262,0.0052770217122124485,0.00938653607138229,1.6149504216134147e-06
2014-05-15,-0.011976093042061042,-0.005683831246192539,-0.008445878902954562,-0.0008330053133283055,-0.0132742668637863,-0.012740669410876593,0.005263144509834117,-0.0019559626664541474,-0.006513463407091913,-0.014954518478493828,-0.010626398210290877,-0.018166092605897632,0.0,-0.06379207606669535,-0.013981046445494028,-0.025423703455457303,-0.02001131477154472,-0.005383185426393933,0.01902181236204825,0.005336199716706735,0.003703717832212128,0.0021276084329415745,-0.026829982586891066,-0.050397816900597636,-0.024038462420187034,-0.009523825862901236,0.0,-0.005563276986744636,-0.011885845287884722,0.011963446101620479,0.016326571013038027,-0.010626321903073221,-0.007583875171778054,-0.00746859834507374,-0.01077946933101237,-0.01000009021900472,-0.0011640351731314613,-0.0005012957502650295,-0.02524270363224368,0.014736811498686775,-0.0440339802099996,-0.01928596048900133,0.002487524184658252,-0.007164837321750106,-0.10958904723471896,-0.08040201005025127,-0.023809561479590458,-0.017310977402265948,-0.014215430063817425,-0.05476190258249991,0.0015408405906274236,-0.009090885971531737,-0.02519214990033658,-0.003100659567710662,0.0,-0.0013531638406352187,-0.016853932584269704,0.006008012097455495,-0.015370281055425705,0.022780176883150594,-0.003986045088315904,0.006361333573937422,-0.01068967279521349,-0.003397478282038291,-0.009238579605526986,0.0,-0.009750939660262636,0.0003749617117820847,-0.010236524359987453,1.6149504216134147e-06
2014-05-16,0.0006060744776870131,0.005716321854964956,0.012776820447884196,0.002501019863060394,0.006165918014789495,0.005162049506752808,0.0017452406657918473,-0.010289156819456413,0.0026995708041746003,0.003300342705864212,-0.022046353872244184,-0.00969168340568094,-0.03225800575336435,0.011987439092157492,0.03999274368416561,0.01684780427532573,0.025379373293581198,-0.0180411435954847,0.018666659635033334,-0.008492560834195695,-0.0007380242613335142,0.008492570307881975,0.0050944557711729566,0.023742989961827776,0.007881766178592153,0.0010684005607524139,0.015454566365513234,0.011188800369091867,0.0040095364879078055,-0.005563261416881904,-0.002868682933661937,0.020915710611338012,0.009825388603907914,0.009943531368672653,0.0067057775470413805,0.0010101597425291597,0.0,0.01314067370791916,-0.013944238093642314,0.00414945438047698,-0.01783077099214092,0.011087900380857274,-0.006699763346778798,0.005154688789841488,0.02564100628373711,0.03825136612021862,-0.018292658549970198,-0.007633650198098807,-0.0011092876872981217,0.010075513697044514,0.0052307780554676775,0.009174288381073925,0.009636413232137153,0.004665712422055268,0.0,0.012195148135472289,-0.005714285714285672,-0.006635708945567642,0.04966892974099757,0.017727215995447354,0.011505730108543277,-0.005056927304544878,-0.01917043504322169,-0.013636350336153957,-0.022508062840942422,0.007907388408864957,-0.005835089608463795,0.0,0.002228163992869847,1.6149504216134147e-06
2014-05-19,-0.0012114147478134996,0.001776171855705222,-0.013456554645815078,-0.010395010724771891,-0.0064067179845284095,-0.015691899553407218,0.0034842672983557144,-0.03168313343531015,-0.025961474215122626,-0.026973674510324286,-0.008092485549133,-0.008007131176207993,-0.02500003137278528,0.0006234095145936092,-0.0054185905183467,-0.03687862407396081,-0.01564736544038514,-0.03149617032705321,0.006282698437326983,-0.025695906552171244,0.0,-0.0014034976926953213,-0.005664893526274639,-0.024556555117684953,-0.0166177057895025,-0.006403358236412915,-0.0031334537592789813,-0.012448153852069321,-0.015575077052529473,-0.021678323735001115,-0.016685789538664175,-0.003322229663158649,-0.009729789639664088,-0.006386340198486495,-0.017485456446291847,-0.01614535500059322,-0.006846279203216121,-0.01782173820131039,0.018989871246646084,-0.020661141466486677,0.003025680432917399,-0.013863085287250665,-0.02248308115480413,-0.012307681051701547,0.015000021672904484,0.010526315789473717,0.018633515078894103,-0.004141993870074745,-0.003886712600478681,0.0,0.02387506652234972,-0.004545500784209233,-0.000867616098784274,-0.0025801172068714573,0.0,-0.022489979262758863,-0.005747126436781658,-0.0020039642659993584,0.02568723213635682,0.0008932094670708324,0.0014837135343368502,-0.016518437293980504,-0.040511768171360485,-0.017281171305391085,-0.030592115685715404,0.011487777377741759,-0.015040320031581067,0.0476012160133783,-0.011542166888987682,1.6149504216134147e-06
