Date,ABEV3.SA,ANIM3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BRAP4.SA,BRCR11.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CBEE3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,EVEN3.SA,EZTC3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MILS3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,ODPV3.SA,OIBR3.SA,OIBR4.SA,PDGR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,SEER3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2014-01-30,-0.0112149348327939,-0.01027022287216417,-0.011566910931634533,-0.007407388569396267,0.0,-0.006182288825930082,-0.006140324312856715,-0.011617454758387713,-0.01648113578405741,0.0,-0.009163759860906673,-0.018567659118659208,-0.0023255813953488857,-0.04680463727798856,0.0,0.018726648072831642,-0.007092152826387865,-0.027472545746004107,-0.02258291643942234,-0.030261326240916153,0.010989007978707388,-0.011423560029314217,-0.0013679551467787876,-0.02079998900023239,-0.010248857336185191,-0.007737016542572639,0.005434803453420622,-0.023157922845137735,-0.02522528450807937,-0.02188780419487546,-0.015498071363484467,0.009756094351621947,-0.01167544915556229,-0.005176499310661775,-0.005867024230290285,0.0012077348767467466,0.0010172350425150523,-0.012145695683757785,-0.01853765667917262,0.006546664113248335,-0.03383718610003239,-0.023652184527853226,-0.03401369051315006,-0.010613319728939752,-0.002053369861475751,0.030497575095599583,-0.0011208989018812732,0.015625010268706774,0.00746268656716409,-0.0229885432051794,-0.007999975031072415,-0.00675678244466027,-0.007722151715538916,0.005976063561387912,0.0028368766504145437,-0.019645507344205893,0.021542911401096987,0.001308394395539647,0.015706806282722585,-0.026450471085421756,0.014233216536694515,-0.030516399431356978,-0.030368837151426575,-0.03442033606437478,-0.0029923744738046265,-0.012987000923330161,-0.018126842954092504,0.001666670337225007,-0.022040489955203246,-0.026161227073882687,-0.006581575793258576,1.5394644377053623e-06
2014-01-31,0.013862544074685568,0.004369271361791549,0.02021267294828677,0.03930343249679802,0.014134273175805623,0.017107267855171582,0.0017652654808781865,-0.007233383107455582,0.009963862318901784,0.0,-0.0002311803447598848,0.004324320200327358,-0.013986013986013957,-0.008498597855628676,0.0,0.024264672490818207,0.0131868000581008,0.023163823453473897,0.004692999777270002,0.01957446020919118,-0.022670775504814333,-0.0053333706325955355,-0.021917852064214927,0.004901921727814118,0.02071003871974031,0.017543955897835195,0.016216174976245723,-0.009159487132846977,0.028188521034173908,0.001398566700881121,0.011619115127311508,-0.009661832601155385,0.012994706086556063,0.013245065975858727,0.0,0.015681614165356184,0.0250678129741162,0.01639342711709313,0.0005246894746921971,0.0014453590764094137,-0.0069804276969333,-0.0028500151256077855,-0.023474164134080766,-0.01668644589492818,-0.0029721541488300085,0.019470404753041404,0.010100941123447171,0.010988966743780137,0.029629629629629672,-0.01764703613702312,0.00953079993905992,0.0,0.0077822474107325235,-0.001980144285326224,-0.004596925917919936,0.001466309285823808,-0.011564839393254922,-0.003593615973835229,0.005154639175257714,-0.013146423423067377,0.007695793350822155,-0.01307510893253061,-0.008948537747316632,-0.008442686798073251,-0.0001876187031928378,-0.021381598038191507,0.016923053448016923,0.0016638971691691484,-0.003998516594283297,0.025767506537949902,0.008360850055033398,1.5394644377053623e-06
2014-02-03,-0.03666862793518966,-0.0266450064882523,-0.03753907523455213,-0.03685967318872174,-0.047735140902593565,-0.03516816230137498,-0.038326026871936536,-0.025500859904090012,-0.04035877642710661,0.0,-0.047872440499001634,-0.031216357701166486,-0.03191489361702127,-0.02095240638369611,0.03333327058776292,-0.012921646084867455,-0.007592261005551326,-0.0292655193885194,-0.019762683268851666,-0.039232115828015,-0.03940267290456534,-0.0509383124395697,-0.036414531779627723,-0.02764229276130592,-0.014492739601511984,-0.036398511373735176,-0.011702091610770182,-0.006525227616500762,-0.03370786275772564,-0.03491620186142308,-0.03593919613852725,-0.06829266046135318,-0.03556851867577748,-0.04388424513116318,-0.016393442622950838,-0.023752966314906532,-0.011896965456046793,-0.03225811909686638,-0.022024064436213964,-0.025978724084943172,-0.0059386253510570475,-0.028224330640898465,-0.021634440527940613,-0.020606052899692084,-0.022013279844469547,-0.004329054791466613,-0.0466666231508599,-0.05217391860915632,-0.04076738609112707,-0.02994011594822321,-0.04865650355996842,-0.057823091076482314,-0.030888050230445496,-0.016666667748200026,-0.00923624271421608,-0.011224965583480628,-0.033034893791302755,-0.016393454546588027,-0.03076923076923077,-0.023090582228247003,-0.05211140321135466,-0.033365984393036174,-0.00733629603860253,-0.02239047798903082,-0.030769182971495,-0.023529390079574886,-0.027836556435186677,0.0,-0.0036496401887464724,-0.0064136257486164805,-0.031297886185688184,1.5394644377053623e-06
2014-02-04,0.004516094057674724,-0.0005586187683439547,0.008667459725011595,0.03280317196235538,0.03329669132113988,0.023375590132152846,0.020613869194327394,0.0,0.007009319367992539,0.0,0.015302425564106992,-0.0005555682712130583,0.004273504273504258,0.0019455698719061942,0.0,-0.018909246383420952,0.02732240551067444,0.0017063824073213496,-0.01576242642615755,0.03243559582146949,0.018855588389563138,0.05367228822660297,0.006540708654857674,0.011705673738252598,0.0002940963213837744,-0.0019880191569824346,0.007534951034623649,0.018062392744266464,0.020000119905461133,0.031837955410549235,0.013835492866326904,0.03141360147421235,-0.00725511164839765,0.0004882924367850539,0.007999992370605558,0.05839419752342123,0.04849502486081092,-0.03333330419328251,-0.013404867745922533,0.005927004656322454,-0.009388006195604093,-0.03382353126796467,-0.01965620421314207,-0.009900993955357595,0.024618952315500042,-0.0038362587477061005,0.02797187834588377,0.01146791933582536,-0.007499999999999951,0.00617290432556139,0.012977104682715401,0.017328502852553385,-0.011952318619237956,0.02502015721638906,-0.0068124285000703555,0.03652516104433445,0.021352219588542276,0.0,0.015873015873015817,0.027272764215711787,0.009478618577014819,0.03959388495925342,-0.005116552120930429,0.012258081260781317,0.015098706034698317,0.031841642788560165,0.016806631897873014,-0.029900327050648046,0.004761923316386252,0.03819252709225052,0.017682239750368423,1.5423204757780695e-06
2014-02-05,-0.008349430493164167,0.017328060351114116,0.01503773493003635,-0.006737309546242853,-0.015226669552981908,-0.0042586036952668715,0.02199280772068679,-0.018691511696437013,0.01484917074002401,0.0,-0.012679409415286447,-0.027237341709410612,-0.004255319148936176,-0.0038834913701272233,-0.22580639448243756,-0.04002954134726311,0.0013298684517826231,-0.021578618241579584,-0.015270269406061798,-0.006451610572911659,-0.04318180187196585,-0.02770325983620492,0.009386220735454254,-0.033057829476268674,-0.022346361274037108,-0.0059762228204062184,-0.009615299381915077,-0.0026882335152527137,-0.015503896219527968,-0.012622742095839024,-0.014025731449700762,-0.03045684236596491,-0.014007328038161737,-0.011713019707128458,-0.002645500142578139,-0.005747255472683177,-0.004784679085983901,-0.022413863268253564,-0.04130440228041765,-0.011599913446052157,-0.015384592631863758,0.004566169282702592,-0.047619090543878695,0.03874996607045511,-0.001144081911420125,-0.027727902693195805,0.0204082652130102,-0.018140591083058877,-0.032745591939546626,-0.006135033351647667,-0.0233609953973537,-0.018452819451111324,0.004032236968185554,-0.01574805430824433,0.007581194176486061,-0.011428560529436416,-0.010452916819010949,0.0016666467715571454,-0.01041666666666663,-0.02920351679588784,-0.021596201922500002,-0.023437554323422094,-0.006285749162946441,0.0197578438223327,-0.028413369195462557,-0.005004125695390882,0.025405628331000463,-0.029452046295748824,-0.008385120940509916,0.006217660309694173,-0.0072395877693552935,1.5423204757780695e-06
2014-02-06,0.04727985375812227,0.03241759368927455,0.048677125092850826,0.04651167733574435,0.030204958259990144,0.019828921646015463,0.03996485854710796,0.023809539204385555,0.033379085016780774,0.0,0.007511488724707416,0.005714307512555861,0.010378510378510342,0.03703704736489377,0.23958330405751416,0.03011578097386214,0.02523232163985978,0.02263487272794973,0.01777619749494508,-0.014116236935284188,0.0437732833332658,0.05698528299978256,0.030042924896030332,0.015384658552746622,0.029473698702450868,0.012024018785539825,0.0,0.010781712731280146,0.018990246441021652,0.05255680221079051,0.026528205904290836,0.052356002457020434,0.017912297956064194,0.026172873414592956,0.011273214665386222,0.015028969296487116,0.02083335710804146,0.02292776301348476,0.04365088586278598,0.013412657368280012,0.03312499602138996,0.025757587689451578,0.039473787992605924,0.03730448414008869,-0.011225696954029862,0.02983895167643702,-0.006666777010319591,0.0,0.02083333333333326,0.012345699268404564,0.026234579597771646,0.027476508787939835,0.004016043329805319,0.0016000219781442393,0.024722341018629468,-0.010597269312570767,0.02112666895123172,0.010316185566684233,0.021052631578947434,0.018231473621062477,0.05374275065663503,0.03750010780705604,0.0034503378606633994,-0.01250009204185476,0.03434728052069391,0.035205370121552226,0.02268651706069269,0.0021170783191131193,0.020220678641276413,0.0200823577814766,0.023893273850377428,1.5423204757780695e-06
2014-02-07,0.013605471869209573,0.024481085538273994,-0.02926348933824985,-0.00509262075967043,0.010471288198211415,0.014105909098076186,-0.013935807409340528,0.0009301790129960796,-0.009292018832288584,0.0,0.000481027137023915,0.009659095034618925,0.013897280966767456,0.003759394789693671,0.0,-0.014242946887839891,0.033678836869109885,0.013053369783604607,-0.02081001614629807,0.016609337388512335,0.018205455245111635,0.01043477265731152,-0.009722180094246857,0.01767674879425729,0.013730625182531542,0.01782188093941084,0.02157495139038912,0.02133331298828134,0.013181701987855732,-0.0013494942308494018,-0.01498124313810456,0.06467667909238117,0.029732969888968785,0.020692896228029944,0.019672143654745122,0.0022779144167077714,-0.0006279947706119282,0.01724136371816587,-0.009234115367742102,0.017095681603286783,0.028312185417277425,0.005908413879722518,0.032911455413567214,-0.005800451119154393,0.03544944079793644,0.023076962202023266,-0.0011185086426266366,0.030023125571877918,0.04081632653061229,0.0060975168337298324,0.017293198416384437,0.016889498274023973,0.0,-0.004392982512968602,0.009090916972514851,0.023855878737948144,-0.006896664940384212,0.012845842272614538,0.010309278350515427,0.020590834162760308,0.010473654789338704,0.012530048230860125,0.0,0.014557016009953294,-0.0142314514259535,-0.003238863207894682,-0.006129570775275428,0.009507063657342218,-0.00900896401037532,0.007067203471547989,0.007038418031756644,1.5423204757780695e-06
2014-02-10,-0.015253209563457437,-0.002597288909247153,-0.012474003199469008,0.026989294084849513,-0.015544080401347915,-0.017669123041254564,0.006423966427397287,-0.03066918401852936,-0.03528364205626966,0.0,-0.013942309313288437,-0.003939206135115003,-0.013110846245530383,-0.020599275350412838,0.0,-0.008364885913526576,-0.003007587518616961,-0.008963501593593048,-0.023529519308143843,-0.017183123403292644,0.0009578275449844131,-0.032702247692202535,-0.01893411314375859,-0.015715542106976454,-0.005763683216603255,-0.027237471446180495,-0.016895442756128753,-0.009921699104044168,-0.018393875212115884,-0.021621665160441172,-0.015209094277384372,0.03738316284467191,-0.03299935769103557,-0.04007536590340344,-0.012861723910736811,-0.00454537186682924,-0.0015707760898558965,0.010000035560739473,-0.01589918576659277,-0.010482624367931681,-0.029415247841878434,0.006975056374966204,-0.056372590215620466,-0.014002400282075111,-0.012083197452338545,-0.02631586495245586,-0.00447927936817849,0.02242150755978911,0.026960784313725394,-0.006060562452156026,0.006651896109692412,0.011072653946301081,0.0,0.000802224503609672,0.012820475539146559,-0.02520212407706046,-0.010416537523228575,0.03284550680405007,-0.010204081632653073,0.006140420433504046,0.0,-0.0019038518082916678,-0.002865394969802648,0.0046787172099460594,-0.012319553571777164,-0.05036562291625846,-0.012041111794383275,-0.012905430549986385,-0.0007274378515944591,-0.003007587518616961,-0.007550859092232853,1.5423204757780695e-06
2014-02-11,0.028500584430396048,-0.0026042013972371603,0.022105246514821708,-0.009968251762417779,0.014386005343422381,0.017986936434246426,0.042553191489361764,-0.0028763389966177666,0.024537002850384626,0.0,-0.001706432626733867,0.041807894871258355,0.07306763285024154,0.016252397291966147,0.0,0.012269977241475605,0.00553044815118553,0.0050875435933004365,0.00893917755562379,0.013757510581907884,0.06602871363796226,0.03202852470483175,0.019299532679126763,0.010084035386258572,0.008695643760907146,0.011999971378893415,0.01825984048952689,0.025843971631205775,-0.01782433047347065,0.01795581747937547,0.02277985274455907,0.004504502794097975,0.006093822012654293,0.009331955845442552,0.022801265087779576,0.002283011688317904,0.0018879363130086535,0.006880298682034436,-0.007799459210397375,-0.012785311126953247,0.014062332219676676,-0.01567627781231351,0.04675317735550677,0.02130187784343618,0.021970583239796504,-0.002059151081066579,0.012373501368828421,0.030701702782912843,0.038186157517899666,-0.0060975168337299435,0.030102779064397955,0.023956221060536853,0.002000085731690193,0.00200401918053994,0.021211113545777538,0.012682937994235921,-0.0021051845814565873,0.03274564019769155,0.010309278350515427,0.01307756774889901,0.08201891171795372,0.00858372300621224,-0.0022987936238868523,0.006209297817289405,0.019879176138598575,0.013686980909299429,0.02526760714151255,-0.0017667883109706572,0.022561945556812457,0.0015083301943750183,0.0157615644191067,1.5423204757780695e-06
2014-02-12,-0.027108446195178826,-0.007832928208491685,-0.03501534853697763,0.0022882945623630135,-0.017640993248015935,-0.004887140027985293,-0.02448981148856022,-0.0048076026371685066,-0.008585579886548289,0.0,-0.004884079445265366,-0.0016269352373443624,-0.033764772087788386,0.03480713843609795,0.0,0.047727242819774585,0.0005000114440918413,-0.004499395446929566,0.0034666757798273995,-0.004523481987135591,-0.042489525927246086,0.01379308984055716,-0.011921463784385633,0.0024958607831828683,0.0186781772598279,0.001976515608307805,-0.0042194054625018795,0.010282717107749528,-0.006980077992577494,-0.03392130310474695,-0.027935077358939964,-0.01793721295053774,-0.01877650081071791,-0.030656894606129192,-0.012738841509227883,-0.011389469085057224,-0.010678409230989061,0.016500029285751117,0.0095452037162842,0.004995388816778856,-0.0015540844155341738,0.0,-0.012406880715331248,-0.0115875199541976,-0.029255291323091903,-0.011091057521245729,-0.013333320900245638,-0.027659534334789182,-0.020689655172413834,0.006134924639995987,-0.002138256132727556,0.0,-0.001996093373814123,-0.006800011643183557,0.0,0.004335267417901134,0.0021096257330224244,-0.0015244686002754415,-0.015306122448979553,0.013769433057137181,-0.03165348694864334,-0.011820332538603373,-0.0023042001221758035,0.0027769500291738858,-0.006306179229725761,0.021940866399809522,-0.0008698925060612872,0.0017699153767698483,0.02135245972159283,-0.001506058560773349,-0.005076037389348587,1.5423204757780695e-06
