Date,ABEV3.SA,ALPA4.SA,ALUP11.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CAML3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,IRBR3.SA,ITSA3.SA,ITSA4.SA,ITUB3.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,POMO4.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RAPT4.SA,RENT3.SA,SANB11.SA,SAPR11.SA,SAPR4.SA,SBSP3.SA,SEER3.SA,SMTO3.SA,SUZB3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2017-03-22,-0.006314615951193758,-0.00960772025683887,0.011393080153774271,0.0,0.031028862536950363,0.033781668655054276,-0.006060596084034642,0.0038549022147895684,0.02363574189628781,-0.005319255407421286,0.09288653159588556,0.02588684608133507,-0.007531406664436968,0.0022624335363914394,-0.012170406060854955,0.0,-0.020916324417802112,-0.018195585955522064,0.0015612414858885426,-0.010995758904621233,0.0315414578923745,0.04314000296084175,0.003009000217422342,-0.009695326263290394,0.003816735542334193,-0.004571392502479288,0.0019465988787032984,0.016515660839910185,0.025134625165341262,-0.0033802516023877516,0.006771961066816434,0.0061930868458275334,0.019477183045183644,0.015257923421458708,0.0,0.03639847985769418,-0.020618569539668896,0.0,0.008602152733317103,0.02550478063167194,0.009328958611181104,0.008207522620848007,-0.019741267298210352,0.00340467626671348,-0.013967506237970051,0.009662558257143905,-0.008913074471624038,0.023985243117306432,-0.012145735805276892,-0.008827976049623154,-0.013843113849098643,-0.013654299741586162,-0.0017667828149905418,-0.08791200989035841,-0.050264550264550234,0.03284670186351435,0.05076921903170062,-0.026415232545363487,0.008246735554620521,0.03494621533329845,-0.0060711850707582116,0.01862629156809814,0.022831027858393638,0.0,-0.015883323814076533,0.0,0.02059916465093581,0.026490040293054573,-0.010320540315638782,0.005056188564351416,0.0,-0.0018264387614357336,-0.01908127136722848,-0.007655640816896736,0.014492740269210325,0.012396649161620532,0.0004254421478488979,-0.02380946934087491,-0.010067088749702191,0.00859002858050184,1.8028460000429902e-06
2017-03-23,0.007510171699947943,-0.00242527922730551,-0.004096239154364523,0.0,-0.01267158302416338,0.0,0.0067394356949948,0.0009599362841996584,-0.012224129067072709,0.03743318226082648,-0.037116757847985404,-0.014018735406918448,0.008431719918360114,0.017091282900149052,-0.008898023100329389,0.0,0.0,-0.010038619023600925,-0.0019485283459808045,0.015441610801526728,-0.021270917949423263,0.024858701027045793,-0.011999988555908225,0.02552445405048842,-0.01140681542826072,-0.021814000270270806,-0.0033305150575926312,-0.020440286951047604,-0.012259224377184741,0.010740453418482954,-0.013452905949850935,0.0065170814875874505,0.015585708962154499,0.0019084081804858766,-0.02470188274080065,-0.031423305192007644,0.0014035408956962758,0.0,-0.0053304736776002,-0.008290039115105396,-0.0011926047247227123,-0.005514659546405731,-0.010416693226606988,-0.013572495114856253,0.0030627836706569322,0.003588839568685831,0.03641142425281241,0.05225235889814406,0.015027274047027861,-0.006756794160560853,-0.018048158895400346,0.023679402567006402,0.0,0.15903605387808017,0.2200557103064067,-0.0007066625778862079,-0.006588591039035863,0.06589141562545486,0.01529154996422366,0.0015584772283381287,0.007678912977627794,-0.00571430751255575,0.029017882564162045,-0.008264438690533948,0.011857710096381702,0.0,0.02660561313073173,0.0035484067855342527,0.007135031026349159,-0.027389591270846503,0.0,-0.010064099476691957,0.001440994976961374,0.01877728397156697,-0.0071427938889455644,-0.00544217175129702,-0.010208354429438793,0.012195093372191712,0.0020338802014367996,0.00015742825207420985,1.8028460000429902e-06
2017-03-24,0.010894416335478052,-0.017017745154567776,0.02416448466502441,0.0,0.0005347206184216358,0.004538624185827622,0.015938755845926078,0.014386178106819525,-0.0027500833030741356,-0.012371122681858027,-0.002234581510119349,-0.0033174643575535345,-0.002229666232490657,0.0006340694303910155,0.0034530519554933914,0.0,0.03865716193586599,0.00858039102730812,0.0035142581196001554,0.005170524456524106,0.02227654616223962,0.009922860886836471,-0.009109327079495078,-0.019774946316691855,-0.019230769230769273,0.02347410551090867,0.008075690560709337,0.017656571266393195,0.019060297666448456,-0.006711349972995273,0.00590904928665914,0.032374077245937105,-0.007425703479566059,-0.029761886989049358,-0.02620087932006865,-0.04007625390888192,0.0049053743923417326,0.0,-0.03536976510248113,0.009404211846628208,0.00567158949085611,0.010826542955641782,0.0,0.036855058403822305,0.041984712321420314,0.0021455853260987645,-0.03650796599274231,0.010273998193617073,-0.00201878157986235,0.00865800061555344,0.02042206938763136,0.00818503697914541,-0.004424821071071672,-0.06860703484846442,-0.13013698630136983,0.0021216217993487163,-0.006632288475453496,-0.0036363709246485243,-0.015761781702840816,0.0062240107682094425,-0.004156579971908103,-0.0172413358412411,0.0,0.0,-0.0006510489927462615,0.0,-0.003574808526871087,0.012536142140693762,0.015258936952637248,0.005747148486326958,0.0,0.014787416998601755,0.004316454404814651,0.008144073309554356,-0.02877695044690043,-0.008207926573078339,0.0034379104362782797,0.016265048723224096,0.008119072241346892,0.005084132155955379,1.8028460000429902e-06
2017-03-27,0.009075539556281154,-0.0230832811738384,-0.011546214314910319,0.0,-0.0016034574493909437,0.0033132713199921504,0.007844348763255127,0.008509313927198114,-0.02206133693895207,0.060542859422196615,-0.0033595392631867727,0.021873450644925185,0.03603355723104151,0.022813666842151692,-0.004817597805275686,0.0,0.03232130532841615,-0.002320238664920926,0.00350195135860365,-0.007564285385446734,0.005049126264042858,-0.017903944588606113,0.04085797958006965,-0.009391269910264954,0.01568625955020675,0.012614745819897522,-0.0074585500725135034,-0.05415357081590699,-0.045237016900071425,-0.009009000301245074,0.0,-0.0087107444491491,-0.01745626651129384,0.01717791545029601,-0.012556006451081014,0.007952278366714305,0.0076708267438474476,0.0,0.0222221518871919,0.009316804903897191,0.01751264618509829,0.007314435126388963,-0.037192985039191884,-0.02843599781191486,-0.01611724980633955,0.0,-0.0032947492214290275,0.018644005389560903,-0.0033716072247351736,0.004904961761225346,-0.019346228571115898,0.0007059815678620573,-0.004444393883218933,-0.0178571444870963,0.06299212598425208,0.018348639906982767,0.02151342176375426,-0.014598219670005963,0.0,0.010309317880007551,-0.0048694978710338566,0.0,0.0,0.0023809238156442536,-0.0026058278209637464,0.0,-0.007174689923751143,0.0031746152847531572,0.0037573464736389006,0.0160000392368862,0.0,0.0040983677750481284,-0.015042968220529307,0.010912599695094505,0.08641972546896648,0.0134482548154633,-0.012847993883785325,0.00652047590082061,0.004026873902874373,0.007109969618191547,1.8028460000429902e-06
2017-03-28,0.008431681327197182,0.008438781608306689,-0.018283345214078928,0.0,-0.0005352931649036385,-0.006304499865265933,0.011519265778352938,0.0056249725697488095,0.009869537222912506,0.01476369336903427,0.050561885643514826,0.020009289676666375,0.042059806400594146,-0.016418797996882062,0.03457814652012092,0.0,-0.016129032258064502,0.02325582942684168,0.0,-0.009756094723550879,0.03172926421529487,-0.029124044176282005,-0.04514230197148539,0.004213440463102236,0.011583055939295983,0.007927402294315655,-0.011132747724738268,-0.036131211818643316,-0.01138952124421344,0.008522705413586351,-0.004066849063819822,0.0017574073132509138,-0.0010153637729659604,0.003618741448199181,-0.0009083708838045768,-0.005917200945284917,-0.0013840487441758587,0.0,-0.002174024265619856,-0.0071794983982306215,-0.011668600722700484,-0.0033713254596978715,0.043731738300469836,-0.030731769900777306,0.018242759836899936,0.018951673645103417,-0.026721822275030838,-0.014975079435968541,-0.02232750528169991,0.010524689633984563,0.09183669695999108,-0.0038800920236834457,0.0,0.015909138856126104,-0.024691358024691357,0.017325016958615658,0.013071847895254063,0.0,0.007117396899492867,0.0051020601797675535,0.04508912828147538,0.0,0.019522705671186635,-0.002375268482346149,-0.07413457368493581,0.0,-0.012646910101723918,0.014556993236336524,0.013368985677925549,0.00956130875864547,0.0,0.017233609127593308,-0.001454618940202268,0.002102964591564449,-0.013636350336153957,0.014290577918210978,0.0,0.014723260744092359,0.01938502413860621,0.0051626547241401255,1.8028460000429902e-06
2017-03-29,0.013377913264971397,0.015899622358885646,0.034661106327283475,0.0,0.03642211201587586,0.03625380115584176,0.0033857353462738438,0.020820418009745767,0.02582896268660151,-0.020368532319318677,0.004812842188020472,0.013229953314207954,0.0056921130671103715,0.013858224463275004,0.016711229903911606,0.0,-0.0019287278929359664,0.0015151862161113527,0.0031019744422688955,0.009852213855158443,-0.0030753185668117577,-0.0002289735609896093,-0.003083220388754082,0.03181821823059461,-0.005343560798483082,-0.011235867288204249,0.007317766136670123,-0.010957337940292966,-0.00645167244584488,-0.00957746908698287,-0.0018148692722094184,0.008596490346442609,-0.01575196136662238,0.009615441652463419,0.005454525195663473,0.01587300085546861,0.004850983599710146,0.0,0.007625367781349146,0.009297555092240728,0.012101570032827524,0.014832107458564003,0.016061475023134486,-0.028686451769813548,0.020109731547768517,-0.01540855720634482,0.020945355893734918,-0.003378279036419296,0.03183394233909764,0.004377430142236571,0.059190081501426794,0.01097731828806281,0.0589286098978965,-0.002237182308448271,0.032911392405063244,0.0326975158213787,0.03584229439687281,-0.033333478301890374,0.0074205299463852015,0.02538070967695716,-0.0066890716552734375,-0.002339234773976351,0.03404262356220911,-0.00047627530976568355,-0.023633177507874636,0.0,-0.024702632232999844,0.015283775507812125,0.04221638536945438,-0.025069679321047644,0.0,0.014266593422666007,-0.025491605889026103,0.014269732603521934,0.023041451870212448,0.010063775571412803,-0.0039045639792599784,0.013348717212567696,-0.0013115054271259918,0.013737623762376305,1.8028460000429902e-06
2017-03-30,0.004950503359577363,0.011532035353286174,0.0,0.0,0.002067181552241726,-0.00670552616187281,-0.004601260984997579,-0.006392718965773203,0.0020415574868011266,-0.02475249188592832,0.005854108442966188,-0.009455183584810234,-0.008489844446155859,-0.020192536157560448,-0.013806708587790206,0.0,-0.008695581637182759,-0.0015128939001275432,-0.0011596708802579236,-0.01829293208818672,-0.015167098443309435,-0.01969767781395304,-0.051546392766154026,-0.017960034335959496,0.01841908900313949,-0.017045484470130545,-0.010896908179336084,0.003498617008245164,0.00185533007969374,-0.005119462626761884,0.013636354545044194,0.009392989483136827,0.0015488143272217592,0.0035714495548642144,-0.032549717160685665,-0.027343724534147795,0.008965525133856511,0.0,-0.015135176512657944,-0.012282496738450832,-0.001749779591099454,-0.011794861325144734,0.017182151148538605,0.03575134103985378,-0.0028674811475372097,-0.006718293524138108,0.0036041688376347025,-0.022033898442848643,-0.01542586865757578,0.0019536994135547214,-0.024117638083065218,0.006304739404060067,-0.04384499090535665,-0.044843053438865965,-0.014705882352941124,-0.003957748452921295,0.0,0.0,0.010522596795935257,0.007920784226189692,-0.0015150322304384733,0.0023447196236552337,0.0,-0.0054787945549803485,0.01842488367724804,0.0,-0.014071282285227471,-0.003993888514971733,0.005063230720406153,-0.019428580147879515,0.0,0.002197768662002053,0.01868463614869964,-0.0035862220186859695,-0.004504500150622537,-0.00033212317101039,-0.02874561581344437,-0.0005727399228909746,0.022324370506052293,-0.003998290806983329,1.8028460000429902e-06
2017-03-31,-0.001642073666876076,0.0016287352222517093,0.023999973395701923,0.0,-0.005157292820027304,-0.00880537833131012,-0.012326672147257578,-0.007965685236513642,-0.008488964126432408,-0.009137022749458601,0.005291025581380504,-0.0050000000000000044,0.001816343430738776,0.006658182573776372,0.007999992370605558,0.0,0.005848030771386847,0.006060600368335001,-0.0027089665019683906,0.01677027829418809,0.014356544436043617,0.03271024976196024,-0.009782625484106355,-0.0027605232321080697,-0.0022607901741220626,0.04508674107766275,-0.0008474635630404403,-0.006391657960596597,0.021759227085833555,-0.005717574772920231,0.017937265126851676,0.013096657022661162,-0.007731976884211678,0.003558643720921406,0.017757055840858404,-0.006024138492660258,-0.008885858743951647,0.0,-0.006586059700534719,-0.01554400579688986,-0.013438583203398302,-0.016606108591668778,0.023648662298069167,-0.011505734372849186,-0.0007188812204852457,0.01694913093381678,-0.02154699219996359,-0.010398639157596867,-0.021798373689999484,-0.005549706486596029,0.0048221773942283,0.009745934253631905,-0.003527241415803184,-0.028169016788485934,-0.02487562189054726,0.0033112076687034087,0.0027681634865752702,0.0038314246602937363,-0.013884055048426158,0.014243565790035717,-0.010790801463835265,0.0,-0.012345666899427288,-0.001916129647352549,-0.01915573288195027,0.0,0.04662215520791957,0.005243738224680827,0.032745556816128785,0.0069930559615649646,0.0,0.00657901451308307,0.017975093926411834,-0.00858257435510923,0.0045248824844552615,-0.010298985448957909,0.013452944370316411,-0.002865340709471975,0.019267835363836916,-0.004320779578953826,1.8028460000429902e-06
2017-04-03,-0.013157882353605488,0.0,-0.0063475817202302,0.0,0.00829444539572921,0.0029611629483441426,0.010608449564463163,0.0049413736964232235,0.0003424082627385694,0.0020491617973279475,0.013157894736842035,-0.03152129412578575,0.007251993649549426,0.005039365272822449,0.05820106621041665,0.0,-0.006782972828741296,-0.0007529574855859034,0.0007761139855799737,-0.01435560852321549,0.0010293596216950363,0.007918625771642818,-0.015367661352854611,-0.005536329630782433,-0.0060422904145789325,-0.006637115681426109,0.003392729466764166,0.00584796626704609,-0.009968251762417779,-0.021851591380319446,0.0,-0.008334749675324105,0.02337667859113135,-0.013711569590507233,-0.013774053007649334,-0.02626255406322109,0.00379312449488145,0.0,0.005524844488454139,0.008421075373676423,0.004441854923387556,0.016358824107744363,-0.008580884686351431,-0.028846141439254014,-0.002158296399828785,0.010406870610299546,0.03325814130010252,-0.001751261858412012,0.009052919296910655,0.008597309084977578,-0.028194319808244495,-0.008962434568441813,-0.01681409726473959,-0.016908164843668083,-0.0025510204081632404,0.011221127430657729,0.012422381505799773,0.030534498468761218,0.01619151687053577,-0.012106537753911795,0.0025566404863255343,0.037426864056796516,0.020833312637276835,0.00791940866590024,0.0014466708786387006,0.0,0.01636362359543253,0.027922670854600984,0.01951225764386888,0.00983796698719619,0.0,0.00871454679486483,0.010810787302248714,0.004468089386296281,-0.015765804225056357,-0.009399149984569588,0.00442469405351642,0.005172505314473996,-0.020163812043590634,0.003493167548935139,1.8028460000429902e-06
2017-04-04,0.00611114501953125,0.008130045815588405,0.004914003618791574,0.0,0.012339320275349674,0.0038382365578657485,0.007101017308701163,0.007068170147660702,0.0013694254289999819,-0.008179984450244704,0.0332467215401786,0.04669821327607937,-0.004885587681213055,0.030398032759056726,-0.00625002384185791,0.0,-0.031219610843684187,-0.005275105206012376,0.0007754381428888291,-0.0034084891859305078,-0.017480726953786885,0.01526366942784807,0.03567443537325721,0.005567151215013055,0.010638324084045081,0.0011135231232926035,0.011270769674151193,-0.005232558655509312,-0.013730029252704279,0.007642513757634806,-0.004845864951243839,0.012692979039871544,-0.019797011741698567,0.00671144909257837,0.014897522472376412,0.012448120465286205,-0.0027481938175434317,0.0,0.0021977655056948375,0.013569947455180698,0.002948110472263732,0.005192103329637376,0.0219707206986981,-0.04116731376731542,0.0036049750217961307,-0.009137992109044424,0.004371655865133217,0.01228067562898194,0.020013801723159252,0.006430306048579526,0.02469133331433837,-0.0059130461319633065,0.014401331442603249,-0.01719906829923623,-0.01790281329923271,0.007180196641173975,0.012269959389206386,-0.022222348453346696,0.01454797589486656,0.0034313576535871526,0.002380152039367367,0.010146578776671245,-0.012244886043219938,0.015476155712749629,-0.005778252432896425,0.0,-0.0026833610884172687,0.00746268656716409,0.016746452120042887,-0.0051576016420030735,0.0,0.0008639506735741431,0.005347582078690349,-0.0023630815126162164,-0.013729964382336535,0.038630951569180505,0.02863442575667441,0.008004533797204116,-0.009646338930205611,0.00855683857017997,1.8028460000429902e-06
