Date,ABCB4.SA,ABEV3.SA,ALPA4.SA,ALUP11.SA,ANIM3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BPAN4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CEAB3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DIRR3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,GUAR3.SA,HAPV3.SA,HYPE3.SA,IRBR3.SA,ITSA4.SA,ITUB3.SA,ITUB4.SA,JHSF3.SA,KEPL3.SA,KLBN11.SA,KNCR11.SA,LEVE3.SA,LREN3.SA,MDIA3.SA,MGLU3.SA,MILS3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MXRF11.SA,MYPK3.SA,NEOE3.SA,ODPV3.SA,PETR3.SA,PETR4.SA,POMO4.SA,POSI3.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RAPT4.SA,RENT3.SA,SANB11.SA,SAPR11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,STBP3.SA,SUZB3.SA,TAEE11.SA,TEND3.SA,TOTS3.SA,TUPY3.SA,UGPA3.SA,UNIP6.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VIVA3.SA,VIVT3.SA,VULC3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2023-10-18,-0.00969388625790435,-0.021093785448464963,-0.006812014944881817,-0.009598285658968142,-0.07284769205287711,-0.04367136510675862,-0.012422390207296852,-0.0048622705733205596,-0.01104975078766568,-0.008971712663518261,0.00885791755426868,-0.011538480818858998,-0.028769806166324408,-0.01683933175347052,-0.024853107000366248,-0.020735091467796507,-0.019077932927436314,-0.015901003211489906,-0.03529408464794692,-0.027477003741421147,-0.012396682001644121,-0.018354190863467124,-0.02713172706973821,-0.026474158353767763,-0.018342818099688407,-0.02400958116409635,-0.030042870322391058,-0.0321428270364289,-0.034796552886039,-0.04516874801045212,-0.020804451397198997,-0.01424365947120354,-0.03265538225812814,-0.02356291746711603,0.007914041007455186,-0.007366475712259013,0.0,-0.017962153146137805,-0.051186056496093535,-0.024025967189887143,-0.02472524328651049,-0.030004532536787698,-0.030710143232362874,-0.09741555219020404,-0.033078892921157954,-0.0017673452707699377,-0.0010059633430219428,-0.010180991573248588,-0.013304730962210853,-0.020863874387767822,-0.05069130398477639,-0.01509441465361916,-0.019450342932412767,-0.0006925862771898217,-0.026770060857649547,-0.04449656805291957,-0.024068771228133556,0.023668637268267956,-0.002822176166342283,-0.04771576130220201,-0.01503757942834183,-0.10075833127031075,-0.036812292584510686,-0.0027272562085067786,-0.03107106909156243,-0.04085066677681681,-0.009451831965108126,0.02339327132876967,0.022564436690604595,-0.04609924790772901,-0.019667187869147562,0.0,-0.01241752771206539,-0.003521123508970825,-0.049168496668621775,-0.027841196467357054,-0.028284709720595158,-0.03623324127554717,-0.009712372971081962,-0.0279690027939703,-0.028725348834356956,-0.020237452029360226,-0.019448038859584904,-0.03474903237957516,-0.02418652096961682,0.004184082291664115,-0.0604444715711806,-0.02470059372652178,-0.012966597792272161,-0.0030272183080836124,-0.040197826312427964,-0.0032258034744817587,-0.03669856919332504,-0.06249999310131449,-0.029334361871735215,0.002405436506728309,-0.0026896152773890902,0.00029177761337928487,-0.03543513737630932,-0.015943679469924477,1.8757091799770365e-06
2023-10-19,0.01030397116025017,-0.0007980267694026599,0.005486963245862508,0.0003589125608436383,-0.03928567748896872,-0.008513905265300825,-0.011680153917720593,0.007736178265031812,0.006384670822900729,0.0048746970871955675,-0.000940695511791434,-0.03242542137004778,-0.0037453390265015374,0.005270087094713549,-0.01436512822235192,0.0,0.0037817230663776957,0.006283634889309164,0.01016254331755384,0.008561570406362184,0.0,0.02835773895559557,0.022576307399746254,0.029666225783863798,0.007731951161061623,0.0006150202177779285,-0.004424795565566408,-0.055350587917333716,0.012756491041438833,0.0029940522410849546,0.0042493215370393855,0.011709049024657636,0.0011845103637879717,0.003977765301528935,0.0,0.01113171507714017,0.032730609982248415,0.019288324894991105,0.0026315764707212086,0.0059880342107030415,0.2985915174866587,-0.0013850204757318574,0.0049504193239715555,0.011013257963653267,0.005263144509834117,-0.002065497081289447,0.0045317295982851835,0.005714350258969159,0.007394489624068967,0.01158887286240562,-0.012135853224889193,-0.0019156613882373996,-0.0008623946705963448,-0.0014851636225634568,-0.0035990326790853455,0.008169927638395968,-0.008220862674823914,-0.06936415673951701,-0.016981160254526673,-0.009594898879514036,-0.03206107359264243,-0.007228966052757024,0.01679964836212733,-0.0009116298903529829,-0.0025317034328894428,0.026837865122626647,-0.009541930549938904,-0.007218552498667985,-0.004672905063257904,-0.01486987397850048,-0.009259250401687513,-0.003386493646591382,0.0011787339252484763,0.05300356869656642,0.003802295983674764,0.01737093204161355,0.05727705466676292,0.0,0.011316455468518116,-0.01593628189109686,0.014787449049495471,0.010465360480473196,0.0016080824547142214,-0.004000027974446652,-0.0017832076596506763,0.005059583076276519,-0.003784291675298146,0.003069835968746215,-0.006767518734650424,-0.0010121689034415793,-0.015180252056679278,-0.012944971833043106,-0.014381922163834493,-0.013580321626059377,-0.0015497485085766982,-0.0013089304775586452,0.0021574950535683257,-0.010207123927484907,0.0075634461327553915,-0.0004909696650885476,1.8757091799770365e-06
2023-10-20,-0.013258517415962956,-0.0023962208904636517,-0.016371062320340357,0.014352313837144193,-0.011152405483875416,-0.035128864028008966,0.013636328957297605,-0.0032323201497396203,-0.012688330830158745,-0.01871105003835849,-0.013182676341741306,-0.004021475825059295,-0.0010253139579915471,-0.002621229439913164,-0.02914907503008979,0.03849851831692552,-0.0199139311492309,-0.018733277201815723,-0.0020120226291382437,0.0025466992208034167,0.0,-0.004545500784209233,-0.0012986691288804364,0.002401015359766445,-0.008312027595090088,-0.007990231374160883,-0.03288887871636281,-0.023437478172126713,0.0010953153073918198,-0.002387972156352225,-0.00987308464807668,0.0002462034322316953,0.008873091537273226,0.0039619046160455085,-0.004486815706582825,0.009174347244904846,0.002659635403874816,0.011419262180287992,-0.006561642342339247,0.003968281750716507,-0.08676791442520171,-0.008321754324813968,-0.011822649267888119,-0.041394346602218524,0.013089005409880006,-0.0023654055907536,0.014536290580872357,-0.00681825839414274,-0.0012953582618155934,-0.0036955266860166924,0.01719894149184875,0.0038387679040452483,-0.02546405042209776,0.005255317672938631,0.0023220351666142225,-0.009724464990778392,0.0014802561742086606,-0.04347824159508584,0.01727450132992714,-0.008611401941286734,-0.0031545710481332145,-0.012135853224889193,0.001239185781908958,0.0,-0.006768183229402758,-0.01704551919925168,0.03179189981384978,-0.010906373401555314,-0.012780429747434985,0.0,0.0,-0.0065960028864517906,-0.003139714487570666,0.03355701476259032,-0.012878793844725789,-0.004614692252775887,-0.01776197204260599,-0.0013706813275456975,-0.022379723738224166,0.019343243995970205,-0.015731094097382825,-0.01144721135638227,-0.009900961799843011,-0.005354747386412062,-0.019292569224524048,-0.0002961840715097752,-0.012345690193501735,-0.015684768821168094,-0.001603243058283188,0.003546083872130401,-0.007156584488549833,-0.02459017995287438,-0.027010212872193518,0.0050062531913477315,0.00504459287766279,-0.013979890928653038,-0.015608164600449226,-0.0038302079751902918,-0.0193028799124072,-0.007447107119048502,1.8757091799770365e-06
2023-10-23,-0.0025839554546346344,-0.0008006588522891933,0.031900141172897634,0.004244779150784472,0.04887213226601883,0.04611655860286401,0.01434984812201412,-0.0014187210094799285,0.000803231247794356,0.0014124617216946245,-0.00254452679221151,-0.006729436750052442,0.03865894922380764,0.006570264523059199,0.001937090376091355,0.01853566357481151,0.007688155081591708,0.0,0.020161270940217024,0.008467433396644797,0.041840962444885665,0.0,0.026007777344208005,0.002395150080919617,0.010315915219276883,0.015489467748080576,0.006433795412493559,0.09200000762939453,0.012582031378387981,0.020346991906695422,0.031339001536950795,0.004677558995628273,0.002052175126697975,0.00605112778453587,0.00845068273409999,0.017272689125754637,0.005526082907264751,0.01451615364320813,0.033025098326402436,0.025032945112086313,0.09501189872297244,0.014452207338559786,0.017946192419534546,0.05454540134461583,0.03359174485043792,0.0032601301180283926,0.005928895286087643,-0.0011441175479878218,-0.003891024465306203,0.0011127780602719906,0.01690825456977607,0.013384353997340392,-0.006642971391914054,-9.858460353828757e-05,-0.007086223712480355,0.014730024101350159,-0.006798798240751469,-0.019480567202653454,0.0028301633859970643,0.008686202320814518,0.00632910771622841,0.05282547092939538,0.028052818135171798,0.0018248357577674845,-0.014480415639544275,0.022543428566262458,0.03081231769660664,-0.060279412310432434,-0.0660502008133318,0.030188649368694698,0.0015575937579195287,-0.017303834952711927,-0.003937022951637115,0.07792208294861247,0.01688413442343517,0.0398702189392206,0.022603977442585244,0.014117680533061394,0.022129029046715765,0.0070608935785312354,0.028600282675234956,0.006341316220940252,0.009729746225717983,0.009421288462805988,-0.009107467870730579,0.0038507427304081965,0.05384619616898001,0.0007773205643024639,0.014452051889071393,-0.004038360719978429,0.007901288282607943,-0.0033613414399392694,-0.0019144692294275067,0.012453348044225265,0.032046329572616106,-0.0013291439832741059,0.002186985113344919,0.002661938743929948,0.0082011815758265,-0.00326985108921396,1.8757091799770365e-06
2023-10-24,0.00880820856432285,0.0032052016822570195,0.052419336490072244,0.0014089941641917125,0.03225811964818637,0.02088163168729995,0.02564102131685475,-0.004668145729641138,0.0024076832166408657,0.0,0.0012754785523030332,0.017615191385504048,0.016469037877078208,0.003916476554302495,0.023199590616066246,0.01000915492652199,-0.016893703514874514,-0.013636328957297605,0.015810261780775825,0.001679267592831435,0.016064241646516875,-0.0015220468609743465,0.005069703742700327,0.0035841975366033285,0.03254628119966507,0.003660852686114824,0.016438384320653254,0.054945089494299326,0.00918422875158531,0.010557175450273348,0.02071824587147253,-0.006371039634432196,0.012580465223420934,0.00993716623270835,-0.0061451790696720465,0.0035746169216261947,-0.00021987548607194096,0.007631153109572519,-0.015345314547575706,0.005784010056973488,-0.03687632476699254,-0.009650798472592426,-0.010773717557910012,-0.008620681681899223,0.020000012715657656,0.005317586803242902,-0.006876291394897649,0.005727320918999412,-0.0017361095301622331,0.0,0.026128297510139786,0.014150906899257576,-0.01337497821706679,0.001085139660364387,0.0736841904489618,-0.001612901724836191,-0.006547542142756435,-0.06622512844679662,0.015992481134877723,0.005382151877306285,0.01100624109351056,0.01050176847056905,0.02688603829224334,-0.007285959673638431,0.00605018585522088,0.01695869010761042,0.015398557688528491,0.01538461997556606,0.014993001891701496,-0.04395608906200188,0.031104244392176073,0.0002047158374685054,0.008695700685273478,0.006024090761646228,-0.004905628708173682,-0.008916663406968506,0.0017683026832313598,0.017208024066410532,0.025382544777481586,0.02059602221685064,-0.0070330439886884255,0.009588999290988776,-0.0034796859205407094,0.017333348592122322,-0.03474270498773058,0.0,0.005474490821885336,-0.005825227904088237,0.005540141951419164,0.008616324391190311,0.004125990508386579,0.006745356325623009,0.022858060642343636,-0.013530092881777311,0.011597507616907254,0.016415213702581477,-0.009819956910475436,0.03274326683457329,0.00596522233281771,0.008662499445848404,1.8757091799770365e-06
2023-10-25,-0.013353853876239108,-0.006389846202502492,-0.005108552010572032,-0.014421398187937307,-0.06597223946893593,-0.026515108549451938,-0.005172449796859158,0.0002038809409981024,-0.006405118108252172,-0.002820871720180973,-0.004140100711653605,-0.018641856066041518,-0.0003240514803645178,-0.026007839351640416,-0.011809163868636396,0.0027026785531711894,-0.021064359691254864,-0.02027652159391058,-0.02723732881754304,-0.006705809522710937,-0.01976282722596967,0.0006097700679539297,-0.006305134297610704,-0.013095197818174698,-0.011742925245609492,-0.0048632170210161085,-0.00808626699573145,0.006944437545759019,-0.014453985725517371,-0.013348840090058323,-0.020297712865692596,-0.007891484607766786,-0.008956988379777653,-0.010357268830771593,-0.007869662158076385,-0.016918930376506935,0.003737950425542591,-0.002208889038956885,-0.029220767559219096,-0.012779540839625847,0.2319819635783158,-0.0037122406014526987,-0.0029703649022181366,-0.026086932184114286,-0.05147061252630625,-0.024684107632085173,-0.021018756255834936,-0.007972635619141188,-0.0021738882551561867,0.0018525167790321984,-0.03703711062301529,-0.03348834015602287,0.0009037023258389176,0.0031533275939958916,-0.008333337229061821,-0.0024233034376200946,-0.014080323716708087,0.021276575743082393,-0.027777794947839718,-0.047109264118770255,-0.012441668093593816,-0.04849885493005579,-0.017975810436826833,0.0,-0.012027520549263926,-0.013896609404151272,-0.05530775053071002,0.002824874530840793,0.005295390776279163,-0.013409903762017006,-0.012066353291880882,-0.010030662826511882,0.017633183680211273,-0.06586827373166126,-0.017444102282200058,-0.00809717988674652,-0.02030004799515439,-0.023759739024378335,-0.017473591344539185,-0.013739870742534355,-0.010541910711577063,0.001899584741458682,-0.005103374403575667,-0.017038022606955527,0.0017139622065267535,-0.0023605198524098148,-0.03176046886850614,-0.003906264842953311,0.0007871097160083718,0.013567862459266333,-0.012874950888580483,-0.016750403374697242,-0.0009376679436969848,-0.04239409102475988,-0.044378724937482183,-0.007202051910853657,0.0005508570929506629,-0.10111394395587281,-0.014016082599818125,-0.008192542325205276,1.8757091799770365e-06
2023-10-26,0.0031234445570329505,0.015273355342972028,0.029525095896911102,0.02034259594460086,0.05576202741937686,0.03968865837101143,0.016464435096305907,0.02079511668968581,0.023368248623588883,0.025459663927607012,0.0019187548789270092,0.03120760144435719,0.008752040662075578,-0.022696876455499337,0.023422551115256374,-0.02246181468368813,0.005662535805988744,0.028222030809511578,0.046000003814697266,0.026160334197759427,0.024193525128260562,0.029250429414965806,0.01649747621230091,0.03860068712867526,0.021888704595350417,0.01588260893121496,0.022644927614477783,0.02068963476083585,0.03422059062123206,0.04235290553742632,0.02071824587147253,0.0037285987468487214,0.023906697173865288,0.02302452185536019,0.01699723234521855,0.024456563287736932,0.04271625154572534,0.034471796847228786,0.024749156540442074,0.0025889943266561577,0.06398538734595705,0.01583602209973023,0.016881835297504644,0.06250004656612851,0.007751951229177045,0.030129558342170792,0.06087395398139628,0.021814072027510845,0.02396514201054356,0.024778102835888882,0.04567309235327399,0.026948962821847777,0.0022574054065012117,-0.0029469847029894858,-0.003954519303820514,0.026720666412518135,0.01671222241296344,0.020833384963395263,0.020000003633044994,0.021348375528244423,0.02519690183499712,0.052184504504838136,0.024273801461319078,-0.0064221264056721905,0.0130434450895891,0.03100344709725511,-0.0037771445964760453,-0.0074264000305566125,-0.0102578024678458,0.04854368842145895,0.02595413656586687,-0.007444181261538341,-0.008856355345302491,0.038461579608730645,0.012736392344634195,0.03265311771498758,0.04234227902722476,0.017133988466408123,0.02852910204866488,0.008271682182730888,0.015148990378478722,0.010021743362199187,0.0037796810525927427,0.015999984741210893,0.0020912664171592876,0.01478852350461568,0.09746953649640977,0.035294102687461804,-0.002752642311607545,0.04115021916542094,-0.007353976355905734,0.01873937575109985,0.021429731582077283,0.04557290526766611,0.012770894804851718,0.012090552138205313,0.006607923184755782,0.037813808707413354,0.026790582098996873,0.017256048923158795,1.8757091799770365e-06
2023-10-27,-0.014530422779658325,-0.026920043508086744,-0.029925216241477037,-0.013291374118350352,-0.042253482107650564,-0.042664648912572156,-0.04518326970626174,-0.025364499011469976,-0.01653543632290211,-0.0103448012779499,-0.012128923130927727,0.0013158196062266203,-0.028277668521326182,-0.01639349174618998,0.02241940895176353,-0.033088203390680304,-0.012387348565273237,-0.001829867996819834,-0.0057361777627037425,-0.01891444500927686,-0.03543303760668293,-0.009176955885023319,-0.006242220887157646,-0.010452869047884117,-0.02080784268132596,-0.04449782650558687,0.007085910006763507,-0.03716220678945226,-0.0441176529515217,0.00451474977024624,-0.0527740018310805,-0.010401237556534326,-0.021924842858255467,-0.019948818663333978,-0.03231197209214354,-0.028293601823701775,-0.015756303026096874,-0.02415160593977883,-0.045039137997921364,-0.023886371273482143,-0.042955334394450984,0.001375599830998997,0.0,-0.056722782516986814,-0.0410256671090411,-0.08248019598551914,-0.02714284261067712,-0.019101160762437397,-0.011489373251559853,-0.01479614555324027,-0.03448278130022209,-0.015932528123560386,-0.00900900049475073,0.009359575844750667,-0.0027295437328546113,-0.03706617095856857,-0.020920525466012085,-0.006802806965072183,0.008403375561842008,-0.035203486188404076,-0.019969294910953783,-0.03921570352894688,-0.02331003833741141,0.0018467406664308683,-0.0154505886176306,-0.013668670720938136,-0.015165862039758338,-0.007223911027398611,-0.007282972848011271,-0.012962994523172067,-0.03720238211389437,-0.004791657129923466,-0.018648001029701544,-0.03086416800562486,-0.02286586839570537,-0.029424684357680864,-0.04062224077367471,-0.03445636222381998,-0.02521616560403206,-0.012953335018871748,-0.023286293532386537,-0.020380855928432196,-0.02205485981962374,-0.015748016714081325,-0.014987686003585243,-0.010201173850456935,-0.02220326456318089,-0.03181818805778658,-0.017744509152565646,-0.0252381279355004,-0.009644966957383483,0.04180601993354749,0.03476258096446294,-0.04358654000889539,-0.033244204688462675,-0.028453547941811763,-0.04266954363424924,-0.03153706954861246,-0.020234347935112362,-0.01285971928173768,1.8757091799770365e-06
2023-10-30,-0.013164803548325055,0.005695662737305929,0.0128534578323658,-0.004253807387238795,-0.04411769217479555,-0.02814696307669806,-0.01071427567880967,-0.006967216350480587,-0.008006359457799928,-0.011149881312410015,-0.012924120065220812,-0.007884355023241252,-0.022486782748763146,-0.026388831307857075,0.013248100667580864,-0.044676829522564576,-0.054732094738458414,0.0018332225520989454,-0.049999954150271586,-0.013411515124495677,-0.02857140076751319,-0.012548609749759465,-0.021356793401915652,-0.017605700017058634,-0.02187502384185791,-0.0006293410110616016,0.011433607365821441,-0.03508768701010212,-0.01978025248683668,-0.024157241832240994,0.0028571401323591594,-0.0155154891413819,0.0,-0.001565797854093387,0.0005756085808943379,-0.014558676136881332,-0.015581634279872247,-0.020676686899580354,-0.027341118870515824,-0.019841282606185007,-0.0664272697029864,0.0018314738082267912,0.004882831235591301,-0.017817355853925076,-0.026737968641691645,-0.047178878227314924,-0.0041605966985597265,-0.010309334223934097,-0.00645718405756357,-0.008058562509904443,-0.023809502184254927,-0.014285677955264142,-0.02272729873657231,0.002440214811585628,0.015426791932508177,-0.02211312913935448,-0.023198973152378177,-0.06164385092317515,-0.03148149505400666,-0.007981829514793981,-0.015673965962198277,-0.012004847825405007,-0.027048541037585583,-0.0064515449069382225,-0.027898922497708756,-0.031042203152496062,-0.018286865041320488,-0.008056168840406386,-0.010157923521559864,0.0,-0.03400305986488039,-0.02951642943061672,0.0,-0.09235674859331144,-0.011700438541416891,-0.0036199059875642314,-0.0018018429798489777,-0.0025773234900970943,-0.012934234603745542,-0.01924761689894161,-0.01628611817222203,-0.03230222678913797,-0.02282733270412507,-0.020000012715657545,-0.005200243693920248,-0.006183718790754411,-0.022707443948728145,-0.01760558939723078,-0.015254884106556066,-0.003908154684395315,0.0047988516775430146,0.04494385376422372,0.009027684077350884,-0.010416656965389626,-0.027667939790505303,0.008271829547760179,0.009142848053284025,0.02118242472560672,-0.03695653909095553,-0.006787230474576522,1.8757091799770365e-06
2023-10-31,-0.0016008390095109126,0.04045307555731892,0.04695429951593777,-0.003203984674104432,0.0,0.03620271908422712,0.0018050954784647466,-0.0022699259684222373,-0.008071055585048392,-0.014094419674375636,0.006874009723919494,0.0026490040293054573,0.0013532109692164784,0.0028530642330242273,0.007213699062698975,0.06169152973058267,-0.03075996569533379,-0.002744801995229751,0.044534369968294296,-0.00254886268141874,0.0084033529263976,0.01180028437674241,0.008985901412601027,0.002389540984125915,0.006389800888641606,0.0037783038734251484,0.02260871555494215,0.0,0.008408050294131497,-0.0005758282266187242,0.0,-0.0010168000857191384,0.014264969439109487,0.00496608598383852,0.012082911505274518,-0.0009233821747262061,0.010624494575346421,0.010876524315369451,0.00983839408477949,0.011470990539447667,-0.001923060027277379,-0.005027450128761712,0.0038872655006136903,0.07256239971281642,0.01373626412014417,0.01338245346426592,0.0,0.0,-0.015597906098032688,-0.009601134018805468,0.046341478448762574,0.0222221771748059,-0.004651207271430646,-0.003018476804336978,-0.10708166134593844,0.026800734329278875,0.018437504768371582,-0.029197005323905012,-0.0066921314119440245,0.005747148486326958,0.028662392089970457,0.0024301894138669677,0.011447289334661326,0.0027829145679370004,0.011659203487762504,0.0022883819550847395,0.023529389765297948,-0.00864548158731393,-0.009692136112915084,-0.016885582340742666,0.003199996948242134,0.028904230693402644,-0.0019794593806855554,0.007017537402020491,0.018153081361591106,0.013169800279294153,-0.015342967280191355,0.011130946385478513,0.007862261288633654,-0.029884035415431498,-0.0037549278056010493,0.039886843232662006,-0.002251562597971102,0.006802747127023556,-0.0015489221431019828,0.0011852123119213687,0.013404877375290392,0.007964908432075868,-0.005707349901269643,0.0029426863701367267,-0.0009831727739889606,0.015360967913474965,0.012026982856466306,0.030263160784158805,0.03658534977943373,0.003104284015132297,0.014156271444438762,0.021981396323316638,0.0005643470242291393,0.005438453062240001,1.8757091799770365e-06
