Date,ABEV3.SA,ALUP11.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MGLU3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SAPR4.SA,SBSP3.SA,SMTO3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2016-08-17,0.002499961853027255,0.0030394476719446395,0.0,0.014602513522550709,0.005300390568396596,0.006024128713282284,0.0113091873938711,-0.003384043204836318,0.0021738933342723143,0.011607211876224266,-0.01621725904604654,0.00744185336800518,-0.025104618872233364,-0.016771542121858385,0.004844335600174388,0.00387597567826492,0.017370520512080434,0.03228574480329249,0.011987416551985097,-0.018043645318278623,0.02031605751196075,0.0019940636386983623,0.024647861784844016,0.03205921576923476,-0.009644681850540682,-0.03181459132244746,-0.011333338419596384,0.015518094533067517,0.008510671304754469,-0.011627912447062072,0.009065987465918912,0.08888885558689275,0.03441071312333044,0.0769230668462142,-0.0017953732037450099,0.0,0.01612905985950941,0.013270698025029448,-0.004848543802897121,-0.017857117170699488,-0.014189704791074953,-0.007926293814655927,0.017058155269884967,0.0,0.0,0.0024331016166623254,-0.006239960097653818,-0.017070404771320824,0.0032973803458933304,0.04251844486543366,0.013513513513513598,0.017053206180225988,0.021617330881624097,-0.028248711433884965,-0.0017544339478474669,-0.010053884481517228,0.04355553521050348,0.027805718323250517,0.03529408299799286,0.0045237854319364335,0.019846593968139592,0.05564395492181928,0.0033400260416152072,-0.015247497199596505,0.011068549655820492,0.011612933724994834,0.01009451794241234,0.010335969368078679,0.0073762539712145525,0.0033003372294710953,0.00643262825326274,0.009039539012174469,0.007968736725851633,2.0812420080673633e-06
2016-08-18,-0.0064837489133819926,0.015151577211662826,0.0,-0.021855105042705603,-0.0013181320889196213,-0.000997999096730151,0.002710911304016017,-0.013582394414817012,-0.008676816285338007,-0.01235649359547708,-0.0025930680206982526,-0.0027700584656076277,-0.007725253378585761,-0.0159915811149981,-0.013774156792985215,-0.0004290102578701216,0.0005886668881860402,0.0030445781095931324,0.013092302242478482,-0.015473872828915214,-0.019911533649192403,0.010945239262647455,0.010309252124916624,-0.03942651472139325,0.008713470441437776,0.014198798656638534,-0.004045817009511454,-0.011235961818916063,-0.005370169596495167,0.0023529830948867403,0.03593780476965791,0.10884361465382342,0.04233885608599741,0.0,-0.01582728916490095,0.0,0.004535045671206106,-0.0019100088392575154,0.010962295252370247,0.025974006126334048,-0.023863677558444762,0.01848113230288173,-0.022152138894673934,0.0,-0.0037951365179017538,-0.01375399751492068,-0.013363386588928106,0.014005581223791363,-0.009859630087212579,-0.0015686259667536673,0.008888888888888946,0.018108682798580578,0.0094043795773191,0.020348873148879232,0.007615780984937759,0.006166125432560676,-0.02896083127908844,-0.0055410901483262665,0.01136362558800319,-0.016354570851854322,0.0026537230193623973,0.019578190771023296,-0.005326289942888751,0.015483583089391795,0.010526315789473717,-0.008290822579310575,-0.022643815708506265,-0.007672626785479197,-0.01046029048958308,-0.013157923333643406,-0.004648406577055564,0.007838711358570505,-0.0026633403007214618,2.0812420080673633e-06
2016-08-19,-0.003514040891371417,0.002985009817139339,0.0,-0.0027246764743897867,0.02067757281867877,-0.007326053188425163,-0.005745135389637834,-0.008605852205361253,-0.005470463233728906,0.011617398088478614,-0.0009285193409529491,0.018518500530834592,0.011245601734235278,0.01841841379259157,-0.00418990692884369,0.0,0.005001391341296513,-0.011589458173014822,0.010153814760466728,-0.008840879164034199,0.010835314256292916,0.0196850208926016,-0.0011338326488408157,0.004228905085800427,-0.03353652506460114,-0.009599990844726514,-0.017603264781564043,0.004545422528199339,0.0003856216960027581,0.009389634735454955,-0.016557153889727116,0.07361960144384527,-0.005802801888812992,0.020408143405366452,0.00475143120857302,0.0,-0.009029372379861123,-0.006560930763144124,-0.006024090675124771,-0.01392405267558694,-0.004268429351694247,-0.000792380955144556,-0.008090546200829607,0.0,-0.007619006209750423,-0.0032814223013483135,-0.005385147480880481,-0.0027623625078807557,0.01719974970796967,0.008640956106378939,-0.013215859030836996,-0.007905130642070324,-0.006987589424551577,0.0,0.0058138904739892805,-0.015861591120693852,0.0043859817901739095,0.007538459487952398,0.06320228838977848,-0.0016867420380514142,0.008822243737871105,0.0635158919416221,-0.01907629554329593,0.0,-0.019166628519693973,-0.005466213669719666,-0.0019415538389224718,-0.010309329662834377,0.008456651520450276,-0.010000022023350597,-0.0075889823872092865,-0.01388888888888884,-0.0011324071257140522,2.0812420080673633e-06
2016-08-22,-0.013098248054672634,-0.013095197274029968,0.0,-0.019125704204460914,-0.03836212360901259,-0.025830235716095107,-0.02685255779366369,-0.019444426415878624,-0.0022003068820993787,-0.037102411665895896,-0.011524131835376927,-0.020454580133611455,-0.038494424757745116,-0.042553274492037496,-0.009116417416152545,-0.006866946465715618,-0.02371186359740729,-0.018983816609971615,-0.03320128879374806,-0.08325075717391806,-0.017418494090545078,-0.014478728137176655,-0.030647025892170943,-0.012880921943402512,-0.02733972233619608,-0.026252003736739415,-0.0344589932538224,-0.02307693439721825,-0.02659984888425848,-0.022093013487389124,-0.003206752222581044,0.0,-0.05933847478120524,-0.052500009536743164,-0.01418695499802014,0.0,-0.027334780641728562,-0.01926254659048976,-0.012121264139811183,-0.008344012022990843,-0.0023382944754776203,-0.001744656807020295,0.00815653704059538,0.0,-0.017274515629849607,-0.0032921391436034897,-0.019196033265413526,-0.016620515892176058,-0.04093732693257823,-0.021028059335569282,-0.0267857142857143,-0.03917663586644882,-0.03440184376040867,-0.019943054463402277,-0.01791906164877488,-0.03663003765371797,0.0008733824496436338,-0.024398192071656388,-0.03566710367289949,-0.02341302621231167,-0.02055095411234953,0.04166662527455389,-0.004094129446307271,-0.029702972540749495,-0.021665259517701707,-0.03588746426703404,-0.018933930372469043,-0.05989583963916345,-0.03668767116029881,0.03198653138248586,-0.02352942978222161,-0.018591544997524245,-0.02230156178615539,2.0812420080673633e-06
2016-08-23,-0.0005104762023452336,-0.007237595198824387,0.0,0.002785552614572584,0.012102217132539339,-0.01411849408230259,-0.0108277719513995,-0.0003541157564761477,0.007717842314777457,0.008256907113614487,0.006393358298291574,0.037123024256696,-0.030249124511687375,0.0011110544015640045,-0.006369437498865316,-0.007778751509228798,-0.004197918289047919,0.0028458250015741537,0.0003150370283435677,0.015135172251108608,0.009090851713778436,-0.010773717557910012,0.012880631170487433,-0.017565855730371283,-0.007567522855369213,-0.005806772851634112,0.00999281851258127,-0.008800308936363521,0.009901020050666842,-0.016052329495929496,-0.008042942545669396,-0.02857141756138093,0.005170549088218346,0.021108159501653567,-0.02730626423253324,0.0,0.001170894457423577,-0.0016834207389159195,0.01533744167279294,-0.029126191407867763,-0.04101562113443724,-0.013584359086298181,0.017799602890510968,0.0,0.015625102444256633,0.007431822837914659,0.0036801810838997806,-0.018591590819222348,0.012990972630935183,0.0,0.0,0.03178991220857985,0.025910905663157235,0.031977000230151376,-0.009417241187807068,0.0015209474025754677,-0.03141358250252291,-0.012670856855605539,0.020547892412475788,-0.003954444387091249,-0.0066964596533916065,0.0,-0.0034258437697886057,0.0002041252450846187,-0.018671311001094648,0.01441983305937744,-0.0014541297898943428,0.03324103253872135,0.02013062329312776,-0.013376795465778746,-0.0024097225977235404,-0.009184836206163172,0.004136307782835136,2.0812420080673633e-06
2016-08-24,0.0,-0.016403423766399805,0.0,-0.0011111895243326453,-0.010185985075883863,-0.001047846821879972,-0.007062155809064774,0.01310665409965095,0.01750541867990285,-0.03548691863474773,0.00560539224642187,-0.004026852396052272,0.0018349044462047104,-0.021087569208530943,-0.0028490001397227793,0.00348440044620002,0.01866923464152115,0.017309783388206545,-0.004724427612918247,-0.07028762267892286,-0.025675650600829658,0.012871203550161026,-0.01734107143395347,0.014048548478444944,-0.003267939553978527,0.012515692657614652,0.016254452446023082,-0.014018681980525582,-0.011568650871360386,0.015105799687787025,-0.0016216311956709362,0.029411753038660837,-0.06275721614525576,-0.06718346205472714,0.0018967843665720352,0.0,-0.0035087331382281928,-0.00477797827507076,0.015105757990687474,0.001333345362533933,0.012219974445360604,-0.015301645877380365,0.0,0.0,-0.005769244957282593,0.00737708427953776,0.00116662979125981,-0.016647542446742825,0.014045773571684128,0.002386674481485773,-0.022935779816513735,-0.019423975614554667,-0.02131021753258333,-0.050704157286464935,0.0035650625617904552,0.019362195365504986,0.020270218023688003,-0.010638296981485107,-0.020134177499404382,0.0029776473951188542,0.00898877628475292,-0.030666828155517578,-0.0037813891294110613,-0.005101038888197462,-0.006637151150371778,-0.02975219015457542,-0.009266560347237052,-0.08042894122847821,-0.032000020345052116,0.02248675113790477,0.0024155433872095067,-0.012166917093656027,-0.005205101689072733,2.0812420080673633e-06
2016-08-25,-0.01378960463818868,-0.017912273775811505,0.0,0.0038931714951073726,0.004026852396052272,0.0017482862232416352,0.004623043420782125,0.014685317157060895,0.0043011409813333845,-0.007547064495394218,0.0009290369043659652,-0.023360307835441185,-0.02564100100869393,0.004535134491081783,-0.00714288439069477,-0.0008680753892762461,0.01832672957007886,0.007252500621949931,-0.0015822544137619188,0.011454798019852941,0.003236257727142977,0.002932618571647616,-0.035294068199203554,-0.005037778534604964,0.015300559096786959,0.020601565330422345,-0.017385257163450296,0.005687163570237352,0.015869877121954756,-0.014881010129617067,0.008392036632698607,-0.08571434902205932,0.002195381573515176,0.0027700805412327334,-0.013631223492295397,0.0,-0.0023474446279797556,-0.003106464173107115,-0.008928594287155867,-0.011318311675109771,0.032193122943612096,-0.022000418378124942,-0.018123964234486367,0.0,0.0,-0.00813667802702589,0.006325971068946279,0.00525390096509426,-0.02077683365645122,0.0,-0.014084507042253502,0.014344264564362108,0.010483880519370992,-0.03857595771996147,-0.014209592162126694,-0.006703921885230502,-0.03090502725740185,0.02747915550112956,-0.010958958692185994,-0.016576004290324464,0.0017817572972935736,0.0316370356924478,-0.0027605219106183743,-0.004306790400246396,0.016481020904710153,0.028960887768250343,-0.0069481852175268255,-0.020408212915155044,0.0016529304284325086,-0.009379063378503139,-0.009638666334864543,-0.008211108264693068,6.930247063308137e-05,2.0812420080673633e-06
2016-08-26,-0.006214341543427371,0.0,0.0,-0.004432050023050693,0.020499067447636854,0.0031413458979450137,0.01380530772529509,-0.010682335230910778,-0.006424028675109494,-0.014258502138519646,-0.0014850644752908426,-0.008739675071663733,-0.02255645836920439,-0.004514659901248219,0.009352526475440603,-0.003040820739888872,-0.03280108010090743,0.002769273675736983,-0.009508752826110412,-0.003397478282038291,0.009216531870097855,0.020467839518738318,-0.0060975717456449585,-0.01417721357010937,0.09418724649093702,0.10900277778333911,0.0007077302760680748,-0.008011343904292256,-0.014840832663983283,-0.018126861840519926,0.006979906704346339,-0.012499996048639828,0.007667135122414903,0.013812207821973788,-0.00038381273804333205,0.0,0.009411792928005092,0.012181255942985025,-0.011411369483418476,-0.0053871882666419735,-0.013645223101954596,0.005268416489138783,0.005181466496920084,0.0,-0.005802722283555495,0.0008202910329246915,-0.013399526693557595,-0.019163694924229757,-0.026137772740000065,-0.003968291962649806,0.12857142857142856,0.007407384097747771,0.0015962057613652103,0.012345615838744717,0.018018018902837163,0.0029996221776229515,-0.0009111825543733909,-0.008970216035805723,-0.0027700805412326224,-0.002515693184930279,0.0026678824269577017,0.014666366577148482,0.0003460286855998529,0.00514937015651773,-0.019281355825671365,0.009602634639742869,-0.001614620509590825,0.06547620103540375,-0.025852651969940688,-0.0006529560735352158,-0.023722571728518105,0.006505062764290637,-0.00010394650220024726,2.0812420080673633e-06
2016-08-29,0.002605483880618431,0.01509432205529393,0.0,-0.006121347498873608,0.04017467648992867,0.0267919680593931,0.01815648632795086,0.010101042311916553,0.005387934863605892,0.03857266073496368,0.002974546343686768,0.019489563395048926,0.033653884068044704,0.020408105209868355,0.024946570786256617,0.009586026407012449,0.026710670547425375,0.010770488801687739,0.03423999232421826,0.02840909029334049,0.009132468825779894,0.03151861655106747,0.03312886953484662,0.022855671655864107,0.017707822800886674,0.0320349868988683,0.007779324894372497,0.021377704374987205,0.02299304792020984,0.024615324423578056,0.0015994749158201316,-0.03797467138822075,0.010869524046242418,0.008174378955344563,0.013824834498691096,0.0,0.01515153065155106,0.01763221716430219,0.023693748641694823,0.025050773255990366,0.015414961319630605,0.0024123890553315874,0.013208599117786823,0.0,-0.003891122463717034,0.0065573795864726225,-0.01391683364762697,0.0236826397334009,0.026207765131246008,0.007171350241379937,0.06329113924050622,0.015374300912422756,0.025497983263813806,0.003048911589109249,0.005899640981603227,0.015700937431549322,0.03191969201321032,-0.001843663947109997,-0.0013888544874417486,0.020933138022066533,0.022616353675174006,0.01839702212913563,0.02040816865105266,-0.0012295363571531714,0.021000948986944712,-0.016070877580143805,0.016172428838121755,-0.04189940227528577,0.02202153117777428,-0.012414201743746411,0.04859809055839315,0.02467685458271318,0.015489638921616145,2.0812420080673633e-06
2016-08-30,0.0,-0.005576259942497996,0.0,0.013437838104535249,-0.0037783439857661527,0.003388623515970357,0.0030864045368648174,0.006896578032394851,0.010718225140837312,-0.0102135575122001,-0.0007413940242942951,0.0564405921653548,0.00372092668400259,-0.008888864108246408,-0.036856726617056634,-0.0030211348551456574,-0.022507921576238377,0.05327871159115616,0.004022251536693444,-0.030939196361326804,0.024886878538792567,0.0009259471023357335,-0.0035629745137807367,-0.003012825458865942,0.07153209722634912,0.01058198352817774,0.003508785314727314,-0.004651130094698197,-0.002906496219316379,-0.00240237584091485,0.017567204238843948,-0.013157890358603819,-0.010752647881533295,0.0027027000903734333,0.0056818038143071625,0.0,0.002296237417088731,0.00660072353938479,0.013649870438668277,-0.013870570232610846,-0.007395879979878783,0.009792629244642415,-0.0294119538881914,0.0,-0.003906135116083509,-0.0024430083600296415,0.0011902361908082693,0.03875070543035708,-0.009230745755709147,0.012658216292000812,-0.0357142857142857,-0.0006582801503453029,0.017094037994177524,-0.009118639817013774,-0.00762461829912231,0.01656241301714534,0.0,-0.006045362956616729,-0.015299044873294254,0.005187810239116075,-0.007805639986491086,-0.032257945430871904,-0.013559309102721184,0.013336100828229114,-0.01006562531276134,0.0040001065111450185,-0.005304978037215191,-0.014577245289547514,-0.024861920080407884,-0.022494260211500583,-0.01841934128440581,-0.04759173728723198,-0.0005971677188193469,2.0812420080673633e-06
