ESTRATÉGIA ASSIMETRIA DE BAIXA;ASSIMETRIA ONLY;ENTROPIA ONLY;ESTRATÉGIA COM ASSIMETRIA DE ALTA;Data
1,374878822;1,333358682;1,354015942;0,979103914;15/07/2014
1,361326006;1,321809823;1,347470236;0,971184676;16/07/2014
1,353540216;1,312881953;1,343388788;0,968326482;17/07/2014
1,3701443;1,329331152;1,360806611;0,978034741;18/07/2014
1,378805886;1,339307967;1,379558117;0,988713673;21/07/2014
1,391023812;1,349555997;1,392054358;0,994840983;22/07/2014
1,387318529;1,345313128;1,383510887;0,987796218;23/07/2014
1,398570537;1,35467822;1,387623347;0,985663423;24/07/2014
1,397198964;1,350970427;1,383875439;0,981062264;25/07/2014
1,398017894;1,349372429;1,384326454;0,978950976;28/07/2014
1,385383333;1,339602058;1,375976786;0,971233358;29/07/2014
1,376442317;1,331089007;1,362043541;0,963720936;30/07/2014
1,360742163;1,314953071;1,340748411;0,951074714;31/07/2014
1,366970267;1,321741609;1,348119305;0,954350612;01/08/2014
1,386954616;1,340934331;1,364250299;0,963276326;04/08/2014
1,376355139;1,330402934;1,358701515;0,955873273;05/08/2014
1,368480574;1,321450466;1,353690173;0,957175445;06/08/2014
1,360752831;1,315521012;1,352090945;0,954590399;07/08/2014
1,349603469;1,306336136;1,347432782;0,95060244;08/08/2014
1,363845454;1,323876057;1,364297896;0,959329431;11/08/2014
1,366024442;1,326959111;1,365891384;0,958621349;12/08/2014
1,362178774;1,324437914;1,361704553;0,954410768;13/08/2014
1,361438125;1,321702842;1,362855177;0,957027481;14/08/2014
1,37153719;1,331415287;1,382294832;0,971650789;15/08/2014
1,379303991;1,33929025;1,394030671;0,979733506;18/08/2014
1,393859616;1,353247326;1,402761451;0,985054017;19/08/2014
1,39998413;1,358669205;1,407406375;0,988976454;20/08/2014
1,408304689;1,364919917;1,41221254;0,99072696;21/08/2014
1,398344362;1,356713171;1,405138066;0,98629539;22/08/2014
1,417546616;1,37422667;1,425223516;0,998503481;25/08/2014
1,424420391;1,38115706;1,427119756;0,997853541;26/08/2014
1,44626349;1,402667285;1,437856602;1,006388547;27/08/2014
1,433645838;1,39069403;1,429921045;1,002294567;28/08/2014
1,456393008;1,410050194;1,451525545;1,019297201;29/08/2014
1,451725092;1,402718001;1,441961898;1,01247182;01/09/2014
1,451084659;1,405960632;1,444226497;1,011894352;02/09/2014
1,452685303;1,407161403;1,45297734;1,018095682;03/09/2014
1,440311257;1,395904422;1,450164189;1,016037591;04/09/2014
1,447291059;1,402171577;1,449498735;1,011576502;05/09/2014
1,418440912;1,376818532;1,431513045;0,998992649;08/09/2014
1,403135983;1,35897574;1,416802598;0,986816003;09/09/2014
1,394190141;1,350584946;1,416187164;0,986907784;10/09/2014
1,397033016;1,352690373;1,419302307;0,991443581;11/09/2014
1,371900644;1,327762526;1,389595036;0,966653317;12/09/2014
1,378521628;1,33733887;1,393482819;0,968825104;15/09/2014
1,39745468;1,351308143;1,413840285;0,980555832;16/09/2014
1,397532149;1,352223377;1,409704937;0,978164203;17/09/2014
1,381676882;1,337592811;1,400314074;0,967589796;18/09/2014
1,369608225;1,32351181;1,395702693;0,967404706;19/09/2014
1,340252259;1,298877047;1,376203234;0,954828301;22/09/2014
1,333768246;1,294095272;1,371305949;0,95312328;23/09/2014
1,345621699;1,307417192;1,382267965;0,960779799;24/09/2014
1,328340776;1,292039872;1,36573401;0,951063134;25/09/2014
1,348467422;1,311360542;1,378713435;0,958765878;26/09/2014
1,312283122;1,275588405;1,348792396;0,938108455;29/09/2014
1,313697109;1,273855467;1,35008752;0,940514839;30/09/2014
1,298389643;1,255000909;1,327452991;0,920285297;01/10/2014
1,292730834;1,24974752;1,328704308;0,929924955;02/10/2014
1,303130793;1,260611926;1,34432629;0,944460019;03/10/2014
1,329196457;1,288483502;1,373135981;0,969967527;06/10/2014
1,333785735;1,293089859;1,372491236;0,968887157;07/10/2014
1,332655028;1,290819245;1,374114024;0,96668938;08/10/2014
1,326866742;1,290258013;1,373336398;0,967305415;09/10/2014
1,300647164;1,266087285;1,34136627;0,940124218;10/10/2014
1,324944925;1,296838564;1,370109994;0,962162198;13/10/2014
1,331588607;1,300076594;1,371310919;0,967544216;14/10/2014
1,311584647;1,277375028;1,344313165;0,94475219;15/10/2014
1,288723007;1,254199874;1,321831755;0,929186256;16/10/2014
1,309547291;1,273936207;1,351602757;0,949419639;17/10/2014
1,290239288;1,257170347;1,333479081;0,941416205;20/10/2014
1,268039811;1,231028844;1,306835914;0,913901264;21/10/2014
1,265607547;1,226679244;1,305587102;0,910781001;22/10/2014
1,252486835;1,20748978;1,27791952;0,886794805;23/10/2014
1,264511706;1,221546789;1,298750144;0,908051722;24/10/2014
1,256924933;1,216029973;1,296875908;0,907489846;27/10/2014
1,283978409;1,251372864;1,326084468;0,932126432;28/10/2014
1,264266934;1,233350228;1,316425236;0,92288757;29/10/2014
1,263277866;1,233925805;1,330806116;0,935988962;30/10/2014
1,30262496;1,268176962;1,364378439;0,95929773;31/10/2014
1,297104998;1,260685256;1,356509861;0,950940786;03/11/2014
1,307403313;1,269214782;1,363565049;0,950576566;04/11/2014
1,305337751;1,263867548;1,357057329;0,944799022;05/11/2014
1,291829797;1,235759344;1,344257541;0,927254065;06/11/2014
1,298196057;1,238241315;1,345927831;0,931568173;07/11/2014
1,295374277;1,231362327;1,338859689;0,923724125;10/11/2014
1,29430674;1,23715011;1,339658235;0,916712533;11/11/2014
1,302972519;1,249408907;1,34863146;0,923221128;12/11/2014
1,291843538;1,2356654;1,33451839;0,909938918;13/11/2014
1,279571419;1,224590233;1,330199438;0,911561679;14/11/2014
1,281546279;1,220326043;1,333126062;0,902090001;17/11/2014
1,29986344;1,235394513;1,3533923;0,908071366;18/11/2014
1,309936248;1,248386829;1,373369832;0,927559293;19/11/2014
1,33746708;1,276983215;1,409347364;0,96338302;21/11/2014
1,328916943;1,269747825;1,397223422;0,95962196;24/11/2014
1,361416427;1,289683694;1,422732146;0,953016509;25/11/2014
1,35568117;1,28560711;1,417031007;0,947745775;26/11/2014
1,360709587;1,289071942;1,423957953;0,954545438;27/11/2014
1,363985253;1,292056166;1,426085951;0,964652685;28/11/2014
1,323921027;1,249792695;1,38631493;0,931422478;01/12/2014
1,32707189;1,254981209;1,39179804;0,93055214;02/12/2014
1,323690829;1,249898137;1,391041003;0,935820059;03/12/2014
1,315462935;1,240786628;1,380465681;0,929054874;04/12/2014
1,32150476;1,247190732;1,381320709;0,932746808;05/12/2014
1,30160948;1,224264173;1,365464537;0,915080326;08/12/2014
1,295397529;1,218549333;1,35781743;0,905671241;09/12/2014
1,285753924;1,209515642;1,355409107;0,900008169;10/12/2014
1,280379347;1,203748745;1,360704009;0,899065394;11/12/2014
1,252065417;1,176615811;1,331363626;0,875991849;12/12/2014
1,240177702;1,160946978;1,328761875;0,867921234;15/12/2014
1,235520785;1,156416693;1,317767555;0,864229487;16/12/2014
1,258489613;1,181478105;1,345112868;0,890550321;17/12/2014
1,267375957;1,186846918;1,35219211;0,895897615;18/12/2014
1,292632324;1,210929719;1,371132617;0,917922753;19/12/2014
1,303332276;1,221221926;1,38090581;0,919984068;22/12/2014
1,308466805;1,227303289;1,384978751;0,932171791;23/12/2014
1,30348414;1,223325913;1,382801102;0,928099849;26/12/2014
1,323611014;1,240325927;1,396389242;0,938946853;29/12/2014
1,312054014;1,230008801;1,39067741;0,930528695;30/12/2014
1,28400025;1,200433481;1,371878777;0,914679346;02/01/2015
1,248403769;1,168996966;1,353486522;0,907233404;05/01/2015
1,247591115;1,170333631;1,356185895;0,916448386;06/01/2015
1,266307012;1,192831366;1,372550524;0,930143601;07/01/2015
1,263556707;1,191294449;1,366475174;0,932784967;08/01/2015
1,241767388;1,168140283;1,348793526;0,912192453;09/01/2015
1,232942936;1,154687241;1,346156495;0,906372065;12/01/2015
1,23592026;1,160298884;1,337110395;0,899961594;13/01/2015
1,232906883;1,154706792;1,333340228;0,894258833;14/01/2015
1,238654378;1,157603682;1,338041149;0,899262734;15/01/2015
1,260849026;1,175934333;1,352028159;0,912373946;16/01/2015
1,224215998;1,140067433;1,334790153;0,897025163;19/01/2015
1,227537662;1,143980027;1,334245381;0,901261306;20/01/2015
1,254189182;1,168029603;1,352344307;0,913674001;21/01/2015
1,241427302;1,159637069;1,354398141;0,917543898;22/01/2015
1,226653355;1,142037807;1,344555408;0,899401946;23/01/2015
1,22819923;1,14369841;1,346145481;0,890784763;26/01/2015
1,220834827;1,13818941;1,349177016;0,891644154;27/01/2015
1,209910631;1,126329699;1,342823239;0,885860724;28/01/2015
1,21948626;1,13352122;1,354867258;0,889289401;29/01/2015
1,203556741;1,120137351;1,337767628;0,877248454;30/01/2015
1,227271504;1,145930804;1,352757174;0,887388027;02/02/2015
1,236663966;1,157040609;1,367884555;0,895443701;03/02/2015
1,221367233;1,142819996;1,360125409;0,89431643;04/02/2015
1,224058535;1,149205104;1,363759919;0,89867169;05/02/2015
1,213660545;1,138569427;1,352673883;0,891244416;06/02/2015
1,218987074;1,153182073;1,359170669;0,898265834;09/02/2015
1,209379927;1,135886846;1,350445252;0,887579365;10/02/2015
1,190882124;1,127676003;1,346276444;0,888089095;11/02/2015
1,207832273;1,142907165;1,368938187;0,906183302;12/02/2015
1,227648585;1,166056394;1,383620811;0,917282878;13/02/2015
1,249626548;1,181918796;1,397710946;0,920705953;18/02/2015
1,249010093;1,179305535;1,403046898;0,928062914;19/02/2015
1,245484951;1,176845844;1,402090478;0,92316192;20/02/2015
1,248971186;1,173941233;1,407141373;0,924211017;23/02/2015
1,259589384;1,183115035;1,4210459;0,936166096;24/02/2015
1,267706282;1,191063106;1,433759005;0,945121315;25/02/2015
1,284718385;1,207680634;1,449921905;0,955868935;26/02/2015
1,262172786;1,191131513;1,432443673;0,944866446;27/02/2015
1,244710504;1,175465698;1,429371956;0,943685665;02/03/2015
1,242516427;1,173797176;1,431995247;0,945019556;03/03/2015
1,227420887;1,160846208;1,428429676;0,944809756;04/03/2015
1,229436617;1,159670928;1,428669224;0,946147834;05/03/2015
1,221504875;1,155711635;1,42276405;0,943969941;06/03/2015
1,207912035;1,140065211;1,412055978;0,938670336;09/03/2015
1,198146496;1,134359565;1,401355711;0,933567448;10/03/2015
1,21637509;1,151131947;1,40475155;0,930446878;11/03/2015
1,217360923;1,155586069;1,405597925;0,933870277;12/03/2015
1,204348343;1,142996212;1,403434588;0,93590862;13/03/2015
1,213611398;1,150884169;1,407774088;0,938768299;16/03/2015
1,236812421;1,172062062;1,426208638;0,948156426;17/03/2015
1,26731107;1,206602528;1,452084824;0,964726723;18/03/2015
1,268942646;1,203211192;1,457541202;0,969827592;19/03/2015
1,281523555;1,21921832;1,47241322;0,982243774;20/03/2015
1,28383388;1,223145476;1,476332622;0,986483802;23/03/2015
1,285598273;1,225142789;1,478059513;0,985470889;24/03/2015
1,285399305;1,228513661;1,487127418;0,991419045;25/03/2015
1,264021137;1,208513377;1,462560861;0,974437163;26/03/2015
1,26375837;1,198609575;1,460616829;0,969286977;27/03/2015
1,287154361;1,22339597;1,483903273;0,983673094;30/03/2015
1,301541878;1,232874891;1,477593962;0,975720119;31/03/2015
1,31933996;1,251907356;1,497874295;0,989163205;01/04/2015
1,345706899;1,274232322;1,51303598;0,999014954;02/04/2015
1,363867106;1,290762229;1,532726691;1,014655327;06/04/2015
1,35257579;1,282558227;1,524594574;1,007648135;07/04/2015
1,356707215;1,285222172;1,522464526;1,008823384;08/04/2015
1,345772507;1,274866244;1,518872373;1,004482033;09/04/2015
1,345152645;1,276487824;1,522641324;1,011835527;10/04/2015
1,343952045;1,276246417;1,519702622;1,005856627;13/04/2015
1,347525841;1,275615453;1,524600288;1,007827904;14/04/2015
1,355772841;1,287240166;1,5321713;1,013304162;15/04/2015
1,346458278;1,280042907;1,525382837;1,008921096;16/04/2015
1,334295459;1,2669066;1,516002994;1,000597353;17/04/2015
1,328654011;1,261915874;1,508099204;0,994494182;20/04/2015
1,340115363;1,278176523;1,51167337;0,996599845;22/04/2015
1,352750011;1,298141205;1,517131061;0,999608262;23/04/2015
1,35876653;1,307187082;1,520419268;0,999483594;24/04/2015
1,345337876;1,296248799;1,50842176;0,989819117;27/04/2015
1,345470387;1,302226597;1,504201985;0,985919105;28/04/2015
1,35563838;1,302412812;1,509294162;0,979620293;29/04/2015
1,379464636;1,324825791;1,531207912;0,987942163;30/04/2015
1,399967992;1,34709713;1,549337418;1,003507056;04/05/2015
1,418399323;1,360624482;1,554912531;1,003497794;05/05/2015
1,424405039;1,36018613;1,556729457;1,002709668;06/05/2015
1,426012641;1,360500419;1,560346765;1,00432102;07/05/2015
1,44896335;1,383814286;1,582778927;1,010990919;08/05/2015
1,439979904;1,372448703;1,581266355;1,007783336;11/05/2015
1,43607677;1,37003783;1,577395057;1,008193639;12/05/2015
1,436139584;1,367845076;1,574259141;1,00210965;13/05/2015
1,444793532;1,379355204;1,582606817;1,012221313;14/05/2015
1,457317427;1,391054355;1,598975654;1,018193127;15/05/2015
1,44352826;1,372587133;1,584577771;1,006629549;18/05/2015
1,436358155;1,370187249;1,577917871;0,994166297;19/05/2015
1,42800872;1,356808331;1,571335228;0,985974673;20/05/2015
1,433808845;1,35609439;1,578231351;0,994231522;21/05/2015
1,424091189;1,340886191;1,566552268;0,981345619;22/05/2015
1,431475314;1,35087909;1,574874899;0,989557186;25/05/2015
1,403541833;1,32137371;1,547806499;0,966640255;26/05/2015
1,418153129;1,339107378;1,559252704;0,97863806;27/05/2015
1,413902821;1,330337936;1,560621153;0,977489495;28/05/2015
1,375221984;1,297778016;1,531741419;0,963828023;29/05/2015
1,396380797;1,312338883;1,54942485;0,969305959;01/06/2015
1,420411444;1,335245669;1,572083649;0,98333354;02/06/2015
1,409650459;1,328245657;1,55940091;0,973192116;03/06/2015
1,411903107;1,322174478;1,563304632;0,968657118;05/06/2015
1,413293221;1,322440362;1,566914593;0,969230225;08/06/2015
1,407614998;1,323407407;1,554111177;0,962608361;09/06/2015
1,415835807;1,335699054;1,556617021;0,967259237;10/06/2015
1,412326644;1,332297889;1,551056994;0,962292209;11/06/2015
1,401986271;1,320319871;1,543688934;0,956923397;12/06/2015
1,401991585;1,318271144;1,54200136;0,94876462;15/06/2015
1,405716508;1,323489355;1,545667556;0,95433832;16/06/2015
1,403260707;1,316270954;1,538765149;0,946289514;17/06/2015
1,417175556;1,335459674;1,551587562;0,9557183;18/06/2015
1,415608455;1,322487856;1,551763167;0,952528814;19/06/2015
1,431290954;1,33588193;1,558505992;0,952567366;22/06/2015
1,434868652;1,343324907;1,559308258;0,950596529;23/06/2015
1,432932879;1,341440251;1,553471125;0,946167064;24/06/2015
1,428578011;1,33489968;1,551600577;0,939646329;25/06/2015
1,443789057;1,355503234;1,55911384;0,945398385;26/06/2015
1,428186688;1,334730399;1,541395856;0,934381902;29/06/2015
1,441130118;1,347583892;1,551769755;0,937458318;30/06/2015
1,444652151;1,347582996;1,55848607;0,945870652;01/07/2015
1,455639122;1,355097167;1,573977901;0,955172901;02/07/2015
1,448498875;1,348110643;1,568706819;0,953040232;03/07/2015
1,445720671;1,338215576;1,56450855;0,95048528;06/07/2015
1,459254986;1,342349839;1,573965387;0,94784774;07/07/2015
1,44123129;1,327246766;1,555905692;0,935146054;08/07/2015
1,454165871;1,346006035;1,571930824;0,950115868;10/07/2015
1,460048249;1,351095092;1,575677113;0,952379855;13/07/2015
1,469931561;1,362844554;1,584560248;0,959029922;14/07/2015
1,472464609;1,364121813;1,588244714;0,96150389;15/07/2015
1,465609321;1,353992329;1,586886637;0,963107713;16/07/2015
1,454026942;1,338402013;1,570865313;0,949656387;17/07/2015
1,451404908;1,333856502;1,565183552;0,942663191;20/07/2015
1,447283411;1,326069975;1,566925836;0,94056318;21/07/2015
1,434430365;1,316575016;1,557612267;0,932644103;22/07/2015
1,395398477;1,284028719;1,519428395;0,9016213;23/07/2015
1,393858484;1,275214054;1,509534268;0,890312813;24/07/2015
1,392815849;1,27647677;1,499502994;0,884543783;27/07/2015
1,4027725;1,283545749;1,504172351;0,883995409;28/07/2015
1,408749648;1,286414589;1,516810638;0,891213247;29/07/2015
1,407198406;1,286785716;1,520168969;0,895104163;30/07/2015
1,436701866;1,315395164;1,549541752;0,907512258;31/07/2015
1,422959875;1,304142346;1,534546923;0,897976557;03/08/2015
1,418916043;1,299099368;1,534142722;0,894204183;04/08/2015
1,408010179;1,285177239;1,529795781;0,895238706;05/08/2015
1,383325842;1,262163501;1,503146988;0,880589794;06/08/2015
1,36016866;1,234735001;1,473950349;0,860130892;07/08/2015
1,368078215;1,243250544;1,484599235;0,875202896;10/08/2015
1,366969691;1,243233484;1,477970255;0,876440553;11/08/2015
1,344206692;1,218197786;1,452431184;0,857911608;12/08/2015
1,336858484;1,209893486;1,449263999;0,847728207;13/08/2015
1,330175772;1,205306004;1,443502331;0,842367965;14/08/2015
1,333727045;1,208280782;1,44679069;0,842493108;17/08/2015
1,340980955;1,21346882;1,455876663;0,849635899;18/08/2015
1,325171702;1,195837884;1,438040861;0,83965568;19/08/2015
1,309116276;1,191714097;1,420120741;0,831261735;20/08/2015
1,284210616;1,167562156;1,398494754;0,821054566;21/08/2015
1,258706392;1,141071264;1,36831105;0,809693558;24/08/2015
1,256492976;1,139220925;1,370563906;0,804379253;25/08/2015
1,300656764;1,177363101;1,421548029;0,837587382;26/08/2015
1,32905882;1,202608967;1,451846634;0,860032616;27/08/2015
1,308571662;1,186173195;1,438999701;0,850438552;28/08/2015
1,299940261;1,17174083;1,420459493;0,831255424;31/08/2015
1,259093916;1,133917264;1,3865867;0,811824489;01/09/2015
1,262071276;1,134729536;1,397050108;0,822542496;02/09/2015
1,288309855;1,159648985;1,419217499;0,835896525;03/09/2015
1,265547694;1,144176777;1,3939202;0,812057529;04/09/2015
1,266862907;1,141457705;1,39376207;0,812670748;08/09/2015
1,267563994;1,141109144;1,390534877;0,812366685;09/09/2015
1,267047989;1,142307901;1,381342835;0,804869735;10/09/2015
1,274945626;1,146891899;1,380454938;0,804017161;11/09/2015
1,316986132;1,180313479;1,421701144;0,826843881;14/09/2015
1,32528413;1,177677296;1,434910568;0,835536319;15/09/2015
1,353792476;1,210406256;1,464770044;0,857487251;16/09/2015
1,358561902;1,214655846;1,475178455;0,855844173;17/09/2015
1,316749301;1,175137632;1,431528892;0,82651304;18/09/2015
1,306715984;1,16546001;1,419381925;0,814752461;21/09/2015
1,312618774;1,163812955;1,425729575;0,815632683;22/09/2015
1,301449896;1,150246473;1,402290125;0,793518024;23/09/2015
1,293111388;1,143914292;1,395042194;0,794702222;24/09/2015
1,282865434;1,138272524;1,387233649;0,790786584;25/09/2015
1,280329257;1,133334665;1,381049037;0,779457388;28/09/2015
1,289883;1,141477507;1,385747031;0,779362979;29/09/2015
1,301965509;1,156943848;1,400409461;0,792427493;30/09/2015
1,294282427;1,146064645;1,409182323;0,804477826;01/10/2015
1,334417089;1,186608091;1,44765671;0,829821156;02/10/2015
1,352455077;1,208623814;1,467391104;0,842617841;05/10/2015
1,342816697;1,210705691;1,474755356;0,850176081;06/10/2015
1,353938916;1,225808056;1,505283747;0,873594792;07/10/2015
1,365324954;1,236255226;1,504172869;0,871075642;08/10/2015
1,372114093;1,248744667;1,509778347;0,874296552;09/10/2015
1,361731729;1,226998963;1,477993028;0,848373495;13/10/2015
1,350050549;1,2183793;1,464044034;0,839213956;14/10/2015
1,357212615;1,225627908;1,468202723;0,838214625;15/10/2015
1,366205323;1,229685993;1,475303691;0,838901692;16/10/2015
1,380151598;1,240788095;1,485240731;0,842995159;19/10/2015
1,370208567;1,22988273;1,477628501;0,836608104;20/10/2015
1,364711154;1,22625927;1,468708276;0,833523529;21/10/2015
1,383629741;1,236227937;1,488590225;0,842852743;22/10/2015
1,385569296;1,2351599;1,485549582;0,842814474;23/10/2015
1,380280942;1,231712235;1,477597135;0,837341217;26/10/2015
1,391654813;1,240757368;1,484527588;0,835876816;27/10/2015
1,387606579;1,239487106;1,487831138;0,844068848;28/10/2015
1,353176107;1,210357325;1,451520449;0,81761279;29/10/2015
1,361634586;1,220441029;1,455451658;0,819304584;30/10/2015
1,417244908;1,267402239;1,516484041;0,853473058;03/11/2015
1,410892207;1,268763462;1,515479875;0,858720237;04/11/2015
1,422497166;1,28685756;1,531449694;0,871338151;05/11/2015
1,398272019;1,261909689;1,514597194;0,860613616;06/11/2015
1,379946859;1,244871706;1,495754136;0,847761099;09/11/2015
1,38468152;1,244373987;1,492623729;0,841857573;10/11/2015
1,409617691;1,267873486;1,510828369;0,854089545;11/11/2015
1,400159112;1,254661811;1,512108815;0,857148131;12/11/2015
1,396425129;1,249101028;1,508932947;0,854692539;13/11/2015
1,397300075;1,251114991;1,511357254;0,85568615;16/11/2015
1,411110357;1,266347607;1,524579569;0,864055903;17/11/2015
1,410112403;1,26827272;1,523425996;0,864406333;18/11/2015
1,406465684;1,27854285;1,53124802;0,870686569;19/11/2015
1,413965844;1,280228473;1,54262649;0,877483205;23/11/2015
1,401682175;1,280447099;1,53791268;0,879559029;24/11/2015
1,377523609;1,254480151;1,500446235;0,8524671;25/11/2015
1,386693526;1,258124016;1,508504579;0,855752817;26/11/2015
1,356553178;1,2303428;1,478529213;0,836680019;27/11/2015
1,321238812;1,196223834;1,440367091;0,814205312;30/11/2015
1,324709745;1,200486102;1,444435162;0,820530531;01/12/2015
1,338041194;1,21323224;1,448092848;0,815445085;02/12/2015
1,349232342;1,228643027;1,469149887;0,836798761;03/12/2015
1,321277762;1,195724232;1,444389327;0,822571409;04/12/2015
1,3234758;1,194306193;1,450819901;0,819434588;07/12/2015
1,292252099;1,164298942;1,429408653;0,802071903;08/12/2015
1,317753525;1,192410769;1,459007249;0,817016358;09/12/2015
1,308870397;1,186482878;1,448096981;0,801916138;10/12/2015
1,313973877;1,187492888;1,449284968;0,808900352;11/12/2015
1,294301049;1,173008362;1,42251264;0,793148638;14/12/2015
1,295580464;1,180263717;1,417110052;0,792846907;15/12/2015
1,295659765;1,17575525;1,415894026;0,792405253;16/12/2015
1,307150577;1,18198922;1,424488669;0,804145872;17/12/2015
1,268298773;1,15415958;1,387821772;0,784329754;18/12/2015
1,242875898;1,127734617;1,374657834;0,773126376;21/12/2015
1,248789159;1,133925809;1,381327477;0,773189165;22/12/2015
1,264468948;1,149045055;1,392790753;0,781759636;23/12/2015
1,250685945;1,135280959;1,389325438;0,783092193;28/12/2015
1,250693216;1,131712112;1,388562946;0,777851054;29/12/2015
1,259232505;1,143796122;1,383379029;0,764904484;30/12/2015
1,212840061;1,100982419;1,331186502;0,743432117;04/01/2016
1,226622771;1,107424352;1,354698556;0,760244444;05/01/2016
1,218651692;1,10366182;1,346627324;0,755346231;06/01/2016
1,185137993;1,071607134;1,309216627;0,739519342;07/01/2016
1,182936421;1,066748057;1,312709178;0,742391906;08/01/2016
1,166380489;1,055396516;1,293497088;0,73178914;11/01/2016
1,172548634;1,057373438;1,299939628;0,735961486;12/01/2016
1,171430523;1,050945837;1,292143558;0,729178266;13/01/2016
1,169812312;1,05100635;1,290700294;0,731466656;14/01/2016
1,14476997;1,027732996;1,263236134;0,720968592;15/01/2016
1,12775817;1,013927407;1,246567636;0,71224105;18/01/2016
1,132775147;1,010325617;1,253882373;0,716760224;19/01/2016
1,120058568;0,992231204;1,240394239;0,709344871;20/01/2016
1,121690898;0,990386488;1,251633658;0,714799811;21/01/2016
1,141506107;1,003002306;1,271309183;0,724889729;22/01/2016
1,137273926;0,996537655;1,254591948;0,715459986;26/01/2016
1,167154118;1,024789948;1,287885379;0,731062746;27/01/2016
1,189614415;1,043085659;1,304189619;0,735609747;28/01/2016
1,231631075;1,085822724;1,353934332;0,767794433;29/01/2016
1,24783795;1,109197131;1,366312498;0,770245948;01/02/2016
1,214233135;1,066035273;1,32165031;0,744265726;02/02/2016
1,231639561;1,084196191;1,340064425;0,752237533;03/02/2016
1,249463445;1,100429157;1,364587487;0,762744793;04/02/2016
1,2416531;1,105294777;1,36587929;0,764464354;05/02/2016
1,232226159;1,100259385;1,362880853;0,768717536;10/02/2016
1,211136138;1,075857649;1,338521866;0,754364587;11/02/2016
1,209483936;1,073829638;1,344497943;0,759437149;12/02/2016
1,211639629;1,069449383;1,350346719;0,762447223;15/02/2016
1,227106346;1,089633283;1,370239761;0,775185387;16/02/2016
1,247623695;1,115316677;1,382443766;0,777383302;17/02/2016
1,254925527;1,115431889;1,389127485;0,781364573;18/02/2016
1,253177012;1,112801353;1,382447128;0,777802194;19/02/2016
1,298671959;1,157437911;1,421325858;0,798238658;22/02/2016
1,279974976;1,133907432;1,413882955;0,795032561;23/02/2016
1,269664492;1,119784991;1,397091747;0,786783502;24/02/2016
1,282615132;1,128382308;1,406282964;0,787610091;25/02/2016
1,273482772;1,117963655;1,399856322;0,783785805;26/02/2016
1,310813988;1,149691852;1,4291253;0,795785789;29/02/2016
1,337062185;1,177788394;1,453556609;0,810377753;01/03/2016
1,34834567;1,188353975;1,455389042;0,811498174;02/03/2016
1,378564266;1,237645574;1,480418027;0,821432555;03/03/2016
1,419721677;1,272044733;1,515946855;0,835656565;04/03/2016
1,42074365;1,273724494;1,517785279;0,837678681;07/03/2016
1,425452128;1,282850935;1,520471605;0,841406544;08/03/2016
1,42578561;1,28705726;1,525774292;0,840419199;09/03/2016
1,446823154;1,31179717;1,546058192;0,848700364;10/03/2016
1,450075446;1,313990692;1,549360482;0,850154028;11/03/2016
1,431315578;1,290258694;1,533283092;0,843025683;14/03/2016
1,395000719;1,243727807;1,510981751;0,832752843;15/03/2016
1,425078114;1,259518043;1,522442672;0,83528627;16/03/2016
1,475849648;1,316939705;1,588917093;0,873967696;17/03/2016
1,478223242;1,318082432;1,59327565;0,877488831;18/03/2016
1,487246519;1,329197252;1,608925993;0,889168849;21/03/2016
1,473912957;1,326605638;1,602832389;0,888329991;22/03/2016
1,444885816;1,297297273;1,570319911;0,87306742;23/03/2016
1,431123144;1,292398327;1,562549717;0,870747634;24/03/2016
1,454498874;1,309211446;1,58928997;0,886087814;28/03/2016
1,464581252;1,317132856;1,605566689;0,893059632;29/03/2016
1,456318552;1,31392184;1,601505173;0,892035469;30/03/2016
1,432218836;1,291543942;1,565846129;0,870486372;31/03/2016
1,444479982;1,307931236;1,566922046;0,872676208;01/04/2016
1,410385234;1,274160525;1,529186128;0,849466881;04/04/2016
1,415107475;1,278597071;1,528833264;0,84754551;05/04/2016
1,397664937;1,260778743;1,517128215;0,841319336;06/04/2016
1,408201863;1,270377315;1,529627548;0,850001718;07/04/2016
1,421125743;1,288319217;1,533910724;0,862108256;08/04/2016
1,408644525;1,277629323;1,513090193;0,850462922;11/04/2016
1,428946042;1,301616199;1,530796051;0,866745943;12/04/2016
1,436435438;1,31158295;1,543650154;0,873046772;13/04/2016
1,447469062;1,310062566;1,550918533;0,870664971;14/04/2016
1,461895839;1,327971255;1,57320819;0,88608421;15/04/2016
1,460261258;1,326395735;1,571425498;0,880970852;18/04/2016
1,504372251;1,363679143;1,603564852;0,88387576;19/04/2016
1,493638818;1,35642298;1,591440755;0,877357507;20/04/2016
1,490176577;1,358339081;1,586144648;0,873778438;22/04/2016
1,47180696;1,345321875;1,566615367;0,865594967;25/04/2016
1,490048743;1,360729086;1,581422516;0,877761344;26/04/2016
1,521112989;1,386230223;1,607977331;0,895683988;27/04/2016
1,524277001;1,387460006;1,603346872;0,890001647;28/04/2016
1,519118055;1,381984325;1,592489198;0,876121474;29/04/2016
1,518384419;1,381147873;1,588054027;0,872033591;02/05/2016
1,507437266;1,368390058;1,582362175;0,864229257;03/05/2016
1,509188615;1,366749009;1,589671404;0,871110753;04/05/2016
1,504156214;1,355130162;1,589423353;0,870602157;05/05/2016
