date,ticker,fator_risco,fator_assimetria
2023-12-29,ABEV3.SA,0.04524476574527825,0.038922052355892876
2023-12-29,AZUL4.SA,0.14106249666813292,0.10451320893292705
2023-12-29,B3SA3.SA,0.08200735394634077,0.04224091897231677
2023-12-29,BBAS3.SA,0.05442119082288298,0.08520319406636538
2023-12-29,BBDC3.SA,0.05242452113167114,0.05656858425731139
2023-12-29,BBDC4.SA,0.05899281677030012,0.06145126528592033
2023-12-29,BRFS3.SA,0.12920179368457535,0.06678527303134435
2023-12-29,CSAN3.SA,0.07075000539633852,0.06214435976468384
2023-12-29,CSNA3.SA,0.08176439876875649,0.09534113990078179
2023-12-29,CYRE3.SA,0.08498068097404089,0.07791869213113127
2023-12-29,ELET3.SA,0.07171641874171525,0.0465646818589305
2023-12-29,ELET6.SA,0.06570197790377474,0.054124412499418684
2023-12-29,EMBR3.SA,0.07683831736559532,0.04202327207848198
2023-12-29,EQTL3.SA,0.04940556532143128,0.05298592700730688
2023-12-29,GGBR4.SA,0.06358814328493696,0.029434605367525624
2023-12-29,GOAU4.SA,0.061726468663174945,0.03448728176636711
2023-12-29,HAPV3.SA,0.11603291494239638,0.08454609802003249
2023-12-29,ITSA4.SA,0.04474298608036274,0.03432523889808201
2023-12-29,ITUB4.SA,0.048165266779913694,0.0842700492457292
2023-12-29,KLBN11.SA,0.0539987622981849,0.13582632375267467
2023-12-29,LREN3.SA,0.10945942733982504,0.0535527891255213
2023-12-29,MGLU3.SA,0.16909768476799614,0.05276521183457761
2023-12-29,MRFG3.SA,0.09928592479741223,0.0917732656164522
2023-12-29,MRVE3.SA,0.12694666568298998,0.0865098636701594
2023-12-29,MULT3.SA,0.0585115671845877,0.04267405696779003
2023-12-29,PCAR3.SA,0.14567814528464526,0.07813502366010326
2023-12-29,PETR4.SA,0.07548931243641362,0.07814855159698555
2023-12-29,QUAL3.SA,0.13757202360802506,0.07995216970228855
2023-12-29,RADL3.SA,0.05349758134988243,0.05700936366027266
2023-12-29,RAIL3.SA,0.06097042786570352,0.03771697250592776
2023-12-29,RENT3.SA,0.06508276436660852,0.06682936639819588
2023-12-29,SANB11.SA,0.05367711898173171,0.04928622269499526
2023-12-29,SBSP3.SA,0.0638606005806988,0.040754189618083865
2023-12-29,TIMS3.SA,0.049728775103419616,0.052527401660578406
2023-12-29,TOTS3.SA,0.0711716184630333,0.04683095015704743
2023-12-29,UGPA3.SA,0.06433941137192212,0.08962313168284122
2023-12-29,USIM5.SA,0.06188210137444468,0.07828108068921573
2023-12-29,VALE3.SA,0.06484270215271408,0.033355459991249094
2023-12-29,VBBR3.SA,0.07997344111553163,0.05075049176394548
2023-12-29,VIVT3.SA,0.04507663201392977,0.037053420643313496
2023-12-29,WEGE3.SA,0.053955602996492644,0.030100593213227538
2023-12-29,YDUQ3.SA,0.14174485816049406,0.08462447063613338
2024-01-31,ABEV3.SA,0.0449244700975513,0.0
2024-01-31,AZUL4.SA,0.14299824525554092,0.0816258630392602
2024-01-31,B3SA3.SA,0.07776060647530073,0.04621502687575863
2024-01-31,BBAS3.SA,0.05077610304829383,0.08151875305700411
2024-01-31,BBDC3.SA,0.05053156217907733,0.06729398474423309
2024-01-31,BBDC4.SA,0.05601849380341566,0.06090619670087008
2024-01-31,BRFS3.SA,0.1233168746106621,0.0570123513017865
2024-01-31,CSAN3.SA,0.06721570724751119,0.055716280675964264
2024-01-31,CSNA3.SA,0.08037075196254212,0.07941868332965847
2024-01-31,CYRE3.SA,0.08653939048803164,0.0776660808042064
2024-01-31,ELET3.SA,0.07025782445454494,0.0830995742706098
2024-01-31,ELET6.SA,0.06164409854952961,0.059979408647301016
2024-01-31,EMBR3.SA,0.07398472052850556,0.03608360495204208
2024-01-31,EQTL3.SA,0.05119220695491119,0.06397184016744303
2024-01-31,GGBR4.SA,0.058698420949526584,0.036895751501342354
2024-01-31,GOAU4.SA,0.05559430694810062,0.04219991422515396
2024-01-31,HAPV3.SA,0.11821258186747514,0.0653815247477558
2024-01-31,ITSA4.SA,0.044620824430327145,0.04905609332218694
2024-01-31,ITUB4.SA,0.04580130810603675,0.09232490031888378
2024-01-31,KLBN11.SA,0.05153280532309318,0.11436235058131125
2024-01-31,LREN3.SA,0.10482771898577992,0.05211558253108396
2024-01-31,MGLU3.SA,0.16427832176419402,0.1102955415449049
2024-01-31,MRFG3.SA,0.09490075027643816,0.09933749286042254
2024-01-31,MRVE3.SA,0.12142439789603748,0.04884168027532908
2024-01-31,MULT3.SA,0.05834890591237585,0.05122611606403853
2024-01-31,PCAR3.SA,0.15530179411752104,0.14114568742550057
2024-01-31,PETR4.SA,0.07029528119704936,0.0855695208815289
2024-01-31,QUAL3.SA,0.1378180556119369,0.061459157659848676
2024-01-31,RADL3.SA,0.05696329207512587,0.08035273462294706
2024-01-31,RAIL3.SA,0.06606655508869307,0.029497415565463474
2024-01-31,RENT3.SA,0.06600560298283228,0.051531331843920065
2024-01-31,SANB11.SA,0.05336645989389541,0.05789041211723594
2024-01-31,SBSP3.SA,0.06001432738480266,0.03699081815746252
2024-01-31,TIMS3.SA,0.0488344704332458,0.06062311246357999
2024-01-31,TOTS3.SA,0.07193698643412219,0.05621859934320411
2024-01-31,UGPA3.SA,0.058691153292857956,0.06056213117344858
2024-01-31,USIM5.SA,0.061115821815856904,0.08819760450642077
2024-01-31,VALE3.SA,0.06269514259540682,0.04973235270668604
2024-01-31,VBBR3.SA,0.07686753468981676,0.04985000033134172
2024-01-31,VIVT3.SA,0.045944649221555896,0.052213803033185235
2024-01-31,WEGE3.SA,0.05361030145061397,0.04749710801110091
2024-01-31,YDUQ3.SA,0.12439105105020146,0.06357705036466775
2024-02-29,ABEV3.SA,0.04710075816917738,0.046669581431476724
2024-02-29,AZUL4.SA,0.13755682910261485,0.07472573045780684
2024-02-29,B3SA3.SA,0.07428085057422879,0.03401141310516483
2024-02-29,BBAS3.SA,0.050470726237865575,0.05656058657661636
2024-02-29,BBDC3.SA,0.05265291314111336,0.04424203314839956
2024-02-29,BBDC4.SA,0.05934439881219098,0.0
2024-02-29,BRFS3.SA,0.12005624420669983,0.08715205950060223
2024-02-29,CSAN3.SA,0.068944538565493,0.04426756816291896
2024-02-29,CSNA3.SA,0.08011898215726207,0.09501695976264579
2024-02-29,CYRE3.SA,0.08599759287078909,0.07051850329986448
2024-02-29,ELET3.SA,0.06984838018928288,0.07501640016133762
2024-02-29,ELET6.SA,0.06376812754886586,0.07283892933478138
2024-02-29,EMBR3.SA,0.07143529883232466,0.04004141315621508
2024-02-29,EQTL3.SA,0.04996902276567034,0.07734097339563548
2024-02-29,GGBR4.SA,0.05892823121032531,0.047865677933256155
2024-02-29,GOAU4.SA,0.05359090859791952,0.06411032302303489
2024-02-29,HAPV3.SA,0.11117605236843887,-0.06732676592538941
2024-02-29,ITSA4.SA,0.045574895588993046,0.053076340464692284
2024-02-29,ITUB4.SA,0.04670924965820673,0.07549030108591617
2024-02-29,KLBN11.SA,0.05082944295351114,0.10130454811841857
2024-02-29,LREN3.SA,0.1017737973091927,0.06161660472122525
2024-02-29,MGLU3.SA,0.16640946917525254,0.1161209758522671
2024-02-29,MRFG3.SA,0.09682687531051853,0.12091662770373063
2024-02-29,MRVE3.SA,0.1237018851833124,0.04815757964884048
2024-02-29,MULT3.SA,0.05899761330799056,0.04872997497343009
2024-02-29,PCAR3.SA,0.16693721459452168,0.17270074358483375
2024-02-29,PETR4.SA,0.06483628126023197,0.06785312038030894
2024-02-29,QUAL3.SA,0.14189165820115213,0.05237226989717908
2024-02-29,RADL3.SA,0.05714717980575125,0.09565561727607808
2024-02-29,RAIL3.SA,0.06102155178719299,0.035800118765280546
2024-02-29,RENT3.SA,0.06421803818617469,0.046344333271870194
2024-02-29,SANB11.SA,0.05317362532940581,0.039994802427865614
2024-02-29,SBSP3.SA,0.05713922215914414,0.06319657384823237
2024-02-29,TIMS3.SA,0.049742385908939195,0.08026155925841723
2024-02-29,TOTS3.SA,0.0697971294742355,0.07383432883734432
2024-02-29,UGPA3.SA,0.0589279611757857,0.05130537194123697
2024-02-29,USIM5.SA,0.06311280679256684,0.1146404606023394
2024-02-29,VALE3.SA,0.06113665332766988,0.06707987951629937
2024-02-29,VBBR3.SA,0.07567026096899454,0.06608845424164964
2024-02-29,VIVT3.SA,0.04404194592324653,0.07984508865069516
2024-02-29,WEGE3.SA,0.05903853107120581,0.05616172075173176
2024-02-29,YDUQ3.SA,0.11591511175160454,0.05150929508061725
2024-03-29,ABEV3.SA,0.04678808700979806,0.05008272559865367
2024-03-29,AZUL4.SA,0.13713041883450394,0.07215973224958228
2024-03-29,B3SA3.SA,0.07312933773340916,0.03469260638478854
2024-03-29,BBAS3.SA,0.048816650494724445,0.06759216682892862
2024-03-29,BBDC3.SA,0.0502491387083216,0.0
2024-03-29,BBDC4.SA,0.058885313522978,-0.0517369074903869
2024-03-29,BRFS3.SA,0.10505335292043493,0.10007055820160118
2024-03-29,CSAN3.SA,0.06546662546653677,0.051049387680718275
2024-03-29,CSNA3.SA,0.07838003387511303,0.08575140333259418
2024-03-29,CYRE3.SA,0.08209154921041065,0.07609680939153592
2024-03-29,ELET3.SA,0.06816269036545089,0.07396130156259277
2024-03-29,ELET6.SA,0.06156322172903109,0.07044353600835121
2024-03-29,EMBR3.SA,0.07567627325053644,0.058968954914891625
2024-03-29,EQTL3.SA,0.04814562855238476,0.04712782701349397
2024-03-29,GGBR4.SA,0.06142858367722985,0.053431105766252755
2024-03-29,GOAU4.SA,0.054543478437552556,0.05526061205425461
2024-03-29,HAPV3.SA,0.11193226007649913,-0.06000306256366174
2024-03-29,ITSA4.SA,0.04509061618874044,0.04986597856087785
2024-03-29,ITUB4.SA,0.04448552629691385,0.08372696870121002
2024-03-29,KLBN11.SA,0.05182834401386226,0.11283877681882903
2024-03-29,LREN3.SA,0.10391719847187758,0.07857135168247718
2024-03-29,MGLU3.SA,0.15965363054134624,0.11799111130817225
2024-03-29,MRFG3.SA,0.10261499563433951,0.12158430432130596
2024-03-29,MRVE3.SA,0.1145067239384588,-0.05116677209306515
2024-03-29,MULT3.SA,0.05558127504164749,0.04470142798506309
2024-03-29,PCAR3.SA,0.16323050274749798,0.16530269901772868
2024-03-29,PETR4.SA,0.06826757905212084,0.07828176224331064
2024-03-29,QUAL3.SA,0.13976304261755337,0.07005743575509471
2024-03-29,RADL3.SA,0.056629120825942035,0.09151467502934689
2024-03-29,RAIL3.SA,0.058725629474141366,0.03292350533702144
2024-03-29,RENT3.SA,0.06733558279988801,0.04963798558532616
2024-03-29,SANB11.SA,0.05136076599595848,0.0496598251074444
2024-03-29,SBSP3.SA,0.05594329135490275,0.080424983950415
2024-03-29,TIMS3.SA,0.04956616696956438,0.08236635454599635
2024-03-29,TOTS3.SA,0.07440883675282797,0.08828262368565161
2024-03-29,UGPA3.SA,0.05783779852668649,0.052596276924353744
2024-03-29,USIM5.SA,0.06456003025066409,0.07909002842771438
2024-03-29,VALE3.SA,0.05928725330541344,0.08213612328570195
2024-03-29,VBBR3.SA,0.07430907024500051,0.0682703963246412
2024-03-29,VIVT3.SA,0.04518985754793649,0.07570180472361948
2024-03-29,WEGE3.SA,0.05416088472728522,0.0684529115173394
2024-03-29,YDUQ3.SA,0.11659312794141839,-0.07242109371128551
2024-04-30,ABEV3.SA,0.044428155460922186,-0.0616446805414604
