Date,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,OIBR4.SA,PDGR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TELB4.SA,TOTS3.SA,USIM3.SA,USIM5.SA,VALE3.SA,^BVSP,CDI
2010-05-10,0.09874157456893085,0.03186093895828512,0.02860592897557357,0.0,0.0,0.043580104193309266,0.006568138070740304,0.040944918549078446,0.03544803146529629,0.02071821803326923,0.02957738275461841,0.05840179412309898,0.0,0.07503751961854555,0.038043474739012595,0.006355984429372352,0.007058872896082313,0.03142982091351487,0.04049495077882059,0.0030181778583486807,0.04066193269697038,0.0806451798973915,0.06412000649893224,0.032183970701966214,0.024398047469653683,0.11009181696661918,0.04549416546231,0.0340017103060839,0.04288876915595852,0.04090026752334919,0.02650489461629646,0.07336682706290998,0.0,0.04024933003508924,0.11100665773494911,0.00468229780240792,0.0016216587375950109,0.0009372071227742307,0.0768175760426848,0.01723118935484136,0.013445365328748737,0.0,0.06010935221658342,0.09934319280872694,0.06269922537248207,0.008961739473782204,0.03448277776288644,0.06293105626465545,0.057125461511301046,0.057443834441688324,0.04245473999921856,0.0410682190517091,1.4118529823026194e-06
2010-05-11,-0.05726877095667726,-0.021052644963850065,-0.012925901441610654,0.0,0.0,-0.009878678366985527,-0.011419277382470505,0.006051431323006673,-0.0061286531993230975,-0.012178655371256952,-0.01778397760545336,-0.007744529622197294,0.0,-0.017217260857398053,0.0006544245636632695,-0.03684206728230699,0.003738269444399034,-0.00472094359237496,-0.01621626122859321,-0.007021128046508673,-0.023171326375727497,-0.04477616454795885,-0.0038461309017675527,-0.022642912521810166,-0.015774887328975806,-0.014462825224606068,-0.0008367339227688397,-0.0033725657021808075,-0.013796773138625484,-0.011787750292370336,-0.018818358431172855,-0.021535541348226217,0.0,-0.01907352988986044,0.003386917031458214,-0.0046604760655680755,0.0010792525458163116,0.0074906367041198685,-0.0063694394076841965,-0.021028072003744236,-0.01757873253740061,0.0,-0.017525844988899753,-0.014189687104943283,-0.0074999359285483624,0.011026023304236965,-0.028571389146317183,0.005677205520526307,0.0019230475792517687,-0.009398496105818,-0.009650646337518887,-0.015705926389928626,1.4104249168589433e-06
2010-05-12,0.07476637429863708,-0.0014336562267243114,0.005158709783242621,0.0,0.0,-0.0045352166277463635,-0.009075879349496496,0.020300714302052825,0.00979020680992626,0.010958911984766395,-0.0013925832568884022,0.018536528884920855,0.0,-0.005681857692471315,0.000653996572241855,0.027322344976764557,0.010242120282617062,0.00948683784170612,0.015750924437633707,0.018181849708243103,0.020930241748653877,0.07812502037268176,0.03861006776374443,0.01709070546565772,0.021370217212365095,0.02096436025168691,-0.018425547258521857,0.002537866837030389,-0.0018831845435938188,0.05765378854746417,0.01025868112568884,0.00717694146401282,0.0,0.010555563666566847,0.01350211523282785,0.00334452577081934,-0.002695376771803537,0.012081784386617,0.025641076916504302,0.010143202504316884,0.009453030768520554,0.0,0.009443823843433563,0.04924243028054698,0.014105752105438851,0.020902715597064914,0.019607841589909025,-0.012096748030029025,-0.005758142914525477,0.006072100383141876,-0.0035080939457834415,0.012402017850213332,1.4118529823026194e-06
2010-05-13,0.017391287762185792,-0.012562827487508477,-0.008685346182952802,0.0,0.0,0.045558054953527494,-0.008326426275100607,-0.04200439997368788,-0.023338584854376232,-0.010840116106451081,-0.023431124169757567,-0.015325657108644863,0.0,-0.028571446736653683,0.0019607697664141277,0.010638316449391283,-0.0009217020229321804,0.0017086326756086123,0.0025243688647398344,-0.011904750641601458,-0.023690204710302587,0.08695652549493671,-0.06195788583854367,-0.010455524445401654,-0.007999948354867836,0.03901432610710631,-0.006825909968028343,-0.021096908586595742,-0.014824890405526592,-0.01503709823392474,-0.014127990285199066,0.021377650769273338,0.0,0.005497574695549012,-0.026644473711287864,0.03866664148822885,0.021891929007865185,0.0045913682277318735,-0.034374978397656464,0.0011813619257619035,0.003344494406205767,0.0,0.010914890763319418,-0.06425992018382598,0.01788385898946543,0.01721070959910609,-0.06250005321047225,-0.0160816412316791,-0.04034749388746306,-0.032440611200546754,-0.014472944709720825,-0.006684655954863228,1.4118529823026194e-06
2010-05-14,-0.016239280639375853,-0.031261381432075575,-0.01632813718795445,0.0,0.0,-0.006535960837143584,-0.04282117845640887,-0.05769230769230771,-0.01433702786085811,-0.006849347629322433,-0.025992479222426534,-0.02723738211071336,0.0,-0.06372545398871954,-0.008480083061058408,-0.021052667954973514,-0.011531409393626069,-0.02345413435430621,-0.02877695172930106,0.004016060411629274,-0.026598205982193313,-0.039999961853027344,-0.05812415236631885,-0.026415084415162715,-0.01830031108002661,-0.042687745307281366,-0.01890023966778165,-0.013793202075739863,-0.01641578934297383,-0.040076558546561336,-0.003582656604428469,-0.05139537201492317,0.0,-0.005467516614561352,-0.0538922042845269,-0.014762471962028179,0.0050250891247838325,-0.007312614259597838,-0.06213593195362399,0.0038347270668626088,0.00300000508626308,0.0,-0.017480791086783687,-0.016203751014023715,-0.0292826139188479,-0.01837806700335709,-0.09230764912410472,-0.020990713270021555,-0.005833854775063263,-0.02241710971314892,-0.02956931696402476,-0.021238500956967332,1.4118529823026194e-06
2010-05-17,0.01824500729548406,0.02063794192427504,0.0,0.0,0.0,0.0021930161829197825,-0.07982455068971572,0.03346937529894767,0.022004946170703255,0.015724199839101116,0.02170085962514534,0.0,0.0,-0.014136149338804138,0.0059210714170288,-0.013978540060909816,0.0009333147760672844,0.004366754721871757,0.0,-0.002999973297119096,0.0019175684016676797,-0.02777783296726144,-0.04347831432861915,-0.027131865625018348,-0.0066350422434036105,0.03220481869359215,-0.023642666873845197,0.011363755008161114,-0.0013908991973619056,-0.029821385824203683,-0.020224659873899653,0.030889928928277577,0.0,-0.004947732862076504,-0.005424885842171934,-0.01335502864168403,0.03236840900621907,0.012891344383057168,-0.033816412356348025,-0.011754267573614752,-0.007976064137624195,0.0,-0.005756241645657356,-0.04235298366235973,0.015082925977566441,0.010401200456369386,-0.06779660554478983,0.04372879764816018,-0.055038395523759,-0.039680989390197596,-0.015541965491110643,-0.008610357661010482,1.4118529823026194e-06
2010-05-18,-0.030716774927414536,-0.011397108992489358,-0.016194350911527877,0.0,0.0,0.01312912894058238,-0.018112448477493936,-0.040284378754245176,-0.008028944967980567,-0.017381913525084336,-0.020378881320492814,-0.01750001851030558,0.0,-0.06266597503753668,0.006540215267996974,-0.008724031890120942,-0.005594444769251972,-0.03521731957749974,-0.030000026170935445,-0.009027096306659543,-0.01913878539539471,-0.11428569239013009,-0.039589404393916006,-0.045019847955060754,-0.0464376897907407,-0.022799987792968768,0.007174856385942174,-0.030250732579444328,-0.025348160992492264,-0.03073689465922036,-0.026605608998508834,-0.012366118368590806,0.0,-0.021546960096373247,-0.061818154768830125,-0.009574157473292266,-0.019882711914312012,0.00454545454545463,-0.048571461272243766,-0.021409491461056196,-0.021105563151226137,0.0,-0.011052588347937653,-0.0712530107291438,-0.012877610498653769,-0.027941171644468077,-0.09090910864858026,-0.01753802269170812,-0.043897199219906646,-0.04215113757742173,-0.03614453439614462,-0.032211370216015056,1.4104249168589433e-06
2010-05-19,-0.053697154499357524,-0.03458535984696953,-0.03168721647298789,0.0,0.0,-0.017278622757989415,-0.018446653450407524,-0.013168712134615124,-0.002944605638415254,0.025152075521361894,0.023732705514593277,-0.022900600783219982,0.0,-0.016997124280138,-0.03833656564379384,-0.015401630718410275,-0.001875268961431642,-0.008562414417142006,0.00992745495266556,0.017206485255548465,-0.06585368590490426,0.0645161631452178,0.012213735742448106,-0.013767256820388707,-0.03335557088955865,-0.011461346015054552,-0.03918094679028927,-0.04188950212962972,-0.05115745739945743,-0.023255860695907793,0.008482594631205265,0.03058029590822997,0.0,-0.04856021600225979,-0.01162806299786967,-0.019999977110511047,-0.011703530663468631,-0.004524886877828038,-0.031531550712875056,-0.02187788587181483,-0.022929503492073455,0.0,-0.03672160376699396,-0.021164005571376654,-0.00702466482841857,-0.004538595330325634,-0.11333335408262313,-0.041322380779360235,-0.02239641580796825,-0.02449601218189179,-0.01939658397159627,-0.01893460002301084,1.4104249168589433e-06
2010-05-20,-0.000930253849473095,-0.02542372383236613,-0.01614957096449643,0.0,0.0,-0.028131841264003143,0.003956475095091561,-0.024186819632106005,-0.04206621784012554,0.0002695983180893702,-0.03262734356992214,-0.06250016067971265,0.0,0.059365922573520136,-0.05405405927988294,-0.05139656969254969,-0.05072806137469987,-0.002272740680435814,-0.011720217752884676,-0.03383086031195681,-0.06005223401374915,-0.030303090509739783,0.0316742214919139,-0.038071024448284696,-0.0162180579978789,-0.06832296664983095,0.019462658673724098,-0.013953396499295168,-0.0009035684117035814,-0.045454716398607764,-0.022897151979071828,-0.061916027201457835,0.0,-0.01839753902591068,0.05784317688087137,-0.002040882066679406,-0.013157894736842146,-0.03181818181818186,0.055038736682891276,-0.03510404501319264,-0.03922938570278145,0.0,-0.02209951201181537,0.049549461146431995,-0.044972163951594535,0.001215804360981787,-0.007518766504456265,0.004310376859787413,-0.035738861827212864,-0.041111077202691026,-0.03626376979953638,-0.025079997989579272,1.4104249168589433e-06
2010-05-21,0.028864099275900168,0.034782651962541156,0.04924398207660974,0.0,0.0,0.024423330847189062,0.034482797499888695,0.016239362150002545,0.007318366576911872,0.009433941741997076,0.00828427032894008,0.0722222066562106,0.0,0.03917308234921024,0.06785713701701246,0.024734957415994963,0.0024740794989741577,-0.0022779177968794695,-0.005355760600635362,0.02059730262403825,-0.008888880190140336,0.03125006402842834,0.07163742329709666,0.046174178173036706,0.030515570848835605,0.016444481743706607,-0.0009093050091818489,0.030188477663714908,0.009948658181004877,0.09977324279894972,0.004304129198912987,0.08318819613493678,0.0,0.006650463429815456,0.06858212247724937,0.034424049255311395,-0.011199951171875,0.005633802816901401,0.06392367179706238,0.012234419660306584,0.0054684512162388454,0.0,0.056497108757275205,0.0678111710186391,0.04656084466985266,0.01700059166026535,0.1666666565034174,0.04703860962958584,0.04775477106786408,0.052143682976478756,0.06727482019595632,0.035520346439373185,1.4104249168589433e-06
