rebalance_date,ticker,weight,fator_risco,fator_assimetria,holding_period_return
2015-12-31,B3SA3.SA,0.1,0.074873753062797,0.0882833404597163,-0.057851077970143105
2015-12-31,BBDC4.SA,0.1,0.0945486872693776,0.0447604718710678,-0.05766909899466266
2015-12-31,EMBR3.SA,0.1,0.0706231675598519,0.0576620907149348,-0.047366595949814405
2015-12-31,EQTL3.SA,0.1,0.0585855815695164,0.0518034026797628,0.05636697312525385
2015-12-31,KLBN11.SA,0.1,0.0703340667232622,0.0741672288265488,-0.10447767118364515
2015-12-31,MRVE3.SA,0.1,0.0904602363772455,0.0688681327435883,0.05414755519853243
2015-12-31,RADL3.SA,0.1,0.0883536573553554,0.0456859786985246,0.16910942897785097
2015-12-31,SANB11.SA,0.1,0.0956469845643474,0.0598614552073428,-0.1419267851146323
2015-12-31,TOTS3.SA,0.1,0.0884465438964421,0.0655973965796555,0.044150914142069064
2015-12-31,UGPA3.SA,0.1,0.0572293068473228,0.0676730688310018,-0.017700273982044323
2016-01-29,ABEV3.SA,0.1,0.0566248371112651,0.0716002742168057,-0.048030211284162405
2016-01-29,B3SA3.SA,0.1,0.0751766446712487,0.0985965452272874,0.132553686076319
2016-01-29,EMBR3.SA,0.1,0.0739291542041926,0.0694956127452533,0.05006942258792013
2016-01-29,EQTL3.SA,0.1,0.0612460768368603,0.0711669879691524,0.05861208536593909
2016-01-29,KLBN11.SA,0.1,0.0772820403644036,0.0752279064735825,0.030529400906897486
2016-01-29,LREN3.SA,0.1,0.0837561581381706,0.0827941780227737,0.014656378042526619
2016-01-29,MRVE3.SA,0.1,0.0879617746495949,0.0753361663455375,0.15846966246424166
2016-01-29,RADL3.SA,0.1,0.0882308185553982,0.0625558079338721,0.10920907842444816
2016-01-29,TOTS3.SA,0.1,0.0934989375851815,0.0798033413039641,-0.02777796372964747
2016-01-29,UGPA3.SA,0.1,0.0669214200835529,0.0729570715207468,0.07220077883118514
2016-02-29,B3SA3.SA,0.1,0.0765727755811193,0.0839022215716432,0.32099777415953734
2016-02-29,CSAN3.SA,0.1,0.0885391024481632,0.0420030037841792,0.17345790560616514
2016-02-29,EMBR3.SA,0.1,0.0770463876848954,0.0641942263988548,-0.2088920124985747
2016-02-29,EQTL3.SA,0.1,0.0614056001569826,0.0567572688928278,0.07234255191397954
2016-02-29,MRVE3.SA,0.1,0.0882535399679203,0.0678295047678266,0.11037783986964023
2016-02-29,MULT3.SA,0.1,0.0854736790756193,0.0905036234442929,0.16443256710868592
2016-02-29,RADL3.SA,0.1,0.0891286058022336,0.0610484325805822,0.13728149926808197
2016-02-29,SANB11.SA,0.1,0.0961357259652133,0.0645294170822185,0.13511678400513616
2016-02-29,TOTS3.SA,0.1,0.093635760792826,0.0,-0.1352378753580733
2016-02-29,UGPA3.SA,0.1,0.0700446399506564,0.0705120558385654,0.1118536144821094
2016-03-31,ABEV3.SA,0.1,0.0637852828781904,0.0927520719491632,0.031383114401272616
2016-03-31,B3SA3.SA,0.1,0.0909100854988863,0.107192287695343,0.11921869871029833
2016-03-31,CYRE3.SA,0.1,0.0941830601915492,0.1089755024046196,0.010812779953060625
2016-03-31,ELET6.SA,0.1,0.1029574745197461,0.1328283008834634,0.20849069205281423
2016-03-31,LREN3.SA,0.1,0.093652919569644,0.0680947357082762,0.008030617386941108
2016-03-31,MRFG3.SA,0.1,0.1006251481414831,0.0943715604306101,-0.01367762870340361
2016-03-31,MRVE3.SA,0.1,0.0914249832740052,0.1059672489006713,0.021239836215430685
2016-03-31,MULT3.SA,0.1,0.0853071798712007,0.0706402015962282,0.07690903370925772
2016-03-31,RADL3.SA,0.1,0.0872826273730743,0.0751705717554281,0.054810157171313545
2016-03-31,UGPA3.SA,0.1,0.0706370814529634,0.0755301788202092,0.036347886495481596
2016-04-29,ABEV3.SA,0.1,0.058259529033634,0.0911586445827314,-0.01444069097353673
2016-04-29,B3SA3.SA,0.1,0.0969800294344642,0.080175518977614,-0.06789361363486479
2016-04-29,CYRE3.SA,0.1,0.0987998228206009,0.088870391831329,-0.06523859630420914
2016-04-29,EQTL3.SA,0.1,0.061451163911853,0.0681263714419069,0.07193250637061666
2016-04-29,LREN3.SA,0.1,0.0963967940583784,0.0647292727167224,0.006259266535041164
2016-04-29,MRFG3.SA,0.1,0.0919562684766165,0.1043770643077899,-0.03081685696573344
2016-04-29,MRVE3.SA,0.1,0.0897484569638989,0.0769173173509356,-0.15228031790438346
2016-04-29,MULT3.SA,0.1,0.0848015529803578,0.0698069065728437,-0.0729429280086572
2016-04-29,RADL3.SA,0.1,0.0849626077162533,0.080735937788356,0.04905533762121861
2016-04-29,UGPA3.SA,0.1,0.0665572768300058,0.063087934254446,-0.0575806947727181
2016-05-31,ABEV3.SA,0.1,0.0575903519460787,0.1161245817469455,-0.003139441110242225
2016-05-31,B3SA3.SA,0.1,0.0872724878934515,0.1034064880843037,0.13065309205704145
2016-05-31,ELET6.SA,0.1,0.0934585735209783,0.1141715560749839,0.40880001452986914
2016-05-31,EQTL3.SA,0.1,0.0535390628941498,0.0803428375431118,0.06688580480757866
2016-05-31,MRVE3.SA,0.1,0.0877839038106707,0.1115542838164794,0.09634865560763917
2016-05-31,MULT3.SA,0.1,0.0773853281385752,0.0759964343161724,0.10265306998271528
2016-05-31,RADL3.SA,0.1,0.0819265404292664,0.0830634843065642,0.09618780502295698
2016-05-31,SANB11.SA,0.1,0.094497474196854,0.1020051609342366,0.04602976026520467
2016-05-31,UGPA3.SA,0.1,0.0633505714943139,0.0785022115091788,0.04190469816550069
2016-05-31,VIVT3.SA,0.1,0.08953932071315,0.0817685406979163,0.05734270222099869
2016-06-30,ABEV3.SA,0.1,0.055520565135336,0.0828137702176905,-0.006465645818831911
2016-06-30,B3SA3.SA,0.1,0.0902711038113267,0.0878638011414281,0.06055580550479456
2016-06-30,CYRE3.SA,0.1,0.1001527221567923,0.1110552666778298,0.08940729908821732
2016-06-30,EQTL3.SA,0.1,0.0536768868215681,0.0748216180307488,0.14141844958647964
2016-06-30,MRFG3.SA,0.1,0.0843650616980142,0.0708037159442701,0.010676337909616862
2016-06-30,MRVE3.SA,0.1,0.0865351486026611,0.0962440184000978,0.25346890481202244
2016-06-30,MULT3.SA,0.1,0.0748397582817069,0.0689527905964287,0.05714728941182079
2016-06-30,SANB11.SA,0.1,0.0916731585232342,0.0706734060509413,0.1296862451225944
2016-06-30,UGPA3.SA,0.1,0.0661163862166556,0.0736728376240679,0.04120384277556344
2016-06-30,VIVT3.SA,0.1,0.0910658119695748,0.0755320921014471,0.05540680443538748
2016-07-29,ABEV3.SA,0.1,0.051506425612646,0.0820264142953125,0.020744588708910605
2016-07-29,B3SA3.SA,0.1,0.0882073524705624,0.0688095887192832,-0.05546571952699819
2016-07-29,CYRE3.SA,0.1,0.100617563669748,0.0805043728264323,-0.057092091567039316
