Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,EVEN3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,OSXB3.SA,PDGR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PRIO3.SA,QUAL3.SA,RADL3.SA,RAPT4.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,^BVSP,CDI
2011-11-14,-0.0063357924658377085,-0.01062814725477601,0.03391908242731678,0.010040247843232875,0.014729893552076767,-0.013295646631102387,-0.010925848854942855,-0.015068511046618327,0.008000000000000007,0.005732084415928318,-0.007412230393162855,-0.00920243364680362,-0.023892751539732915,-0.012891199973313783,0.017538416685182856,-0.01699021766228026,-0.03010032207400115,0.03611905117055292,0.0037820816305007554,-0.0003571169777787375,-0.024741059720723046,-0.01728395429961138,0.0,0.020000031085232184,-0.03748125894159027,0.0,-0.0262530140231797,-0.023210745405567446,-0.02734771941424119,-0.004796158407816775,0.004771108779720867,0.0025126037195217776,-0.018072183275911202,0.016244859968336467,-0.003973432600242521,0.06802715762253175,-0.0354978820505899,0.005883990249039517,0.0,-0.013780014716630595,0.016481237615163513,-0.02155172413793105,-0.012383900928792602,-0.025232433220072847,-0.004192888044874943,-0.001821448535805903,-0.016250093333515125,0.0,-0.060875266005483764,-0.03606558627769596,0.02482268879947158,-0.008982060950444404,0.006364311832682823,-0.027514264589761805,-0.011432409719522307,-0.0020488464116642513,0.00867814794946975,-0.011342217512792296,-0.028225761174410002,-0.00484362428169971,-0.004936205100175894,1.6929339139437616e-06
2011-11-16,0.01700317516467087,0.02343755020411331,0.0019763298781423355,0.0,0.003548409931818375,0.014048218904960441,-0.016279040508180076,0.018080683366666683,-0.042328042328042326,-0.023834150396718656,0.018330936913142803,0.006191936650709051,0.02388037792059383,-0.011194028655534538,-0.028726958591708818,0.006172745025411208,-0.007586183219120413,-0.038961009324303686,-0.005275051254498231,0.0050017645019015955,0.01769904132538036,0.031407036279641254,-0.001724177336719812,-0.029411809523112953,-0.006230523579077274,0.0,-0.08578424404624563,-0.0006600634936346772,0.0037135115866115953,0.012048123553905166,0.004748243682499709,0.006578900833992041,0.05368065292420021,0.02973975310002963,0.001139776259754477,-0.03184717150143779,-0.002693011053417682,0.00974931227925424,-0.008756520245639443,-0.013424703519638315,0.02756388189439085,0.004405286343612369,0.018808777429467183,-0.021798304867061358,0.01599996466385689,0.008667907545452103,0.017789101134662255,0.0,-0.000308576756297696,0.0,-0.01643584041066226,0.004028174507322735,0.017786621828827176,-0.009756080478486528,-0.030612252482933422,0.028946905026132175,0.02746524032441866,0.0022306281953223817,-0.004979287856180514,0.008407103134980609,0.005183837412887415,1.6943618781350978e-06
2011-11-17,-0.013584156733412178,0.021946613663119008,-0.022090708383252333,-0.029821116083852073,-0.03567983990205836,-0.024597220974455714,-0.010342770700818016,-0.036885242430975684,-0.017127071823204387,-0.03397024333678289,-0.01333229169548289,-0.01758242927744258,-0.0145772418394986,-0.025660412381002584,-0.050747195188512784,-0.01901837303388032,-0.05211952620612792,-0.03627318291981563,-0.015151541751227127,0.008531791588087367,-0.052173920738292856,-0.04425490387249087,-0.040587242670584556,-0.023989845072038163,-0.040752386241080796,-0.016949137131806236,-0.06970515587603676,-0.04557470120375673,-0.04069769844919047,-0.034523806550335046,-0.03780716580723342,-0.03765943141074768,0.005822701502157912,-0.03610105491520821,-0.02087284297787606,0.006579005901506507,-0.04860480974798553,-0.02758625370977441,-0.015017706243117157,-0.03360175342605065,-0.009861985829866526,-0.04210526315789476,-0.0038461538461538325,-0.05431757418238492,-0.02900948528539371,-0.026684764192709376,-0.0012483728646407455,0.0,-0.01989536063179287,0.0,-0.009674621265608252,0.012036162869879297,0.005825219131426973,-0.058128122369603186,-0.04561406223761033,-0.03611339286376858,-0.009661722639031645,-0.011128778555228647,-0.005838173157670656,-0.02698559253008992,-0.026827185792349773,1.6943618781350978e-06
2011-11-18,-0.0021186425685101318,-0.012138377611626838,-0.021379615452677858,-0.010245990191435461,-0.01833336158164367,-0.001449210010246671,0.0047776307347886515,-0.003546112722136785,0.01967397414277694,-0.03131876803728173,-0.0006760252889773666,0.01208053606453463,-0.009171535571433798,0.003872911001095325,0.02853400474562018,-0.025641016465345334,0.002932548449136041,-0.03985238460031948,0.006153946253129483,-0.019386616288099123,0.009174391155314598,-0.0012744556278125874,0.0036003567136915215,0.0323415084854235,0.00980391240220757,0.017241363363798445,-0.0057636868005888076,-0.014532817588865488,-0.011019220925306827,-0.0024660302017261992,-0.010805525593532761,-0.015200586841735642,-0.011577133877280432,0.02247189195462762,-0.011628030667321654,0.02614377118313893,0.002838234808104634,0.015602920926147679,-0.013452929240036271,0.010057537255507176,0.001992092815877422,-0.02197802197802201,0.019305019305019266,-0.007363795309831778,0.008536015919156315,0.010687710843117149,-0.0062501467956734835,0.0,0.008031514806544848,0.03333331819564567,0.02131447404335418,-0.018830584351613444,-0.011583029192977379,-0.024058523030683898,-0.032352869209730684,0.014282729488282575,-0.006504206199119733,-0.015434037974029757,0.0050335122112714625,-0.0033821356559722293,-0.004527189457614655,1.6957501762782101e-06
2011-11-21,-0.0021230394354878612,-0.044423272209151654,-0.0028853954725392983,-0.019047567070513916,-0.01867575087524831,0.002902746637983178,0.0014857876597926811,-0.01779359406449399,0.00330760749724357,-0.004537715684302723,0.00743733504866273,-0.015472998605048582,0.004777687490159499,-0.008487532743475357,-0.009566428969677632,-0.032092426344573655,-0.005117006355040088,0.04611839443568755,-0.009174386424152248,0.01078359837902787,0.006060619376820897,0.008932330175593695,0.0,-0.015037565086813198,0.0,0.05084751242024477,0.0,0.0,0.0,0.0,0.0,-0.014449888280143708,0.01756943663145405,-0.005128215443958917,-0.027450884887494253,-0.01656050963196176,-0.020754748911359866,-0.005586665402843027,0.0,-0.004267468545299136,-0.021868829319445116,-0.02621722846441943,-0.022727272727272707,-0.02818983936214725,-0.005501445847803543,0.002298815497036699,0.00628945682408899,0.0,0.0,-0.019091505586842805,0.0017390295652275345,0.0020202214785107753,0.012890638328432402,-0.03108256708393986,0.03875378235680893,0.004081687466499728,0.0,-0.012083600188038779,-0.009181941642771752,-0.005882401170645979,-0.007861662935608416,1.6971781395813679e-06
2011-11-22,0.0,-0.020771494249230527,-0.016122417874608108,-0.008442317773546204,-0.013840818914810482,-0.009551434592339758,0.004451106854747255,-0.014492739601511984,0.01758241758241752,0.026780697500579764,-0.0006714885231997592,0.014818068989722821,0.0014856977056272314,0.009727611187491991,-0.016419747930712325,-0.014588877197735495,0.0029390127011064138,-0.002204315232146925,0.009259335142782765,0.004978641103989823,-0.02831328036322356,-0.03035410346530354,-0.008968558853510666,-0.015267251248286873,-0.04207115845739007,0.0,0.020289896998985757,-0.032303416889630565,-0.0345404352580021,-0.03584671895961089,-0.021847011165545993,-0.0026657446136205687,-0.035971576620588364,-0.006627416941554332,-0.007056479573316898,0.07512949103251731,-0.030828528061182414,0.018539280871395114,0.0,-0.0028570992606026246,-0.024390222060402533,-0.017307692307692357,-0.019379844961240345,-0.044274892757481865,0.0,-0.005504538352495203,-0.00875001329045233,0.0,-0.07045777409942144,0.0006711563179773172,-0.014756789554534744,-0.034274153297770615,-0.014269235835785987,-0.02986721839386397,-0.06071692819222185,-0.000813065524521428,-0.02847777000432483,0.004958620003017611,-0.030328530762263828,-0.008875726031802311,-0.007231056231678079,1.6971781395813679e-06
2011-11-23,0.021276476938917988,-0.029293046276396617,-0.02521002072919387,-0.010217174210343516,-0.01649122352342869,-0.035651617993117224,0.0023633802149927163,-0.0316176686113675,-0.0037796976241900593,-0.05049943531050516,-0.0124263398936163,0.003539879102562926,0.008902235905146938,-0.01001928863373236,0.003273198867179694,-0.024899050747476004,-0.012454218391564242,-0.04270980900324184,-0.012997022827450189,-0.00920029126550237,-0.01797889005959974,-0.01304344508958899,-0.04705886414370186,0.007751977004745836,-0.027027000903735332,0.09677419664956521,-0.0028409558976512095,-0.01886794098131994,-0.019042119166696625,-0.04102566203030167,-0.018274152643304564,-0.012362215270550703,0.026866250905312805,-0.03113416446264672,-0.009949235416371827,0.0012048993307591793,0.0029821215566470105,-0.034748973511932624,-0.009090860164346237,0.002865285666160844,-0.01625005064904872,0.006849315068493178,-0.015810276679841917,-0.025559034890625165,-0.008085129108834743,-0.005073828819333603,-0.04665843515411361,0.0,0.008403393670198822,0.00938969448393756,0.03083712566661223,-0.017745344939905205,-0.034037488625692,0.0034207323690973457,0.0023364749887087033,0.006102546147675358,0.025943325212721913,0.004934289591533858,-0.053866192287583714,-0.02640637729800477,-0.016213894555996977,1.6971781395813679e-06
2011-11-24,0.0,-0.0020812381770667354,0.0034482724601392345,0.0017204404077550972,0.002497331720829221,0.012121229218385654,0.013851929007579367,-0.00987092738707862,-0.01680216802168022,0.043249546739961175,-0.006459872587705862,0.001322761089633362,0.0,0.007395892611358645,0.01141934184829263,-0.020703947237655007,0.028931777193373254,0.0307692702793827,0.011618920585980241,0.0,0.015151415681436076,0.0,0.03988604814289354,0.016666679065334478,0.05729165114462442,-0.1470588570441338,0.011396007564420607,-0.011094633141196963,-0.013529384837431047,0.04010697726870105,0.01137541377415352,0.00405956691769771,0.0043600801838492576,0.02027541691889234,0.032813747691421424,0.010830235743102046,0.04558963197158783,-0.014285738810166704,-0.004587220086752941,-0.00571430751255575,0.031342624262804764,-0.008746355685131157,-0.0016064257028112205,0.05081968070303655,0.005148041269101178,0.004636086364605774,0.005291232312368388,0.0,0.0,0.027242514432957554,-0.017094188266330246,0.002125418945277735,0.028351557015825257,0.04090906118021587,-0.0007770095328966109,0.007278660296137218,0.004926097682456998,-0.027823187360393353,-0.03489440793947418,0.0011792272467261444,0.005602852361202171,1.6971781395813679e-06
2011-11-25,-0.009374943771312871,-0.012513025078184081,-0.005154675072764792,-0.013310368849978826,-0.003558715810919044,-0.02095812852474699,-0.005232498808254049,-0.0015337043058175626,-0.01047409040793823,-0.0011204738003498527,0.009583190866000235,0.01144872620660542,0.029117614628087374,-0.0030912284309757565,0.008064540339682402,0.0056378350772445796,0.002162922366165665,0.0,0.01837672530862733,0.008928605640421639,0.005597015810905104,-0.002202693512275644,0.013698682631726689,0.03152583406157361,0.008210133439234601,0.06896555622182587,0.0056338009440355385,-0.009723314204323374,-0.004770418695428158,0.03341899036415086,-0.005112598876957808,-0.005727729588506092,0.0028948290547887723,-0.020997345024647673,-0.017077056039930594,0.048809570297112526,0.005687231124057446,0.0086956009718413,0.004608359646691262,0.0028736290520334773,-0.034907503587529365,-0.004901960784313708,-0.007240547063555924,0.01716069988303137,-0.026461836583776654,-0.030456845643213493,0.009210287118023075,0.0,-0.03333330154418945,-0.029754206792492854,0.01913051109098962,0.032873733449179765,0.014178818788466607,0.010917079248056849,0.0007776137461903421,-0.01605779289363707,0.017973848690589378,0.015824869924794926,0.00856328740512935,-0.02285044059527963,-0.0069826338639652485,1.6943618781350978e-06
2011-11-28,0.004206095677688371,-0.0021117042372377215,0.018998296068934772,0.02306346499887213,0.020000059257735625,0.017431216167186125,0.01987146696946107,0.06605219865137868,-0.011142061281337101,0.03309030595134499,0.012540973155610313,0.020896712000951556,0.009431324027056931,0.02868209051927262,0.0,0.03503854127264394,0.05539571790614839,-0.02611944442150682,-0.02631576272660574,-0.008849591131132817,0.02721087552374679,0.04547464476788998,0.024324278811745925,0.013447466211594428,0.017915331580840244,0.032258033504347416,0.0,0.019637479921030154,0.01737561407424404,0.05970155450100467,0.02569390543368244,0.028125977585875983,0.005771432647791563,0.0034469299878401305,0.05858587136612248,0.051078228400894155,0.04147037737671666,0.0077586658386765706,-0.006880741092472498,0.027220541739453763,-0.0021277245400241895,0.058128078817734075,-0.007293354943273878,0.004601220657909799,0.02937308601406685,0.023322216362690718,0.02477202433369463,0.0,0.017241362300696395,-0.004000027974446652,0.0008532456603846938,0.013347026066607981,0.012815482089139296,0.0367170240942396,0.019425006770950715,0.005303923278361156,0.0016051022325589415,0.012595283650137734,0.028301813798515152,0.009884278011976111,0.020457609210478456,1.6929339139437616e-06
