Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPHA3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,EQTL3.SA,EVEN3.SA,EZTC3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MEAL3.SA,MILS3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PDGR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAPT4.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,SEER3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2012-12-20,-0.029357790137432782,-0.02307695462666992,0.03305781867105084,-0.024560420202694777,-0.009766734468422245,0.0,0.004830827335405852,-0.003597122302158251,0.0036922556330529765,0.009296771134776671,-0.023916269961675507,-0.003984063745019917,0.022857181609623023,0.013461994890357376,-0.0004301173712617512,-0.015287852346825725,-0.0028001649661274497,-0.00190655019368291,0.029005758646269086,-0.010708411100862958,0.0,0.007821301674897141,-0.013206204260792775,-0.00591716990549529,-0.0193451847712115,-0.015503838704166495,-0.0029970715244288515,0.032374156495626805,0.0070360683659056455,-0.011164253484276299,0.011111153496636383,-0.0066929332933998165,0.015723318454880175,-0.008771896885150454,-0.004828823838273544,0.008562653601348336,-0.0030089406713339484,-0.004405399906587393,0.03377284653115109,-0.00888888191543924,-0.0033821527620944147,0.012844081143263297,-0.0015692039442084527,0.03327944277565997,0.017543902945462042,0.014492703075051239,-0.01688970520406663,-0.0026246985454756455,0.010185224848032304,0.020408163265306145,0.042813472229236815,0.006625712378494519,0.005733345921408839,0.01564951911788981,0.020833335699187883,-0.0100000381469727,0.02067757281867877,0.02248809709481603,-0.006451532401582805,-0.009900984106922861,-0.001587295159608093,0.02748414376321362,0.01978167043139023,0.016988810802686105,0.0,-0.0018612847186936232,-0.011087048679640166,-0.01114823414910071,0.007911346920827844,0.004756260798292278,-0.014117678209610407,0.0,0.026250029236078998,0.004557526476277829,1.0433157613398691e-06
2012-12-21,0.004017019143719436,-0.013600511011151672,0.008000030517578027,0.00658084964134642,-0.0038355546894097703,0.0,0.02980775184892015,0.0007220216606498298,-0.0190066993008714,0.008030202845865642,-0.0022971428546392225,0.02400000000000002,-0.009931768778681294,-0.09101571813280862,-0.004948355088242318,0.0009132795340165423,0.009360241845933315,-0.0007163988933636123,-0.005455764815956332,-0.023313961807607475,0.0,-0.007760603652551268,-0.02230480898552556,0.0005952046369406272,0.0003034681328071276,0.03937009530226998,0.027054155325459073,0.0055749074271356225,0.0,-0.016129047851538902,0.01648347387278326,0.006738030481944213,-0.024767792808216282,-0.015486733456806068,-0.012792276777740197,-0.014554261640349897,-0.006036245097806869,0.005604751619136428,0.01434251300696987,-0.013901360672851859,-0.015208715177209453,-0.016692558282420777,-0.01139492757696281,0.013133270470747638,0.003448173982525171,-0.007562973280867746,0.007824533900165243,-0.01333330388654741,0.008249353098908951,-0.018823529411764683,0.0,-0.018335744645210705,-0.01710207677200848,0.0015407496745307725,0.02551023473033598,-0.006060552348919224,0.01939650175829577,-0.003275694872427626,-0.0021644034210110963,-0.010000095762938255,-0.0068892730223263365,0.0,0.003344519383561284,-0.0011520561889103442,0.0,0.0023309666798210227,-0.02144768325227464,0.019165642664503935,-0.006279428975141443,-0.008520724505362454,-0.011933099199793906,-0.00909086327040165,-0.0014616656032210296,-0.004389973235850886,1.0462911714803624e-06
2012-12-26,-0.013297246093947335,0.016690998168052307,-0.007936537971601432,-0.03013074350596645,-0.0209020573352392,0.0,0.0009337436818805944,0.010101010101010166,0.0021874530084848853,0.0025773215236064573,-0.009209507906238423,-0.009375000000000022,-0.032601850176029123,-0.04641014345589067,-0.01621621621621616,-0.017335741732342647,-0.018547101567067736,0.01242535494860375,0.0034286082750065727,0.004262591021834794,0.0,0.0027933600823888405,0.021292810528253714,0.0,0.0018204010784967917,-0.0151515501941899,0.021463440685737467,0.0,-0.006986908003526526,0.01092890697828297,0.0,0.007874051210914557,-0.050793631763938696,0.01123598008697102,0.00536196799523414,0.0006153987004207107,-0.00809696680496197,-0.010266913113851195,-0.002356842181706509,0.0172806043497844,0.014677825581568715,0.006579788053130198,-0.0023847164668625576,-0.0033950804065148166,0.009163862755304564,0.008467381404164476,-0.0018565595960169379,0.00906824868976619,-0.010909080505371094,0.0,0.011730224479665985,-0.033045912569071745,-0.030449543347193075,-0.004615433979288097,-0.00331676793461233,-0.03455286049954698,-0.024524310066018407,0.006572831080363439,-0.0021693133702573864,0.00757583085624991,-0.003468576567842274,0.020576131687242816,-0.0099999801328845,-0.0012687498477915726,0.0,0.0013953807742097535,0.013200430359665782,-0.010619437091524464,0.017377588442371028,0.006684143790321118,0.03140093111716036,0.011376126777257412,-0.0034154989274478575,-0.0007704033963316093,2.0969870453413364e-06
2012-12-27,0.0005962636495406848,-0.016416982345793696,0.002399978637695366,-0.004982464173116874,-0.018258448082278833,0.0,0.026119347620672695,0.03499999999999992,0.0012473185811376908,-0.0021032711963949735,-0.00929511130731242,0.017350157728706517,-0.008425153069978264,0.007659832821858226,-0.008791242327008897,-0.012070593262577423,-0.0012598798753775675,-0.00967664519734146,-0.0034168930870933645,-0.016977912886139923,0.0,-0.0005571157914646685,-0.02531652672285445,0.018441401876019503,0.002422742850475279,-0.027692240627468556,-0.002865395022002337,-0.008316000209372176,-0.03693933483180978,0.01027011891515417,-0.021621601001636348,-0.029687449855197,0.013377921141197735,-0.007222261497709881,-0.006666649712456563,0.019065157538666222,-0.015306292550574918,-0.01659750669015314,0.0,0.0031291094768355343,-0.006289345475403052,0.006667541418815981,0.010358574698420497,0.03437598571939948,-0.029511918521830438,-0.01343409417764907,0.00270540282296583,0.02167400074425241,-0.002757398492195362,-0.010791366906474864,-0.04347830553245102,-0.03417535987152087,-0.03240277347134701,-0.005409442749408133,0.0066556109863293855,-0.02105261150159332,0.008669300632211163,-0.01772392997432992,0.008695686859540697,0.014202206311151988,0.011512835229005036,-0.0766129032258065,-0.013468031035778427,-0.0010394048014832347,0.0,0.00046447879994904184,0.002458228620277003,0.013416751818742911,-0.013975178849103154,-0.000237095612220517,0.009367702071935158,0.006168356759069349,0.010771174250035598,-0.00892388451443571,1.0506947742960904e-06
2012-12-28,-0.0023837470038327035,0.015965153649720065,0.02154832111074967,-0.00029449314457674625,0.006294670552592807,0.0,0.021818161939724412,-0.006211180124223614,0.022422927328029196,-0.011943845232302186,0.0007818787264786131,-0.011627906976744207,0.01372549251823818,0.01073365776774371,0.02549892604849613,0.00563913962635243,-0.0003154236999921567,-0.005004719831845472,0.0,0.02417959713436524,0.0,-0.0027871317124130712,0.00763948425920824,0.010514104873035501,0.007552899033115512,0.0015823122787326227,0.003831414124593202,0.009783325334953963,0.018264912823618973,0.002140441025782369,0.038673969107064776,0.034621542621141144,0.0363035605826072,0.00335756989725966,0.024608466562557663,0.0030175706294550686,0.004145131425727477,0.005726303919744158,0.007086817019057667,-0.0053475547898433895,0.009493683007243625,0.01415589602968037,-0.0023659846942797325,0.017964025350603707,-0.008187117315589298,0.019574442251154567,0.015177024433950859,0.011383233056621922,-0.01105989767540072,0.00848484848484854,0.0030303349230500487,0.0025640634390025063,0.005667213354781486,0.002330877692099609,0.02479330890524567,0.017204284315123886,0.009454203224181335,0.007122489189653081,-0.005603363557167507,0.045304707502448194,-0.009528900435334609,-0.0065502183406113135,0.02184297804941404,0.004277510638706072,0.0,0.012070487951826525,-0.009563518730574483,0.021403425340953408,0.00787404590327423,0.0028462744857464806,0.05568437811472737,-0.026325443763596024,0.010414081970212985,0.008871822033898358,1.0506947742960904e-06
2013-01-02,0.0040621325785812346,0.007857187524139775,0.007812455180101763,0.033883265999464784,0.023315351524141992,0.0,0.001779429750664141,0.00694444444444442,0.04264388911381478,0.016117601834586548,0.0640624752035368,0.0117647058823529,0.02514502797506113,0.017697873746110426,-0.01621621621621616,0.03551396670430096,0.0,0.017963991825922676,0.035428597638922144,0.064080965504409,0.0,0.007266689354414213,0.05837750820459342,0.0052022427108993075,0.001199384844328133,0.0631911444288813,0.044847355683043766,0.01937714440602689,0.015246593150042953,0.022423811646664404,0.0,0.030739264459384463,0.015923615440735395,0.05242610580426699,0.03930129404028504,0.0012032821543443983,0.035087810026876554,0.033263442192754455,0.0007817577420416999,-0.005824359571319104,0.007523502839435592,-0.007555459842105483,0.027668015179781458,-0.02382356980267697,0.041273497544367155,-0.02754586657886815,-0.003488365903328794,0.010402466178388803,0.02609503634103616,-0.0024038461538461453,0.05438069991110028,0.014833806999725807,0.008709020097708686,0.04263576865111851,0.032258139388407825,0.05496823488292635,0.004682869792396183,0.013672839606091669,0.018638782170646406,0.014184437473989231,0.030197737221662413,0.0483516483516484,-0.018036076532589762,-0.00046049064682307517,0.0,-0.004587086129392737,0.014607620080221873,-0.010585450226624715,0.03515623457497008,0.04304635164075288,-0.03296701340681096,0.042222263874643895,-0.023250201821454097,0.02621735135844605,2.104326388252531e-06
2013-01-03,0.01772966499737727,0.0,0.01976745131640323,0.05443146057872639,0.05918312185208707,0.0,-0.0035524518748415446,-0.020689655172413834,-0.010517063204819932,0.013529276055524786,0.021292214705560086,-0.009689922480620172,0.04968559336357825,0.0013049315895838909,-0.024175790640024064,-0.009476513711499823,-0.010094636654394584,-0.006117710506807983,0.00022072295821162768,0.014263098796201579,0.0,0.004994458951254721,-0.012177651115058197,0.009200728302614314,0.010482206040922648,0.037147044495466686,0.022831050625997884,-0.011541013435348635,-0.007950479164737123,0.01514358747451161,0.018085115233283933,0.004152499562509959,0.050156721256442216,0.02278753511996845,0.013445445900458486,0.0006009753154232467,0.03190419637963515,0.029872382039781264,0.005469053975060145,-0.02208197543155288,0.0018668524994724933,0.0,0.036538490882286556,-0.008737484568520304,0.041902674750438074,0.017167343328137186,-0.0061676472950510375,0.0025316713228507037,0.018165383107015876,0.01927710843373487,0.03438390760010268,0.037298375273532525,0.03605886567877836,-0.003717630709108799,0.005624949280814695,0.04809624428129844,0.012711831873363,0.004651180533475685,-0.004255125184753128,-0.01165502848286104,-0.006485043889648656,0.03563941299790363,0.025850361557860246,-0.015317264156874288,0.0,0.01612896137399411,-0.0019522001606440131,-0.011353669792397603,-0.00150946851046585,-0.017006803309531082,0.019318224862354905,0.04477621001667953,-0.01349693751181713,0.012182254196642761,1.0536305068420404e-06
2013-01-04,-0.016485428136718605,-0.018426733271124873,-0.012162664436327741,-0.002432392409400297,-0.01678908628306608,0.0,-0.0017825151694452757,0.0,-0.019486271252716958,0.006674385167713126,-0.010064657885275552,0.006262230919765077,0.004194109801337387,-0.04906584768381417,0.033783782622748726,-0.030979483450379153,-0.012109566274639771,-0.0018938106423073142,-0.0006620869378238803,-0.03750003818422498,0.0,-0.02263941654302082,-0.006526489172022476,0.017093936212553285,-0.02015414248385794,0.01146142653516713,-0.005357095264657774,-0.020604408110502015,0.0160284892819349,-0.05246912914079971,-0.01567394183005022,0.003759415398834509,-0.05373132435508021,-0.015544044676715219,-0.019485953745848383,-0.013213172275970964,-0.004830810747684766,-0.005913850166761714,-0.017094001418896276,-0.044239667655683323,-0.0012422783757807254,0.01483870548561872,-0.00964750358149813,0.02735555226262565,-0.010869557285224207,-0.020253084323552217,0.0048641123757962035,0.00824912207377726,-0.017841289252619075,0.0011820330969267712,-0.03878117811987358,0.003401345728071936,0.001470621921887627,-0.002985058997197143,0.003729024680815707,0.036328882701250675,0.004184116446269481,0.01481480042466754,-0.012820667690701004,-0.022012597959030655,0.004177470832553265,-0.022267206477732837,-0.009946929901556989,-0.0007017704478481379,0.0,0.03628123229431135,-0.024449917602861526,0.020318057708188064,-0.051398289873751724,-0.015455552307465092,-0.014715751231230922,-0.011904724052816285,-0.005223857971415113,-0.012462092494313848,1.0551380442702651e-06
2013-01-07,0.01153108907514322,-0.005054096066350988,0.0061562081116257605,-0.023570823605133184,-0.0050693444218147254,0.0,0.0,-0.014084507042253502,-0.036434809205194485,0.008230450035653814,-0.013071917152645773,-0.000388953714507978,0.014319795217220932,-0.03242037979954748,0.0,-0.03196989426053376,-0.036451522149656745,0.0033206860097279023,-0.01170496126649967,-0.0048700866419331135,0.0,-0.010734492986884114,-0.013868556878148697,-0.024089581488067724,-0.02298849828675409,-0.009915157623148652,-0.04039504031157237,0.008415139104699154,-0.03155125953852511,-0.022801196509449673,0.003184685002995735,-0.01872657826638391,-0.02839120980625187,0.012631594258992962,0.02325586271799529,0.0,-0.01262154504774815,-0.016997149944358303,-0.010276981235109894,-0.026036642889186945,-0.0170397962268497,0.010807428372749728,-0.012738858965328115,-0.022485157949349577,-0.0065934228083229796,-0.017226579674636477,-0.015189455322990764,-0.033394557027590865,0.0263397149883966,0.016528925619834656,0.017291146045896655,-0.013075082941957361,-0.017131687530178685,-0.032185567625877765,-0.013622225127134069,0.04243542727600014,-0.006249984105428097,0.0036496315432303916,-0.004329021521988663,-0.027331158111845943,-0.022620771545599383,-0.024844720496894457,-0.009377065471392831,0.00889515623181314,0.0,0.024069988090966055,-0.00025062122375751894,0.017315993265435203,-0.01912348744786041,-0.01968135301269025,0.016293315170487377,-0.01204815400155057,0.010252535535994367,-0.009436527357932323,1.0536305068420404e-06
2013-01-08,-0.0011752609421165072,0.008708369437834929,0.011472319265220632,-0.0033296533721350885,0.003486107206839062,0.0,-0.0008928923998412497,0.0128571428571429,0.0,-0.005895745267455843,-0.002207485845059254,0.0019455252918287869,-0.040588266709271625,-0.027373743316317034,-0.041394367379436026,-0.021369591323481596,-0.029795765495952975,0.010638270885242385,-0.02346367930846438,-0.008972317153178033,0.0,0.0017133458739779783,0.003700958173743052,0.0,-0.009287916784092132,-0.0844062608293078,-0.09354537317616474,-0.04242000360380127,-0.07782806964178313,-0.011111321275716346,-0.029629601970644348,0.007633621874038932,0.006493504360878255,-0.020270317955325967,-0.02024800260408255,-0.008520960867197003,0.006882955365202781,0.004034597898620262,0.007987320164587253,-0.011386217153611766,-0.005314423043532024,-0.0031446780798569662,0.004933554416872932,0.004539882173887788,-0.0044247543494788655,-0.022787014579118137,0.0,-0.046467415012445,-0.02300892103268415,-0.017421602787456414,-0.04249295993964963,-0.028459271226203398,-0.02888445846164167,-0.017788032340525506,0.013182623549242045,-0.10442480400516196,0.02683435553089919,0.021363605152476817,0.0,-0.012396712167113466,0.00026601235005485613,-0.01698513800424628,0.018931654304682466,-0.013921166670715857,0.0,-0.017521361286152892,0.0065180014199666125,0.004255269297945841,-0.03249395276763478,-0.007887233027036089,-0.0002226680434246342,-0.04006990888730377,0.024257438819252908,-0.012997917103967138,1.05216264079111e-06
2013-01-09,0.015413641077965057,0.007194135026290516,0.00945179556857667,0.022271696909985428,0.012827383010615367,0.0,0.0008936903691796338,0.0049365303244006675,-0.001562494141212678,0.03216240788338509,-0.01769916794731663,0.023300970873786353,-0.003678692085040902,0.05579811923893008,0.0072727203369140625,0.022332470673193328,0.028295349144755955,0.002105257873506794,-0.0020595053699808963,0.0279835525319152,0.0,0.034207436875898,0.006637188996297505,-0.01836965526507539,0.0515624873107301,0.028125005357140243,0.04334366300120429,0.023965135274922833,0.026496502164973235,0.055618007532806324,0.04143948868913161,-0.015151582298021493,0.0354839137734575,-0.018567633170054054,-0.02066637663596782,0.004297095818914132,0.01074230286667932,0.016073475191787256,0.01267838311624292,0.04556844842881791,0.020735239801032757,0.02082016089454819,0.0030211452072894662,0.019283013884510147,-0.0033333415035492475,0.01434968693294203,0.0050847643386406904,-0.0036232021770864486,0.01630442890456174,0.004728132387706863,-0.03254440537656256,0.010101049022522401,0.009230784880809306,-0.012598508860367508,0.01920692434090876,0.011857696335581869,-0.03879129703836026,-0.003115251311227918,0.006521872951336105,-0.022594154929418964,-0.01462767334370374,0.010799136069114423,0.009290018890238949,0.005764725887735134,0.0,-0.001304945060643159,0.002988728072193858,-0.00211861935308566,-0.0008396497909283207,0.004577269310745535,0.0011135881776238588,0.007622481476450282,0.027066190299652515,0.007377960999869204,1.0506947742960904e-06
2013-01-10,-0.0020858089397685076,-0.0007142340407009229,-0.014981330129178239,-0.006263562157322378,-0.01319260095868513,0.0,0.025892840442180542,0.0035087719298245723,0.0015649393497780828,-0.006629847269347122,0.0015015359025454256,0.00986717267552173,0.027076955942007208,0.01700633660169082,0.015342967280191466,0.0092233366774499,0.02013418414527135,-0.011437868714439858,-0.0022930989226269682,0.017614112975208984,0.0,0.013781698368890982,0.009523715016858558,-0.005263200690060366,0.023774122876471626,0.0030395061859065375,0.01780418509281545,-0.0028368766504145437,-0.029636708477332907,0.0005322942738139602,-0.015706865885732224,-0.003846071156616282,-0.031152636521971866,-0.0070270005543084935,-0.0012919371310928796,-0.0006112609112929324,-0.00869559491491978,-0.012711867440197255,-0.0023476211251425294,0.0009578160778966893,-0.0019940334226206113,-0.0072928857990625096,-0.0192018162325569,-0.02955956091855827,0.008918568264524307,0.007957598061994586,0.010624023252324255,0.03909093683416187,-0.021390354332089023,0.034117647058823586,-0.018348599989899017,0.006499958038330034,0.007621931717695318,0.016746437886976162,-0.04255313015187312,-0.003906246362021082,0.013169050717321884,-0.013392823311138558,-0.00647961373379069,0.010274071534165152,-0.004318590632743091,-0.02991452991452992,0.05062456997851639,0.015323423776777867,0.0,-0.002613217261971057,-0.001738229613138964,-0.012738880375714912,0.011764735110138203,0.010551525627309655,-0.010011145305558022,-0.021613635252603625,0.01647060692599167,0.001607690933597583,1.05216264079111e-06
