Date,IBOV,CDI,ABEV3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BRFS3.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR4.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2012-01-03,0.0,0.000288873738705675,-0.011396889389691855,0.0,0.017436173139661726,-0.004527973081288383,0.004132417033724245,0.021698051574699617,0.012095774214385013,0.014232211834061426,0.051621649313578155,0.049382498228297766,0.013597796216212155,-0.005282974765323578,0.025423855834453057,-0.022763095275391998,0.03767157248813979,0.06892679988921424,0.0,0.029622376494389258,0.024977552015187587,0.0,-0.003921737478872145,-0.006451770489619424,-0.005561742588626295,0.052677923179238695,-0.006435001944978924,0.0,0.039776947216362935,0.0029069567474668823,0.015151511840775234,0.0,0.030122324108334375,0.025292074895475247,0.035303520526881904,0.012631949925793418,0.014013035588453793,0.028740983182881763,0.027540327990893454,0.04449892201645822,0.0,-0.015591892930900353,0.023579856097621033,0.004466868672917901
2012-01-04,0.0016873365392726658,0.000288873738705675,-0.023242863175948814,0.0,0.01814511352864856,-0.004963049384418383,0.0,0.001594645450764265,0.008060041191930711,0.004800782141890503,0.006922405964532974,-0.009907094902269153,0.04471756995595033,0.04286775315853153,-0.008264503076718444,0.016064278854518,0.016501265336537285,0.010042610096976823,0.0,0.0017444603839689155,0.0011468195074320064,0.0,-0.01043270054661527,-0.009740301733819678,0.01230428429161634,0.01584677985952787,-0.028497368658584876,0.0,0.007139830680571446,-0.005797151936461686,0.0,0.0,-0.037906029288404364,-0.012650351522798586,0.0459771100566333,0.015592156342268737,-0.02087634759018886,0.026420003958032234,-0.021256891205418182,0.006788014130266307,0.0,0.013270571000786324,0.005234948793874095,0.0
2012-01-05,-0.013796007748673511,0.000288873738705675,-0.01979797839495201,0.0,-0.010890833999489202,-0.010390514894585978,-0.007479633507094685,-0.006367757046607081,0.005789969620624502,0.00808496732923536,-0.008124805741508645,-0.024390135426177628,-0.020331555114589617,-0.008366652323929968,-0.0041665578505626355,0.0039525594305265255,0.016233722292337438,0.014128274143471176,0.0,-0.004351573959851862,-0.0074454259671714595,0.0,0.034016425150128926,-0.008742753256884228,-0.011049738027412825,-0.039409243727482,-0.03253336865470946,0.0,-0.01151988746617194,0.002332472722460066,-0.007462738772716859,0.0,-0.031144506143567563,-0.030749600864113047,-0.02014675850430836,-0.0030703593840388788,-0.042041822913599036,-0.0071007760395283,-0.01888569447551036,-0.026737879124453467,0.0,-0.013519071003158079,0.006251477126238747,-0.053918869720176565
2012-01-06,0.0009223516551088995,0.000288873738705675,-0.0025252365056052106,0.0,0.01501494239574308,-0.025200041335501577,0.01507358717854701,0.012496298006030582,0.0030152021245219984,-0.012030754821529488,-0.0025207195059639975,-0.0076923124741759,-0.009284487986538803,-0.01063833744139897,0.0025105155861249173,0.003937058073941291,0.00958439334000638,0.014964165964458376,0.0,0.005244446027458327,0.007501276163506265,0.0,0.01385158522299812,0.027563191316507973,-0.001117337307016797,-0.005982676519830421,0.0005509334938447186,0.0,0.0008967424062034102,0.0034903410200834983,-0.0037600213743054223,0.0,0.006971403557043621,-0.0019825692100662318,0.0,-0.01950727938586072,-0.0297808210724384,-0.008045231270805697,0.0009621888016919655,-0.008599976836720424,0.0,-0.02269832975571251,-0.01138797229794064,0.03995294274477623
2012-01-09,0.008242320819112692,0.000288873738705675,-0.0019470197209566775,0.0,0.01577924553960064,0.00818671067845056,0.005079899965559909,0.00253140553845288,-0.01885748020072553,0.0073802459116962815,0.0,0.01614976780715094,0.005512695770476528,0.006674113297413742,0.001669284339341548,0.0,-0.003164318854992354,0.011184355573891747,0.0,0.006956223777439652,0.006300051732308631,0.0,0.005122868280292181,-0.009656594385447748,-0.03131991714401705,0.024075495905870214,0.0,0.0,0.013434351234903108,-0.01449283471659657,0.0037742124939537103,0.0,0.023845893419614628,0.015893955605966736,0.011214818088740142,0.019895384204017486,0.015831734962404198,0.018323600524192463,0.018269462070050313,-0.0012049776671914092,0.0,0.0056967885432910315,0.0,-0.011299427359390823
2012-01-10,0.012237022493780003,0.000288873738705675,-0.005072391626072537,0.0,0.02038895757493564,0.020940231695674605,0.005054536139461607,0.002208941088710059,-0.03899726957548222,0.016850138501943723,0.03916622278071369,-0.005721478277175729,-0.020285252142198895,-0.019152697639137628,-0.020833047825733586,-0.0015682776797790732,0.03746050915725041,0.02312726254730557,0.0,0.015544664273498654,0.013091138135498559,0.0,0.03624672602950607,-0.014084784072385559,0.01616637526390008,0.05121739056371877,-0.0027545783072593366,0.0,0.011931509356476022,0.002941156539272516,-0.007518741553072306,0.0,-0.0015021598989942708,0.020860386747074466,-0.008317770942718905,0.016426662382614587,-0.033078595267303945,-0.020058958048791653,0.033049907174356186,-0.0012062173699581846,0.0,-0.010675604979075382,-0.005235608425786298,0.008571497301742559
2012-01-11,0.0026084339363943165,0.000288873738705675,0.0,0.0,-0.009515074723587924,0.015068750982666135,0.001159842975422265,0.0006306691624136107,-0.006376884561189788,-0.0021615896487736652,0.0,0.001278755991778846,-0.01454955114376022,-0.01239223844201176,0.014467931905776554,0.001570741037889567,0.01285191544988984,0.012284703896275007,0.0,-0.0008509356202855978,0.0014046761142525455,0.0,-0.007104746943897289,0.016483822196798226,0.0,0.021565604265705085,-0.013812256300292702,0.0,0.000436349065234376,-0.014662657525298384,0.0,0.0,-0.022949695670232306,-0.0019157089644391556,-0.0009317078371517962,-0.00808037496682712,-0.004934436512440632,0.014449141321135617,0.011883206790429535,0.007487750764867407,0.0,-0.00682616068743358,0.0,-0.0022663937729863193
2012-01-12,-0.0006837663853773712,0.000288873738705675,0.004510014509635285,0.0,-0.019212847334393657,0.008659835655160819,-0.0011584992981493736,0.0003146808545488877,0.006417810195945117,0.0036099666955593523,0.0030394263661497334,0.01851859114790999,0.0011357805216860584,-0.002281087372638435,-0.007550241448938344,-0.01568623522543311,0.007854573802775322,0.005339761972661838,0.0,-0.0017023513923806188,0.002243775001767423,0.0,0.0009174034277543708,0.010810416306064718,-0.03409095135088236,-0.0015635531491861032,0.0042017008468948625,0.0,0.007420337591142578,-0.001190393893796382,-0.007576138310848024,0.0,0.005005668113606587,0.010236751592888949,-0.0037314310716675125,-0.019348272257080246,-0.01057825885969177,0.019287770143469052,0.023486863942407288,-0.010069301619859417,0.0,0.008868913992068128,0.0,0.010789438842407018
2012-01-13,-0.012917007393067559,0.000288873738705675,0.0013662811904400218,0.0,-0.009794078830773434,0.009811667758522269,-0.022824038096507793,-0.01793587988067058,0.014492632073876521,-0.012949537322142879,-0.007878599924409424,-0.050156600994366696,0.0,-0.0034299808622928474,-0.005072049808258261,-0.003983932451793737,-0.016786216982382363,-0.02559122056142349,0.0,-0.006819291262769589,-0.006437641019112039,0.0,-0.013748885829903301,0.011764964159585833,-0.014117610175202966,-0.05794834784785463,-0.0069736081722672205,0.0,-0.001299432081521057,-0.031585261083597604,0.015267508359017024,0.0,-0.01954034981187014,-0.012033116695162605,-0.01086151852025885,-0.016614928720527278,0.00701608590752123,0.0029114024514647063,-0.03265646212020645,-0.0203438772479293,0.0,-0.015384782207957026,0.005263164293105582,-0.002809265376223835
2012-01-16,0.013677785855580105,0.000288873738705675,0.011890687539656053,0.0,0.0,0.0,0.045130087499392735,0.007689958289254006,0.010285723370429212,0.002186571307106089,0.003054153089874667,0.006600467470435412,0.006806464518221977,0.0022943478376193926,0.02548865447092985,0.0,0.0,0.0,0.0,0.0,0.006761454872852735,0.0,0.0,0.0,0.0,0.015793794404167505,0.018820570560902805,0.0,0.026030268555924385,0.039999915693444965,0.015037483106144611,0.0,0.0,0.022436115450670036,0.009087437897415063,-0.007391857763891618,0.008626666776731184,0.0017417880814232234,0.015510670701725626,0.00642778793979959,0.0,0.00669686417289439,0.0,0.001690307748767994
2012-01-17,0.011508439522316394,0.000288873738705675,0.006550203352621464,0.0,0.0,0.0,0.010227689743473656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011999785424875231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017970230531261677,0.0,0.0,-0.0033089301657025505,0.0,0.0,0.013609448377890798,-0.011111137224269929,0.0,0.0,0.0,0.0,0.0,0.011513605543773675,0.0,0.0,0.0,0.0,-0.0066523145260779515,0.0,0.006748999200629546
2012-01-18,0.01775879695280813,0.000288873738705675,0.010526323481009126,0.0,0.028684634980307155,0.042510336456776265,0.008998760498828862,0.019077642099168957,-0.0011310688414862824,0.0014545337629461308,0.03897680245244284,-0.011803339291104331,0.0022536446234029395,-0.0019076091863818867,-0.004142393235750608,0.018972669902900918,0.03048753478394506,0.05599644153048544,0.0,0.030042884423648664,0.027979287401288522,0.0,0.01747215358798604,-0.0031150573261682357,0.0023864890465210564,0.06546639020173628,-0.0016597372187497905,0.0,0.03044399282765209,0.009924060461900863,0.01722887985760324,0.0,0.0648691813695843,0.0050158040998238285,-0.0022512990795109378,0.0372340597319154,0.021137910229436896,0.04288594538887325,0.00269553293661029,0.058707780544634325,0.0,0.02165211856100413,-0.0026174194276109564,0.016760030831416417
2012-01-19,0.0033050888647667698,0.000288873738705675,-0.004735078328926168,0.0,-0.00480780232640643,0.001941830014494883,-0.010033256181635197,0.0031199738515228503,-0.002548085945391909,-0.0014524211673202503,0.016998998179496683,0.035832966535134014,-0.011242306018440895,-0.02293603034330005,0.014974680942182683,-0.02327390859686762,-0.02070975540557929,-0.023932759307374374,0.0,0.004166104693693162,0.005715819020804869,0.0,0.044026294253881826,0.007291686365686889,-0.0023808072760349575,0.047618928252138204,0.011360779529830722,0.0,-0.006565676239753793,-0.011560615617089764,-0.005891395945220923,0.0,0.028257201095012174,0.018714752400748047,0.013538677838062174,0.008205220816723369,0.002547694223946406,-0.010836121224213846,-0.011648947477750138,-0.0027843213531874023,0.0,0.00021817807081858653,0.00577402946636596,0.06043954404084162
2012-01-20,0.006216997432460847,0.000288873738705675,0.002854434419571117,0.0,0.004831028958672823,0.011627921436225819,0.0022523986117735095,0.004043808635347812,0.0019870057117175044,0.007272782025639746,0.03170027338181414,0.04035842912924714,-0.000568535937401804,-0.00039100777679035303,-0.004098169210303815,-0.008737346752836439,0.01148041066897143,0.02355780304586541,0.0,-0.0008300370933327361,0.004059630955415061,0.0,0.008049075048422338,0.006204625369103267,-0.009546607063639412,0.020527977007734455,0.024657430715072648,0.0,0.0004129809250998928,0.009941652876265028,0.0333334116728099,0.0,0.0010707262272413587,0.006736195890925778,0.005194929222702482,-0.008138443094032555,-0.0028593195622479417,-0.01910124964766058,0.04079789549529589,-0.0013960993224356733,0.0,0.0,-0.0010439958893346812,0.03626932236414815
2012-01-23,0.0011875722172294267,0.000288873738705675,-0.013471996489121896,0.0,0.0019229369394668794,0.0,-0.008239968206604331,-0.0024778363344891696,-0.0070822501432868945,-0.00974743832744096,0.014525023622701916,-0.002462624958759707,-0.025597204563153397,-0.0328768017790102,0.0,-0.0024038889136622776,-0.005376601767440481,-0.019257982218878977,0.0,-0.012458376959443851,-0.01886832529532556,0.0,0.015448763781257036,0.0020556113953105193,-0.026505908727342375,-0.0043102604273304035,0.02486625800613318,0.0,0.0375726196443138,-0.01563422714399665,0.0,0.0,-0.018895268929351228,0.0036495590920073706,0.005537388953533728,-0.0020510160780801145,-0.009238265441609106,-0.004868541900271972,0.016550514703539188,-0.007222471915221518,0.0,-0.01922231742080105,0.0015673013070389707,-0.002499619766143657
2012-01-24,0.001602923732888728,0.000288873738705675,0.01327165991377588,0.0,-0.000959393627418037,-0.00383176903786131,0.0007556048077055344,0.006521354456753947,-0.0017117673591569016,0.009843386126643594,-0.0016519693700342009,-0.018518875103249344,0.005253826423375019,0.007284720533224265,-0.020576273215057506,0.0,-0.010810845628370203,-0.005747157069067033,0.0,-0.015979840839095205,-0.018130992920859068,0.0,0.011281775454897947,-0.015384616824129838,0.0024750961889150602,-0.029581552448853743,0.011740311811698989,0.0,0.010743902523563387,0.005882404654860673,0.0035837895602408576,0.0,-0.0007262739836820797,-0.015151389496222856,0.002202536851609427,0.005138390483266919,-0.019292552678985886,-0.008920603643046698,-0.001713939687435606,0.00938724439022165,0.0,-0.008908752046181245,0.017214321728558746,0.010024790747887202
2012-01-25,0.0,0.000288873738705675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-26,0.0074736741029990394,0.000288873738705675,-0.003417108799826152,0.0,0.026896515753576766,0.02230773392613572,0.008301552304621262,0.009256276944225261,0.0002855505142294046,0.0,0.011031466904684706,0.04150961808719833,0.007549475441998688,-0.003214300461452768,0.021008550898191203,0.0,0.023072109279652864,0.02023141021128594,0.0,0.008547051069995648,0.01566854236626125,0.0,0.007437415411741588,0.05208343331328513,-0.0024689852130238554,0.05278801817326628,0.009541175119733625,0.0,-0.01889767772187534,0.003508893636968935,0.01785784370230248,0.0,0.024726740254441326,0.027076894104534066,0.031868015879853884,-0.028629783396639574,0.0,-0.0017422937380270342,-0.004291465673825545,-0.00511497926390414,0.0,-0.020225036767905658,0.01589796426457757,0.03473955803379103
