Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,MDIA3.SA,MRFG3.SA,MRVE3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SMTO3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2015-07-13,0.0056613797541866795,0.003392581057007238,0.0058922301472985605,0.011207488269190158,0.017543902081433194,0.008618041238632745,-0.0009381233457057547,0.05749501634244614,0.00202130710189663,-0.030075230561518396,0.021657250470809686,-0.006255438991920159,0.011101632281590446,0.01722331563163193,0.006506169591234956,0.006831761182360729,0.07300883298641314,-0.0052466098778446435,-0.016460973210612018,0.014954278566916113,0.0016863767242043526,0.012820472920206383,0.002538129223357277,-0.0016329621604841416,0.04451030825368085,0.04200000762939449,-0.016587695504361233,0.0011137188309044976,0.00922720548196998,0.016410241402268655,0.000259349115849572,-0.0018518235948350448,0.0017952792730306921,0.0038118953127384003,-0.0063875196318831096,-0.001801800098950146,0.005607476635514086,0.0,-0.0016935188021205416,0.002737776321212193,-0.0014702614866924923,-0.010909080505371094,0.011100369437900603,0.00806454714081517,-0.01502496789600083,0.02215576057150681,0.029166767899956758,0.01213596896206659,-0.00047193150683333407,0.006925950837093131,0.00509210972241525,0.05609756693252854,0.08123900292601305,-0.003006018700357771,0.003573265453398422,0.019736875815185018,0.010039740640033434,0.00019647584648030403
2015-07-14,0.005629411353584857,0.01775146426408436,0.0012552588754959348,0.012513405216377782,0.006206891730343056,-0.004124908524252735,0.004694839101153203,-0.03980601478298229,-0.004322717479866123,0.011627951677542825,-0.0018433179723502668,0.005395581219100665,0.008445897509009148,0.0,0.015458264716214476,0.01145040112965523,-0.012371122465843931,-0.008438810925003759,0.047419767835059634,0.012278329266664834,0.03872056278533775,0.03797478634237339,0.024472569832699076,0.005997776856149661,-0.07528407066436726,-0.1017274867423712,0.021204845014825002,0.0,0.0006857703149256711,0.0025227814618329347,-0.014693186768219069,0.014223795472216416,-0.010752715895260057,0.011392392624872016,-0.004642827170235786,0.0009024788818805529,0.03345724907063197,0.018085890191341436,0.016963512291114702,0.029010289195396055,-0.0009816175589532072,0.032628634053518235,-0.00047721047751581036,-0.008000030517578138,0.017965971470075504,0.02519038445602506,0.030075102537909792,0.012523245334581157,0.005665671867598698,0.012169356292258238,0.010132623016653852,-0.013856799962293498,-0.036756773252744956,0.013065355738560491,0.004577714478680495,0.008064495454511489,0.002259078672414816,0.00019647584648030403
2015-07-15,0.005089078036186079,-0.0157805989590295,0.0,0.005296609331044033,-0.004797787573359136,0.004437915067004861,0.02429911929787476,-0.020222478324318338,-0.0057886846508282686,0.009961694447576663,0.03693444136657442,-0.007155615297894102,0.005862701085311839,0.024628012204560346,-0.001660554029789152,-0.03060794677401779,-0.03131526024259168,0.0063830236225137504,-0.01864179328517701,-0.004043154919121439,-0.03565646697764868,-0.013303861767558045,-0.008649134509159828,0.008943124036626227,0.0,-0.029914502483068484,0.019348741721508578,-0.006674135521127722,-0.01727385278513216,0.005032654921341306,0.007017598223998611,0.00024395455355552542,0.0072465984086727,0.013767164973131907,0.02942230606860563,-0.008115364707093176,-0.04136690647482011,-0.024426344790178245,-0.017514599012155685,0.007960199652594202,0.006386689807852175,-0.015576256556139811,0.026742939963789514,0.0,0.00033305968828534205,0.0034286099626656963,0.01347556307214437,-0.007894767354401422,-0.007042235863993995,-0.024568815146192913,0.010473490286882381,0.007025810290949952,-0.03984282248213922,-0.00396826269425421,-0.0005062683428114223,0.005866699218749938,-0.00632994609215054,0.00019647584648030403
2015-07-16,-0.0010126814057555,0.010126572498773356,-0.03259509722934695,-0.011942350678566194,-0.004820987124253828,-0.01119296199044717,0.031021883276801443,0.014448003391995146,0.004512359932278498,0.0015174130217205928,0.0017809439002671734,-0.015315316176866323,-0.02581185792746321,-0.021031521042829127,-0.004713312862497099,-0.016003495925723588,-0.010775800719058148,-0.004228325760225138,-0.012211638441224859,0.005412714827564669,-0.011764637029472391,-0.01910113298656735,-0.0012463140705117892,0.0045660876706528075,0.0015361849306396724,0.026431693076513385,0.00046297355116786676,0.0,0.0028762350429583083,0.01452174305883136,-0.001132424386122266,0.0034137633551030167,0.0035969296333335787,0.008641995134834657,-0.03834089790845163,0.0072727203369140625,-0.013133208255159512,0.006828539491956498,0.01782682876971564,-0.003948667643493109,-0.028557528649800212,0.008137359448372683,-0.005116183803418273,0.00806454714081517,0.011651097934525234,-0.02050114230250577,0.05096953546707006,0.010344837530310125,-0.0033096783019744835,-0.0016076827524513781,-0.004379510959746535,-0.034883741561368864,0.030975964955619384,0.003984072540688555,0.002532937927884671,0.00954402435580981,0.0031756833390041983,0.00019647584648030403
2015-07-17,-0.0015204652809370778,-0.020885706495496037,-0.0237580667871935,-0.008176308062598947,-0.002768125066863525,-0.015192085974663705,-0.02654869079570199,-0.013224899261160772,-0.000144943593946123,-0.020454508181116937,0.004444444444444473,-0.04391570585977134,-0.035897443003490515,-0.005626610333557269,-0.012813320437838338,-0.02197802197802201,-0.02178657475933754,-0.0010615954141022232,-0.01923081641757385,-0.017496586891957988,-0.011904691402773948,-0.02061848349826545,0.008319419632868641,-0.01069513085073559,-0.039877426400412364,-0.05579394003393934,-0.012031477165127535,-0.01455757968718785,-0.0060547965486204,-0.014807437654760891,-0.009243950272957768,-0.003645214509634953,-0.010752715895260057,-0.03304770072847196,-0.01776004959797739,-0.0072202097704795465,-0.026615969581749055,-0.0489827091018904,-0.04837363926421201,-0.015857285725028536,-0.014070290686646447,-0.04349772854442269,-0.018466585846445782,-0.02400001525878903,-0.012833161702405005,-0.0075581664640105295,-0.023194446106238664,-0.03859279122815862,-0.012808370908011013,-0.011540510861736686,-0.013343103938392775,-0.036144600462750365,-0.010770897578402439,-0.022023773378031852,-0.008084797468475013,-0.0504202177342542,-0.01371773129828524,0.00019647584648030403
2015-07-20,0.0020304064279002,-0.022184160683569765,-0.025221225008986048,-0.007168530247890548,-0.019430943357150787,-0.01361163775700891,0.027272746509944046,-0.0010309667520687071,-0.0043477765937453006,-0.05181748340916503,0.026548672566371723,-0.003827832407595877,-0.02216312109203833,-0.000514340381090661,-0.0016929516738271033,-0.020224753390537198,-0.040089050671331505,-0.01700317215797953,0.007002746193539355,-0.018630157924543478,-0.024096405326020642,-0.016374308795275128,-0.007425755234133691,0.0008108081082101037,-0.0271564504775903,-0.0886363313710401,-0.0018735791481325759,0.0022725765077689086,-0.006091680434289204,-0.013026092338379258,-0.010650394690077114,0.006707354601760196,-0.030797065880426078,-0.011392525413400523,-0.0036900509248001256,-0.002727317810058638,-0.046875,-0.06022188873008594,-0.054338290433869174,-0.022826490304703073,-0.018858349816862408,0.02250349479386826,-0.008097197071398998,-0.03278685449048113,-0.01966668543497352,0.018746316378509986,0.003777641242866725,-0.026761269497360796,0.031234965651683932,-0.00896012940198554,-0.004309746039304563,-0.012499988079071045,-0.008022996611805722,0.0340839799059256,-0.0015283419999800874,-0.026548647359614486,-0.014175996331817653,0.00019647584648030403
2015-07-21,-0.006078973316926639,-0.017452053055499572,-0.00136181051794948,-0.0039710891234781,-0.012738915191003342,0.007359639965579978,-0.039823036193552985,-0.007223894948920506,0.0036390074721450727,0.005709599797503628,0.018103448275861966,-0.04610956511920905,-0.03535805975431172,-0.005146755019613147,-0.018654453256622516,-0.024770597572347564,-0.05800464114131143,-0.005405426025390625,-0.00973560111041849,0.03294249859075449,0.008818277458947588,0.029726516591665364,0.0016625484794363654,-0.004860971847567064,0.01477817106432222,-0.027431453176020693,-0.007038931125737613,-0.0011337539102257432,-0.008387028113808648,0.0192893758904209,-0.007562316013277726,-0.018776490022845205,0.0018692831970317236,0.0025608542887944896,-0.01592593722873259,0.004557833186480176,0.014344262295082011,-0.0008431092324602263,-0.005560743264951373,-0.019580874329709896,-0.0031168553736302673,0.011004116322558266,0.04201679071378983,-0.05084748913316417,0.0027201092397077797,-0.04772854551465877,0.0,-0.04320995533223948,-0.010717593292105199,-0.0016438005455874372,0.0014925816725972485,-0.027848134730759977,0.013864805229507171,0.0019619426610968382,0.00969385170082493,-0.015909129578219106,-0.0024418604651162967,0.00019647584648030403
2015-07-22,-0.004587163544250261,-0.01243350852653502,-0.048181793906471926,-0.002537165463558977,-0.012544753381346418,-0.019786841442129832,0.0,-0.028066512083257833,-0.00580127772947292,0.018653730521801304,-0.017781541066892448,0.004028186224847019,-0.013157926579449142,-0.008794555766605039,0.0023039407676623824,-0.0023518882347542958,-0.03448272622135795,0.0,-0.019662900968166475,-0.0018918836195161992,0.003496494748794765,-0.016166211560647348,-0.01369294267562704,-0.006784281433867556,-0.05339786617362252,-0.08461542411668665,0.008506630740727328,-0.014755867180334947,-0.015614869775105511,0.018426251371512326,-0.005020177481085741,-0.0033333389847366446,-0.013059852722581589,0.01915718051961668,-0.004892704639056666,-0.015426436463856996,0.0,-0.03966246851466482,-0.03448274942628449,-0.04274700670681941,-0.009640509022533994,-0.013605408047195011,0.008064490327228002,-0.07142858967489152,0.029501627283556875,-0.009661884142689314,0.020967708690854403,-0.009970623752549868,-0.008478582621618824,-0.0043907643885438,0.01877790833587567,-0.026041642413474064,-0.014814719819711497,-0.005091062546052072,0.005558384398685057,0.021940015866674045,-0.010840424291875483,0.00019647584648030403
2015-07-23,-0.01740912138422912,-0.037769819341290534,-0.015759308275533734,-0.045058161813178566,-0.038475461029024105,-0.05621122144115709,-0.032257998194867965,0.028876988427897432,-0.008023404587919392,0.0007961206109436958,-0.051724137931034475,-0.03510526750334242,-0.06285712832496282,-0.018789192196475346,-0.02270095084482837,-0.0235737869675835,0.025510179256708287,-0.020652128730693664,-0.057306687765328435,-0.030056880228721772,-0.019163756840622437,-0.03990611905168062,-0.0029448756195271653,-0.021857808740749496,0.02735042612149785,0.036414598563544676,-0.05248363782685239,-0.0518434310396948,-0.04163918132227562,0.02102690163835197,-0.02477699600393124,-0.006565078438029559,-0.01323248812985045,-0.04385968141056851,-0.010968264359669355,-0.031336376746968764,-0.03838383838383841,-0.007908624928191554,-0.02316600184088602,-0.013543182905664919,-0.013417478138752825,-0.055172448870779434,-0.04799996100725068,-0.05769225478877493,-0.07476949937624666,-0.04756096630258566,-0.015271143321432201,0.011848330187140155,-0.033254103608631236,-0.005237170820492465,-0.021357511628578796,0.034759325051028966,0.0017350363047079487,-0.01594177852348988,-0.006030174045954517,-0.07909612799623444,-0.02178097258229239,0.00019647584648030403
2015-07-24,-0.011985484272226232,-0.021495110758043556,-0.009704063901822546,0.0015221008185923868,0.009059964230981432,0.0013162525939691694,-0.04761907840877111,-0.03326389086762582,-0.00955879319631836,-0.041368298863481145,0.0,-0.057172446744342076,0.02642278707825585,-0.01010639492752119,-0.022346467826328653,-0.0028971254753635822,-0.014925358971198954,-0.009988917902509331,-0.018237012263540908,-0.023450617036198773,-0.06571949285234968,-0.009779941408490589,0.004219344763797039,-0.005586595531203664,-0.028286282167835908,-0.016216200542241155,-0.005934665477733803,-0.027946446926206736,-0.004482722026469266,0.013409949558573553,-0.011455998135937895,-0.006857893348200195,-0.044061293530290646,-0.014416798769212202,-0.013384336006709185,0.010466162813875357,-0.04201680672268904,-0.01771477501690888,-0.008893295810834756,-0.05417444131877358,-0.010666707356770888,-0.029197007123924257,0.004801820283877545,-0.06122452752980356,0.003916005462325511,0.024327804352411775,-0.021390455056646163,-0.019028064575702164,-0.001965646917813757,-0.026045920140526868,0.012406524700301125,-0.007751930820906638,-0.03060039195354347,0.00720001595911457,0.00808894752234579,0.05521482012297363,-0.01126347702130226,0.00019647584648030403
