Date,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,CBEE3.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MRFG3.SA,MRVE3.SA,NATU3.SA,OIBR4.SA,PDGR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TELB4.SA,TOTS3.SA,USIM3.SA,USIM5.SA,VALE3.SA,^BVSP,CDI
2011-01-11,-0.03448274350100189,0.011935510943012817,0.0,0.005222737968007651,0.011787398009700523,0.012293689943900121,-0.017830638971222057,0.0037533512064342744,-0.007407417047330944,0.01443942680770749,0.001666662983681233,0.02112331614665064,0.01615810502560211,0.018263224360325125,0.005413415945059397,0.004629713045760875,0.027820714779638545,0.005494456549742566,-0.008752703609551604,-0.008730411474020872,0.004098376353816935,0.006163847343189532,0.0,0.0,0.007999969238282167,0.004247817317996505,0.014194114641782551,0.009984743595831125,0.006156926080833847,0.0017420450587819492,0.007782095228443309,0.011420997013572132,-0.0032154624441548263,-0.0024539566172906424,-0.007494695569600918,-0.0039032006245121043,0.01194028250722523,0.009599500970405517,0.006300966611501035,0.012232345622296581,0.03504939265116658,0.0007122318121921545,0.01007780573856576,0.004951572213524491,0.05042016636198854,-0.00626836217989557,0.021576472841067673,0.01921188727362444,0.010537236427413665,0.004220913485533329,0.0001561535723513252
2011-01-12,0.00317460005095338,0.017532649740088058,0.011825007029354406,0.0195599016005652,0.022452837927515512,-0.005898729815606574,-0.0035299896668449238,-0.00694444444444442,0.0,0.028471407509168767,0.00927028450243017,0.034320617205561454,0.010247391760180413,0.020304581961451573,0.028879106401110466,0.021198114871314733,0.02105261018128468,0.007286054709987555,0.0038229835906131715,0.011925731005996587,0.02448981148856033,0.025945956279937565,0.0,0.01827671114279661,0.03299913908305929,0.03595341981817857,0.015349894286384336,0.023574071960619447,0.026262164397843124,0.005217845030002666,0.03667954676648466,-0.01092187605842232,0.017419335716345907,0.010455132960284885,-0.00755120788874486,0.01097178683385569,0.03343166394321129,0.031803256175557015,0.027624309780399203,0.027190379678795562,0.0,0.04199291428925833,0.01950112904687762,0.006718886583410688,0.0,0.014467617228241192,0.012931001172197254,0.010149786324411991,0.02769228943392754,0.017181886599548335,0.0001561535723513252
2011-01-13,-0.0007911573267573857,-0.010025053072035384,-0.018309392200354435,-0.01229018128388415,-0.007043720352944649,-0.015706837040700194,-0.02125506434357527,-0.01559978483055402,0.0,0.015570671344122822,0.013188854289086116,0.023181664102404742,-0.013641273942227916,-0.01492533536598284,-0.03425314962051751,-0.02075808265077539,-0.03313688235366896,-0.009403262893939224,0.011438703369617498,0.011256334627338438,-0.022310735355837163,0.003863725780288041,0.0333333002196432,-0.029487147675397507,-0.016579088125858066,-0.018373563096054535,-0.028901717436431773,-0.0193164485072731,-0.004720466205995311,0.0017298753673007372,0.026070743505122618,-0.00617627930487763,0.0019023509320814647,-0.010346954178613532,-0.003260902736497928,0.03023255813953485,-0.00570884114368897,-0.030822984890974126,-0.02114695916325504,0.047647027408375564,-0.004938329857851476,-0.002732252449067718,-0.014679660420779839,0.0055617143046635675,-0.023999967030093328,-0.002281835959590639,-0.021276595744680882,-0.02918654134625409,-0.006985997611562933,-0.01273156226878669,0.0001561535723513252
2011-01-14,-0.01821064875903411,0.005379749184865057,0.006349244300740908,0.009408210576021592,-0.0016690772683071176,-0.010638247983492777,-0.002068299649004457,0.0191256830601092,0.0,0.010218989352074326,0.003719165398648583,0.0017770408609214527,0.0014185716292676176,0.005050492076668522,0.003940883089295966,-0.002304188789979511,0.005331223052945422,-0.001460455202769384,0.01696384279832608,0.02441652767905267,0.10024445773007806,0.01959413723980985,0.0,-0.005284013851483582,-0.0049341919978971305,0.001733075785075533,-0.004120886078713082,-0.0037878537162899795,-0.011233210081605605,-0.001726888066172938,0.0036297613521076855,0.0018832371747745658,0.0,-0.015990150220238086,-0.00109049593728483,-0.007524454477050413,-0.028708163503949113,0.008852474025038415,0.008787981538317613,0.002245980725818386,0.0014179705622185956,-0.017123341963348748,0.01580130803653068,0.003318596954251074,0.03278688308269451,-0.013150338293670405,0.010869565217391353,0.002957095280191391,0.004355080707044268,0.0030966756691788166,0.0001561535723513252
2011-01-17,0.004032273570407474,-0.01164623336173043,-0.010646618353235104,-0.013830479290167008,0.0031348276813221165,0.004659468940189315,0.03626947101610689,-0.00857908847184985,-0.014925299052897745,0.0047237891269780174,0.0018527856828056688,-0.008203798467304457,-0.02089246758284191,-0.010720257646055775,-0.012757523662401571,-0.012009295142450083,-0.007575770875613563,-0.00694691616670684,-0.0021386255358499806,-0.008061740064823075,-0.011111082854094345,-0.0003432105332777935,-0.016129016752173708,-0.01593624891445522,-0.011983425852198804,-0.017301038290651327,0.02068969025008971,-0.011406936522843969,-0.014137783098826184,0.008650511181006904,-0.014466535337563369,-0.001879697259019042,-0.006329109313672587,0.015624965168945515,0.013973786032960511,-0.005307050796057644,-0.004926055397993956,-0.009749793303414966,-0.003629708780048757,0.01568620578784663,-0.019469046354199215,-0.015330949504177793,-0.013777712750989046,-0.005733149630625212,-0.00793653937113814,0.002317530959236924,-0.032258064516129004,-0.007862400216847254,0.0035023196744350393,-0.00466591485762613,0.0001561535723513252
2011-01-18,-0.018473859097183687,0.004777057973011978,0.007174161483225472,0.0009147068311980977,0.013749999569008686,0.0406707471114085,0.01400003433227548,0.021633315305570555,0.0,-0.026184413125421635,-0.012713901536033356,0.010507332803934233,-0.004339901683537817,-0.0067727991293241585,0.03131208421910814,-0.008882619420178761,-0.005343506161439415,-0.0040501311038797505,-0.009001232682576354,-0.011660775003622614,0.018726591225196376,-0.019567440405209968,0.0,0.031039101545052183,0.0012547003519653988,-0.0007042414800112473,0.006756739341229334,-0.013076837415438969,-0.012804113023666353,0.015436816598972225,-0.012843991003865796,0.0015064704679110807,-0.006369422082296405,-0.0012307536182316614,-0.015934493661762028,-0.009908536585365835,0.019801976723850645,0.015753247797894998,0.009836012492195234,-0.007170389784017184,0.02527081710332757,0.04387824732632373,0.0,-0.025726301050050693,0.008000031939596974,0.037572199849232435,-0.008888922797309018,-0.012877673204775508,0.012464683776358898,0.004404537665170238,0.0001561535723513252
2011-01-19,-0.014729975551755592,-0.01426303855697797,-0.006331655756081189,-0.011879343607391069,-0.01746812259155084,-0.010970163981293801,0.0034516613636168536,-0.010587612493382692,0.022727205746809753,-0.0058591620542488565,-0.009365494945234754,-0.011062037485711995,0.008717715010569282,-0.018752104960491622,-0.0057831729751035565,-0.009433952076668084,0.005372212612635652,-0.0018483830548463587,-0.020328739927113593,-0.026814444705470786,-0.0007353109265688662,0.0028010812203986823,-0.032786950921536606,-0.010471200491404042,-0.03007517362895762,-0.027836470455955165,-0.02237136427140951,-0.019485623736581137,-0.010894924100741332,-0.0067569760156700465,-0.003717469137503704,0.0030087396692219937,-0.01282050336181162,-0.032655581469964945,-0.012034994045483027,0.002309468822170979,-0.016504854970232796,-0.026171287667977605,-0.015151518279136633,-0.01944446563720703,-0.004577543836297604,-0.006779649069749261,-0.03965750132216139,-0.0034145361065912594,-0.00793653937113814,-0.005570992068974268,-0.017937203238353017,-0.023582599774525148,-0.02166775663984022,-0.012154540327129149,0.0001561535723513252
2011-01-20,-0.007475095753574967,-0.0067524433840976394,-0.01274400214671012,-0.017879178007742413,-0.005647393135739365,0.0069323760310116,0.01228501205472421,-0.018191546281433935,-0.022222158185587704,-0.025312527826805153,-0.0011816830542930035,-0.002460829940559961,-0.014764192788704666,0.004864467905082437,0.0009694841772804885,0.008095238354799417,0.009923696418444594,0.005555506007662414,-0.007505510246649472,-0.00918442344990611,0.005150823696708162,0.00034920235914914777,0.0,-0.003968230251908511,-0.020241197390279853,-0.017035132684129706,-0.020595000232635385,-0.01828295623587739,-0.02439032937605945,0.0017014606201462001,0.003731340279835571,-0.004499406554595131,-0.00974022132076735,-0.01019108705841787,-0.023034349510071217,-0.01228878648233489,-0.008884489462145373,-0.0013271071330031026,-0.0010988564152101254,-0.01983005037021479,-0.00955078134195897,0.006143350707655815,-0.030032906132869353,-0.03403382215350592,0.02400003142444218,-0.0420168763907206,0.008219192160326738,0.01747174555928832,-0.016778523919496524,-0.007079848125838617,0.0001629779004204135
2011-01-21,0.002510437945608235,-0.00453219140222294,0.00363054505809135,-0.008160762870683458,0.009465720845960979,-0.02925993092037471,-0.0145631620802803,-0.00544959128065392,-0.007575766938618056,-0.022410973029729053,-0.002602969352088813,-0.004260864198204373,-0.02777777341999188,-0.008644536630030175,-0.024697348101846317,0.0014170891124209994,0.009070295943046203,0.003683237856129562,0.0004448493347672944,-0.005932512105511378,-0.019765703302003113,-0.008725998819665404,0.0,-0.007968169235807898,-0.007472604692577711,-0.008112139155425746,-0.014018656187300915,0.0,0.00026890673865920256,0.01358188559477691,0.011152407412511112,-0.012241141029291414,0.009836026394769437,-0.012226458317989963,-0.011562052350341245,0.010108864696733999,-0.006972149102711489,-0.007641180708353734,-0.00806751804217487,-0.011560628000628848,-0.021428545962326906,-0.024423361555130585,0.014997606238370542,-0.03854337193177437,0.015624999017420205,-0.01754373877748283,0.003623184962974646,-0.002525214090259187,0.0068259647831825365,-0.0061671602311607066,0.0001629779004204135
2011-01-24,0.020033450247334494,0.009105713386845737,0.008842442252495086,0.0155063752637834,0.01625339357777178,0.012411395894794897,0.01970450940454449,-0.0010958904109589218,0.0,0.004729144796780771,0.008303659172295585,-0.007657857024688575,0.007518931663510253,0.0038367844457216638,0.02234363339508061,-0.005660335250228243,0.0022472093774954516,-0.002935742122256113,0.0008893030636583088,0.007086927931460041,-0.004480987160438765,0.003521095671221053,0.0,0.0026774204032109505,-0.0035429451721571414,-0.005576194076484131,-0.007108986531678241,0.008906823567844446,0.007256115395483764,0.001674931315845285,-0.011764739814579483,0.01048633482010164,-0.005844170160471895,-0.00651464328832374,0.03211012786410716,0.011547344110854452,0.003009023088040408,0.0046869563346163545,-0.0018484006828378696,0.040935604676908044,0.0,0.02920723262617808,-0.005719702837948315,0.008361983436182774,-0.04538464043744561,0.0178570176301307,-0.00045127386961618665,-0.012658227848101222,0.006779686879303526,0.004252672385112843,0.0001629779004204135
