Date,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,EVEN3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MRFG3.SA,MRVE3.SA,NATU3.SA,OIBR4.SA,PDGR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,QUAL3.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TELB4.SA,TOTS3.SA,USIM3.SA,USIM5.SA,VALE3.SA,^BVSP,CDI
2010-08-09,0.005979067490418988,0.011865544118029758,0.005886991856606016,0.0062893134908335036,0.012593212410676902,-0.0008525621020003538,-0.01309093128551131,0.006430831290599848,-0.001522076407842743,0.008546990017852751,-0.0037831692694877406,-0.011020381240649635,-0.007568264128187896,-0.0008539905080494625,-0.015494597173899338,-0.0018450928982094439,-0.01758907173555524,-0.009130373158133587,-0.006193084736574428,0.006018890295392154,0.008440747625383827,0.006451637514175879,-0.015151590409901994,0.00119611126706487,0.0,-0.0024615948016827316,0.029213466001360544,0.0,0.0015796809853336757,0.003911323705049874,0.003991619966789539,-0.0050926161333672,-0.004933674538651456,-0.00521745937895568,-0.006557362163732816,-0.02981803534646077,-0.024626209322779258,-0.0028089943583513577,-0.011038154141763123,-0.008937787126780283,0.0,0.0,-0.01095336974737049,-0.00653593607998193,0.004818232425412905,-0.007270726535011596,-0.006802693523636938,0.030757749593274042,-0.011618870666395997,-0.007326711522470553,0.0025701314494250838,-0.00342169028563033,0.0001561535723513252
2010-08-10,-0.023774122876471626,-0.0127036249936473,-0.008973835607389069,-0.013437519681898547,-0.01192896242232444,0.013225219212162909,-0.005158415357291224,0.003194900444320803,-0.003811093406728361,0.01089591618829644,-0.012404994431814087,0.01733389984580347,0.0019893722230084343,-0.02136752171585743,-0.0012107217005350446,-0.0018483250803310591,0.010480318702136726,-0.004387915369194029,0.0007331056496109323,-0.012820480425263736,-0.017621171917757916,0.006410219573724785,0.0,-0.007168416042066195,-0.020715642647379795,-0.024367645058519516,-0.026200890456968273,0.007092358191308046,-0.003943191871215945,-0.004675325763330851,-0.017893027016814056,0.032573358276640985,0.010297513007760939,-0.020979072571936763,-0.029042948715551797,-0.03728817007635943,-0.007213706041478862,-0.01971826935290466,-0.0075414777825827395,-0.014568160853465462,0.0,0.0,0.0069728548993766015,0.005920976879754569,-0.0008718493972184049,-0.014647873748131146,-0.013698684513898218,-0.0001598816576888762,-0.013714748244185504,-0.012567345994252133,-0.014001165397182103,-0.009416168105861877,0.0001561535723513252
2010-08-11,-0.018264894864667203,-0.020125328728175962,-0.0240157223723233,-0.019638863499514048,-0.040842480311726215,-0.029052554600670466,-0.0051851625795718,-0.012738841509227883,-0.009939300277837071,0.0035928893787702254,0.011022851271502265,-0.0060852356115572714,-0.03871608546916516,-0.013100403583316766,-0.030302998769542233,-0.00925927498784318,0.0,-0.017188156116757836,-0.02271060595217589,-0.04155848380813787,-0.01569511456324968,-0.008917158684665694,-0.015384601277006582,-0.021660682045552382,-0.04384617254607115,-0.04742333353775674,0.015695084907808354,0.013301988192399916,-0.030086984192199018,-0.022181620218355014,-0.02226727136155293,-0.01847680365535731,0.01925264823863726,-0.007737981465838817,-0.023793355899945245,0.012910870222024418,-0.0072661217075385975,-0.02298846921522013,-0.03799397718463293,-0.03203096980991371,0.0,0.0,-0.02281059030009769,-0.028122940297340304,-0.02705056891722135,-0.03087475655131733,-0.006944416495507366,-0.0094415386776604,-0.03476360736383577,-0.027272696446890787,-0.033799972534179656,-0.021317108727667566,0.0001561535723513252
2010-08-12,-0.012403089313450577,0.021885508479223992,0.004840592176634573,0.0016155536303548157,0.004284888460486247,-0.006938457983931889,0.005212188624987624,0.012903213500976562,-0.009270172935689991,-0.01193322984806,-0.011156275290717832,0.0040815740168198555,0.00034424196710736155,-0.02477873701283384,0.02125000104331498,0.0,-0.006050103553415842,-0.004035932509245943,-0.010119925461664625,-0.006323369173799276,0.07972670675158988,-0.0051414444230678535,0.03125006402842834,-0.019680189864146436,0.006033863142788531,0.006637927929313836,0.01986758368734365,-0.020849451879362935,0.004898016742436617,0.004803844157466708,-0.0020701897561953286,0.007805329088029556,0.02592576689263182,0.0113976135308127,-0.01810583859382131,-0.01807653688091626,0.015553522415370447,-0.00882354633944571,0.0015798150082726448,0.0010909340598366235,0.0,0.0,-0.0204251421767635,0.008748335792162942,0.010313883487300446,0.02920353257840036,-0.02097904853296273,0.0013731532296026305,0.017081663176599537,0.01806851306987345,0.00848685232368429,0.0026751785985712484,0.0001561535723513252
2010-08-13,-0.003139714487570666,0.002965408614717502,0.00562015267234961,-0.002903167391945627,0.008533323388583591,0.020960722150274114,0.008888880411783928,0.012738841509227994,-0.015597401046469006,-0.004106326856560982,-0.010256225865181379,-0.025609607788295352,-0.010323442621261503,-0.004083491327102617,-0.03304772347102669,-0.01308418872714745,-0.013043466092057199,-0.006303452938898668,-0.0018932114762992835,0.009999968788840574,0.012658203497477594,0.007751992427776466,-0.030303090509739783,0.0,-0.010795736324124228,-0.014177392227412766,-0.03030306283029227,0.0,0.00243684695147528,0.0015936666497777807,-0.004148968664819286,-0.0164009701871618,-0.005956590461033695,-0.02431787827510412,0.011347522162792112,-0.016049098945434714,0.018018018018018056,0.03679520562850902,0.0018927275866986726,0.004722090720094441,0.0,0.0,-0.0042552784767287966,0.037358239486895206,-0.005770105114940027,-0.0008598648996932523,-0.007142828395379053,-0.003791158969071784,0.0016188149336062718,-0.02182781894802599,0.0016419953684940758,0.004517478701149047,0.0001561535723513252
2010-08-16,0.012598413371265105,-0.004599254091353644,0.009980113272786584,0.01197014917587702,0.02432579383529787,-0.0017108730037386222,0.033773865052282304,0.02201260313628106,0.009901414684292398,0.014067466249992,0.003885769869970357,-0.005006454034355734,0.011474267075097577,0.03599084194623581,-0.001898720039314683,0.010416721909560112,-0.0008810984479685757,0.005890366640558087,0.005311061558816554,-0.0036003567136914105,0.0750000302217535,-0.0025641000560834293,0.07812502037268176,0.010037637544741296,0.0012126065620636783,-0.00033445581971303096,-0.004464302820210819,0.0,0.014586793698922351,0.0047732094706380845,0.008333669696117152,0.02130621802979471,0.004176479115911347,-0.0006078848011075166,0.008415113732883617,0.02134812265922026,0.004424778761061843,0.017744724118638366,-0.002204020602007528,-0.0018076369246698976,0.0,0.0,0.00427346325293021,-0.0038584982239366905,0.019642812321478686,0.012048222435590672,-0.01438843088343722,0.0039675264059684245,0.003030333856139489,-0.0031282903752285485,0.013114741796192542,0.006609923940601226,0.0001561535723513252
2010-08-17,0.01710733070778736,-0.004950482584395788,0.0031621166488138286,0.00543486431567386,0.01187405119625895,0.01628101973936391,0.023437494708394402,0.021538485013521624,-0.005096358839757786,0.029418776200065944,0.008774362458734197,-0.004192722332432841,-0.0010313058263370367,0.02814421266887135,0.033608067581479606,0.021555819375333574,0.0,0.004054026519080045,0.0,0.009033458376379366,-0.007751949815103076,0.01542414939883896,0.04347830593924007,0.013664570465240056,0.0064594022840762655,0.005352955860799424,0.0008968815447505385,0.0015773916748367256,0.004792300518900783,0.006598055338807196,0.006197731636858661,-0.0036281507496191967,0.032911346175491296,-0.0024331348795421093,0.027121058361271544,0.00821978532339629,-0.0035242290748899174,0.029808784533942534,0.019564557550798334,0.02499089501831775,0.0,0.0,0.004255349276497178,0.04067136071866817,0.01269712285184621,0.00538542146646237,0.05839415543760884,0.0,0.00100703394811541,0.010251081303090936,0.011529120361186473,0.013222991814338503,0.0001561535723513252
2010-08-18,0.012232404307749745,-0.007628508960078717,0.002758037736489305,0.011128655750255456,0.008673373101334203,0.004215916275018161,0.0076336302232034026,0.042168604789444286,0.005516765100186838,0.022304811104496114,0.024047142172356484,-0.007579109222885072,-0.00757052021326865,0.017964075764328458,0.030674931355176405,-0.00733956819555881,0.04497354636405859,0.0035890576512347394,0.006415101056795214,0.05013424011794476,0.04296877561344159,-0.00886078111599331,-0.06944445824181533,0.018382408846616904,-0.010429162555193994,-0.0183028036946582,0.025537621085021556,-0.01653550585646202,-0.010333795139144342,-0.0023597278747197192,0.0,0.008193020225584213,0.0099790619628779,0.014024444732438024,0.0020311538286164055,0.010715096231135979,0.004420866489831976,0.01037680155117271,-0.024760170548011717,-0.02190809005651284,0.0,0.0,0.019067790038157284,0.0235731907992609,-0.002161761945929319,0.007612079792780335,-0.048275885805287966,-0.007984576393111897,-0.0042253336267400465,-0.008490367356366657,0.006798643551273464,0.0007990056818181213,0.00015601620333161037
2010-08-19,0.00830820334238358,-0.02406414811225077,-0.010608991613792362,-0.017295569847665893,-0.02352042984963676,-0.01721245393637094,0.03856745511622606,0.017919155315736734,-0.006663048050223108,-0.05386362544172463,0.01174101958619933,0.01484940084304287,-0.004160916733650932,-0.02142850159167442,0.06547611612268178,0.007393835757326439,0.012658316986067009,-0.018775103519757086,-0.020997384537442598,-0.03324803110555652,-0.01910115638610943,0.012771380026429968,0.04477607558580465,-0.016847206163326578,-0.0239156936242807,-0.021694894564353806,0.017911745668176993,0.008807042018541322,-0.01044178633276971,-0.011826546805757676,-0.01848089048513024,-0.020315967524699108,-0.03258800938662698,-0.01623570054703427,0.006756741431273028,0.018898356910782788,-0.022007042253521125,0.010810832355296451,-0.03649633799355523,-0.03251443672715515,0.0,0.0,0.04157998908329419,-0.015151489009994412,-0.012998241312634495,-0.005316107423650296,0.007246347224819427,-0.007967310292207097,-0.01475052196757587,-0.01712614194927997,-0.009930486894790924,-0.011103225997220467,0.00015601620333161037
2010-08-20,-0.026966337083499714,0.014725972143565969,-0.0031771860913203387,-0.0032000026141423277,-0.0054389956970262165,-0.010679189173181114,-0.01923076679842295,-0.0573537872729053,0.03038802111207728,0.006005313220112551,-0.0037035340267120853,-0.038043339291095934,-0.0125347740811238,-0.014598546123766543,0.025139691300530842,-0.022018438833609766,0.018333295252589643,0.012300686540442252,0.02259673857041178,-0.02821866759421443,0.004200086818674675,-0.0037830685524083973,0.0,-0.004895959114800008,0.0020764040853014087,0.004850983599710146,0.007725335239044728,-0.0007935690269775808,-0.0016233658395495842,-0.0021276328491462992,0.04184141855059664,0.021658887213413136,0.015947016273587522,0.002444915532459735,0.013422788551020082,-0.0002261552078772766,-0.0009000900090009312,0.005347604125940153,-0.001976329778812902,0.0,0.0,0.0,0.011976066596948831,-0.0006153683035280411,-0.003511892012198703,-0.01687770097055874,-0.00719421544171861,0.007949346114708877,-0.012920370695331918,-0.018274555572785345,-0.01223664622519438,-0.0031396235441865095,0.00015601620333161037
