Date,ABEV3.SA,ALUP11.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,EVEN3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MILS3.SA,MRFG3.SA,MRVE3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,OSXB3.SA,PDGR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAPT4.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2012-04-18,0.032878696662743456,0.0,0.008130073421291018,0.016253254138387963,-0.0061303045262061095,-0.0013079733868635035,0.001935378336208382,-0.016087415262213023,0.04498273915462736,0.016274864376130127,0.011938549326377279,0.03387906847976829,0.0,0.003122531113482818,0.025056956765444616,0.02415158301273812,0.003662971924743408,0.020685601648436247,0.016260203124883965,-0.007703046382937506,-0.01025951153019411,-0.007645289147784062,-0.029691164033585737,0.0036363601684570312,0.010598388980186835,-0.02675187527083478,-0.015831119626240175,0.0036764692209827476,0.03657142778669087,0.037577296312332864,0.0,-0.008746482693737234,-0.00603170716401813,0.01135087734835305,0.011054396241808817,-0.001623317835464988,-0.0010312426763361415,0.05042020173979056,0.0044052405554908525,-0.05128201384134745,-0.008529417372846293,-0.011312216999309177,0.0030457357728896906,0.03575418994413404,0.033138401559454245,-0.023437537313231394,0.016100120446162602,0.008341070704919185,-0.003006044254164175,0.0,0.007630607291438052,-0.006700987800145608,0.017354933059022137,0.05243230115556563,-0.004761834350011762,0.02245514903066037,-0.031746041101618494,0.011392407530365967,0.01832727656492139,0.04373176572498738,0.030992776658606447,0.02307696257822678,0.010218267828061567,0.01000001611710033,0.03233260074402455,0.004960206701861258,0.00014001469324997906
2012-04-19,-0.0026404138146237655,0.0,0.008960500771303392,0.0029461150736491692,-0.010023138215634386,-0.003601856729804287,0.001931525712365767,0.01635045176955452,-0.026490103450292568,0.02313167259786475,0.028089888844431643,0.0061316287326136365,0.0,-0.005058377183540963,0.002888855230036347,-0.02089554285008488,0.0121654158599247,-0.016792177639866512,0.0034285409109933163,-0.004940022190517257,-0.024390228106387357,0.008628695635051642,-0.016523985439788724,0.0,0.019741000632096162,-0.03589741758555676,-0.0026809625769762535,-0.02197801383449549,-0.01708930711872847,-0.008095382712724475,-0.004000015258789014,0.008823658671603951,0.007345914093282557,0.0,0.007569330684639386,-0.013008230364620621,0.023121484925349378,-0.017600021362304652,-0.018421013443473022,-0.03088804183480498,0.0234351662115162,-0.0002288818319415853,0.012145737381317856,0.030204962243797207,-0.0062893081761006275,-0.019999997164799943,-0.016725315680060082,-0.014246298836473548,0.011055266479736536,0.0,-0.009728218565112745,-0.001037906449847248,0.0,0.02722134805324794,-0.006698628851740884,0.002635372455125351,-0.009836075331137173,0.0012515785374234145,0.008427369900484871,-0.025139689915437136,0.005166684669673405,-0.020885546735418314,-0.0073563148235452624,0.0049505827368943045,0.02550336403823361,-0.0062212347246468624,0.00012954553508004452
2012-04-20,0.014560932858669329,0.0,-0.013321543682055514,0.011330275225686304,-0.005451693572672389,-0.0009858595552041383,-0.00578352028881246,0.004021709911694815,0.003401373563511889,-0.013043478260869601,-0.008196700807861168,0.0033634967792683934,0.0,-0.002346438364271175,0.004653137440830513,-0.013109666389873653,-0.001923046404164741,-0.007067075095395503,-0.048974870680998484,0.0,0.01624999223018264,0.005499507319260966,-0.013690042171157435,0.0031702760446599143,-0.02238359491009101,0.03617024653895706,-0.022849472444420482,-0.033707852398079385,0.003926020047469336,-0.005584238156393528,-0.006425696781659385,0.020407994650432526,0.021876962411329304,0.007856186502197104,0.010016703646725578,-0.005107131156340428,0.00887806108087541,-0.02280128168239337,-0.01608591520093483,-0.019920357355409535,0.02318850690469021,0.007095476837609693,0.009999990558624106,0.015706806282722585,-0.015189873417721489,-0.028571438903790214,0.0017904658865490752,0.00046612219942088196,0.006958261703325697,0.0,0.005862874832928355,0.005194825011414439,0.008823506972369,0.015000184416810614,0.024084893245102545,-0.01664727516712783,-0.024282531905382765,-0.005625063210020431,0.009915025185107451,-0.010028686441574619,0.0011682591024195776,-0.005972751442289925,-0.002315851630716792,-0.002955780635647276,0.008725932907887257,-0.001980261266728456,0.00012968766086074446
2012-04-23,-0.014206964800930089,0.0,-0.0369037882420441,-0.013277995425687417,0.006264720128125401,0.0,-0.002493168514260402,-0.012875504985558894,-0.014915272340936148,-0.0022026431718061845,-0.019834639700784806,0.0031406004832899015,0.0,-0.008624106290712086,0.004190698009586713,-0.03459996967450618,-0.006502918110778966,-0.01542112808241558,-0.03832342920710263,-0.060283690342256335,-0.003690067139744291,0.017320012802592766,0.01955829483479099,0.014898416676720094,-0.012376225937722696,-0.010472297208337755,-0.030261319225424965,-0.05038764248909844,-0.031284997882379484,-0.025053992797554825,-0.021018612068490317,-0.015238026937819171,-0.013651848833208802,-0.013362945208514998,0.026859525063208878,-0.03527068962443347,-0.013799973060606874,0.031666676203409905,-0.028156176596543125,-0.04308943768952889,-0.02832867763250002,-0.010454524647105834,-0.009900980843666418,0.046391752577319645,-0.03856041131105403,-0.054621826528493345,-0.01027701299647632,-0.008387623742136419,-0.0029615323382367054,0.0,-0.03505010703692235,-0.010335956537291913,-0.011661741110170376,-0.002463246882221326,-0.037629480071721844,-0.008018927035759238,-0.028280562705915835,-0.01885602871453884,-0.02959325000814572,-0.015918951773071344,0.0035005909837730886,-0.024892701403333883,-0.006499595684610671,-0.011857694920166972,-0.016003415408317623,-0.015281467020833994,0.0001302484320457875
2012-04-24,-0.00588241857230043,0.0,0.006542251803363985,-0.007569398653418324,0.011673063785976101,0.007894747498542687,0.0033324183535672347,0.033623192850085415,-0.003441169418702983,-0.028697571743929395,0.0016862719366523837,0.0229639969488713,0.0,0.018584425640836733,0.019108387683564043,0.027839977166634,-0.001212110786023346,0.004216848988892741,0.008717391136529251,0.007547161661334512,-0.01481475786077946,-0.021804048130927955,0.024133706840314018,0.01734881249727427,0.027568895948097083,0.033409409762048536,0.019858136552901584,0.04489801254870218,0.01960790835903259,0.020824157158092715,0.0016515655103792604,-0.009671202603419027,-0.01069519762950255,0.015801044364937455,-0.0028169071888629604,0.012701766163744299,0.059622767360595796,0.006462029318783147,0.00934578769071659,0.002548865207740336,0.01020411165975288,0.009416624685138597,-0.005000047731399948,0.06600985221674871,0.002673796791443861,0.022222218721975384,0.002257388048320763,-0.0018797422103677963,0.04554460156443296,0.0,0.0,0.0005222051739446343,0.0,-0.012345667674651173,-0.006842506727067765,-0.017963999670429165,0.037252640292678274,0.014093561260015486,0.02731604954056155,0.023529502245219325,-0.018604626981763683,-0.009683068662118322,0.0023365021168451072,0.00650002659321558,-0.00791208069820537,0.007019938575537399,0.00012954553508004452
2012-04-25,0.008579903835280733,0.0,0.007427901124160252,-0.023728790546210465,-0.026922979835077077,-0.025783327986553584,-0.01383886384010058,-0.0061693821178046004,0.004834299082286053,0.023181818181818192,-0.04601569634495484,0.006123009289624282,0.0,0.018633521886175952,0.029094825038473715,0.009962697429711342,0.023058265619959384,0.011997646192207778,0.03148137638980364,-0.026217200365206916,0.0006265916999135257,0.0015266796570208019,-0.012688746516756999,-0.008307849894420238,-0.006097584377790843,-0.008032140881099492,0.015299044873294365,-0.011718811225497117,0.006787304483709677,0.008680505540086036,0.0016487637181095138,-0.05664065153488995,-0.05882355957537022,0.004444587554513824,-0.016949187421069878,-0.01864404778318851,0.03674637778054479,-0.01685393559422521,0.008333354054895992,-0.008474557436271679,-0.0216449886647736,0.029579049248999345,0.035175900589213605,0.01201478743068396,-0.0040000000000000036,0.013043460842343979,-0.0058559037679069,-0.005178936513038024,-0.019886395181306304,0.0,-0.013111095741005885,-0.004175361395781008,-0.0035399038696332097,0.005000082135218076,0.003936865046874738,0.012804825653112806,-0.0056117317582078385,-0.008212284704417372,0.007456450705313866,-0.011494254771767576,0.010663529774624703,0.001777818467882053,-0.014452277961063076,-0.006458049102310404,0.01683655654770222,-0.0035661841829243146,0.00012954553508004452
2012-04-26,-0.0020534005930505916,0.0,0.005529949542490087,0.00911454323472416,0.0007904653400883088,0.006700251451063677,0.015717103060612247,0.010158010991498712,-0.016494829413884915,0.02087960906263886,-0.002941131591796875,-0.007100398484379378,0.0,-0.009908482081412484,-0.008795846286053344,0.022503055776151193,0.04389083239673042,0.0005926687039605749,0.02333939667055218,-0.0007692739481826028,0.02066367092230692,-0.004573130065986031,-0.008567996775192488,-0.022045855082545862,-0.0024539269969882094,0.02085017815907131,-0.004109617674589394,0.0,0.01123598008697102,0.006884675085537362,0.00905354846133477,0.0051761101588163605,0.00033779468792172196,0.011062083935253542,-0.0016419705514505445,0.0051812807137578965,0.011814752738834144,0.012244866818797773,-0.007346236637931769,0.014529864028755224,-0.025958721184428102,-0.04287289782782289,0.0019417457929349347,0.009132420091324311,0.0006693440428380271,0.02145922453019944,0.009515224047354165,0.005205897525817571,-0.007729428044982889,0.0,0.05217907197185068,-0.009958099309085977,-0.011249179015686117,0.004975144017651534,-0.0039214269183063255,-0.015653291268013736,-0.02257332464304662,-0.006369435214601538,0.007820049213907998,0.026162732419515278,0.003282493845020662,-0.010647811389460249,0.014664209188332,-0.022999908132527724,0.004357231933528549,0.007255060728744933,0.00012954553508004452
2012-04-27,0.0014697927710012326,0.0,-0.01833166014162324,0.012473157657090006,0.019747193514868977,0.0016638474265358028,-0.007736891940063995,0.0011173803464417098,-0.00908456398524693,0.02828546562228018,0.005309743276511902,-0.011643452405337262,0.0,0.022709737203372438,-0.015635038198502427,-0.005125071623671706,0.011363670914774193,0.005331762859151823,-0.07894738896805187,0.036181728073481745,-0.01595091304969043,-0.0018376850746980589,-0.003086367768916798,0.02569881366012461,0.004305024221333165,0.018044845086683914,-0.01788172142805844,-0.05533594994235913,-0.011111135588752097,-0.014529921287633196,-0.005709677584966877,0.005213133421124727,0.003039592430383209,-0.0010940192276515104,0.023437489919393872,0.0343642863063196,0.0034664259670007525,-0.012096743802001209,-0.007400514495905286,-0.04212299521149432,0.005148349373894412,0.00969748685356353,-0.0019379827231356117,0.03800904977375574,0.006020066889632192,-0.03781507631028791,-0.00807900806231443,-0.01459507859147513,-0.0019475029568166713,-0.0063593355268076746,0.07003893830070251,0.010587653224015003,-0.007185678667734119,0.019801996605221195,-0.005905508139679161,-0.006116149757391276,-0.05311780387029441,0.0,0.01995295030271671,0.03966010623654115,0.016592613519000654,-0.011659117956430709,-0.006526866760721006,0.03121809470156567,0.02386111886359421,-0.008151387504421348,0.00012968766086074446
2012-04-30,-0.010129613138161186,0.0,0.0009336391591503457,0.0016991931445646813,0.0030983919135534332,0.017607948876001256,-0.02812588970703367,-0.02762278723126621,-0.05500709942585846,0.0008463817181549871,-0.03051645714935569,-0.02345367727750669,0.0,0.0030109622078717813,0.03648865271359636,0.0030302592801567663,-0.000674138416465575,-0.03653500041080493,-0.022222246442522353,0.021545253124727104,-0.00872817091929623,0.00797791420252647,0.00928788692390814,0.007032960325807025,0.006736105992987573,-0.0025321082875302547,-0.0014005255226425817,-0.01255229682801351,0.006741615055096739,0.008239398892364802,0.003281375162423883,0.022573313893291536,0.010100960737766673,0.0010952174165637096,-0.003615962398844985,0.017774143660875374,0.0161818428859255,0.011836772062340462,-0.022367160709324763,-0.024626173699715537,-0.0036154806340021883,0.00045736240505456216,-0.01262139857843636,0.0017436791630340842,-0.0026595744680850686,-0.01746727661638703,0.013122126840408033,0.01720022002400734,0.0,-0.021119949697261498,-0.0036363601684570312,-0.01571499395823095,0.001206300232551527,-0.002912512386482935,0.0,0.001538472407273117,-0.02439020156437277,-0.003846197195259915,0.016709679826620638,0.01226147488312801,-0.004597647766885982,-0.009074444402520476,-0.0004692740090311842,-0.0004964705955751159,0.008474629694487534,0.0020910667682481066,0.00012926510988697792
2012-05-02,-0.010680870002169773,0.0,0.0,-0.027141619665783656,-0.027027032640749238,0.0,0.0,-0.027546658730757456,0.0067164294888064635,0.0,0.0,-0.00043145780492692687,0.0,0.0,0.0,-0.008459222415214684,0.0,0.0,0.018181863219567385,-0.03272723867110561,0.0,0.008523554702619451,0.004907962964176837,0.0,-0.016423384975221333,-0.009959009500672855,0.0,0.0,0.0,0.0,0.0,0.0,-0.02533332340116623,0.007658493264870225,0.004435504439181948,0.036559427287897295,0.0,0.0,0.0,0.0,0.0,0.002285679408482233,0.0,-0.12793733681462138,0.0,0.0,0.029924077470216748,0.0,0.0,0.0003268418640272053,-0.018248157716151847,0.0,0.0,0.0,0.0,0.0,0.0012499668323258106,0.0,0.0,0.0,0.0,0.006410228418970432,0.014084561274875451,0.0,0.0,0.009770300873503723,0.0001301063262659774
