Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,FLRY3.SA,FNOR11.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MRFG3.SA,MRVE3.SA,NATU3.SA,ODPV3.SA,OIBR3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SAPR4.SA,SBSP3.SA,SMTO3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2016-02-18,0.0076669982417088,0.003802482495438131,-0.03667663051722203,-0.0032421351741053206,-0.020287048835338717,-0.030632819235853592,-0.03500035168890836,0.018745182339814592,0.07261410673443636,0.014344199422675397,0.03262649751555724,-0.008080800685720813,0.014449125543691821,-0.027500265066746632,0.0,-0.01931999618818847,0.008791200038733793,0.08205600453827477,-0.014778311237724773,-0.033097122602682494,-0.007449863271385748,-0.008196740540920122,0.005000019073486239,0.018311323150846937,0.005996207723583558,0.001324511206405532,0.09999997764825852,-0.030805786730077833,-0.048611145604538386,0.012526063778869334,-0.017673081302539972,-0.02027831800649893,0.006255984157147454,-0.034744839440993935,0.010446842802110279,0.012616142381676188,-0.013333419653442369,0.019459438003782248,0.045009845801122994,0.01765309637262491,-0.05490196518640378,0.016129032258064502,-0.026548716755993906,-0.01923070065211563,0.004790485067702965,0.019335816173610354,-0.0038461685180664062,0.016910372306970567,-0.048245568629886826,0.0050691513443255065,-0.004270440240455753,-0.05537491005422779,-0.00495266580536835,0.012688113797095557,0.013721186027529697,0.023666738121085995,0.029950008007673556,-0.12999999523162842,-0.033585190903019924,-0.016027249179514147,0.011436696504609545,-0.036321431885283695,-0.0036751459249116936,0.00020292229727791877
2016-02-19,-0.004347822030685733,-0.0009471719966540615,0.010878037650943861,0.0037174167839497674,0.004040446652639362,0.006652800519242996,0.05958588776727636,0.008449096359547159,-0.02011607157021278,0.05454545279398659,-0.05371248531038397,-0.029531565261236903,-0.022551955502251975,-0.023136271740354375,-0.01639342724524051,0.039401109280974955,0.008714588349299834,0.00833337752833585,0.016250014305114746,0.019560106245725573,-0.0037528901542143167,-0.0033056983281805064,-0.002985048000182955,-0.02231102434146459,0.0013545987969512119,0.008597867893572086,0.0,0.0,0.014598526172921567,0.005773170707151998,-0.025487295102000984,-0.015016283915105455,0.011477751183545992,-0.006749107467380444,0.00516949815011869,0.0052459907685571405,0.03547306396801808,0.034994752628191295,-0.015730339486616063,-0.02040814578855732,-0.0456431573992786,-0.031746031746031744,-0.033333302025842726,-0.02832246407826866,-0.04112043280501232,-0.004123727070916572,0.0038610186464320684,0.025842741706311623,-0.004608290374042534,-0.01834035405353962,-0.006433168171658732,0.020689711729536375,0.005429815828663198,0.013378639852964502,0.0005414309287279373,0.014001935754073935,-0.01712432866538849,0.011494241848790887,0.027801884314584857,-0.017356512835385418,-0.010600660893016034,-0.019246248568819402,0.001567095809826835,0.00020292229727791877
2016-02-22,0.01473801649898232,0.06445513162538807,0.046118325690988726,0.05555557641348563,0.05231392290224468,0.04295749503742696,0.1173591010916557,0.033327145473694975,0.01737072780824711,0.045977060843236384,0.038397223719822016,0.0010493419897208422,0.041287245120603666,0.06578949983394922,0.03541668256123853,0.03866556669989141,0.10583148142693566,-0.004132300952995882,0.011070129313778043,0.050359778863728444,0.021443094956434816,0.049751278021666234,0.03193609582884571,0.026226108120159797,0.0086580662519673,0.009180316344930217,-0.09090907243657698,0.00977991590206595,0.021582713452168223,-0.0016399757761242917,0.03384608564082536,0.04037912475975203,0.0056737536589981374,0.0826726220362668,0.028571437762667573,0.02250484698893196,0.05709612863620728,0.03176215753518519,0.06544898281637157,0.06770832878020028,-0.004347826473461991,0.0,0.16144196151969048,0.13004482483077084,0.12430089044934278,0.050931658868124785,-0.008461512052095888,0.004381177903524325,0.01851850012202405,0.08360589577105815,0.04316545477258149,0.013514173943421914,0.04050412032812245,0.018441008605372344,-0.006493448855910744,0.04174688987705122,0.023011179720515917,0.034090944496560915,0.11073545461243817,0.005434794569514345,0.04285713273651659,0.03352418777044819,0.040728883325710674,0.00020292229727791877
2016-02-23,-0.017751475040204134,-0.007123896631973214,-0.0066127260237967,-0.007456174125123116,-0.009560232595597018,-0.00871284409324724,-0.07439819262000835,0.0,-0.02599922640250074,-0.03296700129689223,-0.03054646565382446,-0.011530362381246828,-0.031486904929247106,-0.05473225132182857,0.010865209401163867,0.007299420376984278,0.01953123181010552,-0.0041493516944057784,-0.023114419450778745,-0.02283108948646917,-0.007659627828946247,-0.05055287032809297,-0.028046417560298242,-0.02057746263372251,-0.004560091899755703,0.004548435256392702,0.0,-0.058111318502999,-0.049295729125592325,0.0012319827033639985,-0.0014880521481376308,-0.014257425145296043,0.005641743794501108,-0.055439272495335534,-0.027777786465484455,-0.0031898353100249244,-0.05709871598083349,-0.020853914156053754,-0.013214315686907119,0.02439027385723258,-0.07423581448836447,-0.03825136612021862,-0.04453440357644611,-0.023809501283202916,-0.004975169801387347,-0.054373491189860235,0.0007757389403562076,-0.0124318366205306,-0.018181800448205276,-0.03879318617403138,-0.021379277981035116,-0.01333397626876831,-0.006920490871662466,-0.0010289085751329363,0.012527207766357629,0.017262803205850386,-0.004820061502244788,0.021978000384744734,-0.05783867648588292,0.011891917921988071,-0.009588993635869403,-0.011075976227857498,-0.01651439805712962,0.00020292229727791877
2016-02-24,-0.004381156774550199,0.002690580888478733,-0.03328407897213104,0.00044194074070103007,-0.0019305221421496155,-0.06512189466238827,-0.01654835799918508,-0.010090071251470656,0.007171326790443633,0.04166662527455389,-0.05306816481438659,-0.024390295701730347,-0.00481637518123057,0.0013060120472057068,0.03224520059240188,-0.01811610161615318,0.0019157527363558025,0.0,-0.003735956907696125,0.0,-0.006003404519252187,-0.04991683530310431,-0.025870669049492312,0.0003388759337266123,0.00431147047071434,-0.0006468343808958554,0.0,-0.030848294307263102,-0.044444489577178836,-0.0020508301387067718,-0.0074513487361816955,-0.008437065031855817,-0.0191677935242488,-0.0365448017915222,-0.004571423608159431,0.008800049365237372,-0.001636613039831314,0.03346850491506426,-0.01954393863845949,-0.03999996403285244,-0.04716981587000191,-0.03977272727272729,-0.007062106558827885,-0.010162640235673814,-0.005555586343207408,-0.0374999841054281,-0.0007751376359078632,-0.0017667912247908424,0.02314812515252984,0.006278080309944034,-0.006342496194586267,0.00675705676663485,-0.05487797786478621,-0.018331585683310725,-0.02797205236662048,-0.054545592283550826,0.006134964404641119,-0.021505355669564907,-0.054119553319907476,-0.018429527045604743,-0.09612718976839585,-0.01919998168945314,-0.0102537569671457,0.00020292229727791877
2016-02-25,-0.025852651969940688,-0.007155437639988271,0.0038255693880897557,0.0013250574479610755,-0.00290138440005161,0.008547041290593693,-0.07451900587948868,-0.014197289795308654,0.001186660541220741,0.014545440673828125,0.05078812702984936,-0.009782625484106355,0.02964299620697952,0.008695494385738911,0.00385655149605868,0.02730629911989979,-0.001912089645385362,0.0016666176503912222,-0.002499997615814209,0.021027984145709055,0.006327315041318782,0.010507854136639017,0.006128745643564137,0.023035240333031393,0.01878190668103774,0.029773443759974594,-0.09999997764825852,-0.04774534244935824,-0.10852712390299724,0.01520759722127596,0.007507288158312253,0.0008103337257825416,-0.0038131517634402146,-0.06321851000000567,0.01894370196420736,-0.008723284035101475,0.021311476054227674,0.006869444017500559,-0.0022148196974687284,0.022817490981414945,-0.19306932647287844,-0.16568047337278102,-0.007112402452720046,0.0041067723606769135,0.0027933116556904114,0.0034632001032446347,-0.017843327368861517,-0.018805327089832735,0.009049764968910745,0.03787876006136037,0.009219891632633148,0.010067108053218421,0.020737273722098326,0.018464163705743886,0.01715547709893861,-0.016025576378928763,-0.011553271210314686,0.010989000192372256,-0.05892396055811533,-0.0046258605345153025,0.009946385116913703,-0.025285514994233593,-0.004681002732564998,0.00020292229727791877
2016-02-26,-0.004517217834087539,0.009008935863792145,0.006097555213709249,-0.00838107434720159,0.0029098269265031007,0.0,0.01818169605915032,-0.07680948702467205,-0.014618685882733518,-0.030465963910092042,-0.04833336590260762,0.03841936275081981,-0.04289064377493079,-0.04137930609122009,0.00038418089197223004,0.005028734656577161,-0.04214555537052489,0.06905157485245694,0.021303207901060217,0.016018401944750016,-0.006001756624990584,-0.03292898378550868,-0.016243735521820568,-0.016225220731388657,0.002370221523268601,-0.0006285392678763158,0.0,-0.02785513432313269,0.0,0.002833995654334176,-0.008941839854444078,0.0,0.011004698903937182,-0.03067482632568741,-0.0219718277249491,0.008000061523441238,-0.04173354858708356,0.003898688293986652,-0.027007082169466123,0.0164887789673136,-0.07975454851291353,-0.049645390070921946,-0.012894004633518197,-0.004089975761264686,0.018384448619137128,-0.020276152481248255,0.004739369695092366,0.010146544676742808,0.04932730679595587,-0.024474031482318526,-0.005621918886883126,-0.003321900722705551,0.005417645205420651,0.00844656005318889,0.013057763298438996,-0.004560256866733559,-0.0008117124228829153,-0.0326087287502157,-0.0018149234966302608,0.018589434268402316,-0.02651525362026519,0.03598328971038067,-0.007042589763177953,0.00020292229727791877
2016-02-29,0.0005672279839972205,0.037499966472385404,0.025757587689451578,0.03514231056162331,0.031914934291657815,0.02203391734569493,0.028061359791625273,0.028000027891746937,0.022453867439884645,0.03512015944165814,0.02802111136330332,0.05391122905129864,0.025168737566350297,0.04001796791618184,0.027265708890559015,0.052894974131367345,0.039999961853027344,0.026459177675228096,0.006134993015359136,0.01801787499680585,0.014951134815563982,0.017921188011758238,0.008256024854978117,0.016492820382579154,0.0060431536461591495,0.02515731951237732,0.0,0.011461361706486484,0.05217396802848251,0.017359721325358457,0.025564060925951093,0.028340048060680578,0.017510707624146082,0.02531643841202369,0.03686640166417954,0.006984074910481697,0.04690107511351704,0.029126250178233226,0.010646414249736669,-0.03148857130015814,-0.16000001090460592,-0.09701492537313428,0.0667634320843038,0.05544147582572623,0.08315095982260279,0.04051079319166373,0.012578604092237322,0.02700886717065809,0.12393171406356873,0.011883828970614907,0.056537035496497134,0.023332953453063965,0.015267182110423327,-0.003677189153197924,0.012889353399623493,0.0307591639651581,0.021121062370893506,0.01123594452133525,0.07363640178333619,0.05394525245284476,0.026459055672152454,0.030694677780952473,0.02887505109032773,0.00020292229727791877
2016-03-01,0.03458053466314315,0.04905337556420264,0.0576070705442191,0.02492479617404264,0.028116222498051124,0.054726353602654765,0.07692276102187923,0.029377381850842266,0.0,0.05535713358193006,0.04599646807623592,0.018054096958926902,0.026946209437676893,0.026805141596826454,0.0242990511600103,0.019687721534870084,0.03846159489197354,0.019711937741230035,0.023170797375255514,0.03761075345514242,0.019546743989032,0.003521033907104787,0.013305952372120844,-0.01655629097246858,-0.007573712155673928,-0.011042947830427363,0.0,0.019829783873448248,0.03305781867105084,0.022619034824097772,0.041055609255475245,0.046456706649986135,0.01674417052364352,0.053086541791458774,0.028888857265636725,-0.003940671472740465,0.0064001188378657314,0.013207477520834843,0.03837473516521572,0.022660130292028402,0.039682542902200746,0.04958677685950419,0.029932009507938506,0.03307394566338395,0.010100983405308961,0.033008917238582125,0.01785710715782174,0.010867245534540215,0.10266158523871782,0.03871256022764813,0.046153902376711686,-0.022800940177222784,0.013268431179218831,0.023785150486760998,0.01007415803606615,0.04126978132377035,0.01829748455284186,0.011111167036458314,0.08467400207191988,-0.031830983285938697,0.004548919067759227,0.05015669107903453,0.031032387717904397,0.00020292229727791877
2016-03-02,-0.0060274307041952024,0.02953237761703531,0.03142463495317682,0.027253742363601008,0.020966213359118413,0.021619466411733734,0.06912466010272778,-0.007181950652122793,-0.00196075439453125,0.05245346036942533,-0.0048857450615837905,-0.020689659708320374,-0.023323612168977936,-0.0033685207488466373,0.008394143994103542,-0.0339546494244094,0.04629629547867431,0.044609557330147265,-0.036948797012078205,0.027718433339777304,-0.013336998933442867,0.03333337796663627,0.010101049022522401,-0.020202032527164904,0.0013157431055872415,0.05769227149744127,0.0,0.04166685442135587,0.0,0.028715551337727074,0.015492925628140863,0.02332579339483143,-0.023787718475190456,0.025791327566518252,0.03239737373923135,0.01914852444293369,0.0143083088631355,-0.03072620869141396,0.03369566276528646,-0.007707122084209539,-0.022900765145924207,-0.015748031496062964,0.07001323616773858,0.06403016125267902,0.03150004431604958,0.0319541454945238,0.006102206392149645,0.009890384653318263,0.031034452141253555,0.03391960290824958,0.04092073154427256,-0.006667017936706543,-0.009166263023627996,0.03725208860977092,-0.0498687083274344,0.009146409572336145,0.011562559429938224,0.03296700057711699,0.11007024209405136,-0.019726391876111027,0.03018889427529059,0.0,0.017474275871447453,0.00020292229727791877
