Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,CBEE3.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,EVEN3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MRFG3.SA,MRVE3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PDGR3.SA,PETR3.SA,PETR4.SA,PPLA11.SA,PRIO3.SA,RADL3.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TOTS3.SA,UGPA3.SA,USIM3.SA,USIM5.SA,VALE3.SA,^BVSP,CDI
2011-06-14,0.02075199735134925,-0.004472076551571003,0.010233873284013706,0.008174356965139129,0.009256136668126969,0.007289719183208421,0.016189272035049163,0.006507658604939515,0.017142857142857126,-0.033057892381495146,0.007340441310697443,-0.0033936448130560404,0.0,0.026173686828595555,0.0032981244986365343,-0.0030597333719276643,-0.027690404314088868,0.006631938698849815,0.019938640426278242,-0.009689867320980872,-0.0014051821128708841,0.0025270647254953538,0.04016391629334626,-0.011685738767606813,-0.011560628000628848,0.0,-0.01841619997183308,0.008039548998734825,-0.0004966876279205445,-0.007119718966681177,0.014022721471056654,0.013218424020079445,0.00704247950685799,0.007553901587489031,0.0,0.00863933033106079,-0.03412975784034866,-0.02266664032629173,0.0062893081761006275,0.0,-0.007797270955165692,-0.030042929552579922,0.016323361203505193,0.011573101527931007,0.0,0.014698467919402214,0.017756731698172157,0.03130752807308679,0.0,0.011014443680472219,0.00643779300928049,-0.0031846454698006843,0.0,0.014513083196830534,0.00797676990438978,0.004991635911596681,0.0029343953049674187,0.00017542218673494148
2011-06-15,-0.005022638336258045,-0.0404312921361456,-0.0014471421513015947,0.007335925179524416,0.006878500511257046,-0.004910800649469138,0.00204251498961594,-0.020258672639956177,-0.011235955056179803,-0.017094039095532754,-0.0029824308055760307,-0.010896697700848224,0.01125008063793942,-0.04048568397437513,-0.020381362644809276,-0.007672615058005872,-0.011003241319912482,-0.007529475137191488,-0.012030125188630891,0.019569452450051816,-0.00093810628541946,0.001800476637967341,-0.011032261172400193,-0.0062893048971974785,-0.025731024809474312,-0.01369861671503625,-0.018761719550897893,-0.00613494625950739,-0.004473168431106234,-0.005867024230290285,0.006050143502315253,0.009642664276130475,0.01398565728795198,0.008568376264374455,-0.008474567174176606,-0.008565331601956494,-0.009187199409518731,0.005002255697700075,-0.013749980926513694,-0.007037088755228016,-0.022920759659463052,0.011061984718459872,-0.013001918070658869,-0.01271191269321903,0.0,-0.009420298017691175,-0.0036728823633680463,0.0,-0.025185159649283806,-0.0022936038481145005,-0.04051171927471786,0.003194819838325591,0.0,-0.03230275775149738,-0.021582679517531345,-0.006622510282393357,-0.009661602765051014,0.00017636381415342406
2011-06-16,-0.028846130684841542,-0.018726641173737346,-0.019927577420558396,-0.011881992075510328,-0.011060515072049859,-0.009870178719197042,0.006930264832961663,-0.01011876581030935,0.010795454545454497,0.0,0.003323632748225558,-0.0016066065454189982,0.028430073967669944,0.01687757370502596,0.0006712522885818917,-0.019587585991684198,-0.018324590174370714,0.008060692785920143,-0.0007609187989784383,0.01727450132992714,0.0042253526173572364,0.015456517249918589,-0.00398407888246699,0.018987331810532915,-0.030012005076798798,0.013888875091518038,-0.01912045211109259,-0.01604939617737866,-0.011982015121855594,-0.023606534864081707,-0.007732071220728942,-0.00617976241061724,-0.017241595651901087,0.019469047069260226,-0.022051384483970926,0.006479497748295593,-0.037089920818488276,-0.027149263641601418,-0.02256018688051664,-0.014173803261811835,-0.036193029490616646,-0.020787769927555044,0.0023247336122649287,-0.0004291125262055884,0.0,-0.0014703467286319993,-0.032258307790312024,-0.03392845683047119,-0.0250759811238378,0.01264370690248695,0.03333333333333344,0.0,0.0,-0.010014262820643993,-0.022058836935300308,-0.011250019073486328,-0.011736250892799172,0.00017636381415342406
2011-06-17,0.014851472869682025,0.04007630032034304,0.0,0.004654799066223125,-0.0032894707884395524,-0.0005245701927125701,0.006477767212967667,-0.037777794731987835,0.011242270938729648,-0.026086881559163166,-0.006622061192765982,0.013793113044639815,-0.0024037742178962818,0.01825717612903155,0.035546557346159746,0.001051548753013165,-0.0033333460489909372,0.00235187680828175,0.0015231435529705628,-0.007169831215846578,-0.020570352516355528,-0.06159291225197039,0.011999969482421768,0.0037267267505374235,-0.006188142476111547,0.0,0.0,-0.015056480364812996,-0.015159228424986959,-0.016118248439134897,-0.0051947220148343964,-0.01102320119409661,0.003509345851905765,0.013888878484707545,-0.014158343927029304,0.0007152864802622005,0.01777778433960764,0.017674395089849027,-0.004149373488428698,-0.023079812910954067,0.015299026425591,0.02234636561805181,-0.007730991745316884,-0.002146893192084165,0.0,0.0073333548522953595,0.0,-0.021811514786119646,0.013250132746368104,0.02156641947780158,-0.015053779848160254,-0.039808891987715644,0.0,0.03949902147319895,-0.006015031771336776,-0.005056845099014162,0.0029401619552897884,0.00017636381415342406
2011-06-20,0.01195117486115893,-0.031192568321530167,0.00739374375528401,-0.011196796316095825,0.003300327118086699,0.014435694967998902,0.017699127883195054,-0.016166299659892913,-0.01889938854919404,0.0267856352535083,0.029332632681490445,0.0,0.0024095662711751675,0.0024449527079140054,-0.03238351643187232,-0.007353008942499462,0.004682317685057891,-0.014547171796071234,0.034220519197394994,0.021664736180014188,-0.013842503880584278,-0.006412677285032031,-0.021343834959002606,-0.012376231021337558,0.0,0.013698616715036138,0.0,0.0,0.0,0.0,0.0069625922106719695,0.006001738260159595,-0.012238438761727255,-0.005479434572915554,0.02393617751315391,0.022158717117666482,0.0029111710328633134,0.0,0.015624959642690062,0.006971272730042832,0.020547945205479534,-0.012021867913452389,-0.006622519508713953,-0.0060240701818948805,0.0,0.0,0.015238514232169376,0.015117076178524202,0.0007693056197966008,-0.0027777538636573063,-0.0058952065995929726,-0.024543899484046783,0.0,0.021779393652276546,-0.011346487834701269,0.01545954094376989,0.001768752047166755,0.00017623093667196166
2011-06-21,0.020727847264184085,0.002840906397000742,-0.0073394775390625,0.0054665940980360705,0.0006578589451122774,0.0025873122889894518,0.023715381524822554,0.01643194338057774,-0.005665722379603388,0.0,0.008744140938817813,0.013378707714065685,0.004807777748858877,-0.0024389894939460532,0.02074970213724381,-0.002645462331730686,-0.011318247078086707,0.014285698712033224,-0.011029431341294638,0.004464316995954176,0.0019361497274346107,0.006074405713182518,-0.030694677780952362,0.01503756508681331,0.027397294438938458,0.0,-0.007797268136437108,-0.00509552229141752,0.0030784744303227196,-0.009556272579786085,-0.006914449716931892,-0.007670521780836603,0.012390073922683209,-0.0013774229338791022,0.023549784246089667,-0.0020979072571937207,-0.01741655267924247,0.013711166495067983,0.027948721861227988,0.023077024567067506,0.003355704697986628,-0.00663715946824317,0.009803921568627416,0.00606057953837702,0.0,0.02255269830877138,-0.019700004291534512,0.023827323633893505,-0.004611904910048037,-0.016713058317121443,0.03338461348980215,0.021761328568068894,0.0,0.012698444278170129,0.018362718469497885,0.00917619644855261,0.004185194873136178,0.00017650048351192105
2011-06-22,-0.010625786452643338,-0.015108781348075362,0.007763437994244837,0.0019416806380345708,0.007560888043873559,0.005419344974114004,0.0011582879557083814,0.03787527525508039,-0.02564102564102566,0.09565219004423064,-0.009631810645474803,-0.015215924015189342,-0.0071770463231402015,-0.0016299684719426333,-0.018032822838486173,-0.01379311531141536,-0.0006734160690200497,0.0,-0.0022304298428627023,-0.025555557223504444,-0.010628061271095834,-0.015849059482790362,0.004166682561238533,0.004938330480996678,-0.01575758962920215,0.01351350045186761,-0.017681755560020385,-0.0032010122614694048,-0.012787724284207602,0.006891759215576165,0.003481296105336096,0.007729813483523751,-0.008741365349893004,0.0013793228447986916,-0.018778464100782877,0.0021023177248054026,-0.039143285409836914,-0.03471600885483617,-0.007233746929996565,-0.009398546501378724,-0.02341137123745818,-0.03229397046403515,-0.0015534336127124293,0.0008606049036423702,0.0,-0.004274479089617866,0.0,-0.01818176538040428,-0.03474897496621776,-0.007932100168977385,-0.01168969582370305,-0.011647291966129236,0.0,-0.004926135724469205,-0.011269764648806024,0.0033064651669811873,-0.003744464704350081,0.00017636381415342406
2011-06-24,0.0023866332140947133,-0.00958765189929578,-0.01137195390093726,0.0031007936205096343,-0.007177859836849709,0.0010266264441216588,-0.0011569478769172248,-0.023141903262364205,0.011695906432748648,0.06349204610225989,0.016207909583646263,0.002044959024258386,0.018313278324959992,-0.014285728050929536,0.024040172086179812,-0.0021517436901029585,0.0006738698638149021,0.0,-0.005216090072239998,0.038008324985813635,-0.006835897012104075,-0.0030674817461688875,-0.005809182356059872,-0.06388210891979618,-0.028325125900867,0.039999961853027344,-0.00999996290990035,-0.009633874936204379,-0.012953368387701336,-0.009582436203853906,-0.002601914045768039,-0.005681812231784322,-0.005291347913612743,0.008953147764286129,-0.008620680241768541,0.0,0.022290544866367723,-0.01681453693320667,-0.02814067721995972,0.020493340276517058,0.021917808219177992,0.016110477532181866,-0.0198365748616931,-0.016766955537867,0.0,-0.017857142857142905,-0.014353946927583738,-0.007407397821760253,0.013599936152208114,-0.01427754667552572,0.012903213500976562,0.010100890872626334,0.0,-0.023402275719356713,-0.017477169065587606,0.006797154196508837,-0.0028924404353367628,0.00017623093667196166
2011-06-27,0.0035713693312819927,-0.01064865671424764,-0.004452721181307684,0.004250385595563344,0.004929297776020469,-0.01743581147566642,0.006177638915257022,0.02642368581076915,0.011560693641618602,0.0,-0.00574074440167216,-0.01360545151388548,-0.009701949475596994,-0.006211224281413408,-0.008477323002136217,0.002695479593836536,0.03703698470922956,-0.013614981970621498,0.017977530365353322,-0.0003661397071790251,0.00983286346008394,-0.0011538725632888047,0.010016764926436439,-0.03149611181676126,0.013941715510243924,0.0,0.008080805053353846,-0.0006485838810346145,0.007874096162013844,0.00898411278796818,0.002608701663266988,0.0002856777813973199,-0.001772932570669683,0.010238900310739485,0.019130352519717064,0.003496467381462365,0.02406016033902114,0.016627034798587514,0.016287514559066185,-0.03309783534178612,-0.007372654155495928,0.015855045182989524,0.009126965685436694,0.00918229456784303,0.0,-0.003636377507990063,-0.015533860800155508,0.02238796843185953,0.017363880377837315,-0.0005793232588101604,0.004246280503076072,-0.016333273372922563,0.0,0.03225801064423561,0.003866916928109587,-0.007364987775877796,0.00327777504629867,0.00017623093667196166
2011-06-28,0.01660745755221016,0.03913912307530909,0.02199031510494298,0.018083856194776038,0.023544833662645814,0.015396590393275567,0.003453529210678319,-0.003550817632840708,-0.020000000000000018,-0.014925299052897745,0.015399632366972948,0.02298852174106636,0.013142294123110965,0.01875013413264459,0.011180474098542836,0.015053697502921848,0.004545496768344481,-0.0023798618773894775,0.015452593840177942,-0.0007326349619447559,0.00048677237864014344,0.006160949235367585,-0.006611563734210235,0.0,0.041249990463256836,-0.025641002128344415,0.020040072712539603,0.01817002943641932,0.010416606648103066,0.0273972334300725,0.027753749821525897,0.02970582078601991,0.023090223330217263,0.006756751832060148,0.04078500735196866,0.011846808572071543,-0.0014684101196679178,-0.0028036870330268027,0.017552750002644446,0.03653849110095764,0.0,0.02229654042388285,0.016515928873522823,0.01603123225548031,0.0,0.007299298019120881,0.015778969109878416,0.03649642748688264,0.02715288022295148,0.02898548721651939,0.00422832584547761,-0.027448321513610097,0.0,0.06607140926073973,0.015408379814549233,0.012159937077937277,0.017740170214156192,0.00017609805475937712
