Date,ABEV3.SA,ALUP11.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SAPR4.SA,SBSP3.SA,SMTO3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2016-06-20,-0.0010747155888080062,0.00386108605947455,0.0,0.036092244588468825,0.036875009536743164,0.014515522710588202,0.016522119311918937,0.024309386986571146,0.0,0.028571347803589386,0.012222231325531352,0.02592016465885849,0.020408176505266162,-0.012237478204902175,0.030612272396338014,0.006930662592116832,0.02315135407783564,0.018326158929787617,0.0059480563708762535,0.015006839653388226,0.0,0.029175047695710665,0.0467532506617756,0.007442103156778845,0.03132527766203541,0.02706764297101527,-0.003340727672656474,0.01796406088060576,0.012423592168809172,0.01783441816521303,-0.01722204022522389,0.0,0.016260157029831523,-0.003407142122391238,-0.004975119657066318,0.018279578346055203,0.01680663130442528,0.016597549612494378,0.00437223041674617,0.002148247285118865,0.006541656713123567,0.0187399001424442,0.030812574280916882,-0.00349640060380485,0.043737539517177515,0.01667828154478035,0.03257041344553224,0.03479860077800101,-0.09999999999999998,0.029850675036449337,0.025698379979019137,0.008888843324792228,0.006472492480276593,0.015648848682175087,0.020763234880462056,0.026329006083742,0.05417613030593027,0.02434023956412057,0.015340912939136642,0.004300686753201832,-0.0007184072433208399,-0.01875354782569294,0.014810776990867192,-0.009666652682289723,0.014547940175208218,0.009708728874782357,0.018979055426765923,0.0232123319064077,0.009232991129696444,-0.022151922610416652,0.016049582105220672,0.00020292229727791877
2016-06-21,-0.0005379359225257119,-0.003846235413538013,0.0,0.01681671428451148,-0.04460516963905703,0.011214223636756726,0.011783819982743582,0.003955433745558956,-0.005555559147690015,0.009661825489249987,0.00548847024464183,-0.007074345150091643,0.012000020345052098,0.035398301128863,0.05026655305861083,0.023107144042705086,0.044525697824985055,0.008998177435139088,0.0007389389644238964,0.00537633891739131,0.0033413010682596944,0.032258151725022666,0.004962679721261853,-0.0010943771635834043,0.06308411761801547,0.0483162411994571,0.02513970796254128,0.0,-0.01663894568179669,0.009386755778985734,0.0003809546412010256,-0.09999997764825852,0.0,-0.01367526441244371,-0.014999985694885254,0.010559635292918701,-0.0096417054679111,-0.00034017854840429074,0.00435326247430079,0.038585139382990574,0.029029507099089136,0.02442113966528292,0.02391319574667672,0.03157885615090916,0.009523888498361277,-0.004101153335358876,0.013640307530303764,0.02212391968424776,-0.18181818181818177,0.01790281724997711,0.03812629805666523,0.0132160035836566,-0.01125406409660934,-0.004133807133727463,-0.02968669047129968,0.018137284931154296,0.014989227768871904,0.052390576471809336,0.003357620428687147,0.021413724231733378,0.01150250533193753,-0.00868723672236793,0.010270299138249506,0.030292959871558,0.0217180387370266,0.014423063697193816,0.0019268264119158829,0.006220206363337422,0.015482202921877297,0.02265374665311226,0.010113453476127132,0.00020292229727791877
2016-06-22,-0.01399355381859313,0.00386108605947455,0.0,0.0023625832250591117,-0.003154586090314493,0.0034417364248160442,-0.0020080716649681918,-0.026504289724070484,-0.022346383244612245,0.014354113754235787,-0.037117859798751485,-0.006106815990551184,-0.0026350435473567746,0.07692277238175671,-0.03190714877450773,-0.016818855860257775,-0.003144893067302812,-0.027942884773007326,-0.0018462474690034147,-0.00802138270408359,0.01807803999753821,-0.010416724051186654,0.0,-0.006573522124800002,0.12087907249179808,0.06843579027902158,-0.008174365962506869,0.0,0.0038071948864744076,0.0012399476415589916,0.001523238280111805,0.0,0.03200005664669758,0.00519928726905583,0.0253806860863639,-0.009752657200477133,-0.008344924419109168,-0.01735283066206028,-0.030959788118247733,0.10939121594181,-0.026105322267488407,-0.00928790229556209,-0.0034502555327915463,-0.017006791347468853,-0.01698111321609741,-0.02059027689658044,-0.013877204128567522,0.02251080104282921,-0.012345679012345734,-0.02428810486136701,-0.019936997450897498,0.017391213504955427,-0.015176094690520614,0.014339590972324512,0.04249291876542571,-0.02102387446543963,0.012658316986067009,-0.05603923999451699,-0.013385427354613233,0.027253417276664527,0.0014214966735948131,0.03213237972588345,-0.0021402308391833547,-0.019928264780462945,-0.03242950158628699,0.014218109620800279,0.016025640633763105,-0.013454498192703057,-0.0006931751459765545,-0.005063286249386678,-0.013415161886777605,0.00020292229727791877
2016-06-23,0.010371208363682216,0.006153811622595651,0.0,0.014142677567216433,0.026582222629713437,0.020198118721341807,0.024949775073469294,0.02391462881648665,0.06171417157765835,0.0672168311040715,0.024716512612151353,0.02918585124341444,0.04623512505888816,0.03650814779504663,0.039700353395259125,-0.0004886765386412639,0.04626713148933992,0.007339384041896713,0.008508976287274983,0.08894876558299969,0.007009355901000269,0.028708152747417115,0.03703710326265952,0.022883910269687835,0.12450984023438627,0.09999998130050392,0.017582400077467586,0.0029412684861807037,0.0014748541491764744,0.030959657699523913,0.010646373971814782,0.0,0.07751934945171213,0.0775862283287112,0.08415845440551517,0.014773129503536486,0.03646557904675918,0.038781154967650444,0.03514377168131433,0.028837151768534408,0.015996508799406284,0.018229126930236816,0.010652144162070387,0.02076129792460857,0.021113175164139797,0.010511574681603575,0.10021315128633379,0.01947495859127457,0.13749999999999996,0.034334814189037166,0.0353318970358496,0.038461546360269994,0.004402832190813388,0.021205417409566385,0.023913072998898333,-0.0065574021045959885,0.02291659423046921,0.017291133397732805,0.03787453977977262,0.02244918216326952,0.013129841301556366,-0.007547162885383818,0.02412872772889174,0.013333432948073431,0.02239127142101416,0.0327102475754002,0.04668768159673364,0.07298194222996779,0.011789228317189648,0.015267160753269282,0.02799266289177771,0.00020292229727791877
2016-06-24,-0.001620782618829808,0.008409718527568,0.0,-0.017431793647913474,-0.0203451901357381,-0.017183354010924967,-0.02473500534508366,-0.03952570551510237,-0.021528437528057554,-0.08397776301834825,-0.03075899167652485,-0.04179105157442142,-0.032828311411266964,-0.013782503413945157,0.0028818416083016274,-0.014669982064394738,-0.02412028367724528,-0.036126250040098284,-0.01724128521440882,-0.08787129267958171,-0.02552204251082124,-0.0772092952284702,-0.04166668103526061,-0.019137492844229498,0.020052238293253977,0.008318442678733495,-0.019978446549027584,0.0,-0.019566624454197545,-0.02702702327422657,-0.00714819808487499,-0.11111116630059481,-0.035971209932869064,-0.06240005444824581,-0.06392698687043075,-0.018370907439776873,-0.02435715222850121,-0.034999989037513335,-0.029629602768019847,-0.0009041230564945657,-0.0225531528796028,-0.00255750583180403,-0.025032743922664302,-0.025423791496136383,-0.02631575055539892,-0.02912621947308547,-0.0023255607642110876,0.021594752699714448,0.18681318681318682,-0.05145227184608636,-0.04343330640953946,-0.04938285765590522,-0.01369861663496763,-0.018579242794426132,-0.026008480209638307,-0.014851460436435704,-0.026476505426426433,-0.024645972921785497,-0.041938982851303264,-0.0019963630458331716,-0.019964963574650718,-0.040684400222963935,-0.018848199118405518,-0.020723714122108272,-0.01652895955096778,-0.0723982276329933,-0.08318264627777294,-0.04912404705037532,-0.02947227148850029,0.0313282609730956,-0.02821955003878973,0.00020292229727791877
2016-06-27,0.012445862983419431,-0.01137216871013158,0.0,-0.011235903728509022,-0.01573316517296708,-0.026225781171683393,-0.03945250063402328,0.019453814690195248,-0.031903169425657185,-0.010856488326739022,-0.0029680635809723466,-0.019210842930238115,-0.03394252705272793,0.007763953050504924,-0.012931056335432456,-0.009925501706059436,-0.0027463906445552855,0.02267720380167315,0.0022395860476918106,-0.009497923461488478,0.0,-0.01915327949559853,-0.018633512807320285,0.009068423447127882,0.03076923578717583,0.00589277463264426,-0.01873279116991089,0.0,-0.01716739340606288,-0.02345670907789643,0.006820729050253771,0.0,-0.044776102502537385,-0.022184218458755955,-0.02439022120941492,0.0010593462912709128,-0.030513240955517662,-0.0335061063471811,0.0019083617971553668,-0.027149301991855834,-0.019590795217654167,-0.0032820481520432487,-0.00027001749381794227,-0.00347815846754862,-0.02027036605454391,-0.03928571255265978,-0.016317019426131063,0.08617886622636473,0.0185185185185186,-0.05511811877692063,-0.050810839678790076,-0.02597389629039737,-0.03944446316939332,-0.03303642462337475,0.013623977918412189,0.01842544797469503,-0.016736484734677592,0.0002904040915405748,-0.023877245399079983,0.0020003564835955334,0.0014296253102850098,0.030519166245961404,-0.012806818252369956,-0.013100446797213339,-0.018767577100357702,-0.014634132725648952,-0.02695593993319012,0.006141632210906689,-0.011299391992810714,-0.009720525899849175,-0.017143997605029493,0.00020292229727791877
2016-06-28,0.002137943211367732,0.009202484774544883,0.0,0.025717724124466157,0.024936082785270486,0.023028890929084778,0.024727508059816605,0.012110088943341424,0.007954418458862245,0.04024384352064292,-0.009388611525206647,0.02858660312203387,0.09864864995481315,0.04006152010142627,-0.018195051249237038,0.005012454651473375,0.03029242762784201,0.027101854645354084,0.011545639710360156,0.028767127761654576,0.02142849192676466,0.0020555456017088414,0.002531564344818271,0.03077346312861806,0.09452740450890751,0.09431755355213789,-0.02302076696836186,0.0,0.028602699402362264,-0.0025284899009830886,0.012420020203819604,0.12500006984919465,0.023437490739000477,0.0034903882207575343,0.0,-0.08465607006125386,0.028612339633514505,0.03502506646685832,-0.03999999733576687,0.01860463758549491,0.011101278416902893,0.03725041269622942,0.027304359975668824,-0.010471229602858068,0.01773407568101648,0.0066914718099155834,0.00868883188604852,-0.025449156338002488,0.10000000000000009,0.04166664827017175,0.04783600103274899,0.017777686649584457,0.012145797617770793,0.02188106022521219,-0.0252688823152587,0.003618434923920555,0.036170230466567865,0.020905968873486502,0.011065763740766288,0.017964126568860372,0.022840805824152266,0.008461586032396884,0.015135172251108608,0.0027229805237598548,0.0004282880473480688,0.01485147112526719,0.04459458370988978,-0.01867141912902326,-0.018571412378426633,-0.01840486203081859,0.015453031718312138,0.00020292229727791877
2016-06-29,0.014400024414062518,0.025835761702555082,0.0,0.002915491047499774,0.028696136292488017,0.016024409978044662,0.02413096394576164,0.015591019085035684,0.013528846716334142,0.017585112700945205,0.036985678931832355,-0.019557440151661165,0.04551044038755547,0.032592504060034555,0.01408454687037164,0.02992520719704972,0.02439047128515459,-0.008995479783704963,0.049705428401320306,0.04127828672858724,0.046620081073992514,0.03589747502253604,0.04166670476521395,0.01585203207898278,-0.02878784210258134,-0.04443254336971725,0.006896600107140438,0.0,0.018679656522370136,0.03168565606930174,0.004089318813550902,-0.11111116630059481,0.04580150903418012,0.0086956194641441,0.014999985694885254,-0.14258191345503224,0.023643936869869764,0.022444747315417013,0.008597910533524544,-0.006392707395137864,0.02415457832385748,-0.0039681935977115,0.0065788908797601575,0.0,0.0358180062998632,0.009601173213909409,-0.001566206503266998,0.0015360969488675824,0.1322314049586777,0.028444417317708304,0.0326087170602698,0.034934741573693806,0.01428569960158077,-0.0026296619070604876,-0.0033094025769301316,0.01917399263172026,0.014373752218957314,-0.008248036710739814,0.029377926923571218,0.02745053270422626,0.011863229392814922,0.012013787032080447,0.012779540060870564,0.02851321445072963,0.011699165727431238,-0.014634132725648952,0.016170763220125117,0.024515160324935836,0.0,0.0543750524520874,0.019897214389985374,0.00020292229727791877
2016-06-30,0.0015772228483112993,0.037037110614130286,0.0,0.0465116685245297,0.04184357450787446,0.014269666288568406,0.005591075947950941,0.0035701671064827245,0.018909891368456666,0.019585275971851557,0.006018745612122345,-0.000524846295728576,0.004705877865061936,0.04447655624853453,-0.005847947508874518,-0.0029055431985840485,-0.04696687376639541,0.007866933199166759,0.03823213865133712,0.0,0.019599151833896267,0.01881183893140137,0.015757509790290003,-0.0036410764267026385,0.0015600211882476067,-0.013445365041409807,-0.0011415786096516944,-0.002932642796342644,0.0137529185993428,-0.01719903970418879,0.01814138529449516,0.0,0.0,0.015517287101250554,-0.014778311237724773,0.048988770902826495,0.03124989679630019,0.023302927772568482,0.011147496236519672,0.035845599087642954,0.015866237290398377,0.05478083766647224,0.006535977261329817,-0.008818504743926758,0.010280291826247456,0.002194546540133402,0.0,0.020705623821487107,-0.03649635036496346,-0.005185779388501066,-0.008421044600637306,0.01265795834711314,0.038873196356875805,0.007532985637915823,0.029883836449760226,0.01527578701597565,-0.008097158176053498,-0.010610822801140563,0.017347538784512784,0.011450443677136768,0.0027586180588294873,0.0058412954444126974,0.00946373821470159,0.007920812736346816,0.002820443809765205,-0.02475245187544539,0.03564611191959943,-0.01785718227517097,0.0,0.005334809766574189,0.010293713972001184,0.00020292229727791877
2016-07-01,0.008923888876762875,0.021428566502660562,0.0,-0.005555629730224609,-0.007567000337949326,0.009255739997235057,0.017474148536923417,-0.018143017353547397,-0.006550265270708233,0.007909551561047445,0.0418789816835452,0.01102936314994607,0.012880521916697862,0.0,0.0514705727669611,-0.001457051307585222,0.0037645953053926373,0.011407902664412939,-0.001689066899517866,0.12020460825907553,-0.005679371068419314,-0.016520901547538158,-0.02625289282004517,-0.0036544445460242603,-0.003894089734884032,-0.01078935420058591,0.008571406773158374,0.0,0.0030831390691097305,-0.01874997335881834,-0.0327273181954586,0.25000004656612984,-0.014598534756523285,0.050933695848756955,0.034999966621398926,0.017994861762988368,0.009222767230474549,0.020132015991634944,0.059662790881200634,-0.03726707155758746,0.015196209015541307,0.000377687456983411,0.012986986572156134,-0.0017792218696753848,0.017576435285314274,0.03138694957970878,0.04000001795151653,0.01803145864088007,0.022727272727272707,0.04778455080780608,0.042462804170978696,0.07916687107105558,-0.03470710333453175,-0.003738332017559909,-0.0403009121656247,-0.011561614347070814,-0.010204120359535218,0.008695732051227978,0.008250863312497358,-0.05660380668682019,-0.0013754817153938115,-0.004308792816591911,0.023437439464035092,0.010805458373882137,-0.019687811830129243,0.05583750939000054,0.021512008089877632,-0.005454480212347956,-0.0021835048162256454,0.014740566833454816,0.013701554524812254,0.00020292229727791877
