Date,ABEV3.SA,ANIM3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CBEE3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,EVEN3.SA,EZTC3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MRFG3.SA,MRVE3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,SEER3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2014-07-07,-0.017769547402055497,0.00526317797209086,0.0008740000642730728,0.009752123736933793,-0.0030385895297613263,-0.009803925222373833,-0.0030487340380210837,-0.013595804058257333,-0.010042000872606649,0.01603901951108555,-0.006721433905899965,-0.015510955812249039,0.0,0.01620646555653993,-0.009856333888607738,-0.0024899914521782085,-0.01837052530420158,-0.018726617048108407,-0.023558867831421804,0.038575702924497524,0.0021817987615411205,-0.007217822284647735,-0.003535675820422579,0.02568211907650153,0.017307722286360905,-0.005176499310661775,0.009211054603854407,-0.004601259186520212,0.003914797043947704,0.010909137305900707,0.015634410222655104,0.0005203032902756366,0.009291601238157421,0.0009442743300318579,-0.0008717930941950502,0.019002455190742396,-0.0011255506228495804,0.008947412770871965,-0.0033898930532877403,-0.006821267074366477,-0.0020996855527897207,0.02192070360702858,-0.011235955056179803,-0.012247444205380265,-0.010285731724330338,-0.026378875326451556,0.012411397041092842,0.024653288698045728,0.0037285750412974217,-0.014736833588237963,0.0,-0.001366103894552051,0.0,-0.004569177310768002,-0.012970689158590343,-0.018912494427588356,-0.0029970715244288515,0.005161328404702958,-0.013549657401127901,0.001184861300832063,-0.013452917537838949,-0.0005270104065461245,-0.025767578552533976,-0.010688032368610378,-0.0046804180926833805,0.0001583393919324383
2014-07-08,0.00249525929291039,0.012216318096214485,-0.016593749088361087,0.01649898757015067,-0.0003048223340417211,-0.008353954130935426,0.010091682221959664,0.006653947345392375,0.001659885119216442,0.0,0.0,0.0157553361348437,0.0,0.00531607758928776,-0.0035430923376202905,-0.0009984425022225851,0.0018112812255610677,0.0025446565434501522,0.020277135407012814,-0.006666637602306569,-0.0058055098154058404,0.009914031128863021,-0.017740964908619872,0.0,0.0,-0.02365184552677113,0.005158681481895355,-0.009244983805169471,-0.004766018554680618,-0.005036038515774721,-0.0023682066088898113,-0.016640650152974668,-0.005753765304684966,-0.002201228206783923,0.003490398201067224,-0.012587411948006388,0.008450695849581802,-0.0036516024533935765,0.006802683916117713,-0.0013736088562863458,-0.009468716623280637,-0.010214602447449872,-0.05681818181818177,0.00061997702431138,0.0005773804306026253,-0.007389183260740562,-0.00029192537096855986,-0.01203012107906487,-0.027117367762534816,0.014957256183551593,0.0,0.0038303582073375697,0.0,-0.028852458461117947,-0.005934692189185076,0.0,0.0020040539760575182,0.010526238132511523,0.0003869175263386815,-0.005917182469050486,0.0003246827639464822,-0.000263644146481834,-0.026811697778023724,-0.0023633220860727056,-0.0031039738299691866,0.0001583393919324383
2014-07-10,-0.02489107816592584,-0.009310361224888819,0.02930725635250031,0.03958828150985605,0.04207316445847864,0.029641149173428083,0.010293677419116465,-0.0009443225730895177,0.01086353544155938,0.007549801829483727,-0.0015037593984962294,0.03558397280705594,0.0,0.06051700553143147,0.019133038048471773,0.007995926413277399,0.024404853177261154,0.007614048405180762,0.00503147626699274,0.011505261941318734,0.018978119160702578,-0.004581147241962458,0.00030100165945645685,-0.006259765720500465,0.01039694305013894,0.03149232292152582,0.008685387786365517,0.0,0.0,-0.008676757170614668,-0.008308682126264677,0.014278184026565333,0.03472218668155769,0.0463284304103837,0.013913122007665368,0.0070821011653334764,0.005586586688115958,-0.0013611878943793343,0.0,0.011004130318593264,0.018321790480740008,0.026831871819855024,-0.14457831325301207,0.052044621087571574,0.04500869533060592,-0.0074440108749384,0.001459862099943976,0.012785449106594404,0.023291282572128313,-0.018421123549551055,0.0,-0.0019078712732786274,-0.006134969325153339,0.009453044622065088,0.009381633526519106,0.008032113309706768,0.007499980926513716,-0.028201202373676182,0.00792886161027373,-0.010714190833418291,-0.0003245773792658335,-0.004746846114865866,0.005212232156745378,0.003384107751323029,0.017861471054348765,0.00031670385522786226
2014-07-11,-0.0006381766964356217,0.011138272961727536,0.0224332360548416,-0.005331279071904227,-0.0011702033057438,0.006363721882669093,-0.004494986993790917,-0.000945215161102575,0.0018215215464232326,0.011580386427785472,0.012048192771084265,0.027312727358890232,0.0,-0.02160672005669695,0.013457408070642218,0.0009916123578928016,0.023823445487951345,-0.004785798616967485,0.0012514808146193435,0.007582931019879169,0.0035816755442861226,0.005259719479511649,0.01143548219530488,-0.006299122098310073,0.0074837119289674625,0.004227254174217432,0.00391385026339286,0.0077760796375918595,0.014801958412262728,0.0029175674141865837,-0.0011968014069864141,0.007299238134561348,-0.0011185549135172002,-0.00150600371305043,0.012006759211458995,0.010782917805882697,0.00555564786244922,0.02485061002755362,0.0033784410486501493,-0.016326678871564138,0.018513766034411683,-0.008040193799667361,0.1338028169014085,0.0017668249384155121,0.007178307917466098,0.01249975296277972,-0.004373202027936118,0.0009016765519722636,0.0007462857586957306,-0.007506731854770465,0.0,0.0030038390464979248,0.012345679012345734,-0.0006688374315074741,0.01267423895621378,-0.0039840962179453765,-0.0014887731942827553,-0.012287620037255587,0.004221058540320177,0.00962694580823431,-0.0029220829486124034,0.0015898287105264863,0.01962961531012275,0.00101182755586815,0.00353525177220515,0.0001583393919324383
2014-07-14,-0.0038313835585571665,-0.018932880795996643,0.02700401225266269,0.032542053859522024,0.043350898710716734,0.035832546246667984,-0.006923526001949343,0.016083273288134414,0.008909110648191554,-0.0006734160690200497,0.02678571428571419,0.016295071744772516,0.0,0.02491510214136161,-0.0049180202796811345,0.023278856509342694,0.03274925717323662,0.0035434099495110782,-0.005499967354281932,0.041392246062684324,0.004996409256290635,0.026814920215161075,0.020529605614108437,0.04120440864765529,0.02785508118008373,0.03227317872508628,0.0019494354705498207,0.001543171607290672,0.021020923552308224,0.018181837249000354,0.02336724848226357,0.0010352203974945962,0.023516232165103457,0.02352932256963225,0.002542415072063875,0.03617811832375817,0.008287283957205016,-0.013198289779281502,0.010101035381153922,-0.013831229144100066,0.0025601246954760626,0.013171267180849489,-0.03105590062111796,0.03821279305020919,0.04714915686091814,0.01975322294797821,0.010248958832735688,-0.00930923620709112,0.011185725123892265,0.017287886818225795,0.0,0.022052864371920222,0.0,0.010040140482046267,-0.011264019947827553,-0.0039999525047258455,-0.007455343917601054,-0.01402851597082988,0.012609790099166629,0.02383787855554842,0.004884452307090781,0.0,0.017072352437064398,0.00033693493190734003,0.017486219107071044,0.0001583393919324383
2014-07-15,0.007051259870987536,-0.014035174721165666,0.0032870033247349717,0.0066740937989810956,-0.0033688931860267335,0.009011586891787271,-0.004243807130118626,0.011173219868822581,-0.0007208905070448246,0.0006738698638149021,-0.005797101449275366,0.01687762049171604,0.0,0.01160225713362295,0.010708364135285198,-0.0135527288910261,0.0013909115568782049,-0.005044171684568832,-0.03242832524727712,0.03884375040920984,-0.016335194849616763,-0.019108251658657815,-0.0017492833367034333,0.013698704731717415,0.014453464482651945,-0.01585864913046675,0.017120595752261325,-0.012326645073559295,-0.022268908985899616,0.012857180132186175,0.01932083871077972,-0.01240950202816049,0.008752810117201415,0.012083763461351538,-0.018596770512047667,0.016562217088901487,0.006849259606720004,0.026438520490796646,0.07166663109958482,-0.005610100756117786,-0.008682332837403162,-0.013999986782073814,0.0,0.005096271425001131,0.008376955194584035,0.0,0.014492738510343717,-0.026977967840681405,-0.008849619138639464,-0.012214402783420897,0.0,-0.007192343025384962,0.0060975609756097615,0.0,-0.018565422780309038,-0.012048210239911428,0.002503813025959589,-0.009396003803667896,0.011320779181926532,0.04190915602822076,0.006480844187790824,0.006613771529996981,-0.028571362787358057,-0.0013472857799869953,0.004126004592422516,0.0001583393919324383
2014-07-16,0.019732681022530674,-0.013167222937138678,0.011465765729562483,0.007366510709007512,-0.019718374665787963,-0.03284352131399315,-0.01704711064248332,0.010128913531534778,0.006312017224237243,-0.02693606477638366,0.004373177842565523,-0.029875568850892154,0.0,-0.007646020363246353,0.010105994490669179,-0.00883225341659033,-0.00416674008930229,-0.01825101436231724,0.016108107013509176,-0.005217427792756468,-0.008664320283626181,-0.03571434617434155,-0.008761673823750038,-0.019519576625441792,0.0035619694708712846,-0.016114110735993337,-0.020658108873436998,-0.01716063327546813,-0.00945420823883003,-0.007757459954929602,-0.017805828182615557,-0.0036649054149826554,-0.02386132934219065,-0.02591727965760182,0.003445302502167902,-0.017613373548123867,-0.007618963366015863,0.004545500784209233,0.010886521868544774,-0.011283503101517045,-0.0005152101473699933,-0.0344828319956455,0.1282051282051282,0.005633824308153512,0.002596014354432352,0.009685179311258008,-0.008571475827640174,0.002492268998678826,0.028273818921509264,-0.008064747270191686,0.0,0.0013415454702454532,-0.012121212121212088,-0.0013253959664883963,-0.009458267892934913,-0.008130066054799379,-0.0014985357622143702,-0.005420016424905749,-0.0158582170967676,0.005586613608986157,0.027688365265252646,0.00657031695477861,-0.0018384246523018843,-0.02495783408562635,-0.004591417443813195,0.0001583393919324383
2014-07-17,0.011235973784791575,0.0018031770872184438,-0.011335792191930927,0.005484446670498189,0.007471333584701201,-0.0044682315296911135,-0.0018582028984137633,-0.002734739680183562,0.003584212401517073,-0.01245670269047694,0.012336719883889735,-0.01197599612264888,0.0,0.0005503295550977061,-0.02372117462879797,-0.011386156563123695,0.0069734910482428525,-0.0007744437121387504,0.013040074736949459,-0.06643350551434679,-0.002184976982621545,-0.02020199064678463,0.00913373553999075,-0.012251263769979204,-0.0017746634384467885,0.016378028094342856,-0.0027342418381146594,-0.003174600050953491,-0.002169263458806636,-0.03127217826684858,-0.022222284189362895,-0.01786653391066295,0.0033334758751080162,0.0014947480609543984,-0.00600862303319305,-0.02779017315551502,-0.009185684722362919,-0.004726081734171661,0.0123076242050435,0.002853105793201749,-0.009020579407300278,-0.003151312822949559,-0.0625,0.01848739028872126,0.012946660119847797,0.009592276394375432,-0.008357357476517224,-0.013362346211868159,-0.023154826475434986,-0.020053946761087738,0.0,-0.01661306372044924,0.0,0.00464497648706419,-0.002604226167828738,-0.029098367292484606,0.0005002615806071198,0.01444134309822842,-0.00473932049909942,-0.04666667514377165,-0.013784477851063404,-0.009138401542098329,0.0007368338665210139,-0.029747513486360178,-0.0014178796417609885,0.0001583393919324383
2014-07-18,0.026543109726935965,-0.0129589506039971,0.05814882450272729,0.02654543789950292,0.041072438639427666,0.04787546565378187,0.01644426890550621,0.005941533569948421,0.014642881013674947,-0.02873165998136762,0.027240143369175573,0.019047641852446784,0.008064526738975841,0.04180416453457392,0.015206581304881173,0.020030059435886427,0.0390581233603291,0.02273891078820567,-0.022968191135940286,0.08239701210630579,0.010948947028681433,0.013745661822250677,0.018394150259117392,0.06201550272935896,0.004444461398654509,-0.012891288588794625,0.018017926204564105,0.03821652278662713,0.03695663232143964,-0.019075584445604865,-0.01913873851469783,0.011235905750242692,0.0431893052031056,0.048955243696900075,0.01813465330210362,0.014292316482849454,0.005396429326405938,-0.004849460122807181,0.030395116398052036,0.08534854301673556,0.00780232070501552,0.01685994904022059,-0.054545454545454564,0.0544554320406867,0.049079806647890356,0.026128474263392265,0.022667879335923846,0.004094461756428469,0.002592581289785789,0.02710153112415381,0.0,0.011988991453446118,0.006134969325153339,-0.005944519306991913,-0.008703170564613338,0.028704040482034676,-0.0005000114440918413,-0.0008057074248575269,0.0028571489402338113,-0.025641056991266398,-0.0009529472596283561,-0.005269991744402236,-0.01361801318333844,-0.012834178709255961,0.0247133254250691,0.0001583393919324383
2014-07-21,0.010222494580457209,-0.011670406412363943,0.017028072021172402,0.023025137409505625,0.0,0.01170757387807364,0.03449331886480844,0.0036346601644441368,0.019535363249777227,-0.002164482951970248,0.0034891835310537633,0.025488464349435302,-0.016000020881726917,0.030622982078636785,0.012373854752322888,0.019636734477181728,0.011730299062575611,0.003284467031323013,0.03177482225797279,0.013840816747774376,-0.0007220381665270503,0.005423751492377837,0.003440391115845376,0.014598713986152756,0.01681412187400544,0.012126876045027268,0.004232413825977055,-0.009202445238506662,-0.037735906647328066,-0.005983522664155916,-0.004878044241882984,0.01111116381269106,0.004246320859267794,0.008537272175684008,-0.02120434810501126,0.00818175812766686,0.011285514500220861,0.04670049393166842,-0.002949765710628771,-0.013106199447575295,0.009032218686995996,0.00725382495308402,0.012820512820512775,0.01564941240827289,0.020467839518738318,-0.009259432299954073,0.008809313698838306,0.026976240286686215,-0.003324719379479646,0.02315585518203722,0.0,0.00026938480514404617,-0.0060975609756097615,-0.005315608609629208,0.0008778994649794036,-0.01107915486825628,0.015507727338260224,0.03064504629543441,0.021842296707060616,-0.004784684628674429,0.0034975739375038284,0.016688664609861847,0.02947763396573655,0.025640992083022285,0.010892252644133738,0.0001583393919324383
